name,bus,p_nom,sign,carrier,marginal_cost,efficiency,min_up_time,min_down_time,up_time_before,down_time_before
BNA0622,375,29.2,1.0,Waste,0.0,0.33,0,0,1,0
BNA0623,375,29.2,1.0,Waste,0.0,0.33,0,0,1,0
BNA0626,200,434.2,1.0,Natural gas,0.0,0.545,0,0,1,0
BNA0627,200,335.0,1.0,Natural gas,0.0,0.43700000000000006,0,0,1,0
BNA0640,250,8.7,1.0,Waste,0.0,0.33,0,0,1,0
BNA0641a,250,22.1,1.0,Waste,0.0,0.33,0,0,1,0
BNA0641b,250,8.1,1.0,Waste,0.0,0.33,0,0,1,0
BNA0641c,250,5.8,1.0,Waste,0.0,0.33,0,0,1,0
BNA0643,252,202.5,1.0,Hard coal,0.0,0.35,0,0,1,0
BNA0644,252,255.0,1.0,Hard coal,0.0,0.43799999999999994,0,0,1,0
BNA0645,34,425.0,1.0,Hard coal,0.0,0.38,0,0,1,0
BNA0646a,252,435.0,1.0,Hard coal,0.0,0.408,0,0,1,0
BNA0646b,34,843.0,1.0,Hard coal,0.0,0.46299999999999997,0,0,1,0
BNA0647,270,77.4,1.0,Oil(light),0.0,0.305,0,0,1,0
BNA0648,270,85.0,1.0,Oil(light),0.0,0.38,0,0,1,0
BNA0649,270,262.0,1.0,Oil(light),0.0,0.38,0,0,1,0
BNA0658,148,61.1,1.0,Natural gas,0.0,0.5539999999999999,0,0,1,0
BNA0659,148,77.6,1.0,Natural gas,0.0,0.5539999999999999,0,0,1,0
BNA0660,148,55.3,1.0,Hard coal,0.0,0.353,0,0,1,0
BNA0661,148,60.4,1.0,Hard coal,0.0,0.34,0,0,1,0
BNA0662a,148,60.2,1.0,Hard coal,0.0,0.38299999999999995,0,0,1,0
BNA0662b,148,120.0,1.0,Hard coal,0.0,0.273,0,0,1,0
BNA0680,341,60.0,1.0,Lignite,0.0,0.32299999999999995,0,0,1,0
BNA0681,308,78.6,1.0,Natural gas,0.0,0.315,0,0,1,0
BNA0682,308,78.6,1.0,Natural gas,0.0,0.315,0,0,1,0
BNA0683a,308,79.7,1.0,Natural gas,0.0,0.45,0,0,1,0
BNA0683b,308,97.9,1.0,Natural gas,0.0,0.45,0,0,1,0
BNA0683c,308,97.9,1.0,Natural gas,0.0,0.45,0,0,1,0
BNA0684a,308,124.9,1.0,Natural gas,0.0,0.5579999999999999,0,0,1,0
BNA0684b,308,123.9,1.0,Natural gas,0.0,0.5579999999999999,0,0,1,0
BNA0684c,308,127.6,1.0,Natural gas,0.0,0.5579999999999999,0,0,1,0
BNA0685,35,100.2,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA0686,257,1310.0,1.0,Nuclear,0.0,0.33,0,0,1,0
BNA0688,137,75.0,1.0,Natural gas,0.0,0.527,0,0,1,0
BNA0693,434,53.6,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA0696,164,277.0,1.0,Lignite,0.0,0.33299999999999996,0,0,1,0
BNA0697,164,288.0,1.0,Lignite,0.0,0.33299999999999996,0,0,1,0
BNA0698,164,292.0,1.0,Lignite,0.0,0.335,0,0,1,0
BNA0699,164,607.0,1.0,Lignite,0.0,0.34,0,0,1,0
BNA0700,164,604.0,1.0,Lignite,0.0,0.342,0,0,1,0
BNA0702,314,25.4,1.0,Natural gas,0.0,0.381,0,0,1,0
BNA0705,165,297.0,1.0,Lignite,0.0,0.32299999999999995,0,0,1,0
BNA0706,165,299.0,1.0,Lignite,0.0,0.33,0,0,1,0
BNA0707,165,648.0,1.0,Lignite,0.0,0.42200000000000004,0,0,1,0
BNA0708,165,653.0,1.0,Lignite,0.0,0.419,0,0,1,0
BNA0709,165,944.0,1.0,Lignite,0.0,0.405,0,0,1,0
BNA0712,165,294.0,1.0,Lignite,0.0,0.316,0,0,1,0
BNA0713,165,295.0,1.0,Lignite,0.0,0.32799999999999996,0,0,1,0
BNA0714,165,15.0,1.0,Lignite,0.0,0.36200000000000004,0,0,1,0
BNA0734,365,37.5,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA0735,365,37.5,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA0736,365,37.5,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA0737,365,37.5,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA0738,365,36.5,1.0,Natural gas,0.0,0.34600000000000003,0,0,1,0
BNA0739,365,36.5,1.0,Natural gas,0.0,0.34600000000000003,0,0,1,0
BNA0740,365,36.5,1.0,Natural gas,0.0,0.34600000000000003,0,0,1,0
BNA0741,365,36.5,1.0,Natural gas,0.0,0.34600000000000003,0,0,1,0
BNA0742,324,75.0,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA0743,324,75.0,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA0744,324,383.0,1.0,Natural gas,0.0,0.419,0,0,1,0
BNA0745,324,440.0,1.0,Natural gas,0.0,0.43200000000000005,0,0,1,0
BNA0746,324,18.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA0750,96,40.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA0751,96,21.1,1.0,Waste,0.0,0.33,0,0,1,0
BNA0752,84,23.1,1.0,Natural gas,0.0,0.354,0,0,1,0
BNA0753,84,24.5,1.0,Natural gas,0.0,0.38,0,0,1,0
BNA0755a,128,36.0,1.0,Natural gas,0.0,0.18,0,0,1,0
BNA0755b,128,64.0,1.0,Natural gas,0.0,0.518,0,0,1,0
BNA0758,72,54.0,1.0,Hard coal,0.0,0.4,0,0,1,0
BNA0759,431,88.0,1.0,Oil(light),0.0,0.354,0,0,1,0
BNA0766,436,87.0,1.0,Oil(light),0.0,0.355,0,0,1,0
BNA0785,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0786,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0787,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0788,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0789,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0790,357,465.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0793,60,875.0,1.0,Hard coal,0.0,0.39299999999999996,0,0,1,0
BNA0799,265,11.3,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA0800,265,41.2,1.0,Natural gas,0.0,0.45,0,0,1,0
BNA0801,265,26.9,1.0,Hard coal,0.0,0.4,0,0,1,0
BNA0802,261,1402.0,1.0,Nuclear,0.0,0.33,0,0,1,0
BNA0804a,180,35.0,1.0,Natural gas,0.0,0.34299999999999997,0,0,1,0
BNA0804b,180,17.3,1.0,Natural gas,0.0,0.39899999999999997,0,0,1,0
BNA0805,129,97.9,1.0,Natural gas,0.0,0.585,0,0,1,0
BNA0810,203,65.0,1.0,Natural gas,0.0,0.312,0,0,1,0
BNA0813,203,303.0,1.0,Hard coal,0.0,0.35,0,0,1,0
BNA0814,371,81.8,1.0,Natural gas,0.0,0.381,0,0,1,0
BNA0820,238,655.6,1.0,Hard coal,0.0,0.365,0,0,1,0
BNA0832,277,9.8,1.0,Natural gas,0.0,0.457,0,0,1,0
BNA0834,95,79.0,1.0,Natural gas,0.0,0.315,0,0,1,0
BNA0842a,305,9.8,1.0,Natural gas,0.0,0.457,0,0,1,0
BNA0842b,305,9.2,1.0,Natural gas,0.0,0.46,0,0,1,0
BNA0843,305,4.3,1.0,Natural gas,0.0,0.45899999999999996,0,0,1,0
BNA0845,305,9.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA0848,422,108.0,1.0,Natural gas,0.0,0.522,0,0,1,0
BNA0849,422,514.0,1.0,Hard coal,0.0,0.41,0,0,1,0
BNA0855,362,30.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA0856,331,26.5,1.0,Natural gas,0.0,0.39399999999999996,0,0,1,0
BNA0857,200,112.1,1.0,Natural gas,0.0,0.536,0,0,1,0
BNA0861a,238,75.0,1.0,Natural gas,0.0,0.594,0,0,1,0
BNA0861b,238,50.0,1.0,Hard coal,0.0,0.43799999999999994,0,0,1,0
BNA0863,377,94.5,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA0864,377,97.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA0865b,377,97.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA0878,143,450.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0879,143,450.0,1.0,Lignite,0.0,0.39,0,0,1,0
BNA0893,358,122.0,1.0,Natural gas,0.0,0.513,0,0,1,0
BNA0894a,360,28.0,1.0,Oil(heavy),0.0,0.354,0,0,1,0
BNA0894b,360,34.5,1.0,Oil(heavy),0.0,0.37799999999999995,0,0,1,0
BNA0894c,360,106.0,1.0,Oil(heavy),0.0,0.38299999999999995,0,0,1,0
BNA0894d,360,106.0,1.0,Oil(heavy),0.0,0.38299999999999995,0,0,1,0
BNA0894e,360,59.0,1.0,Oil(heavy),0.0,0.397,0,0,1,0
BNA0895,230,24.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA0896,416,44.9,1.0,Natural gas,0.0,0.37799999999999995,0,0,1,0
BNA0897,416,23.0,1.0,Natural gas,0.0,0.37799999999999995,0,0,1,0
BNA0914,355,750.0,1.0,Lignite,0.0,0.39299999999999996,0,0,1,0
BNA0915,355,750.0,1.0,Lignite,0.0,0.395,0,0,1,0
BNA0918a,64,190.0,1.0,Natural gas,0.0,0.354,0,0,1,0
BNA0918b,64,173.0,1.0,Natural gas,0.0,0.603,0,0,1,0
BNA0922,373,132.0,1.0,Natural gas,0.0,0.522,0,0,1,0
BNA0926b,128,24.8,1.0,Hard coal,0.0,0.348,0,0,1,0
BNA0934,273,22.6,1.0,Hard coal,0.0,0.44799999999999995,0,0,1,0
BNA0935,273,45.0,1.0,Hard coal,0.0,0.38,0,0,1,0
BNA0936,273,45.0,1.0,Hard coal,0.0,0.385,0,0,1,0
BNA0937,273,23.3,1.0,Oil(light),0.0,0.312,0,0,1,0
BNA0938,273,23.3,1.0,Oil(light),0.0,0.312,0,0,1,0
BNA0939a,273,19.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA0939b,273,23.3,1.0,Oil(light),0.0,0.312,0,0,1,0
BNA0957,276,13.4,1.0,Natural gas,0.0,0.385,0,0,1,0
BNA0969a,308,18.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA0969b,308,332.7,1.0,Hard coal,0.0,0.40299999999999997,0,0,1,0
BNA0969c,308,22.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA0989,86,318.0,1.0,Hard coal,0.0,0.353,0,0,1,0
BNA0990,86,322.0,1.0,Hard coal,0.0,0.353,0,0,1,0
BNA0991,86,695.0,1.0,Hard coal,0.0,0.43799999999999994,0,0,1,0
BNA0992,86,695.0,1.0,Hard coal,0.0,0.43799999999999994,0,0,1,0
BNA0993,312,415.0,1.0,Natural gas,0.0,0.35600000000000004,0,0,1,0
BNA0994,312,846.0,1.0,Natural gas,0.0,0.585,0,0,1,0
BNA0995,312,545.0,1.0,Natural gas,0.0,0.59,0,0,1,0
BNA0997,26,42.0,1.0,Other fuels,0.0,0.446,0,0,1,0
BNA0998,26,179.0,1.0,Hard coal,0.0,0.38,0,0,1,0
BNA0999,26,211.0,1.0,Hard coal,0.0,0.39799999999999996,0,0,1,0
BNA1002,341,31.0,1.0,Lignite,0.0,0.386,0,0,1,0
BNA1004,270,136.0,1.0,Oil(light),0.0,0.331,0,0,1,0
BNA1005,270,96.0,1.0,Hard coal,0.0,0.45299999999999996,0,0,1,0
BNA1006,270,148.0,1.0,Hard coal,0.0,0.45299999999999996,0,0,1,0
BNA1007a,302,24.0,1.0,Oil(light),0.0,0.349,0,0,1,0
BNA1007b,302,10.5,1.0,Oil(light),0.0,0.361,0,0,1,0
BNA1015,410,50.5,1.0,Oil(light),0.0,0.307,0,0,1,0
BNA1016,410,50.5,1.0,Oil(light),0.0,0.307,0,0,1,0
BNA1020,169,24.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1025,169,312.0,1.0,Lignite,0.0,0.316,0,0,1,0
BNA1026,169,304.0,1.0,Lignite,0.0,0.321,0,0,1,0
BNA1027,169,592.0,1.0,Lignite,0.0,0.33799999999999997,0,0,1,0
BNA1028,169,592.0,1.0,Lignite,0.0,0.34,0,0,1,0
BNA1037,3676,310.0,1.0,Hard coal,0.0,0.38,0,0,1,0
BNA1039,145,55.0,1.0,Natural gas,0.0,0.419,0,0,1,0
BNA1040,145,55.0,1.0,Natural gas,0.0,0.419,0,0,1,0
BNA1041,145,55.0,1.0,Natural gas,0.0,0.31,0,0,1,0
BNA1042,145,55.0,1.0,Natural gas,0.0,0.31,0,0,1,0
BNA1046a,145,607.5,1.0,Hard coal,0.0,0.385,0,0,1,0
BNA1046b,145,112.0,1.0,Natural gas,0.0,0.33799999999999997,0,0,1,0
BNA1056,200,25.0,1.0,Natural gas,0.0,0.392,0,0,1,0
BNA1060,407,56.0,1.0,Oil(light),0.0,0.31,0,0,1,0
BNA1061,407,757.0,1.0,Hard coal,0.0,0.365,0,0,1,0
BNA1074,337,40.0,1.0,Natural gas,0.0,0.382,0,0,1,0
BNA1075a,226,61.5,1.0,Hard coal,0.0,0.425,0,0,1,0
BNA1075b,56,61.5,1.0,Hard coal,0.0,0.425,0,0,1,0
BNA1076a,226,138.5,1.0,Hard coal,0.0,0.38799999999999996,0,0,1,0
BNA1076b,226,138.5,1.0,Hard coal,0.0,0.38799999999999996,0,0,1,0
BNA1078,32,59.0,1.0,Natural gas,0.0,0.39399999999999996,0,0,1,0
BNA1082,174,82.0,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA1083,174,60.0,1.0,Oil(light),0.0,0.38,0,0,1,0
BNA1084,119,85.0,1.0,Hard coal,0.0,0.39799999999999996,0,0,1,0
BNA1085,232,23.0,1.0,Natural gas,0.0,0.41,0,0,1,0
BNA1086,232,25.0,1.0,Natural gas,0.0,0.509,0,0,1,0
BNA1087,232,29.5,1.0,Natural gas,0.0,0.581,0,0,1,0
BNA1088,232,44.5,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA1089,375,52.0,1.0,Natural gas,0.0,0.381,0,0,1,0
BNA1092,311,46.0,1.0,Oil(light),0.0,0.318,0,0,1,0
BNA1093,311,472.0,1.0,Hard coal,0.0,0.45299999999999996,0,0,1,0
BNA1094,69,15.1,1.0,Natural gas,0.0,0.348,0,0,1,0
BNA1097,69,14.4,1.0,Lignite,0.0,0.424,0,0,1,0
BNA1103,296,29.0,1.0,Natural gas,0.0,0.348,0,0,1,0
BNA1104,296,18.0,1.0,Natural gas,0.0,0.359,0,0,1,0
BNA1105,228,9.7,1.0,Natural gas,0.0,0.37799999999999995,0,0,1,0
BNA1108,337,9.9,1.0,Waste,0.0,0.33,0,0,1,0
BNA1110,272,9.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1114,401,44.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1115,67,85.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1116,404,14.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1117,128,11.4,1.0,Natural gas,0.0,0.384,0,0,1,0
BNA1119,315,12.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1120,154,10.2,1.0,Natural gas,0.0,0.35700000000000004,0,0,1,0
BNA1121,154,0.9,1.0,Natural gas,0.0,0.391,0,0,1,0
BNA1125,199,10.0,1.0,Natural gas,0.0,0.377,0,0,1,0
BNA1127,317,6.7,1.0,Natural gas,0.0,0.375,0,0,1,0
BNA1128,317,6.7,1.0,Natural gas,0.0,0.375,0,0,1,0
BNA1131,170,14.0,1.0,Natural gas,0.0,0.397,0,0,1,0
BNA1138,118,10.2,1.0,Natural gas,0.0,0.385,0,0,1,0
BNA1139,268,13.6,1.0,Waste,0.0,0.33,0,0,1,0
BNA1141,71,14.5,1.0,Lignite,0.0,0.431,0,0,1,0
BNA1144,274,11.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1148,145,14.6,1.0,Waste,0.0,0.33,0,0,1,0
BNA1151,58,13.5,1.0,Natural gas,0.0,0.387,0,0,1,0
BNA1154,92,12.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1155,92,17.1,1.0,Waste,0.0,0.33,0,0,1,0
BNA1161,313,25.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1164,170,24.6,1.0,Lignite,0.0,0.41,0,0,1,0
BNA1165,147,11.4,1.0,Natural gas,0.0,0.389,0,0,1,0
BNA1166,95,4.8,1.0,Oil(light),0.0,0.382,0,0,1,0
BNA1167,95,16.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1168,226,14.7,1.0,Waste,0.0,0.33,0,0,1,0
BNA1182,104,15.5,1.0,Natural gas,0.0,0.34700000000000003,0,0,1,0
BNA1183,108,15.8,1.0,Natural gas,0.0,0.545,0,0,1,0
BNA1184,104,45.1,1.0,Waste,0.0,0.33,0,0,1,0
BNA1185,373,20.3,1.0,Lignite,0.0,0.38299999999999995,0,0,1,0
BNA1186a,83,13.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1186b,83,13.8,1.0,Waste,0.0,0.33,0,0,1,0
BNA1186c,83,1.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1186d,83,2.8,1.0,Waste,0.0,0.33,0,0,1,0
BNA1186e,83,1.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1187,216,10.2,1.0,Natural gas,0.0,0.363,0,0,1,0
BNA1190,352,15.7,1.0,Waste,0.0,0.33,0,0,1,0
BNA1193,216,12.8,1.0,Natural gas,0.0,0.387,0,0,1,0
BNA1196a,252,12.5,1.0,Natural gas,0.0,0.39399999999999996,0,0,1,0
BNA1196b,252,12.0,1.0,Natural gas,0.0,0.5539999999999999,0,0,1,0
BNA1197,250,28.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1198,341,25.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA1199,200,15.6,1.0,Waste,0.0,0.33,0,0,1,0
BNA1200,250,17.2,1.0,Natural gas,0.0,0.563,0,0,1,0
BNA1212,49,11.4,1.0,Oil(light),0.0,0.37200000000000005,0,0,1,0
BNA1222,196,10.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA1225,303,5.3,1.0,Natural gas,0.0,0.373,0,0,1,0
BNA1226,303,5.3,1.0,Natural gas,0.0,0.371,0,0,1,0
BNA1227,49,11.4,1.0,Oil(light),0.0,0.366,0,0,1,0
BNA1229,245,15.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1232,372,2.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1233,372,14.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1238,305,12.6,1.0,Natural gas,0.0,0.385,0,0,1,0
BNA1243,422,17.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1244,26,15.8,1.0,Waste,0.0,0.33,0,0,1,0
BNA1248a,49,82.0,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA1248b,49,65.0,1.0,Natural gas,0.0,0.402,0,0,1,0
BNA1249,49,6.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1254,321,54.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1255,360,28.9,1.0,Waste,0.0,0.33,0,0,1,0
BNA1260,272,95.0,1.0,Natural gas,0.0,0.39899999999999997,0,0,1,0
BNA1261,415,16.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA1262,373,24.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1264,330,13.5,1.0,Natural gas,0.0,0.38,0,0,1,0
BNA1271,180,33.6,1.0,Natural gas,0.0,0.34700000000000003,0,0,1,0
BNA1279,106,51.9,1.0,Natural gas,0.0,0.428,0,0,1,0
BNA1280,106,66.3,1.0,Oil(light),0.0,0.38,0,0,1,0
BNA1284,249,11.5,1.0,Natural gas,0.0,0.375,0,0,1,0
BNA1285,385,19.0,1.0,Natural gas,0.0,0.35600000000000004,0,0,1,0
BNA1286,330,11.2,1.0,Waste,0.0,0.33,0,0,1,0
BNA1289,62,12.6,1.0,Waste,0.0,0.33,0,0,1,0
BNA1291,68,12.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1292a,292,11.1,1.0,Natural gas,0.0,0.366,0,0,1,0
BNA1292b,292,15.4,1.0,Natural gas,0.0,0.385,0,0,1,0
BNA1293b,165,10.0,1.0,Lignite,0.0,0.38799999999999996,0,0,1,0
BNA1294,414,38.0,1.0,Oil(light),0.0,0.377,0,0,1,0
BNA1295,296,10.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1315,268,27.0,1.0,Natural gas,0.0,0.386,0,0,1,0
BNA1316,119,30.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1327a,311,11.1,1.0,Natural gas,0.0,0.376,0,0,1,0
BNA1327b,311,7.4,1.0,Natural gas,0.0,0.38799999999999996,0,0,1,0
BNA1328,305,24.0,1.0,Natural gas,0.0,0.386,0,0,1,0
BNA1329,349,12.8,1.0,Natural gas,0.0,0.509,0,0,1,0
BNA1330,429,17.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1331,210,19.0,1.0,Hard coal,0.0,0.315,0,0,1,0
BNA1332,159,24.0,1.0,Natural gas,0.0,0.38,0,0,1,0
BNA1333a,272,12.2,1.0,Natural gas,0.0,0.37200000000000005,0,0,1,0
BNA1333b,272,11.3,1.0,Natural gas,0.0,0.35100000000000003,0,0,1,0
BNA1333c,272,11.6,1.0,Natural gas,0.0,0.35,0,0,1,0
BNA1334,399,14.8,1.0,Natural gas,0.0,0.5489999999999999,0,0,1,0
BNA1335a,405,58.1,1.0,Natural gas,0.0,0.373,0,0,1,0
BNA1335b,405,0.5,1.0,Natural gas,0.0,0.35,0,0,1,0
BNA1336,116,84.0,1.0,Natural gas,0.0,0.32799999999999996,0,0,1,0
BNA1337d,128,0.5,1.0,Oil(light),0.0,0.375,0,0,1,0
BNA1337e,128,47.0,1.0,Natural gas,0.0,0.599,0,0,1,0
BNA1338,129,19.0,1.0,Oil(light),0.0,0.361,0,0,1,0
BNA1396,351,34.3,1.0,Natural gas,0.0,0.38299999999999995,0,0,1,0
BNA1397a,171,15.5,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1397b,171,19.2,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1397c,171,15.5,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1397d,171,10.4,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1397e,171,33.6,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1399,96,38.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1400a,341,18.5,1.0,Lignite,0.0,0.38299999999999995,0,0,1,0
BNA1400b,341,18.5,1.0,Oil(light),0.0,0.377,0,0,1,0
BNA1401a,164,1050.0,1.0,Lignite,0.0,0.429,0,0,1,0
BNA1401b,164,1050.0,1.0,Lignite,0.0,0.429,0,0,1,0
BNA1402,57,18.1,1.0,Natural gas,0.0,0.38,0,0,1,0
BNA1403,56,11.4,1.0,Natural gas,0.0,0.38,0,0,1,0
BNA1404,354,640.0,1.0,Lignite,0.0,0.429,0,0,1,0
BNA1405a,297,20.7,1.0,Hard coal,0.0,0.37,0,0,1,0
BNA1406,161,18.9,1.0,Natural gas,0.0,0.376,0,0,1,0
BNA1407,349,13.5,1.0,Natural gas,0.0,0.39299999999999996,0,0,1,0
BNA1408,80,16.0,1.0,Natural gas,0.0,0.363,0,0,1,0
BNA1409,99,21.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1437,64,30.7,1.0,Natural gas,0.0,0.41100000000000003,0,0,1,0
BNA1444a,323,4.2,1.0,Natural gas,0.0,0.36200000000000004,0,0,1,0
BNA1444b,323,4.2,1.0,Natural gas,0.0,0.36200000000000004,0,0,1,0
BNA1444c,323,5.1,1.0,Natural gas,0.0,0.364,0,0,1,0
BNA1444d,323,5.1,1.0,Natural gas,0.0,0.36700000000000005,0,0,1,0
BNA1447a,249,11.9,1.0,Waste,0.0,0.33,0,0,1,0
BNA1447b,249,6.9,1.0,Waste,0.0,0.33,0,0,1,0
BNA1448,244,11.6,1.0,Waste,0.0,0.33,0,0,1,0
BNA1449a,232,8.7,1.0,Waste,0.0,0.33,0,0,1,0
BNA1449b,232,12.0,1.0,Waste,0.0,0.33,0,0,1,0
BNA1450,380,13.0,1.0,Natural gas,0.0,0.54,0,0,1,0
BNA1451,14,27.5,1.0,Lignite,0.0,0.309,0,0,1,0
BNA1458,243,28.0,1.0,Other fuels,0.0,0.358,0,0,1,0
BNA1461,341,17.5,1.0,Lignite,0.0,0.41200000000000003,0,0,1,0
BNA1463,335,19.5,1.0,Natural gas,0.0,0.361,0,0,1,0
BNA1464,238,38.6,1.0,Natural gas,0.0,0.39799999999999996,0,0,1,0
BNA1465a,222,28.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1465b,222,13.2,1.0,Natural gas,0.0,0.358,0,0,1,0
BNA1467,267,18.5,1.0,Hard coal,0.0,0.39,0,0,1,0
BNA1486,338,49.0,1.0,Lignite,0.0,0.35,0,0,1,0
BNA1487,199,94.6,1.0,Natural gas,0.0,0.599,0,0,1,0
BNA1488,121,16.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1489,130,22.0,1.0,Natural gas,0.0,0.37799999999999995,0,0,1,0
BNA1490,168,33.4,1.0,Waste,0.0,0.33,0,0,1,0
BNA1492a,227,26.2,1.0,Natural gas,0.0,0.374,0,0,1,0
BNA1492b,227,8.0,1.0,Natural gas,0.0,0.39799999999999996,0,0,1,0
BNA1498,384,30.6,1.0,Natural gas,0.0,0.33299999999999996,0,0,1,0
BNA1499,381,15.8,1.0,Natural gas,0.0,0.385,0,0,1,0
BNA1500,389,40.0,1.0,Hard coal,0.0,0.4,0,0,1,0
BNA1502,444,12.6,1.0,Natural gas,0.0,0.39899999999999997,0,0,1,0
BNA1503,114,16.9,1.0,Natural gas,0.0,0.39799999999999996,0,0,1,0
BNA1504,32,13.0,1.0,Natural gas,0.0,0.39899999999999997,0,0,1,0
BNA1505,228,22.1,1.0,Natural gas,0.0,0.377,0,0,1,0
BNA1506,374,23.4,1.0,Natural gas,0.0,0.37799999999999995,0,0,1,0
BNA1507,201,10.7,1.0,Natural gas,0.0,0.392,0,0,1,0
BNA1508,16,746.0,1.0,Hard coal,0.0,0.45799999999999996,0,0,1,0
BNA1509,392,66.0,1.0,Natural gas,0.0,0.381,0,0,1,0
BNA1510,355,18.7,1.0,Waste,0.0,0.33,0,0,1,0
BNA1511a,170,9.3,1.0,Lignite,0.0,0.359,0,0,1,0
BNA1511b,170,2.9,1.0,Natural gas,0.0,0.349,0,0,1,0
BNA1516,76,30.0,1.0,Natural gas,0.0,0.376,0,0,1,0
BNA1520,200,10.5,1.0,Waste,0.0,0.33,0,0,1,0
BNA1523a,68,42.0,1.0,Natural gas,0.0,0.504,0,0,1,0
BNA1523b,68,0.0,1.0,Natural gas,0.0,0.599,0,0,1,0
BNA1523c,68,0.0,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1524,400,22.1,1.0,Natural gas,0.0,0.28800000000000003,0,0,1,0
BNA1526,430,44.5,1.0,Oil(heavy),0.0,0.34299999999999997,0,0,1,0
BNA1528,7,13.2,1.0,Natural gas,0.0,0.374,0,0,1,0
BNA1531,417,37.7,1.0,Natural gas,0.0,0.4,0,0,1,0
BNA1541,349,13.4,1.0,Natural gas,0.0,0.39899999999999997,0,0,1,0
BNA1553,313,23.3,1.0,Other fuels,0.0,0.33,0,0,1,0
BNA1556,351,36.0,1.0,Natural gas,0.0,0.4,0,0,1,0
BNA1557,347,12.9,1.0,Natural gas,0.0,0.4,0,0,1,0
