,demand
8601,61984
8602,61340
8603,60884
8604,60500
8605,60012
8606,60104
8607,59880
8608,60012
8609,59968
8610,59916
8611,60164
8612,60224
8613,60084
8614,60424
8615,60680
8616,61132
8617,61336
8618,61592
8619,61804
8620,62132
8621,62400
8622,61912
8623,61264
8624,60080
8625,59188
8626,58372
8627,57212
8628,56436
8629,55668
8630,54684
8631,53840
8632,52420
8633,51136
8634,50552
8635,49844
8636,48480
8637,47800
8638,47256
8639,46704
8640,45656
8641,45328
8642,45076
8643,44996
8644,44400
8645,44484
8646,44432
8647,44660
8648,44404
8649,44536
8650,44816
8651,45088
8652,45532
8653,46276
8654,46792
8655,47224
8656,48372
8657,48776
8658,49812
8659,51460
8660,54296
8661,55436
8662,56760
8663,57716
8664,59320
8665,60228
8666,61008
8667,62052
8668,62916
8669,63548
8670,64164
8671,64472
8672,64152
8673,64496
8674,64900
8675,65612
8676,65692
8677,65956
8678,66220
8679,66256
8680,66660
8681,66936
8682,67356
8683,67196
8684,66608
8685,66520
8686,66716
8687,66176
8688,65800
8689,65284
8690,64764
8691,64520
8692,64180
8693,63972
8694,63760
8695,63040
8696,62908
8697,62780
8698,61932
8699,61604
8700,61800
8701,61528
8702,60980
8703,60980
8704,61240
8705,61408
8706,61416
8707,61040
8708,61144
8709,61108
8710,61116
8711,61416
8712,61456
8713,61048
8714,61036
8715,60960
8716,60936
8717,60620
8718,60284
8719,59592
8720,58504
8721,57580
8722,56316
8723,55408
8724,54784
8725,53816
8726,52712
8727,51776
8728,50568
8729,49608
8730,48788
8731,47896
8732,46700
8733,45760
8734,45440
8735,44868
8736,44368
8737,43608
8738,43476
8739,43260
8740,42540
8741,42504
8742,42312
8743,42276
8744,42024
8745,42092
8746,42180
8747,42156
8748,42436
8749,42332
8750,42440
8751,42236
8752,42000
8753,41948
8754,41796
8755,41500
8756,41876
8757,42108
8758,42064
8759,41940
8760,42364
8761,42872
8762,43680
8763,44428
8764,45548
8765,46268
8766,47368
8767,48240
8768,49116
8769,50160
8770,50952
8771,51880
8772,52652
8773,53408
8774,53976
8775,54516
8776,54528
8777,55472
8778,55920
8779,56076
8780,55756
8781,55604
8782,55872
8783,55264
8784,55076
8785,54084
8786,53328
8787,52644
8788,52324
8789,51868
8790,51712
8791,51420
8792,51360
8793,51196
8794,50784
8795,50588
8796,50428
8797,50476
8798,50312
8799,50328
8800,50720
8801,50952
8802,51036
8803,51344
8804,52164
8805,52508
8806,52572
8807,52864
8808,53416
8809,53276
8810,53236
8811,53092
8812,53256
8813,53436
8814,52732
8815,52036
8816,51332
8817,50728
8818,50392
8819,50192
8820,50020
8821,49572
8822,48832
8823,48284
8824,47224
8825,46596
8826,45772
8827,45264
8828,44612
8829,44360
8830,43944
8831,43456
8832,42664
8833,42280
8834,41944
8835,41468
8836,41396
8837,41144
8838,40956
8839,40880
8840,41008
8841,41044
8842,41424
8843,41412
8844,41564
8845,41420
8846,41660
8847,42068
8848,42472
8849,42604
8850,42852
8851,43084
8852,43592
8853,44104
8854,44220
8855,44396
8856,44992
8857,45628
8858,46288
8859,47136
8860,48004
8861,48880
8862,49772
8863,50572
8864,51212
8865,51748
8866,52392
8867,52864
8868,53576
8869,54100
8870,54528
8871,54776
8872,55208
8873,55344
8874,55780
8875,55636
8876,55572
8877,55392
8878,54984
8879,54660
8880,54524
8881,53632
8882,53844
8883,52884
8884,52192
8885,52180
8886,52008
8887,51768
8888,51852
8889,51836
8890,51508
8891,51060
8892,51048
8893,51008
8894,50932
8895,50640
8896,51532
8897,51488
8898,51892
8899,51704
8900,52708
8901,52444
8902,52356
8903,52524
8904,52980
8905,52416
8906,52472
8907,52384
8908,52760
8909,52532
8910,52104
8911,51696
8912,50928
8913,50252
8914,49824
8915,49204
8916,49560
8917,48692
8918,47884
8919,47388
8920,46280
8921,45452
8922,45036
8923,44112
8924,43424
8925,42524
8926,42112
8927,41692
8928,40752
8929,40392
8930,40096
8931,39724
8932,39204
8933,39324
8934,39504
8935,39252
8936,39304
8937,39232
8938,39408
8939,39436
8940,39452
8941,39260
8942,39376
8943,39548
8944,39668
8945,39928
8946,39708
8947,39820
8948,39816
8949,39852
8950,39960
8951,40068
8952,40280
8953,40852
8954,41640
8955,42460
8956,43412
8957,44632
8958,45448
8959,46216
8960,47120
8961,47936
8962,48668
8963,49476
8964,49868
8965,50420
8966,50672
8967,51280
8968,51728
8969,52224
8970,52632
8971,52664
8972,52104
8973,51492
8974,50948
8975,50668
8976,50144
8977,49604
8978,49308
8979,48892
8980,48316
8981,47768
8982,47588
8983,47252
8984,47296
8985,46876
8986,46728
8987,46492
8988,46192
8989,46012
8990,46112
8991,46248
8992,46648
8993,46924
8994,47380
8995,47660
8996,48512
8997,48508
8998,48784
8999,48976
9000,48928
9001,48956
9002,49064
9003,49584
9004,50296
9005,50828
9006,50588
9007,50264
9008,49904
9009,49488
9010,49164
9011,48796
9012,48656
9013,48420
9014,47892
9015,47468
9016,46316
9017,45740
9018,45568
9019,45112
9020,44584
9021,44100
9022,43756
9023,43344
9024,42636
9025,42508
9026,42176
9027,42092
9028,41976
9029,42080
9030,41996
9031,41920
9032,42112
9033,41992
9034,42204
9035,42560
9036,42428
9037,42268
9038,42568
9039,42616
9040,43160
9041,43036
9042,43228
9043,43460
9044,43572
9045,43728
9046,43968
9047,43944
9048,44288
9049,44684
9050,45216
9051,45968
9052,46688
9053,47404
9054,48472
9055,49108
9056,50224
9057,51248
9058,51924
9059,52724
9060,53256
9061,53680
9062,54412
9063,54944
9064,55532
9065,56360
9066,56984
9067,57028
9068,57144
9069,56692
9070,56300
9071,55980
9072,55280
9073,54860
9074,54776
9075,54284
9076,54120
9077,53636
9078,53492
9079,53888
9080,53812
9081,53224
9082,53112
9083,52608
9084,52832
9085,52780
9086,52612
9087,52920
9088,53956
9089,54100
9090,54336
9091,54896
9092,56064
9093,56216
9094,56480
9095,56140
9096,56592
9097,55872
9098,55624
9099,55444
9100,55960
9101,55780
9102,55300
9103,55004
9104,54884
9105,54596
9106,54484
9107,54464
9108,55124
9109,54340
9110,53624
9111,53196
9112,53056
9113,52140
9114,51704
9115,51224
9116,50136
9117,49472
9118,49004
9119,48588
9120,48260
9121,47896
9122,47788
9123,47740
9124,47416
9125,47316
9126,47432
9127,47216
9128,47348
9129,47552
9130,47712
9131,47744
9132,48120
9133,48420
9134,48800
9135,49620
9136,51124
9137,51988
9138,53384
9139,54668
9140,57288
9141,58812
9142,59636
9143,60576
9144,62132
9145,63072
9146,64444
9147,65636
9148,66996
9149,67620
9150,68244
9151,68560
9152,68928
9153,69488
9154,70220
9155,70952
9156,71360
9157,72116
9158,72636
9159,73028
9160,73208
9161,73636
9162,73944
9163,74548
9164,74088
9165,74040
9166,73668
9167,73428
9168,72672
9169,72188
9170,71700
9171,71264
9172,70924
9173,70708
9174,70884
9175,70864
9176,70832
9177,70492
9178,70008
9179,69484
9180,68736
9181,67760
9182,67492
9183,67420
9184,67716
9185,67724
9186,67748
9187,67576
9188,68376
9189,67944
9190,67504
9191,67284
9192,67184
9193,66884
9194,67212
9195,66592
9196,66356
9197,66300
9198,66152
9199,65476
9200,64388
9201,63388
9202,62424
9203,61788
9204,61440
9205,60972
9206,59852
9207,59144
9208,58112
9209,57576
9210,56492
9211,55820
9212,55428
9213,54688
9214,54408
9215,53916
9216,52776
9217,52424
9218,52524
9219,52212
9220,51596
9221,51244
9222,51144
9223,51212
9224,51608
9225,51564
9226,51572
9227,51920
9228,52604
9229,53088
9230,53468
9231,54428
9232,55244
9233,55920
9234,57020
9235,58376
9236,60440
9237,62224
9238,63420
9239,64096
9240,65560
9241,66572
9242,67880
9243,68756
9244,69724
9245,70176
9246,70944
9247,71792
9248,71776
9249,72364
9250,73224
9251,73668
9252,73592
9253,74232
9254,75044
9255,75616
9256,76148
9257,76768
9258,77132
9259,77356
9260,76912
9261,76360
9262,76384
9263,76404
9264,76248
9265,75512
9266,74720
9267,74192
9268,73992
9269,74152
9270,73724
9271,72620
9272,72760
9273,72184
9274,71920
9275,71384
9276,70820
9277,70340
9278,70000
9279,69632
9280,69640
9281,69472
9282,69192
9283,69460
9284,69688
9285,69592
9286,69240
9287,69160
9288,69152
9289,69060
9290,68988
9291,68624
9292,68332
9293,67816
9294,67592
9295,67016
9296,65920
9297,65148
9298,64488
9299,63880
9300,63480
9301,62640
9302,61744
9303,60800
9304,59904
9305,59164
9306,58600
9307,57708
9308,56572
9309,56084
9310,55888
9311,55164
9312,54488
9313,53976
9314,53736
9315,53212
9316,52980
9317,52868
9318,52688
9319,52544
9320,52520
9321,52492
9322,52416
9323,52748
9324,53100
9325,53440
9326,54136
9327,54688
9328,55940
9329,56452
9330,57168
9331,58216
9332,60468
9333,61852
9334,63264
9335,63928
9336,65216
9337,66048
9338,66944
9339,67532
9340,68788
9341,69388
9342,69624
9343,69984
9344,69972
9345,70348
9346,70508
9347,71104
9348,71152
9349,71108
9350,71424
9351,71708
9352,72260
9353,73044
9354,73328
9355,73260
9356,72912
9357,72220
9358,72048
9359,71448
9360,70848
9361,70380
9362,69880
9363,69496
9364,69220
9365,68732
9366,68428
9367,67976
9368,67912
9369,67672
9370,67120
9371,66488
9372,65980
9373,65824
9374,65640
9375,65240
9376,65752
9377,65688
9378,65568
9379,65908
9380,66200
9381,65320
9382,65348
9383,65416
9384,65388
9385,65136
9386,65212
9387,65360
9388,65104
9389,65224
9390,65160
9391,64532
9392,63952
9393,63084
9394,62380
9395,61812
9396,61560
9397,60980
9398,60468
9399,59392
9400,58460
9401,57760
9402,57132
9403,56340
9404,55376
9405,54776
9406,54504
9407,54016
9408,53480
9409,53100
9410,52960
9411,52680
9412,52232
9413,52168
9414,52248
9415,52144
9416,52376
9417,52652
9418,52928
9419,53116
9420,53840
9421,54324
9422,54768
9423,55288
9424,56376
9425,56836
9426,57496
9427,58852
9428,60944
9429,62504
9430,63380
9431,64076
9432,65348
9433,66384
9434,67176
9435,68060
9436,68880
9437,69376
9438,69588
9439,70032
9440,69432
9441,69952
9442,70176
9443,70376
9444,70268
9445,70260
9446,70356
9447,70568
9448,71472
9449,72128
9450,72060
9451,71972
9452,71616
9453,71316
9454,70936
9455,70664
9456,70032
9457,69652
9458,69232
9459,68420
9460,68140
9461,67452
9462,66472
9463,66020
9464,65840
9465,65232
9466,64480
9467,64332
9468,64300
9469,64024
9470,63752
9471,63680
9472,63600
9473,63316
9474,63360
9475,63232
9476,63164
9477,62676
9478,63088
9479,63084
9480,63156
9481,62576
9482,62740
9483,62376
9484,62440
9485,62276
9486,62136
9487,60952
9488,60336
9489,59328
9490,58504
9491,57392
9492,56956
9493,56416
9494,55308
9495,54820
9496,53708
9497,52704
9498,51908
9499,51156
9500,49796
9501,48924
9502,48380
9503,47548
9504,46908
9505,46308
9506,45996
9507,46048
9508,45420
9509,45364
9510,45160
9511,45312
9512,45060
9513,45044
9514,44956
9515,45104
9516,44896
9517,45112
9518,45000
9519,45084
9520,45416
9521,45452
9522,45524
9523,45680
9524,45920
9525,46336
9526,46724
9527,46988
9528,47488
9529,48160
9530,48988
9531,49816
9532,50868
9533,51752
9534,52620
9535,53196
9536,53864
9537,54552
9538,55628
9539,56320
9540,56676
9541,57308
9542,57780
9543,57924
9544,58188
9545,58640
9546,59060
9547,58932
9548,58436
9549,58548
9550,58288
9551,58220
9552,57036
9553,56392
9554,56096
9555,55484
9556,54800
9557,54324
9558,54512
9559,54276
9560,54076
9561,54036
9562,53804
9563,53316
9564,53424
9565,53496
9566,52996
9567,52692
9568,53264
9569,53596
9570,53936
9571,54212
9572,54872
9573,54768
9574,54952
9575,54728
9576,55020
9577,54704
9578,54796
9579,54564
9580,54716
9581,54568
9582,54488
9583,53948
9584,53300
9585,52936
9586,52324
9587,51792
9588,51824
9589,51640
9590,50996
9591,50372
9592,49448
9593,49520
9594,48788
9595,48152
9596,46736
9597,46364
9598,45800
9599,45324
9600,44172
9601,43992
9602,43844
9603,43576
9604,42964
9605,42888
9606,42620
9607,42740
9608,43284
9609,43272
9610,43324
9611,43384
9612,43532
9613,43380
9614,43448
9615,43620
9616,43568
9617,43652
9618,44116
9619,44336
9620,44068
9621,43588
9622,43600
9623,43772
9624,44040
9625,44448
9626,44960
9627,46100
9628,47112
9629,47748
9630,48784
9631,49468
9632,50820
9633,51820
9634,52596
9635,53064
9636,53500
9637,53864
9638,54300
9639,55008
9640,55740
9641,56096
9642,56588
9643,56680
9644,56428
9645,56228
9646,55948
9647,55460
9648,54236
9649,53664
9650,53388
9651,52792
9652,52224
9653,51744
9654,51356
9655,51020
9656,50980
9657,50728
9658,50688
9659,50552
9660,51096
9661,50884
9662,50588
9663,50528
9664,51340
9665,51908
9666,52408
9667,52676
9668,53584
9669,53776
9670,53900
9671,54112
9672,54788
9673,54672
9674,54716
9675,54552
9676,54620
9677,54732
9678,54640
9679,54224
9680,53816
9681,53700
9682,53436
9683,53760
9684,54152
9685,53696
9686,53088
9687,52856
9688,51788
9689,50596
9690,49748
9691,48884
9692,48084
9693,47412
9694,46836
9695,46468
9696,46068
9697,45636
9698,45784
9699,45836
9700,45716
9701,45584
9702,45692
9703,45972
9704,46116
9705,46020
9706,46076
9707,46420
9708,47208
9709,47604
9710,47996
9711,49120
9712,50836
9713,51640
9714,52712
9715,54264
9716,56776
9717,58672
9718,59984
9719,61352
9720,62908
9721,64388
9722,65192
9723,66348
9724,67160
9725,67540
9726,68264
9727,68380
9728,68336
9729,68860
9730,69472
9731,69900
9732,70284
9733,70328
9734,70256
9735,70420
9736,70748
9737,70708
9738,71104
9739,71136
9740,70988
9741,70992
9742,71212
9743,71308
9744,70832
9745,70392
9746,69776
9747,68780
9748,68984
9749,68916
9750,68832
9751,68572
9752,68428
9753,68080
9754,67608
9755,66896
9756,66224
9757,66108
9758,66052
9759,65812
9760,66324
9761,66668
9762,66664
9763,66264
9764,66184
9765,66048
9766,65904
9767,65896
9768,66164
9769,65688
9770,65400
9771,65164
9772,64884
9773,65012
9774,65032
9775,64676
9776,64120
9777,62980
9778,62024
9779,61332
9780,61348
9781,60832
9782,59892
9783,58880
9784,57764
9785,56824
9786,55876
9787,55560
9788,54736
9789,54252
9790,53692
9791,53280
9792,52748
9793,52500
9794,52456
9795,52084
9796,51848
9797,51712
9798,51728
9799,51624
9800,51908
9801,51996
9802,52220
9803,52548
9804,53056
9805,53308
9806,53684
9807,54176
9808,55720
9809,56236
9810,57568
9811,58580
9812,61068
9813,62504
9814,63632
9815,64820
9816,66364
9817,67388
9818,68312
9819,69012
9820,69628
9821,69856
9822,70056
9823,70088
9824,69680
9825,70144
9826,70580
9827,70472
9828,70960
9829,71348
9830,71664
9831,71376
9832,71748
9833,71988
9834,72244
9835,72416
9836,71916
9837,71728
9838,71588
9839,71592
9840,71004
9841,70372
9842,69532
9843,69000
9844,68908
9845,68776
9846,68644
9847,67724
9848,67676
9849,67036
9850,66644
9851,66124
9852,66396
9853,66228
9854,65940
9855,65764
9856,65564
9857,65820
9858,65528
9859,65700
9860,66240
9861,66368
9862,66376
9863,66228
9864,66484
9865,66612
9866,66560
9867,66368
9868,65868
9869,65620
9870,65292
9871,64824
9872,64020
9873,63112
9874,62324
9875,61416
9876,61012
9877,60116
9878,59276
9879,58220
9880,57192
9881,56212
9882,55632
9883,55008
9884,53968
9885,53416
9886,53240
9887,52824
9888,52320
9889,51868
9890,51552
9891,51324
9892,50988
9893,50844
9894,50984
9895,51008
9896,51096
9897,51428
9898,51628
9899,51880
9900,52344
9901,52484
9902,53100
9903,53932
9904,55120
9905,55872
9906,56712
9907,58320
9908,60624
9909,61908
9910,63140
9911,64164
9912,65044
9913,66028
9914,66984
9915,67612
9916,68224
9917,68780
9918,68928
9919,69012
9920,68788
9921,68700
9922,69080
9923,69496
9924,69044
9925,69284
9926,69468
9927,70040
9928,70388
9929,70976
9930,71268
9931,70936
9932,70304
9933,70376
9934,69956
9935,69972
9936,70124
9937,69628
9938,68856
9939,67728
9940,67688
9941,67464
9942,67584
9943,67460
9944,67280
9945,66664
9946,66216
9947,65520
9948,65064
9949,65144
9950,65032
9951,65072
9952,65276
9953,65012
9954,65048
9955,65088
9956,65016
9957,65008
9958,65064
9959,65412
9960,65496
9961,65464
9962,65652
9963,65496
9964,65572
9965,65072
9966,64604
9967,64236
9968,64088
9969,62920
9970,62264
9971,61620
9972,61400
9973,60616
9974,59564
9975,58812
9976,57460
9977,56660
9978,55668
9979,54940
9980,54004
9981,53104
9982,52828
9983,52268
9984,51180
9985,51004
9986,50916
9987,50792
9988,50672
9989,50532
9990,50552
9991,50864
9992,51192
9993,51120
9994,51348
9995,51528
9996,52120
9997,52396
9998,52716
9999,53424
10000,54492
10001,55320
10002,56104
10003,57268
10004,59928
10005,61196
10006,62260
10007,63388
10008,64868
10009,65592
10010,66280
10011,67196
10012,67848
10013,68356
10014,68388
10015,68576
10016,68404
10017,68832
10018,69396
10019,69692
10020,69932
10021,70084
10022,70360
10023,70896
10024,71260
10025,72080
10026,72144
10027,72124
10028,71196
10029,70896
10030,70832
10031,70676
10032,70168
10033,69600
10034,69260
10035,68492
10036,68592
10037,68344
10038,68216
10039,68148
10040,68164
10041,67596
10042,67120
10043,66532
10044,65604
10045,65352
10046,65256
10047,65304
10048,65968
10049,65916
10050,65840
10051,66112
10052,66016
10053,66028
10054,66200
10055,66348
10056,66844
10057,66444
10058,66448
10059,66500
10060,66384
10061,66088
10062,65464
10063,64888
10064,64548
10065,63528
10066,62556
10067,61864
10068,61428
10069,60564
10070,59740
10071,59168
10072,57896
10073,57028
10074,56248
10075,55276
10076,54340
10077,53756
10078,53108
10079,52688
10080,52056
10081,51540
10082,51492
10083,51248
10084,51068
10085,51032
10086,51360
10087,51436
10088,51204
10089,51176
10090,51220
10091,51572
10092,51908
10093,52476
10094,53100
10095,53488
10096,54804
10097,55468
10098,56608
10099,58060
10100,60036
10101,61540
10102,62596
10103,63736
10104,65008
10105,65872
10106,66852
10107,67548
10108,68216
10109,68752
10110,69368
10111,69712
10112,69660
10113,69996
10114,70272
10115,70452
10116,70812
10117,71304
10118,71540
10119,71808
10120,71968
10121,72244
10122,72260
10123,71784
10124,71192
10125,71204
10126,71012
10127,71092
10128,70268
10129,69684
10130,69068
10131,68376
10132,67496
10133,66960
10134,66364
10135,65844
10136,65480
10137,64936
10138,64688
10139,64472
10140,64180
10141,63820
10142,63736
10143,63784
10144,63960
10145,63828
10146,64052
10147,64252
10148,64312
10149,64336
10150,64440
10151,64312
10152,64308
10153,63604
10154,63660
10155,63208
10156,63388
10157,62912
10158,62236
10159,61672
10160,61256
10161,60388
10162,59452
10163,58504
10164,58624
10165,57772
10166,57124
10167,56268
10168,55284
10169,54424
10170,53928
10171,53620
10172,51752
10173,51064
10174,50968
10175,50352
10176,49600
10177,49036
10178,48760
10179,48464
10180,47932
10181,47652
10182,47796
10183,47644
10184,47344
10185,47056
10186,47024
10187,47224
10188,47532
10189,47468
10190,47624
10191,47540
10192,47772
10193,47736
10194,47816
10195,48056
10196,48204
10197,48064
10198,48440
10199,48828
10200,49776
10201,50480
10202,51048
10203,51792
10204,52708
10205,53336
10206,54284
10207,54772
10208,55368
10209,56072
10210,56648
10211,57024
10212,57292
10213,57596
10214,57992
10215,58152
10216,58668
10217,59040
10218,59092
10219,59224
10220,59304
10221,59036
10222,58976
10223,58456
10224,57848
10225,57552
10226,56800
10227,56316
10228,55652
10229,55164
10230,55012
10231,54732
10232,54572
10233,54548
10234,53808
10235,53052
10236,53040
10237,53248
10238,53368
10239,53348
10240,54232
10241,54232
10242,54376
10243,54688
10244,55256
10245,55596
10246,55684
10247,55748
10248,55924
10249,55728
10250,55764
10251,55452
10252,55296
10253,54632
10254,54292
10255,53668
10256,53404
10257,52716
10258,52016
10259,51536
10260,51668
10261,50928
10262,50244
10263,49576
10264,48628
10265,47756
10266,47384
10267,46604
10268,45676
10269,44924
10270,44404
10271,43912
10272,43456
10273,42964
10274,42400
10275,42156
10276,41856
10277,41756
10278,41528
10279,41588
10280,41764
10281,41628
10282,41720
10283,41532
10284,41816
10285,41836
10286,41936
10287,41860
10288,42140
10289,42092
10290,41896
10291,41596
10292,41184
10293,41200
10294,41172
10295,41320
10296,41932
10297,42600
10298,43168
10299,43860
10300,44736
10301,45664
10302,46464
10303,47284
10304,48340
10305,49048
10306,49692
10307,50156
10308,50784
10309,51652
10310,52048
10311,52456
10312,53444
10313,54264
10314,54620
10315,54552
10316,54480
10317,54136
10318,53748
10319,53216
10320,52812
10321,52216
10322,52136
10323,51028
10324,51124
10325,50792
10326,50624
10327,50352
10328,49868
10329,49712
10330,49420
10331,49080
10332,49264
10333,49236
10334,49464
10335,49600
10336,49940
10337,50372
10338,51248
10339,52028
10340,52756
10341,52892
10342,52732
10343,52972
10344,53256
10345,52968
10346,52948
10347,52948
10348,53096
10349,52836
10350,52236
10351,52020
10352,51928
10353,51632
10354,51260
10355,51060
10356,51544
10357,51396
10358,50716
10359,50036
10360,49188
10361,48544
10362,47836
10363,47180
10364,46184
10365,45824
10366,45604
10367,45088
10368,44692
10369,44396
10370,44220
10371,43844
10372,43652
10373,43628
10374,43412
10375,43436
10376,43952
10377,44260
10378,44600
10379,45104
10380,45740
10381,46268
10382,46892
10383,47588
10384,49076
10385,49976
10386,51200
10387,52992
10388,55636
10389,57472
10390,58764
10391,60184
10392,62164
10393,63124
10394,64264
10395,65056
10396,65744
10397,66400
10398,66640
10399,66712
10400,66744
10401,67036
10402,67664
10403,68032
10404,68452
10405,68712
10406,69176
10407,69392
10408,70052
10409,70192
10410,70372
10411,70528
10412,70096
10413,69796
10414,69500
10415,69356
10416,69596
10417,68788
10418,68292
10419,67636
10420,67616
10421,67184
10422,67012
10423,66868
10424,66848
10425,66444
10426,65876
10427,65372
10428,65152
10429,64392
10430,63972
10431,63736
10432,63952
10433,64108
10434,64340
10435,64424
10436,64448
10437,64260
10438,64420
10439,64688
10440,64812
10441,64764
10442,64784
10443,64652
10444,64512
10445,64140
10446,63608
10447,63044
10448,63120
10449,62344
10450,61276
10451,60316
10452,59812
10453,59196
10454,58136
10455,56992
10456,55688
10457,54912
10458,54036
10459,53072
10460,52480
10461,51820
10462,51528
10463,50548
10464,50152
10465,50024
10466,49700
10467,49496
10468,48908
10469,49056
10470,49104
10471,49164
10472,49000
10473,49064
10474,49148
10475,49368
10476,49916
10477,50504
10478,50852
10479,51536
10480,52756
10481,53480
10482,54888
10483,55928
10484,57972
10485,59248
10486,60512
10487,61760
10488,63316
10489,64084
10490,65096
10491,65668
10492,66296
10493,66764
10494,67020
10495,67264
10496,67152
10497,67532
10498,67604
10499,67696
10500,67744
10501,68064
10502,68128
10503,68436
10504,69036
10505,69384
10506,69500
10507,69628
10508,69212
10509,68900
10510,68872
10511,68660
10512,68624
10513,67928
10514,67140
10515,66700
10516,66104
10517,66024
10518,65700
10519,65120
10520,64692
10521,64184
10522,64112
10523,63648
10524,63412
10525,63108
10526,62752
10527,62420
10528,62628
10529,62704
10530,62716
10531,62780
10532,62812
10533,62844
10534,62724
10535,62868
10536,63012
10537,62864
10538,63028
10539,62848
10540,62748
10541,62408
10542,62164
10543,61732
10544,61688
10545,61084
10546,60216
10547,59044
10548,58500
10549,57852
10550,56860
10551,55528
10552,54556
10553,53736
10554,52832
10555,51792
10556,50912
10557,50024
10558,49340
10559,48864
10560,48272
10561,47916
10562,47848
10563,47716
10564,47520
10565,47492
10566,47680
10567,47668
10568,47660
10569,48220
10570,48412
10571,48672
10572,49136
10573,49624
10574,50224
10575,50704
10576,51552
10577,52452
10578,53532
10579,55076
10580,57288
10581,59132
10582,60328
10583,61516
10584,62936
10585,64152
10586,65204
10587,65932
10588,66196
10589,66792
10590,67100
10591,67136
10592,67192
10593,67388
10594,67556
10595,67732
10596,67472
10597,67564
10598,67940
10599,68080
10600,68184
10601,68576
10602,68856
10603,68768
10604,68372
10605,68052
10606,68104
10607,67864
10608,67964
10609,67072
10610,66628
10611,65844
10612,65784
10613,65436
10614,65208
10615,64904
10616,65008
10617,64600
10618,64328
10619,64024
10620,64104
10621,63688
10622,63244
10623,62988
10624,63352
10625,63464
10626,63796
10627,64032
10628,64244
10629,64200
10630,64264
10631,64452
10632,64988
10633,64640
10634,64724
10635,64524
10636,64644
10637,64136
10638,63832
10639,63176
10640,63128
10641,62460
10642,61740
10643,60892
10644,60420
10645,59584
10646,58632
10647,57340
10648,56128
10649,55208
10650,54228
10651,53616
10652,52228
10653,51364
10654,50808
10655,50320
10656,49612
10657,49196
10658,48832
10659,48444
10660,48412
10661,48120
10662,48428
10663,48404
10664,48844
10665,49076
10666,49356
10667,49924
10668,50412
10669,50796
10670,51136
10671,51644
10672,52876
10673,53796
10674,54728
10675,55708
10676,57836
10677,59316
10678,60640
10679,61784
10680,63184
10681,64268
10682,65268
10683,65984
10684,66960
10685,67444
10686,68036
10687,68232
10688,67964
10689,68388
10690,68728
10691,68796
10692,68292
10693,68156
10694,68600
10695,68644
10696,68768
10697,69280
10698,69456
10699,69276
10700,69520
10701,69296
10702,69292
10703,68600
10704,68112
10705,67860
10706,67200
10707,66748
10708,66516
10709,66400
10710,66460
10711,66364
10712,66568
10713,66228
10714,65860
10715,65352
10716,65256
10717,65160
10718,65044
10719,64976
10720,64884
10721,64828
10722,64364
10723,64480
10724,64656
10725,64756
10726,64964
10727,64904
10728,64720
10729,64740
10730,64456
10731,64600
10732,64248
10733,63804
10734,63308
10735,62936
10736,62776
10737,62216
10738,61104
10739,60288
10740,59684
10741,58864
10742,57884
10743,56992
10744,55664
10745,54988
10746,54276
10747,53412
10748,52088
10749,51604
10750,50736
10751,50264
10752,49960
10753,49836
10754,49432
10755,49352
10756,49012
10757,49056
10758,49140
10759,49248
10760,49156
10761,49208
10762,49436
10763,49652
10764,50416
10765,50832
10766,51188
10767,51696
10768,52800
10769,53528
10770,54464
10771,55332
10772,57364
10773,58692
10774,59844
10775,60724
10776,61884
10777,63168
10778,63716
10779,64652
10780,65200
10781,66020
10782,66712
10783,66920
10784,66732
10785,66848
10786,67252
10787,67148
10788,67000
10789,66812
10790,67324
10791,67384
10792,67540
10793,67704
10794,68120
10795,67948
10796,67200
10797,66608
10798,66480
10799,66380
10800,65884
10801,65636
10802,64848
10803,63888
10804,63664
10805,63524
10806,63084
10807,62692
10808,62380
10809,62140
10810,61704
10811,61188
10812,61316
10813,61160
10814,60572
10815,60196
10816,60056
10817,60436
10818,60472
10819,60464
10820,60480
10821,60588
10822,60120
10823,59852
10824,60220
10825,59940
10826,60020
10827,59772
10828,59632
10829,59136
10830,58540
10831,58008
10832,57756
10833,57072
10834,56336
10835,55596
10836,55224
10837,54460
10838,53208
10839,52620
10840,51716
10841,50780
10842,49876
10843,49396
10844,48572
10845,47956
10846,47404
10847,46956
10848,46464
10849,46128
10850,46188
10851,45768
10852,45224
10853,45132
10854,45120
10855,45156
10856,44812
10857,44688
10858,44772
10859,44720
10860,45072
10861,44868
10862,44892
10863,45176
10864,45600
10865,45556
10866,45420
10867,45480
10868,45520
10869,45692
10870,45736
10871,46244
10872,47180
10873,47832
10874,48464
10875,49156
10876,50204
10877,51128
10878,51772
10879,52692
10880,53428
10881,53816
10882,54532
10883,54848
10884,55092
10885,55024
10886,55128
10887,55508
10888,55800
10889,55828
10890,56124
10891,55988
10892,55644
10893,55348
10894,54936
10895,54112
10896,53824
10897,53164
10898,52860
10899,52316
10900,51836
10901,51852
10902,51708
10903,51348
10904,51232
10905,50900
10906,50700
10907,50464
10908,50172
10909,50272
10910,50452
10911,50528
10912,51080
10913,51120
10914,51456
10915,52008
10916,52668
10917,52440
10918,52824
10919,53004
10920,53448
10921,53176
10922,53144
10923,53124
10924,52760
10925,52132
10926,51784
10927,51532
10928,51804
10929,51596
10930,50980
10931,50224
10932,50128
