,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
8803,3182,2718,252,8
8804,3182,2718,20,120
8805,3182,2718,0,268
8806,3182,2718,8,64
8807,3182,2718,0,72
8808,3182,2718,0,244
8809,3182,2718,4,12
8810,3182,2718,216,4
8811,3182,2718,280,4
8812,3176,2757,96,8
8813,3176,2757,100,8
8814,3176,2757,0,144
8815,3176,2757,0,116
8816,3176,2757,52,60
8817,3176,2757,8,48
8818,3176,2757,28,84
8819,3176,2757,4,36
8820,3176,2757,228,8
8821,3176,2757,64,8
8822,3176,2757,4,12
8823,3176,2757,0,60
8824,3176,2757,80,20
8825,3176,2757,4,20
8826,3176,2757,4,36
8827,3176,2757,4,232
8828,3113,2503,4,468
8829,3113,2503,0,1052
8830,3113,2503,0,696
8831,3113,2503,0,604
8832,3113,2503,4,44
8833,3113,2503,16,8
8834,3113,2503,40,68
8835,3113,2503,0,172
8836,3113,2503,48,32
8837,3113,2503,60,8
8838,3113,2503,8,24
8839,3113,2503,0,108
8840,3113,2503,4,68
8841,3113,2503,0,292
8842,3113,2503,0,76
8843,3113,2503,0,240
8844,2985,2502,0,196
8845,2985,2502,0,216
8846,2985,2502,4,104
8847,2985,2502,0,24
8848,2985,2502,4,16
8849,2985,2502,0,12
8850,2985,2502,8,16
8851,2985,2502,0,100
8852,2985,2502,12,148
8853,2985,2502,0,64
8854,2985,2502,12,36
8855,2985,2502,4,32
8856,2985,2502,0,368
8857,2985,2502,0,244
8858,2985,2502,0,40
8859,2985,2502,0,100
8860,3340,2778,0,200
8861,3340,2778,4,160
8862,3340,2778,0,124
8863,3340,2778,0,76
8864,3340,2778,0,64
8865,3340,2778,0,384
8866,3340,2778,0,824
8867,3340,2778,0,1012
8868,3340,2778,4,352
8869,3340,2778,0,572
8870,3340,2778,0,636
8871,3340,2778,0,708
8872,3340,2778,8,24
8873,3340,2778,36,40
8874,3340,2778,0,108
8875,3340,2778,0,88
8876,2994,2777,632,12
8877,2994,2777,412,8
8878,2994,2777,320,4
8879,2994,2777,424,4
8880,2994,2777,348,4
8881,2994,2777,296,4
8882,2994,2777,508,4
8883,2994,2777,8,12
8884,2994,2777,24,48
8885,2994,2777,24,16
8886,2994,2777,0,184
8887,2994,2777,0,608
8888,2994,2777,0,644
8889,2994,2777,0,896
8890,2994,2777,16,620
8891,2994,2777,12,60
8892,3345,2636,4,92
8893,3345,2636,0,172
8894,3345,2636,16,108
8895,3345,2636,32,256
8896,3345,2636,24,200
8897,3345,2636,32,52
8898,3345,2636,148,12
8899,3345,2636,56,12
8900,3345,2636,24,128
8901,3345,2636,0,300
8902,3345,2636,4,124
8903,3345,2636,4,64
8904,3345,2636,4,256
8905,3345,2636,16,144
8906,3345,2636,208,8
8907,3345,2636,204,4
8908,3257,2611,28,12
8909,3257,2611,12,48
8910,3257,2611,0,96
8911,3257,2611,0,16
8912,3257,2611,12,8
8913,3257,2611,0,76
8914,3257,2611,4,152
8915,3257,2611,0,304
8916,3257,2611,4,44
8917,3257,2611,0,104
8918,3257,2611,16,20
8919,3257,2611,4,80
8920,3257,2611,8,56
8921,3257,2611,0,116
8922,3257,2611,76,4
8923,3257,2611,0,12
8924,3405,2508,348,4
8925,3405,2508,12,8
8926,3405,2508,8,28
8927,3405,2508,0,16
8928,3405,2508,8,24
8929,3405,2508,4,56
8930,3405,2508,4,68
8931,3405,2508,0,252
8932,3405,2508,8,40
8933,3405,2508,4,24
8934,3405,2508,20,8
8935,3405,2508,0,124
8936,3405,2508,8,24
8937,3405,2508,4,28
8938,3405,2508,0,20
8939,3405,2508,12,16
8940,3066,2631,80,8
8941,3066,2631,8,24
8942,3066,2631,0,12
8943,3066,2631,0,12
8944,3066,2631,4,16
8945,3066,2631,20,8
8946,3066,2631,0,12
8947,3066,2631,8,8
8948,3066,2631,20,8
8949,3066,2631,64,8
8950,3066,2631,144,4
8951,3066,2631,136,4
8952,3066,2631,204,4
8953,3066,2631,72,4
8954,3066,2631,16,8
8955,3066,2631,8,8
8956,3257,2830,20,108
8957,3257,2830,76,8
8958,3257,2830,28,8
8959,3257,2830,152,4
8960,3257,2830,328,4
8961,3257,2830,412,4
8962,3257,2830,244,4
8963,3257,2830,32,64
8964,3257,2830,84,16
8965,3257,2830,112,20
8966,3257,2830,8,20
8967,3257,2830,12,8
8968,3257,2830,76,12
8969,3257,2830,416,4
8970,3257,2830,168,4
8971,3257,2830,16,24
8972,3165,2928,72,20
8973,3165,2928,4,176
8974,3165,2928,0,212
8975,3165,2928,0,336
8976,3165,2928,4,76
8977,3165,2928,4,212
8978,3165,2928,0,296
8979,3165,2928,0,616
8980,3165,2928,0,120
8981,3165,2928,0,368
8982,3165,2928,0,520
8983,3165,2928,0,484
8984,3165,2928,0,352
8985,3165,2928,0,492
8986,3165,2928,0,536
8987,3165,2928,0,248
8988,3180,2717,0,544
8989,3180,2717,0,376
8990,3180,2717,0,208
8991,3180,2717,0,124
8992,3180,2717,0,124
8993,3180,2717,0,372
8994,3180,2717,4,156
8995,3180,2717,32,80
8996,3180,2717,0,328
8997,3180,2717,4,324
8998,3180,2717,8,16
8999,3180,2717,100,12
9000,3180,2717,152,176
9001,3180,2717,516,8
9002,3180,2717,676,4
9003,3180,2717,960,4
9004,3179,2758,168,20
9005,3179,2758,272,4
9006,3179,2758,196,4
9007,3179,2758,104,8
9008,3179,2758,272,8
9009,3179,2758,400,4
9010,3179,2758,100,20
9011,3179,2758,0,68
9012,3179,2758,312,40
9013,3179,2758,128,8
9014,3179,2758,136,12
9015,3179,2758,52,12
9016,3179,2758,124,116
9017,3179,2758,4,208
9018,3179,2758,28,160
9019,3179,2758,4,180
9020,3384,2490,0,60
9021,3384,2490,4,28
9022,3384,2490,0,228
9023,3384,2490,0,328
9024,3384,2490,4,152
9025,3384,2490,116,68
9026,3384,2490,0,288
9027,3384,2490,8,132
9028,3384,2490,112,12
9029,3384,2490,12,84
9030,3384,2490,0,124
9031,3384,2490,0,112
9032,3384,2490,0,44
9033,3384,2490,4,144
9034,3384,2490,0,200
9035,3384,2490,0,64
9036,3063,2575,84,8
9037,3063,2575,4,84
9038,3063,2575,4,16
9039,3063,2575,4,8
9040,3063,2575,0,68
9041,3063,2575,0,284
9042,3063,2575,4,24
9043,3063,2575,4,8
9044,3063,2575,0,92
9045,3063,2575,0,40
9046,3063,2575,0,16
9047,3063,2575,4,40
9048,3063,2575,0,188
9049,3063,2575,0,136
9050,3063,2575,0,56
9051,3063,2575,0,44
9052,3260,2790,4,108
9053,3260,2790,0,100
9054,3260,2790,0,40
9055,3260,2790,0,8
9056,3260,2790,12,8
9057,3260,2790,0,32
9058,3260,2790,0,8
9059,3260,2790,0,8
9060,3260,2790,0,140
9061,3260,2790,0,80
9062,3260,2790,0,12
9063,3260,2790,0,20
9064,3260,2790,4,12
9065,3260,2790,0,4
9066,3260,2790,0,8
9067,3260,2790,0,8
9068,3161,2881,56,20
9069,3161,2881,12,20
9070,3161,2881,8,160
9071,3161,2881,8,60
9072,3161,2881,8,28
9073,3161,2881,12,52
9074,3161,2881,4,20
9075,3161,2881,4,8
9076,3161,2881,32,8
9077,3161,2881,0,8
9078,3161,2881,0,40
9079,3161,2881,0,28
9080,3161,2881,4,44
9081,3161,2881,0,32
9082,3161,2881,8,12
9083,3161,2881,8,12
9084,3185,2707,112,8
9085,3185,2707,272,4
9086,3185,2707,240,4
9087,3185,2707,372,4
9088,3185,2707,132,152
9089,3185,2707,96,8
9090,3185,2707,80,60
9091,3185,2707,32,52
9092,3185,2707,80,40
9093,3185,2707,308,8
9094,3185,2707,280,12
9095,3185,2707,528,4
9096,3185,2707,104,16
9097,3185,2707,196,8
9098,3185,2707,156,36
9099,3185,2707,24,88
9100,3263,2733,324,16
9101,3263,2733,868,4
9102,3263,2733,552,4
9103,3263,2733,176,4
9104,3263,2733,256,4
9105,3263,2733,84,4
9106,3263,2733,8,12
9107,3263,2733,4,40
9108,3263,2733,356,8
9109,3263,2733,8,8
9110,3263,2733,20,24
9111,3263,2733,4,20
9112,3263,2733,612,12
9113,3263,2733,400,8
9114,3263,2733,252,4
9115,3263,2733,72,8
9116,3119,2686,104,8
9117,3119,2686,72,8
9118,3119,2686,64,8
9119,3119,2686,4,16
9120,3119,2686,92,4
9121,3119,2686,72,4
9122,3119,2686,52,8
9123,3119,2686,4,28
9124,3119,2686,0,192
9125,3119,2686,0,296
9126,3119,2686,0,100
9127,3119,2686,0,248
9128,3119,2686,20,16
9129,3119,2686,100,8
9130,3119,2686,104,4
9131,3119,2686,68,8
9132,3174,2760,8,152
9133,3174,2760,20,16
9134,3174,2760,4,68
9135,3174,2760,4,20
9136,3174,2760,0,36
9137,3174,2760,4,48
9138,3174,2760,76,12
9139,3174,2760,320,4
9140,3174,2760,208,76
9141,3174,2760,112,8
9142,3174,2760,120,8
9143,3174,2760,40,8
9144,3174,2760,236,8
9145,3174,2760,612,4
9146,3174,2760,732,4
9147,3174,2760,1704,0
9148,3394,2731,1920,4
9149,3394,2731,2480,4
9150,3394,2731,2676,4
9151,3394,2731,2508,4
9152,3394,2731,1312,4
9153,3394,2731,900,4
9154,3394,2731,1028,4
9155,3394,2731,812,64
9156,3394,2731,780,304
9157,3394,2731,460,456
9158,3394,2731,268,116
9159,3394,2731,24,20
9160,3394,2731,92,8
9161,3394,2731,116,28
9162,3394,2731,4,112
9163,3394,2731,24,12
9164,3436,2782,84,20
9165,3436,2782,300,4
9166,3436,2782,544,4
9167,3436,2782,144,4
9168,3436,2782,548,8
9169,3436,2782,556,4
9170,3436,2782,152,24
9171,3436,2782,4,224
9172,3436,2782,0,576
9173,3436,2782,124,420
9174,3436,2782,4,128
9175,3436,2782,4,136
9176,3436,2782,24,32
9177,3436,2782,36,8
9178,3436,2782,4,12
9179,3436,2782,40,8
9180,3238,2766,276,4
9181,3238,2766,140,12
9182,3238,2766,156,8
9183,3238,2766,320,8
9184,3238,2766,92,48
9185,3238,2766,136,8
9186,3238,2766,192,156
9187,3238,2766,384,4
9188,3238,2766,76,8
9189,3238,2766,372,4
9190,3238,2766,556,4
9191,3238,2766,528,4
9192,3238,2766,36,176
9193,3238,2766,4,28
9194,3238,2766,56,8
9195,3238,2766,0,12
9196,3443,2654,20,12
9197,3443,2654,144,4
9198,3443,2654,204,4
9199,3443,2654,248,4
9200,3443,2654,428,8
9201,3443,2654,84,4
9202,3443,2654,16,20
9203,3443,2654,12,76
9204,3443,2654,320,12
9205,3443,2654,284,4
9206,3443,2654,276,4
9207,3443,2654,40,48
9208,3443,2654,8,68
9209,3443,2654,156,128
9210,3443,2654,72,268
9211,3443,2654,0,516
9212,3145,2648,0,232
9213,3145,2648,0,264
9214,3145,2648,72,228
9215,3145,2648,0,260
9216,3145,2648,4,12
9217,3145,2648,8,8
9218,3145,2648,16,16
9219,3145,2648,4,28
9220,3145,2648,4,84
9221,3145,2648,0,88
9222,3145,2648,4,16
9223,3145,2648,0,168
9224,3145,2648,0,372
9225,3145,2648,0,432
9226,3145,2648,0,84
9227,3145,2648,0,8
9228,3333,2628,0,192
9229,3333,2628,0,196
9230,3333,2628,0,164
9231,3333,2628,0,40
9232,3333,2628,0,608
9233,3333,2628,0,764
9234,3333,2628,0,420
9235,3333,2628,0,316
9236,3333,2628,0,448
9237,3333,2628,0,200
9238,3333,2628,4,16
9239,3333,2628,4,12
9240,3333,2628,4,416
9241,3333,2628,8,8
9242,3333,2628,76,8
9243,3333,2628,192,4
9244,3416,2619,300,4
9245,3416,2619,332,4
9246,3416,2619,328,4
9247,3416,2619,284,4
9248,3416,2619,616,8
9249,3416,2619,180,8
9250,3416,2619,4,12
9251,3416,2619,4,52
9252,3416,2619,44,52
9253,3416,2619,20,96
9254,3416,2619,140,8
9255,3416,2619,196,8
9256,3416,2619,480,4
9257,3416,2619,464,4
9258,3416,2619,416,4
9259,3416,2619,152,12
9260,2970,2596,292,12
9261,2970,2596,240,4
9262,2970,2596,68,48
9263,2970,2596,8,196
9264,2970,2596,252,56
9265,2970,2596,564,4
9266,2970,2596,768,4
9267,2970,2596,184,32
9268,2970,2596,352,12
9269,2970,2596,56,16
9270,2970,2596,104,8
9271,2970,2596,4,52
9272,2970,2596,532,8
9273,2970,2596,284,8
9274,2970,2596,272,8
9275,2970,2596,892,4
9276,3066,2771,448,8
9277,3066,2771,156,16
9278,3066,2771,72,16
9279,3066,2771,92,8
9280,3066,2771,48,32
9281,3066,2771,140,8
9282,3066,2771,120,12
9283,3066,2771,24,156
9284,3066,2771,0,676
9285,3066,2771,4,328
9286,3066,2771,60,84
9287,3066,2771,164,12
9288,3066,2771,104,12
9289,3066,2771,304,4
9290,3066,2771,64,8
9291,3066,2771,92,12
9292,3347,2648,12,160
9293,3347,2648,0,124
9294,3347,2648,4,176
9295,3347,2648,4,148
9296,3347,2648,608,52
9297,3347,2648,244,72
9298,3347,2648,20,200
9299,3347,2648,0,136
9300,3347,2648,448,20
9301,3347,2648,96,20
9302,3347,2648,40,16
9303,3347,2648,8,188
9304,3347,2648,0,328
9305,3347,2648,0,424
9306,3347,2648,0,160
9307,3347,2648,4,32
9308,3104,2587,348,20
9309,3104,2587,208,4
9310,3104,2587,272,8
9311,3104,2587,0,92
9312,3104,2587,4,56
9313,3104,2587,0,28
9314,3104,2587,40,12
9315,3104,2587,20,284
9316,3104,2587,4,36
9317,3104,2587,4,12
9318,3104,2587,64,16
9319,3104,2587,76,8
9320,3104,2587,172,8
9321,3104,2587,156,8
9322,3104,2587,0,28
9323,3104,2587,0,88
9324,3216,2681,4,208
9325,3216,2681,0,280
9326,3216,2681,0,168
9327,3216,2681,0,64
9328,3216,2681,60,12
9329,3216,2681,12,8
9330,3216,2681,28,32
9331,3216,2681,28,20
9332,3216,2681,8,116
9333,3216,2681,8,116
9334,3216,2681,16,28
9335,3216,2681,36,8
9336,3216,2681,244,8
9337,3216,2681,196,4
9338,3216,2681,236,4
9339,3216,2681,124,8
9340,3432,2669,636,4
9341,3432,2669,612,4
9342,3432,2669,244,4
9343,3432,2669,88,4
9344,3432,2669,380,4
9345,3432,2669,172,4
9346,3432,2669,116,80
9347,3432,2669,0,292
9348,3432,2669,36,184
9349,3432,2669,0,476
9350,3432,2669,0,772
9351,3432,2669,0,948
9352,3432,2669,24,104
9353,3432,2669,164,8
9354,3432,2669,740,4
9355,3432,2669,216,12
9356,3386,2632,512,8
9357,3386,2632,152,4
9358,3386,2632,440,4
9359,3386,2632,4,8
9360,3386,2632,120,4
9361,3386,2632,56,20
9362,3386,2632,0,156
9363,3386,2632,0,560
9364,3386,2632,12,248
9365,3386,2632,4,24
9366,3386,2632,0,396
9367,3386,2632,0,804
9368,3386,2632,0,792
9369,3386,2632,4,124
9370,3386,2632,0,472
9371,3386,2632,0,328
9372,3438,2643,0,300
9373,3438,2643,4,32
9374,3438,2643,20,12
9375,3438,2643,0,372
9376,3438,2643,0,984
9377,3438,2643,0,932
9378,3438,2643,0,504
9379,3438,2643,0,156
9380,3438,2643,4,236
9381,3438,2643,4,36
9382,3438,2643,148,32
9383,3438,2643,192,8
9384,3438,2643,12,332
9385,3438,2643,4,156
9386,3438,2643,96,44
9387,3438,2643,268,8
9388,3305,2597,376,8
9389,3305,2597,572,4
9390,3305,2597,592,4
9391,3305,2597,132,24
9392,3305,2597,504,16
9393,3305,2597,232,48
9394,3305,2597,92,268
9395,3305,2597,4,352
9396,3305,2597,312,92
9397,3305,2597,120,60
9398,3305,2597,40,28
9399,3305,2597,4,8
9400,3305,2597,32,16
9401,3305,2597,88,8
9402,3305,2597,136,8
9403,3305,2597,4,12
9404,2972,2319,404,4
9405,2972,2319,388,4
9406,2972,2319,184,8
9407,2972,2319,36,56
9408,2972,2319,4,68
9409,2972,2319,4,64
9410,2972,2319,16,64
9411,2972,2319,4,72
9412,2972,2319,148,12
9413,2972,2319,68,28
9414,2972,2319,8,44
9415,2972,2319,0,188
9416,2972,2319,20,24
9417,2972,2319,12,56
9418,2972,2319,4,56
9419,2972,2319,16,8
9420,3312,2469,28,64
9421,3312,2469,0,84
9422,3312,2469,0,124
9423,3312,2469,0,84
9424,3312,2469,36,20
9425,3312,2469,8,12
9426,3312,2469,68,16
9427,3312,2469,100,8
9428,3312,2469,80,104
9429,3312,2469,12,72
9430,3312,2469,12,52
9431,3312,2469,4,96
9432,3312,2469,4,172
9433,3312,2469,0,68
9434,3312,2469,4,32
9435,3312,2469,36,8
9436,3458,2578,104,20
9437,3458,2578,72,8
9438,3458,2578,4,252
9439,3458,2578,4,380
9440,3458,2578,44,104
9441,3458,2578,4,92
9442,3458,2578,28,32
9443,3458,2578,4,28
9444,3458,2578,236,20
9445,3458,2578,40,248
9446,3458,2578,8,372
9447,3458,2578,0,880
9448,3458,2578,32,96
9449,3458,2578,136,64
9450,3458,2578,4,428
9451,3458,2578,0,824
9452,3278,2784,4,372
9453,3278,2784,0,484
9454,3278,2784,0,840
9455,3278,2784,0,744
9456,3278,2784,0,228
9457,3278,2784,4,260
9458,3278,2784,4,188
9459,3278,2784,0,180
9460,3278,2784,604,12
9461,3278,2784,828,4
9462,3278,2784,588,4
9463,3278,2784,136,8
9464,3278,2784,76,344
9465,3278,2784,0,264
9466,3278,2784,68,160
9467,3278,2784,60,16
9468,3341,2621,4,120
9469,3341,2621,12,196
9470,3341,2621,36,32
9471,3341,2621,152,32
9472,3341,2621,4,280
9473,3341,2621,64,68
9474,3341,2621,260,4
9475,3341,2621,96,8
9476,3341,2621,8,432
9477,3341,2621,0,644
9478,3341,2621,44,36
9479,3341,2621,84,8
9480,3341,2621,4,200
9481,3341,2621,4,236
9482,3341,2621,100,8
9483,3341,2621,96,8
9484,3324,2369,0,92
9485,3324,2369,0,68
9486,3324,2369,84,4
9487,3324,2369,0,4
9488,3324,2369,484,0
9489,3324,2369,240,0
9490,3324,2369,0,4
9491,3324,2369,0,56
9492,3324,2369,168,56
9493,3324,2369,144,4
9494,3324,2369,20,60
9495,3324,2369,100,12
9496,3324,2369,452,0
9497,3324,2369,192,0
9498,3324,2369,232,0
9499,3324,2369,12,4
9500,3177,2535,1060,4
9501,3177,2535,1204,0
9502,3177,2535,712,0
9503,3177,2535,324,4
9504,3177,2535,156,8
9505,3177,2535,0,4
9506,3177,2535,28,8
9507,3177,2535,44,4
9508,3177,2535,304,0
9509,3177,2535,300,0
9510,3177,2535,220,0
9511,3177,2535,96,4
9512,3177,2535,20,128
9513,3177,2535,12,36
9514,3177,2535,8,40
9515,3177,2535,4,52
9516,3054,2591,12,48
9517,3054,2591,152,4
9518,3054,2591,172,4
9519,3054,2591,148,4
9520,3054,2591,40,8
9521,3054,2591,80,8
9522,3054,2591,120,8
9523,3054,2591,260,4
9524,3054,2591,104,16
9525,3054,2591,156,4
9526,3054,2591,340,4
9527,3054,2591,4,32
9528,3054,2591,0,396
9529,3054,2591,4,224
9530,3054,2591,0,180
9531,3054,2591,0,344
9532,3416,2863,0,184
9533,3416,2863,0,36
9534,3416,2863,12,8
9535,3416,2863,12,20
9536,3416,2863,0,80
9537,3416,2863,0,260
9538,3416,2863,12,20
9539,3416,2863,48,4
9540,3416,2863,192,4
9541,3416,2863,240,4
9542,3416,2863,152,4
9543,3416,2863,4,4
9544,3416,2863,348,0
9545,3416,2863,240,0
9546,3416,2863,240,0
9547,3416,2863,88,108
9548,3101,2840,8,204
9549,3101,2840,16,72
9550,3101,2840,104,4
9551,3101,2840,200,16
9552,3101,2840,524,4
9553,3101,2840,304,4
9554,3101,2840,252,4
9555,3101,2840,100,12
9556,3101,2840,80,12
9557,3101,2840,48,8
9558,3101,2840,100,28
9559,3101,2840,0,80
9560,3101,2840,84,24
9561,3101,2840,12,8
9562,3101,2840,20,8
9563,3101,2840,4,36
9564,3384,2713,20,40
9565,3384,2713,24,24
9566,3384,2713,32,8
9567,3384,2713,4,16
9568,3384,2713,4,208
9569,3384,2713,16,8
9570,3384,2713,148,4
9571,3384,2713,200,4
9572,3384,2713,4,72
9573,3384,2713,0,8
9574,3384,2713,92,4
9575,3384,2713,100,4
9576,3384,2713,16,28
9577,3384,2713,4,12
9578,3384,2713,8,4
9579,3384,2713,16,12
9580,3435,2664,4,8
9581,3435,2664,4,28
9582,3435,2664,4,72
9583,3435,2664,0,276
9584,3435,2664,204,84
9585,3435,2664,40,104
9586,3435,2664,32,276
9587,3435,2664,0,324
9588,3435,2664,168,16
9589,3435,2664,84,88
9590,3435,2664,4,120
9591,3435,2664,0,140
9592,3435,2664,4,40
9593,3435,2664,12,16
9594,3435,2664,132,8
9595,3435,2664,36,12
9596,3087,2531,436,80
9597,3087,2531,672,8
9598,3087,2531,476,4
9599,3087,2531,24,4
9600,3087,2531,32,24
9601,3087,2531,24,28
9602,3087,2531,8,40
9603,3087,2531,0,96
9604,3087,2531,84,44
9605,3087,2531,40,116
9606,3087,2531,4,120
9607,3087,2531,8,8
9608,3087,2531,172,4
9609,3087,2531,12,20
9610,3087,2531,68,88
9611,3087,2531,24,8
9612,2951,2667,112,8
9613,2951,2667,8,40
9614,2951,2667,80,8
9615,2951,2667,112,8
9616,2951,2667,76,8
9617,2951,2667,100,12
9618,2951,2667,248,8
9619,2951,2667,188,8
9620,2951,2667,196,20
9621,2951,2667,192,8
9622,2951,2667,140,16
9623,2951,2667,124,8
9624,2951,2667,0,268
9625,2951,2667,0,264
9626,2951,2667,0,308
9627,2951,2667,0,368
9628,3365,2704,0,524
9629,3365,2704,0,596
9630,3365,2704,0,612
9631,3365,2704,0,744
9632,3365,2704,0,804
9633,3365,2704,0,944
9634,3365,2704,0,748
9635,3365,2704,0,524
9636,3365,2704,168,220
9637,3365,2704,108,8
9638,3365,2704,48,32
9639,3365,2704,4,120
9640,3365,2704,588,4
9641,3365,2704,476,4
9642,3365,2704,260,4
9643,3365,2704,356,4
9644,3309,2901,720,4
9645,3309,2901,348,4
9646,3309,2901,424,4
9647,3309,2901,120,8
9648,3309,2901,676,4
9649,3309,2901,152,4
9650,3309,2901,276,4
9651,3309,2901,4,8
9652,3309,2901,528,8
9653,3309,2901,408,4
9654,3309,2901,360,4
9655,3309,2901,48,8
9656,3309,2901,20,8
9657,3309,2901,4,8
9658,3309,2901,84,8
9659,3309,2901,400,4
9660,3462,2683,472,4
9661,3462,2683,328,4
9662,3462,2683,516,4
9663,3462,2683,244,8
9664,3462,2683,72,24
9665,3462,2683,120,8
9666,3462,2683,136,8
9667,3462,2683,140,12
9668,3462,2683,0,336
9669,3462,2683,0,256
9670,3462,2683,0,164
9671,3462,2683,4,16
9672,3462,2683,4,140
9673,3462,2683,44,8
9674,3462,2683,168,4
9675,3462,2683,212,8
9676,3272,2480,12,56
9677,3272,2480,4,124
9678,3272,2480,0,168
9679,3272,2480,4,132
9680,3272,2480,0,88
9681,3272,2480,4,108
9682,3272,2480,4,464
9683,3272,2480,0,360
9684,3272,2480,124,44
9685,3272,2480,32,8
9686,3272,2480,20,8
9687,3272,2480,8,8
9688,3272,2480,280,12
9689,3272,2480,12,12
9690,3272,2480,56,8
9691,3272,2480,8,12
9692,3031,2550,16,20
9693,3031,2550,236,4
9694,3031,2550,84,4
9695,3031,2550,8,12
9696,3031,2550,364,4
9697,3031,2550,400,4
9698,3031,2550,184,4
9699,3031,2550,44,8
9700,3031,2550,128,4
9701,3031,2550,80,8
9702,3031,2550,212,4
9703,3031,2550,60,4
9704,3031,2550,88,8
9705,3031,2550,64,20
9706,3031,2550,32,16
9707,3031,2550,8,12
9708,3337,2570,20,24
9709,3337,2570,0,56
9710,3337,2570,4,156
9711,3337,2570,8,20
9712,3337,2570,16,16
9713,3337,2570,12,20
9714,3337,2570,164,12
9715,3337,2570,96,12
9716,3337,2570,4,292
9717,3337,2570,16,68
9718,3337,2570,84,20
9719,3337,2570,280,8
9720,3337,2570,20,20
9721,3337,2570,356,8
9722,3337,2570,704,4
9723,3337,2570,1072,4
9724,3526,2702,1556,4
9725,3526,2702,1488,4
9726,3526,2702,880,4
9727,3526,2702,404,4
9728,3526,2702,268,284
9729,3526,2702,0,608
9730,3526,2702,0,1200
9731,3526,2702,0,976
9732,3526,2702,796,300
9733,3526,2702,144,72
9734,3526,2702,0,72
9735,3526,2702,4,60
9736,3526,2702,308,8
9737,3526,2702,68,8
9738,3526,2702,76,80
9739,3526,2702,4,176
9740,3404,2766,12,144
9741,3404,2766,0,456
9742,3404,2766,0,448
9743,3404,2766,0,224
9744,3404,2766,148,48
9745,3404,2766,360,4
9746,3404,2766,96,8
9747,3404,2766,16,16
9748,3404,2766,128,32
9749,3404,2766,104,32
9750,3404,2766,24,76
9751,3404,2766,4,224
9752,3404,2766,20,52
9753,3404,2766,0,168
9754,3404,2766,0,80
9755,3404,2766,0,692
9756,3400,2685,0,1376
9757,3400,2685,0,1160
9758,3400,2685,0,652
9759,3400,2685,52,252
9760,3400,2685,220,124
9761,3400,2685,336,4
9762,3400,2685,108,48
9763,3400,2685,28,36
9764,3400,2685,0,760
9765,3400,2685,12,560
9766,3400,2685,256,232
9767,3400,2685,228,4
9768,3400,2685,8,88
9769,3400,2685,4,40
9770,3400,2685,16,12
9771,3400,2685,92,8
9772,3270,2503,8,40
9773,3270,2503,16,16
9774,3270,2503,156,4
9775,3270,2503,100,4
9776,3270,2503,824,4
9777,3270,2503,360,4
9778,3270,2503,80,56
9779,3270,2503,8,216
9780,3270,2503,120,96
9781,3270,2503,20,172
9782,3270,2503,8,100
9783,3270,2503,152,36
9784,3270,2503,360,4
9785,3270,2503,200,8
9786,3270,2503,48,76
9787,3270,2503,0,824
9788,3290,2417,0,904
9789,3290,2417,28,428
9790,3290,2417,136,300
9791,3290,2417,0,328
9792,3290,2417,144,28
9793,3290,2417,28,20
9794,3290,2417,44,20
9795,3290,2417,164,4
9796,3290,2417,708,4
9797,3290,2417,364,4
9798,3290,2417,192,8
9799,3290,2417,0,248
9800,3290,2417,0,84
9801,3290,2417,0,308
9802,3290,2417,8,136
9803,3290,2417,0,36
9804,3251,2630,32,92
9805,3251,2630,24,8
9806,3251,2630,68,8
9807,3251,2630,72,8
9808,3251,2630,40,64
9809,3251,2630,32,16
9810,3251,2630,208,24
9811,3251,2630,180,60
9812,3251,2630,28,488
9813,3251,2630,4,120
9814,3251,2630,184,16
9815,3251,2630,260,4
9816,3251,2630,116,32
9817,3251,2630,304,4
9818,3251,2630,12,48
9819,3251,2630,0,24
9820,3544,2637,0,424
9821,3544,2637,20,112
9822,3544,2637,0,112
9823,3544,2637,0,128
9824,3544,2637,40,268
9825,3544,2637,0,484
9826,3544,2637,0,368
9827,3544,2637,0,528
9828,3544,2637,244,36
9829,3544,2637,676,4
9830,3544,2637,1292,4
9831,3544,2637,540,8
9832,3544,2637,116,4
9833,3544,2637,24,8
9834,3544,2637,28,8
9835,3544,2637,0,304
9836,3125,2707,0,320
9837,3125,2707,0,560
9838,3125,2707,4,100
9839,3125,2707,4,440
9840,3125,2707,152,8
9841,3125,2707,80,4
9842,3125,2707,8,4
9843,3125,2707,4,240
9844,3125,2707,176,40
9845,3125,2707,344,4
9846,3125,2707,448,4
9847,3125,2707,328,4
9848,3125,2707,28,12
9849,3125,2707,28,20
9850,3125,2707,0,264
9851,3125,2707,0,404
9852,3351,2641,4,24
9853,3351,2641,60,8
9854,3351,2641,84,8
9855,3351,2641,264,8
9856,3351,2641,4,68
9857,3351,2641,8,36
9858,3351,2641,28,88
9859,3351,2641,76,36
9860,3351,2641,0,904
9861,3351,2641,0,472
9862,3351,2641,8,288
9863,3351,2641,4,280
9864,3351,2641,0,384
9865,3351,2641,0,280
9866,3351,2641,40,56
9867,3351,2641,60,12
9868,3429,2431,228,8
9869,3429,2431,80,4
9870,3429,2431,80,8
9871,3429,2431,8,20
9872,3429,2431,524,16
9873,3429,2431,216,8
9874,3429,2431,4,72
