,0
0,25.553614457831326
1,25.553614457831326
2,25.496153846153845
3,25.157109004739333
4,24.559930715935337
5,24.507142857142856
6,24.507142857142856
7,24.507142857142856
8,24.507142857142856
9,24.507142857142856
10,13.027272727272727
11,13.027272727272727
12,13.027272727272727
13,13.027272727272727
14,13.027272727272727
15,13.027272727272727
16,13.027272727272727
17,13.027272727272727
18,13.027272727272727
19,13.027272727272727
20,13.027272727272727
21,13.027272727272727
22,13.027272727272727
23,13.027272727272727
24,13.027272727272727
25,13.027272727272727
26,13.027272727272727
27,13.027272727272727
28,13.027272727272727
29,13.027272727272727
30,13.027272727272727
31,13.027272727272727
32,13.027272727272727
33,13.027272727272727
34,13.027272727272727
35,13.027272727272727
36,13.027272727272727
37,13.027272727272727
38,13.027272727272727
39,13.027272727272727
40,13.027272727272727
41,13.027272727272727
42,13.027272727272727
43,13.027272727272727
44,13.027272727272727
45,13.027272727272727
46,13.027272727272727
47,13.027272727272727
48,13.027272727272727
49,13.027272727272727
50,13.027272727272727
51,13.027272727272727
52,13.027272727272727
53,13.027272727272727
54,13.027272727272727
55,13.027272727272727
56,13.027272727272727
57,13.027272727272727
58,13.027272727272727
59,13.027272727272727
60,13.027272727272727
61,13.027272727272727
62,13.027272727272727
63,13.027272727272727
64,13.027272727272727
65,13.027272727272727
66,13.027272727272727
67,13.027272727272727
68,13.027272727272727
69,24.507142857142856
70,24.507142857142856
71,24.507142857142856
72,24.507142857142856
73,24.507142857142856
74,24.507142857142856
75,24.507142857142856
76,24.507142857142856
77,24.507142857142856
78,24.507142857142856
79,13.027272727272727
80,13.027272727272727
81,13.027272727272727
82,13.027272727272727
83,13.027272727272727
84,13.027272727272727
85,13.027272727272727
86,13.027272727272727
87,13.027272727272727
88,13.027272727272727
89,13.027272727272727
90,13.027272727272727
91,13.027272727272727
92,13.027272727272727
93,13.027272727272727
94,13.027272727272727
95,13.027272727272727
96,13.027272727272727
97,13.027272727272727
98,13.027272727272727
99,13.027272727272727
100,13.027272727272727
101,13.027272727272727
102,13.027272727272727
103,13.027272727272727
104,13.027272727272727
105,13.027272727272727
106,13.027272727272727
107,13.027272727272727
108,13.027272727272727
109,13.027272727272727
110,13.027272727272727
111,13.027272727272727
112,13.027272727272727
113,13.027272727272727
114,13.027272727272727
115,13.027272727272727
116,13.027272727272727
117,13.027272727272727
118,13.027272727272727
119,13.027272727272727
120,24.507142857142856
121,24.507142857142856
122,24.559930715935337
123,25.496153846153845
124,25.553614457831326
125,25.845121951219515
126,25.845121951219515
127,26.76392405063291
128,27.34948186528497
129,27.34948186528497
130,27.755263157894735
131,27.82414248021108
132,27.82414248021108
133,27.82414248021108
134,28.174064171122996
135,28.174064171122996
136,27.82414248021108
137,27.755263157894735
138,27.755263157894735
139,27.755263157894735
140,27.34948186528497
141,27.34948186528497
142,27.34948186528497
143,27.34948186528497
144,27.34948186528497
145,27.34948186528497
146,27.34948186528497
147,27.34948186528497
148,27.34948186528497
149,27.34948186528497
150,27.755263157894735
151,27.755263157894735
152,28.174064171122996
153,28.316666666666663
154,28.90274725274725
155,28.977823691460056
156,29.6725988700565
157,30.320520231213873
158,30.999112426035502
159,31.08620178041543
160,34.04725048387097
161,34.47566343572986
162,34.841382290748896
163,34.99014513716814
164,34.990494789823
165,34.990844440265484
166,35.91004484090909
167,36.88078918691589
168,36.88115844392523
169,36.881527703271026
170,37.55964737857143
171,37.56002367142857
172,38.26448539805825
173,36.88300473598131
174,36.883373992990656
175,36.88374325
176,35.913636713636365
177,35.913995899999996
178,34.99538990929203
179,34.99573955973451
180,34.99608921238938
181,34.99643886283185
182,34.996788513274325
183,34.9971381659292
184,34.997487816371674
185,34.99783746902655
186,34.84973695594714
187,34.85008506828194
188,34.85043317841409
189,34.48530436819172
190,34.057446769892465
191,33.65
192,31.08620178041543
193,31.08620178041543
194,30.999112426035502
195,30.320520231213873
196,30.320520231213873
197,30.320520231213873
198,30.320520231213873
199,30.320520231213873
200,30.320520231213873
201,30.320520231213873
202,30.320520231213873
203,30.320520231213873
204,30.320520231213873
205,30.320520231213873
206,30.320520231213873
207,30.320520231213873
208,30.320520231213873
209,30.320520231213873
210,30.320520231213873
211,30.320520231213873
212,30.999112426035502
213,31.08620178041543
214,31.08620178041543
215,34.06356454193548
216,34.49184643137255
217,34.85739540088106
218,35.00587945132743
219,35.00587945132743
220,35.92513070909091
221,36.566336833333324
222,37.57394645714285
223,38.27829493203883
224,38.27829493203883
225,38.27810313106795
226,38.91703572592591
227,38.91684061234567
228,38.916645498765426
229,38.916450385185186
230,38.916255269135796
231,38.91606015555555
232,38.91586504197531
233,38.91566992839506
234,38.91547481234567
235,39.57685496984925
236,39.576656424623124
237,39.57645787939698
238,39.57625933417086
239,39.57606078643216
240,39.769174676767676
241,39.57539896733668
242,40.36006257948718
243,40.3595898051282
244,40.359117028205134
245,40.35864425128205
246,40.35817147435897
247,40.3576986974359
248,40.35722592051282
249,40.35675314615385
250,40.45668211825192
251,40.55712618814434
252,40.556650974226805
253,40.55617576030928
254,40.555700546391755
255,41.171799554973816
256,41.17131687696335
257,41.38081932894737
258,41.380472744736835
259,42.13230010991957
260,42.131947021447715
261,42.46266091081081
262,42.46230495945946
263,42.46194900810811
264,42.461593056756755
265,42.13018157908847
266,42.12982849061662
267,42.1294753994638
268,41.3770069
269,41.37666031578947
270,41.166490099476434
271,40.549658546391754
272,40.34804054871795
273,40.347635312820515
274,39.56236113065327
275,39.56196403768844
276,39.56156694723619
277,39.56116985427136
278,39.5607727638191
279,39.56037567085428
280,39.55997858040202
281,39.559581487437185
282,38.89791454320987
283,38.89752431604938
284,38.89713408641975
285,38.257964230582516
286,38.25758063106795
287,37.553250423809516
288,36.87525031542056
289,35.905016215909086
290,34.98629897123894
291,34.98629897123894
292,34.98629897123894
293,34.8379011784141
294,34.8379011784141
295,34.8379011784141
296,34.47256456427016
297,34.044531473118276
298,34.044531473118276
299,34.044531473118276
300,34.044531473118276
301,32.17307692307693
302,31.08620178041543
303,31.08620178041543
304,31.08620178041543
305,31.08620178041543
