tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
32,0.9,1.8,8.512299402,23,21.67,20.7,25.33
33,0.9,1.8,8.512457444,23,21.67,20.7,25.33
34,0.9,1.8,8.512615486,23,21.67,20.7,25.33
35,0.9,1.8,8.512773529,23,21.67,20.7,25.33
36,0.9,1.8,8.512931571,23,21.67,20.7,25.33
37,0.9,1.8,8.513089614,23,21.67,20.7,25.33
38,0.9,1.8,8.513247656,23,21.67,20.7,25.33
39,0.9,1.8,8.513405699,23,21.67,20.7,25.33
40,0.9,1.8,8.513563741,23,21.67,20.7,25.33
41,0.9,1.8,8.513721783,23,21.67,20.7,25.33
42,0.9,1.8,8.513879826,23,21.67,20.7,25.33
43,0.9,1.8,8.514037868,23,21.67,20.7,25.33
44,0.9,1.8,8.514195911,23,21.67,20.7,25.33
45,0.9,1.8,8.514353953,23,21.67,20.7,25.33
46,0.9,1.8,8.514511996,23,21.67,20.7,25.33
47,0.9,1.8,8.514670038,23,21.67,20.7,25.33
48,0.9,1.8,8.51482808,23,21.67,20.7,25.33
49,0.9,1.8,8.51482808,23,21.67,20.7,25.33
50,0.9,1.8,8.51482808,23,21.67,20.7,25.33
51,0.9,1.8,8.51482808,23,21.67,20.7,25.33
52,0.9,1.8,8.51482808,23,21.67,20.7,25.33
53,0.9,1.8,8.51482808,23,21.67,20.7,25.33
54,0.9,1.8,8.51482808,23,21.67,20.7,25.33
55,0.9,1.8,8.51482808,23,21.67,20.7,25.33
56,0.9,1.8,8.51482808,23,21.67,20.7,25.33
57,0.9,1.8,8.51482808,23,21.67,20.7,25.33
58,0.9,1.8,8.51482808,23,21.67,20.7,25.33
59,0.9,1.8,8.51482808,23,21.67,20.7,25.33
60,0.9,1.8,8.51482808,23,21.67,20.7,25.33
61,0.9,1.8,8.51482808,23,21.67,20.7,25.33
62,0.9,1.8,8.51482808,23,21.67,20.7,25.33
63,0.9,1.8,8.51482808,23,21.67,20.7,25.33
64,0.9,1.8,8.51482808,23,21.67,20.7,25.33
65,0.9,1.8,8.514986123,23,21.67,20.7,25.33
66,0.9,1.8,8.515144165,23,21.67,20.7,25.33
67,0.9,1.8,8.515302208,23,21.67,20.7,25.33
68,0.9,1.8,8.51546025,23,21.67,20.7,25.33
69,0.9,1.8,8.515618293,23,21.67,20.7,25.33
70,0.9,1.8,8.515776335,23,21.67,20.7,25.33
71,0.9,1.8,8.515934378,23,21.67,20.7,25.33
72,0.9,1.8,8.51609242,23,21.67,20.7,25.33
73,0.9,1.8,8.516250462,23,21.67,20.7,25.33
74,0.9,1.8,8.516408505,23,21.67,20.7,25.33
75,0.9,1.8,8.516566547,23,21.67,20.7,25.33
76,0.9,1.8,8.51672459,23,21.67,20.7,25.33
77,0.9,1.8,8.516882632,23,21.67,20.7,25.33
78,0.9,1.8,8.517040675,23,21.67,20.7,25.33
79,0.9,1.8,8.517198717,23,21.67,20.7,25.33
80,0.9,1.8,8.517356759,23,21.67,20.7,25.33
81,0.9,1.8,8.517514802,23,21.67,20.7,25.33
82,0.9,1.8,8.517672844,23,21.67,20.7,25.33
83,0.9,1.8,8.517830887,23,21.67,20.7,25.33
84,0.9,1.8,8.517988929,23,21.67,20.7,25.33
85,0.9,1.8,8.518146972,23,21.67,20.7,25.33
86,0.9,1.8,8.518305014,23,21.67,20.7,25.33
87,0.9,1.8,8.518463056,23,21.67,20.7,25.33
88,0.9,1.8,8.518621099,23,21.67,20.7,25.33
89,0.9,1.8,8.518779141,23,21.67,20.7,25.33
90,0.9,1.8,8.518937184,23,21.67,20.7,25.33
91,0.9,1.8,8.519095226,23,21.67,20.7,25.33
92,0.9,1.8,8.519253269,23,21.67,20.7,25.33
93,0.9,1.8,8.519411311,23,21.67,20.7,25.33
94,0.9,1.8,8.519569353,23,21.67,20.7,25.33
95,0.9,1.8,8.519727396,23,21.67,20.7,25.33
96,0.9,1.8,8.519885438,23,21.67,20.7,25.33
97,0.9,1.8,8.520069821,23,21.67,20.7,25.33
98,0.9,1.8,8.520254204,23,21.67,20.7,25.33
99,0.9,1.8,8.520438587,23,21.67,20.7,25.33
100,0.9,1.8,8.52062297,23,21.67,20.7,25.33
101,0.9,1.8,8.520807352,23,21.67,20.7,25.33
102,0.9,1.8,8.520991735,23,21.67,20.7,25.33
103,0.9,1.8,8.521176118,23,21.67,20.7,25.33
104,0.9,1.8,8.521360501,23,21.67,20.7,25.33
105,0.9,1.8,8.521544884,23,21.67,20.7,25.33
106,0.9,1.8,8.521729267,23,21.67,20.7,25.33
107,0.9,1.8,8.521913649,23,21.67,20.7,25.33
108,0.9,1.8,8.522098032,23,21.67,20.7,25.33
109,0.9,1.8,8.522282415,23,21.67,20.7,25.33
110,0.9,1.8,8.522466798,23,21.67,20.7,25.33
111,0.9,1.8,8.522651181,23,21.67,20.7,25.33
112,0.9,1.8,8.522835564,23,21.67,20.7,25.33
113,0.9,1.8,8.522993606,23,21.67,20.7,25.33
114,0.9,1.8,8.523151648,23,21.67,20.7,25.33
115,0.9,1.8,8.523309691,23,21.67,20.7,25.33
116,0.9,1.8,8.523467733,23,21.67,20.7,25.33
117,0.9,1.8,8.523625776,23,21.67,20.7,25.33
118,0.9,1.8,8.523783818,23,21.67,20.7,25.33
119,0.9,1.8,8.523941861,23,21.67,20.7,25.33
120,0.9,1.8,8.524099903,23,21.67,20.7,25.33
121,0.9,1.8,8.524257946,23,21.67,20.7,25.33
122,0.9,1.8,8.524415988,23,21.67,20.7,25.33
123,0.9,1.8,8.52457403,23,21.67,20.7,25.33
124,0.9,1.8,8.524732073,23,21.67,20.7,25.33
125,0.9,1.8,8.524890115,23,21.67,20.7,25.33
126,0.9,1.8,8.525048158,23,21.67,20.7,25.33
127,0.9,1.8,8.5252062,23,21.67,20.7,25.33
128,0.9,1.8,8.525364243,23,21.67,20.7,25.33
129,0.9,1.8,8.525364243,23,21.67,20.7,25.33
130,0.9,1.8,8.525364243,23,21.67,20.7,25.33
131,0.9,1.8,8.525364243,23,21.67,20.7,25.33
132,0.9,1.8,8.525364243,23,21.67,20.7,25.33
133,0.9,1.8,8.525364243,23,21.67,20.7,25.33
134,0.9,1.8,8.525364243,23,21.67,20.7,25.33
135,0.9,1.8,8.525364243,23,21.67,20.7,25.33
136,0.9,1.8,8.525364243,23,21.67,20.7,25.33
137,0.9,1.8,8.525364243,23,21.67,20.7,25.33
138,0.9,1.8,8.525364243,23,21.67,20.7,25.33
139,0.9,1.8,8.525364243,23,21.67,20.7,25.33
140,0.9,1.8,8.525364243,23,21.67,20.7,25.33
141,0.9,1.8,8.525364243,23,21.67,20.7,25.33
142,0.9,1.8,8.525364243,23,21.67,20.7,25.33
143,0.9,1.8,8.525364243,23,21.67,20.7,25.33
144,0.9,1.8,8.525364243,23,21.67,20.7,25.33
145,0.9,1.8,8.525495945,23,21.67,20.7,25.33
146,0.9,1.8,8.525627647,23,21.67,20.7,25.33
147,0.9,1.8,8.525759349,23,21.67,20.7,25.33
148,0.9,1.8,8.525891051,23,21.67,20.7,25.33
149,0.9,1.8,8.526022753,23,21.67,20.7,25.33
150,0.9,1.8,8.526154455,23,21.67,20.7,25.33
151,0.9,1.8,8.526286157,23,21.67,20.7,25.33
152,0.9,1.8,8.526417859,23,21.67,20.7,25.33
153,0.9,1.8,8.526549561,23,21.67,20.7,25.33
154,0.9,1.8,8.526681263,23,21.67,20.7,25.33
155,0.9,1.8,8.526812965,23,21.67,20.7,25.33
156,0.9,1.8,8.526944667,23,21.67,20.7,25.33
157,0.9,1.8,8.527076369,23,21.67,20.7,25.33
158,0.9,1.8,8.527208071,23,21.67,20.7,25.33
159,0.9,1.8,8.527339773,23,21.67,20.7,25.33
160,0.9,1.8,8.527471475,23,21.67,20.7,25.33
161,0.9,1.8,8.527629517,23,21.67,20.7,25.33
162,0.9,1.8,8.52778756,23,21.67,20.7,25.33
163,0.9,1.8,8.527945602,23,21.67,20.7,25.33
164,0.9,1.8,8.528103645,23,21.67,20.7,25.33
165,0.9,1.8,8.528261687,23,21.67,20.7,25.33
166,0.9,1.8,8.52841973,23,21.67,20.7,25.33
167,0.9,1.8,8.528577772,23,21.67,20.7,25.33
168,0.9,1.8,8.528735814,23,21.67,20.7,25.33
169,0.9,1.8,8.528893857,23,21.67,20.7,25.33
170,0.9,1.8,8.529051899,23,21.67,20.7,25.33
171,0.9,1.8,8.529209942,23,21.67,20.7,25.33
172,0.9,1.8,8.529367984,23,21.67,20.7,25.33
173,0.9,1.8,8.529526027,23,21.67,20.7,25.33
174,0.9,1.8,8.529684069,23,21.67,20.7,25.33
175,0.9,1.8,8.529842111,23,21.67,20.7,25.33
176,0.9,1.8,8.530000154,23,21.67,20.7,25.33
177,0.9,1.8,8.530158196,23,21.67,20.7,25.33
178,0.9,1.8,8.530316239,23,21.67,20.7,25.33
179,0.9,1.8,8.530474281,23,21.67,20.7,25.33
180,0.9,1.8,8.530632324,23,21.67,20.7,25.33
181,0.9,1.8,8.530790366,23,21.67,20.7,25.33
182,0.9,1.8,8.530948408,23,21.67,20.7,25.33
183,0.9,1.8,8.531106451,23,21.67,20.7,25.33
184,0.9,1.8,8.531264493,23,21.67,20.7,25.33
185,0.9,1.8,8.531422536,23,21.67,20.7,25.33
186,0.9,1.8,8.531580578,23,21.67,20.7,25.33
187,0.9,1.8,8.531738621,23,21.67,20.7,25.33
188,0.9,1.8,8.531896663,23,21.67,20.7,25.33
189,0.9,1.8,8.532054705,23,21.67,20.7,25.33
190,0.9,1.8,8.532212748,23,21.67,20.7,25.33
191,0.9,1.8,8.53237079,23,21.67,20.7,25.33
192,0.9,1.8,8.532528833,23,21.67,20.7,25.33
193,0.9,1.8,8.532686875,23,21.67,20.7,25.33
194,0.9,1.8,8.532844918,23,21.67,20.7,25.33
195,0.9,1.8,8.53300296,23,21.67,20.7,25.33
196,0.9,1.8,8.533161002,23,21.67,20.7,25.33
197,0.9,1.8,8.533319045,23,21.67,20.7,25.33
198,0.9,1.8,8.533477087,23,21.67,20.7,25.33
199,0.9,1.8,8.53363513,23,21.67,20.7,25.33
200,0.9,1.8,8.533793172,23,21.67,20.7,25.33
201,0.9,1.8,8.533951215,23,21.67,20.7,25.33
202,0.9,1.8,8.534109257,23,21.67,20.7,25.33
203,0.9,1.8,8.534267299,23,21.67,20.7,25.33
204,0.9,1.8,8.534425342,23,21.67,20.7,25.33
205,0.9,1.8,8.534583384,23,21.67,20.7,25.33
206,0.9,1.8,8.534741427,23,21.67,20.7,25.33
207,0.9,1.8,8.534899469,23,21.67,20.7,25.33
208,0.9,1.8,8.535057512,23,21.67,20.7,25.33
209,0.9,1.8,8.535057512,23,21.67,20.7,25.33
210,0.9,1.8,8.535057512,23,21.67,20.7,25.33
211,0.9,1.8,8.535057512,23,21.67,20.7,25.33
212,0.9,1.8,8.535057512,23,21.67,20.7,25.33
213,0.9,1.8,8.535057512,23,21.67,20.7,25.33
214,0.9,1.8,8.535057512,23,21.67,20.7,25.33
215,0.9,1.8,8.535057512,23,21.67,20.7,25.33
216,0.9,1.8,8.535057512,23,21.67,20.7,25.33
217,0.9,1.8,8.535057512,23,21.67,20.7,25.33
218,0.9,1.8,8.535057512,23,21.67,20.7,25.33
219,0.9,1.8,8.535057512,23,21.67,20.7,25.33
220,0.9,1.8,8.535057512,23,21.67,20.7,25.33
221,0.9,1.8,8.535057512,23,21.67,20.7,25.33
222,0.9,1.8,8.535057512,23,21.67,20.7,25.33
223,0.9,1.8,8.535057512,23,21.67,20.7,25.33
224,0.9,1.8,8.535057512,23,21.67,20.7,25.33
225,0.9,1.8,8.53497849,23,21.67,20.7,25.33
226,0.9,1.8,8.534899469,23,21.67,20.7,25.33
227,0.9,1.8,8.534820448,23,21.67,20.7,25.33
228,0.9,1.8,8.534741427,23,21.67,20.7,25.33
229,0.9,1.8,8.534662406,23,21.67,20.7,25.33
230,0.9,1.8,8.534583384,23,21.67,20.7,25.33
231,0.9,1.8,8.534504363,23,21.67,20.7,25.33
232,0.9,1.8,8.534425342,23,21.67,20.7,25.33
233,0.9,1.8,8.534346321,23,21.67,20.7,25.33
234,0.9,1.8,8.534267299,23,21.67,20.7,25.33
235,0.9,1.8,8.534188278,23,21.67,20.7,25.33
236,0.9,1.8,8.534109257,23,21.67,20.7,25.33
237,0.9,1.8,8.534030236,23,21.67,20.7,25.33
238,0.9,1.8,8.533951215,23,21.67,20.7,25.33
239,0.9,1.8,8.533872193,23,21.67,20.7,25.33
240,0.9,1.8,8.533793172,23,21.67,20.7,25.33
241,0.9,1.8,8.533608789,23,21.67,20.7,25.33
242,0.9,1.8,8.533424406,23,21.67,20.7,25.33
243,0.9,1.8,8.533240024,23,21.67,20.7,25.33
244,0.9,1.8,8.533055641,23,21.67,20.7,25.33
245,0.9,1.8,8.532871258,23,21.67,20.7,25.33
246,0.9,1.8,8.532686875,23,21.67,20.7,25.33
247,0.9,1.8,8.532502492,23,21.67,20.7,25.33
248,0.9,1.8,8.532318109,23,21.67,20.7,25.33
249,0.9,1.8,8.532133727,23,21.67,20.7,25.33
250,0.9,1.8,8.531949344,23,21.67,20.7,25.33
251,0.9,1.8,8.531764961,23,21.67,20.7,25.33
252,0.9,1.8,8.531580578,23,21.67,20.7,25.33
253,0.9,1.8,8.531396195,23,21.67,20.7,25.33
254,0.9,1.8,8.531211812,23,21.67,20.7,25.33
255,0.9,1.8,8.53102743,23,21.67,20.7,25.33
256,0.9,1.8,8.530843047,23,21.67,20.7,25.33
257,0.9,1.8,8.530711345,23,21.67,20.7,25.33
258,0.9,1.8,8.530579643,23,21.67,20.7,25.33
259,0.9,1.8,8.530447941,23,21.67,20.7,25.33
260,0.9,1.8,8.530316239,23,21.67,20.7,25.33
261,0.9,1.8,8.530184537,23,21.67,20.7,25.33
262,0.9,1.8,8.530052835,23,21.67,20.7,25.33
263,0.9,1.8,8.529921133,23,21.67,20.7,25.33
264,0.9,1.8,8.529789431,23,21.67,20.7,25.33
265,0.9,1.8,8.529657729,23,21.67,20.7,25.33
266,0.9,1.8,8.529526027,23,21.67,20.7,25.33
267,0.9,1.8,8.529394324,23,21.67,20.7,25.33
268,0.9,1.8,8.529262622,23,21.67,20.7,25.33
269,0.9,1.8,8.52913092,23,21.67,20.7,25.33
270,0.9,1.8,8.528999218,23,21.67,20.7,25.33
271,0.9,1.8,8.528867516,23,21.67,20.7,25.33
272,0.9,1.8,8.528735814,23,21.67,20.7,25.33
273,0.9,1.8,8.528577772,23,21.67,20.7,25.33
274,0.9,1.8,8.52841973,23,21.67,20.7,25.33
275,0.9,1.8,8.528261687,23,21.67,20.7,25.33
276,0.9,1.8,8.528103645,23,21.67,20.7,25.33
277,0.9,1.8,8.527945602,23,21.67,20.7,25.33
278,0.9,1.8,8.52778756,23,21.67,20.7,25.33
279,0.9,1.8,8.527629517,23,21.67,20.7,25.33
280,0.9,1.8,8.527471475,23,21.67,20.7,25.33
281,0.9,1.8,8.527313432,23,21.67,20.7,25.33
282,0.9,1.8,8.52715539,23,21.67,20.7,25.33
283,0.9,1.8,8.526997348,23,21.67,20.7,25.33
284,0.9,1.8,8.526839305,23,21.67,20.7,25.33
285,0.9,1.8,8.526681263,23,21.67,20.7,25.33
286,0.9,1.8,8.52652322,23,21.67,20.7,25.33
287,0.9,1.8,8.526365178,23,21.67,20.7,25.33
288,0.9,1.8,8.526207135,23,21.44,20.7,25.33
289,0.9,1.8,8.526207135,23,21.44,20.7,25.33
290,0.9,1.8,8.526207135,23,21.44,20.7,25.33
291,0.9,1.8,8.526207135,23,21.44,20.7,25.33
292,0.9,1.8,8.526207135,23,21.44,20.7,25.33
293,0.9,1.8,8.526207135,23,21.44,20.7,25.33
294,0.9,1.8,8.526207135,23,21.44,20.7,25.33
295,0.9,1.8,8.526207135,23,21.44,20.7,25.33
296,0.9,1.8,8.526207135,23,21.44,20.7,25.33
297,0.9,1.8,8.526207135,23,21.44,20.7,25.33
298,0.9,1.8,8.526207135,23,21.44,20.7,25.33
299,0.9,1.8,8.526207135,23,21.44,20.7,25.33
300,0.9,1.8,8.526207135,23,21.44,20.7,25.33
301,0.9,1.8,8.526207135,23,21.44,20.7,25.33
302,0.9,1.8,8.526207135,23,21.44,20.7,25.33
303,0.9,1.8,8.526207135,23,21.44,20.7,25.33
304,0.9,1.8,8.526207135,23,21.44,20.7,25.33
305,0.9,1.8,8.526075433,23,21.44,20.7,25.33
306,0.9,1.8,8.525943731,23,21.44,20.7,25.33
307,0.9,1.8,8.525812029,23,21.44,20.7,25.33
308,0.9,1.8,8.525680327,23,21.44,20.7,25.33
309,0.9,1.8,8.525548625,23,21.44,20.7,25.33
310,0.9,1.8,8.525416923,23,21.44,20.7,25.33
311,0.9,1.8,8.525285221,23,21.44,20.7,25.33
312,0.9,1.8,8.525153519,23,21.44,20.7,25.33
313,0.9,1.8,8.525021817,23,21.44,20.7,25.33
314,0.9,1.8,8.524890115,23,21.44,20.7,25.33
315,0.9,1.8,8.524758413,23,21.44,20.7,25.33
316,0.9,1.8,8.524626711,23,21.44,20.7,25.33
317,0.9,1.8,8.524495009,23,21.44,20.7,25.33
318,0.9,1.8,8.524363307,23,21.44,20.7,25.33
319,0.9,1.8,8.524231605,23,21.44,20.7,25.33
320,0.9,1.8,8.524099903,23,21.44,20.7,25.33
321,0.9,1.8,8.523941861,23,21.44,20.7,25.33
322,0.9,1.8,8.523783818,23,21.44,20.7,25.33
323,0.9,1.8,8.523625776,23,21.44,20.7,25.33
324,0.9,1.8,8.523467733,23,21.44,20.7,25.33
325,0.9,1.8,8.523309691,23,21.44,20.7,25.33
326,0.9,1.8,8.523151648,23,21.44,20.7,25.33
327,0.9,1.8,8.522993606,23,21.44,20.7,25.33
328,0.9,1.8,8.522835564,23,21.44,20.7,25.33
329,0.9,1.8,8.522677521,23,21.44,20.7,25.33
330,0.9,1.8,8.522519479,23,21.44,20.7,25.33
331,0.9,1.8,8.522361436,23,21.44,20.7,25.33
332,0.9,1.8,8.522203394,23,21.44,20.7,25.33
333,0.9,1.8,8.522045351,23,21.44,20.7,25.33
334,0.9,1.8,8.521887309,23,21.44,20.7,25.33
335,0.9,1.8,8.521729267,23,21.44,20.7,25.33
336,0.9,1.8,8.521571224,23,21.44,20.7,25.33
337,0.9,1.8,8.521439522,23,21.44,20.7,25.33
338,0.9,1.8,8.52130782,23,21.44,20.7,25.33
339,0.9,1.8,8.521176118,23,21.44,20.7,25.33
340,0.9,1.8,8.521044416,23,21.44,20.7,25.33
341,0.9,1.8,8.520912714,23,21.44,20.7,25.33
342,0.9,1.8,8.520781012,23,21.44,20.7,25.33
343,0.9,1.8,8.52064931,23,21.44,20.7,25.33
344,0.9,1.8,8.520517608,23,21.44,20.7,25.33
345,0.9,1.8,8.520385906,23,21.44,20.7,25.33
346,0.9,1.8,8.520254204,23,21.44,20.7,25.33
347,0.9,1.8,8.520122502,23,21.44,20.7,25.33
348,0.9,1.8,8.5199908,23,21.44,20.7,25.33
349,0.9,1.8,8.519859098,23,21.44,20.7,25.33
350,0.9,1.8,8.519727396,23,21.44,20.7,25.33
351,0.9,1.8,8.519595694,23,21.44,20.7,25.33
352,0.9,1.8,8.519463992,23,21.44,20.7,25.33
353,0.9,1.8,8.519305949,23,21.44,20.7,25.33
354,0.9,1.8,8.519147907,23,21.44,20.7,25.33
355,0.9,1.8,8.518989864,23,21.44,20.7,25.33
356,0.9,1.8,8.518831822,23,21.44,20.7,25.33
357,0.9,1.8,8.51867378,23,21.44,20.7,25.33
358,0.9,1.8,8.518515737,23,21.44,20.7,25.33
359,0.9,1.8,8.518357695,23,21.44,20.7,25.33
360,0.9,1.8,8.518199652,23,21.44,20.7,25.33
361,0.9,1.8,8.51804161,23,21.44,20.7,25.33
362,0.9,1.8,8.517883567,23,21.44,20.7,25.33
363,0.9,1.8,8.517725525,23,21.44,20.7,25.33
364,0.9,1.8,8.517567483,23,21.44,20.7,25.33
365,0.9,1.8,8.51740944,23,21.44,20.7,25.33
366,0.9,1.8,8.517251398,23,21.44,20.7,25.33
367,0.9,1.8,8.517093355,23,21.44,20.7,25.33
368,0.9,1.8,8.516935313,23,21.44,20.7,25.33
369,0.9,1.8,8.516935313,23,21.44,20.7,25.33
370,0.9,1.8,8.516935313,23,21.44,20.7,25.33
371,0.9,1.8,8.516935313,23,21.44,20.7,25.33
372,0.9,1.8,8.516935313,23,21.44,20.7,25.33
373,0.9,1.8,8.516935313,23,21.44,20.7,25.33
374,0.9,1.8,8.516935313,23,21.44,20.7,25.33
375,0.9,1.8,8.516935313,23,21.44,20.7,25.33
376,0.9,1.8,8.516935313,23,21.44,20.7,25.33
377,0.9,1.8,8.516935313,23,21.44,20.7,25.33
378,0.9,1.8,8.516935313,23,21.44,20.7,25.33
379,0.9,1.8,8.516935313,23,21.44,20.7,25.33
380,0.9,1.8,8.516935313,23,21.44,20.7,25.33
381,0.9,1.8,8.516935313,23,21.44,20.7,25.33
382,0.9,1.8,8.516935313,23,21.44,20.7,25.33
383,0.9,1.8,8.516935313,23,21.44,20.7,25.33
384,0.9,1.8,8.516935313,23,21.37,20.7,25.33
385,0.9,1.8,8.51677727,23,21.37,20.7,25.33
386,0.9,1.8,8.516619228,23,21.37,20.7,25.33
387,0.9,1.8,8.516461186,23,21.37,20.7,25.33
388,0.9,1.8,8.516303143,23,21.37,20.7,25.33
389,0.9,1.8,8.516145101,23,21.37,20.7,25.33
390,0.9,1.8,8.515987058,23,21.37,20.7,25.33
391,0.9,1.8,8.515829016,23,21.37,20.7,25.33
392,0.9,1.8,8.515670973,23,21.37,20.7,25.33
393,0.9,1.8,8.515512931,23,21.37,20.7,25.33
394,0.9,1.8,8.515354889,23,21.37,20.7,25.33
395,0.9,1.8,8.515196846,23,21.37,20.7,25.33
396,0.9,1.8,8.515038804,23,21.37,20.7,25.33
397,0.9,1.8,8.514880761,23,21.37,20.7,25.33
398,0.9,1.8,8.514722719,23,21.37,20.7,25.33
399,0.9,1.8,8.514564676,23,21.37,20.7,25.33
400,0.9,1.8,8.514406634,23,21.37,20.7,25.33
401,0.9,1.8,8.514274932,23,21.37,20.7,25.33
402,0.9,1.8,8.51414323,23,21.37,20.7,25.33
403,0.9,1.8,8.514011528,23,21.37,20.7,25.33
404,0.9,1.8,8.513879826,23,21.37,20.7,25.33
405,0.9,1.8,8.513748124,23,21.37,20.7,25.33
406,0.9,1.8,8.513616422,23,21.37,20.7,25.33
407,0.9,1.8,8.51348472,23,21.37,20.7,25.33
408,0.9,1.8,8.513353018,23,21.37,20.7,25.33
409,0.9,1.8,8.513221316,23,21.37,20.7,25.33
410,0.9,1.8,8.513089614,23,21.37,20.7,25.33
411,0.9,1.8,8.512957912,23,21.37,20.7,25.33
412,0.9,1.8,8.51282621,23,21.37,20.7,25.33
413,0.9,1.8,8.512694508,23,21.37,20.7,25.33
414,0.9,1.8,8.512562806,23,21.37,20.7,25.33
415,0.9,1.8,8.512431104,23,21.37,20.7,25.33
416,0.9,1.8,8.512299402,23,21.37,20.7,25.33
417,0.9,1.8,8.512115019,23,21.37,20.7,25.33
418,0.9,1.8,8.511930636,23,21.37,20.7,25.33
419,0.9,1.8,8.511746253,23,21.37,20.7,25.33
420,0.9,1.8,8.51156187,23,21.37,20.7,25.33
421,0.9,1.8,8.511377487,23,21.37,20.7,25.33
422,0.9,1.8,8.511193105,23,21.37,20.7,25.33
423,0.9,1.8,8.511008722,23,21.37,20.7,25.33
424,0.9,1.8,8.510824339,23,21.37,20.7,25.33
425,0.9,1.8,8.510639956,23,21.37,20.7,25.33
426,0.9,1.8,8.510455573,23,21.37,20.7,25.33
427,0.9,1.8,8.51027119,23,21.37,20.7,25.33
428,0.9,1.8,8.510086808,23,21.37,20.7,25.33
429,0.9,1.8,8.509902425,23,21.37,20.7,25.33
430,0.9,1.8,8.509718042,23,21.37,20.7,25.33
431,0.9,1.8,8.509533659,23,21.37,20.7,25.33
432,0.9,1.8,8.509349276,23,21.37,20.7,25.33
433,0.9,1.8,8.509217574,23,21.37,20.7,25.33
434,0.9,1.8,8.509085872,23,21.37,20.7,25.33
435,0.9,1.8,8.50895417,23,21.37,20.7,25.33
436,0.9,1.8,8.508822468,23,21.37,20.7,25.33
437,0.9,1.8,8.508690766,23,21.37,20.7,25.33
438,0.9,1.8,8.508559064,23,21.37,20.7,25.33
439,0.9,1.8,8.508427362,23,21.37,20.7,25.33
440,0.9,1.8,8.50829566,23,21.37,20.7,25.33
441,0.9,1.8,8.508163958,23,21.37,20.7,25.33
442,0.9,1.8,8.508032256,23,21.37,20.7,25.33
443,0.9,1.8,8.507900554,23,21.37,20.7,25.33
444,0.9,1.8,8.507768852,23,21.37,20.7,25.33
445,0.9,1.8,8.50763715,23,21.37,20.7,25.33
446,0.9,1.8,8.507505448,23,21.37,20.7,25.33
447,0.9,1.8,8.507373746,23,21.37,20.7,25.33
448,0.9,1.8,8.507242044,23,21.37,20.7,25.33
449,0.9,1.8,8.507242044,23,21.37,20.7,25.33
450,0.9,1.8,8.507242044,23,21.37,20.7,25.33
451,0.9,1.8,8.507242044,23,21.37,20.7,25.33
452,0.9,1.8,8.507242044,23,21.37,20.7,25.33
453,0.9,1.8,8.507242044,23,21.37,20.7,25.33
454,0.9,1.8,8.507242044,23,21.37,20.7,25.33
455,0.9,1.8,8.507242044,23,21.37,20.7,25.33
456,0.9,1.8,8.507242044,23,21.37,20.7,25.33
457,0.9,1.8,8.507242044,23,21.37,20.7,25.33
458,0.9,1.8,8.507242044,23,21.37,20.7,25.33
459,0.9,1.8,8.507242044,23,21.37,20.7,25.33
460,0.9,1.8,8.507242044,23,21.37,20.7,25.33
461,0.9,1.8,8.507242044,23,21.37,20.7,25.33
462,0.9,1.8,8.507242044,23,21.37,20.7,25.33
463,0.9,1.8,8.507242044,23,21.37,20.7,25.33
