,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
247,3322,2950,0,268
248,3322,2950,0,179
249,3322,2950,0,151
250,3322,2950,1,65
251,3322,2950,1,55
252,3322,2950,1,30
253,3322,2950,3,27
254,3322,2950,0,72
255,3322,2950,0,260
256,3249,2948,0,391
257,3249,2948,0,355
258,3249,2948,0,186
259,3249,2948,1,203
260,3249,2948,2,152
261,3249,2948,1,296
262,3249,2948,1,354
263,3249,2948,1,367
264,3249,2948,1,265
265,3249,2948,1,289
266,3249,2948,0,350
267,3249,2948,0,216
268,3249,2948,1,112
269,3249,2948,1,106
270,3249,2948,1,87
271,3249,2948,1,44
272,3299,2932,55,18
273,3299,2932,6,24
274,3299,2932,2,67
275,3299,2932,0,193
276,3299,2932,3,57
277,3299,2932,1,39
278,3299,2932,7,30
279,3299,2932,0,97
280,3299,2932,0,125
281,3299,2932,0,116
282,3299,2932,0,59
283,3299,2932,0,82
284,3299,2932,0,42
285,3299,2932,0,25
286,3299,2932,1,48
287,3299,2932,13,5
288,3323,2912,139,1
289,3323,2912,81,3
290,3323,2912,90,2
291,3323,2912,23,2
292,3323,2912,41,2
293,3323,2912,111,1
294,3323,2912,46,2
295,3323,2912,56,2
296,3323,2912,122,1
297,3323,2912,35,2
298,3323,2912,105,1
299,3323,2912,62,1
300,3323,2912,8,35
301,3323,2912,0,73
302,3323,2912,1,20
303,3323,2912,3,17
304,3213,2899,19,4
305,3213,2899,56,1
306,3213,2899,51,2
307,3213,2899,12,5
308,3213,2899,33,7
309,3213,2899,6,14
310,3213,2899,0,73
311,3213,2899,0,58
312,3213,2899,27,15
313,3213,2899,15,2
314,3213,2899,35,1
315,3213,2899,40,1
316,3213,2899,4,25
317,3213,2899,2,4
318,3213,2899,11,4
319,3213,2899,6,4
320,3393,2929,5,87
321,3393,2929,5,38
322,3393,2929,0,72
323,3393,2929,3,25
324,3393,2929,0,197
325,3393,2929,0,233
326,3393,2929,0,167
327,3393,2929,0,73
328,3393,2929,8,16
329,3393,2929,8,7
330,3393,2929,4,15
331,3393,2929,0,23
332,3393,2929,85,3
333,3393,2929,160,1
334,3393,2929,34,3
335,3393,2929,5,26
336,3344,2909,0,63
337,3344,2909,0,17
338,3344,2909,32,16
339,3344,2909,1,12
340,3344,2909,110,1
341,3344,2909,33,4
342,3344,2909,1,17
343,3344,2909,0,73
344,3344,2909,10,48
345,3344,2909,10,2
346,3344,2909,0,3
347,3344,2909,0,10
348,3344,2909,28,14
349,3344,2909,69,1
350,3344,2909,58,8
351,3344,2909,0,50
352,3290,2951,0,74
353,3290,2951,0,24
354,3290,2951,0,36
355,3290,2951,1,20
356,3290,2951,1,113
357,3290,2951,0,58
358,3290,2951,0,87
359,3290,2951,1,87
360,3290,2951,14,5
361,3290,2951,11,3
362,3290,2951,8,4
363,3290,2951,8,6
364,3290,2951,9,2
365,3290,2951,20,1
366,3290,2951,52,0
367,3290,2951,19,1
368,3305,2934,0,44
369,3305,2934,1,55
370,3305,2934,4,2
371,3305,2934,1,15
372,3305,2934,29,29
373,3305,2934,26,1
374,3305,2934,57,1
375,3305,2934,36,1
376,3305,2934,33,1
377,3305,2934,2,11
378,3305,2934,18,3
379,3305,2934,34,2
380,3305,2934,8,4
381,3305,2934,1,5
382,3305,2934,6,5
383,3305,2934,0,69
384,3306,2984,13,18
385,3306,2984,2,28
386,3306,2984,3,29
387,3306,2984,1,8
388,3306,2984,7,3
389,3306,2984,1,16
390,3306,2984,0,66
391,3306,2984,1,26
392,3306,2984,11,5
393,3306,2984,62,1
394,3306,2984,85,0
395,3306,2984,10,2
396,3306,2984,66,1
397,3306,2984,30,1
398,3306,2984,58,1
399,3306,2984,2,2
400,3305,2951,27,2
401,3305,2951,17,2
402,3305,2951,2,15
403,3305,2951,3,11
404,3305,2951,35,1
405,3305,2951,61,1
406,3305,2951,3,2
407,3305,2951,29,1
408,3305,2951,80,1
409,3305,2951,7,2
410,3305,2951,15,1
411,3305,2951,36,1
412,3305,2951,23,1
413,3305,2951,31,1
414,3305,2951,30,2
415,3305,2951,72,2
416,3431,2945,21,5
417,3431,2945,9,2
418,3431,2945,3,20
419,3431,2945,6,2
420,3431,2945,0,52
421,3431,2945,0,107
422,3431,2945,0,68
423,3431,2945,1,39
424,3431,2945,12,37
425,3431,2945,1,5
426,3431,2945,0,27
427,3431,2945,0,82
428,3431,2945,0,53
429,3431,2945,1,1
430,3431,2945,1,2
431,3431,2945,1,2
432,3448,2904,46,1
433,3448,2904,18,1
434,3448,2904,74,0
435,3448,2904,35,1
436,3448,2904,58,1
437,3448,2904,15,1
438,3448,2904,107,1
439,3448,2904,20,1
440,3448,2904,9,1
441,3448,2904,2,3
442,3448,2904,12,2
443,3448,2904,18,1
444,3448,2904,99,0
445,3448,2904,108,1
446,3448,2904,16,1
447,3448,2904,14,2
448,3473,2861,0,31
449,3473,2861,0,24
450,3473,2861,2,9
451,3473,2861,2,2
452,3473,2861,2,14
453,3473,2861,2,2
454,3473,2861,10,15
455,3473,2861,16,1
456,3473,2861,20,2
457,3473,2861,15,5
458,3473,2861,12,7
459,3473,2861,21,2
460,3473,2861,88,1
461,3473,2861,109,1
462,3473,2861,46,1
463,3473,2861,45,2
464,3333,2927,11,2
465,3333,2927,14,15
466,3333,2927,16,57
467,3333,2927,1,28
468,3333,2927,28,15
469,3333,2927,12,2
470,3333,2927,5,9
471,3333,2927,0,39
472,3333,2927,2,19
473,3333,2927,1,4
474,3333,2927,4,2
475,3333,2927,1,13
476,3333,2927,1,28
477,3333,2927,2,3
478,3333,2927,30,7
479,3333,2927,1,71
480,3268,2968,1,41
481,3268,2968,2,2
482,3268,2968,20,7
483,3268,2968,1,39
484,3268,2968,1,59
485,3268,2968,2,3
486,3268,2968,1,3
487,3268,2968,0,46
488,3268,2968,0,10
489,3268,2968,1,3
490,3268,2968,0,3
491,3268,2968,2,18
492,3268,2968,5,14
493,3268,2968,1,29
494,3268,2968,0,105
495,3268,2968,0,124
496,3090,3058,0,51
497,3090,3058,1,3
498,3090,3058,9,4
499,3090,3058,27,1
500,3090,3058,5,7
501,3090,3058,1,12
502,3090,3058,18,6
503,3090,3058,56,1
504,3090,3058,5,57
505,3090,3058,6,2
506,3090,3058,7,4
507,3090,3058,2,3
508,3090,3058,0,120
509,3090,3058,1,26
510,3090,3058,2,13
511,3090,3058,112,1
512,3200,2990,9,9
513,3200,2990,0,1
514,3200,2990,1,2
515,3200,2990,0,4
516,3200,2990,16,15
517,3200,2990,0,32
518,3200,2990,0,30
519,3200,2990,0,53
520,3200,2990,1,35
521,3200,2990,0,113
522,3200,2990,0,94
523,3200,2990,1,16
524,3200,2990,10,4
525,3200,2990,11,16
526,3200,2990,0,51
527,3200,2990,0,62
528,3325,2950,15,10
529,3325,2950,0,36
530,3325,2950,1,14
531,3325,2950,0,19
532,3325,2950,4,21
533,3325,2950,0,50
534,3325,2950,0,97
535,3325,2950,1,60
536,3325,2950,4,18
537,3325,2950,7,1
538,3325,2950,9,2
539,3325,2950,12,1
540,3325,2950,33,1
541,3325,2950,56,1
542,3325,2950,80,1
543,3325,2950,15,1
544,3252,2948,1,27
545,3252,2948,1,51
546,3252,2948,1,38
547,3252,2948,20,2
548,3252,2948,131,1
549,3252,2948,241,1
550,3252,2948,148,1
551,3252,2948,117,1
552,3252,2948,127,1
553,3252,2948,142,1
554,3252,2948,58,2
555,3252,2948,30,12
556,3252,2948,154,1
557,3252,2948,136,1
558,3252,2948,32,1
559,3252,2948,0,2
560,3302,2932,34,52
561,3302,2932,0,68
562,3302,2932,0,23
563,3302,2932,0,73
564,3302,2932,0,41
565,3302,2932,1,6
566,3302,2932,1,18
567,3302,2932,0,79
568,3302,2932,1,14
569,3302,2932,1,12
570,3302,2932,0,15
571,3302,2932,0,81
572,3302,2932,1,65
573,3302,2932,0,62
574,3302,2932,0,43
575,3302,2932,0,63
576,3328,2877,0,120
577,3328,2877,0,24
578,3328,2877,0,33
579,3328,2877,0,60
580,3328,2877,71,8
581,3328,2877,27,3
582,3328,2877,4,4
583,3328,2877,1,11
584,3328,2877,0,5
585,3328,2877,0,3
586,3328,2877,0,2
587,3328,2877,0,43
588,3328,2877,1,10
589,3328,2877,0,7
590,3328,2877,0,115
591,3328,2877,0,213
592,3406,2873,0,101
593,3406,2873,0,125
594,3406,2873,0,42
595,3406,2873,4,5
596,3406,2873,1,45
597,3406,2873,0,22
598,3406,2873,2,9
599,3406,2873,2,4
600,3406,2873,10,22
601,3406,2873,13,5
602,3406,2873,58,1
603,3406,2873,79,1
604,3406,2873,20,16
605,3406,2873,52,2
606,3406,2873,24,12
607,3406,2873,35,1
608,3443,2904,6,29
609,3443,2904,52,1
610,3443,2904,155,1
611,3443,2904,215,0
612,3443,2904,179,0
613,3443,2904,148,1
614,3443,2904,303,0
615,3443,2904,353,0
616,3443,2904,102,2
617,3443,2904,51,2
618,3443,2904,71,1
619,3443,2904,72,2
620,3443,2904,52,3
621,3443,2904,26,3
622,3443,2904,1,12
623,3443,2904,0,125
624,3463,2911,0,216
625,3463,2911,0,237
626,3463,2911,0,258
627,3463,2911,0,280
628,3463,2911,1,40
629,3463,2911,2,9
630,3463,2911,8,40
631,3463,2911,0,128
632,3463,2911,55,11
633,3463,2911,76,1
634,3463,2911,86,1
635,3463,2911,4,1
636,3463,2911,22,1
637,3463,2911,5,6
638,3463,2911,1,42
639,3463,2911,0,62
640,3341,2906,11,7
641,3341,2906,21,3
642,3341,2906,26,31
643,3341,2906,31,1
644,3341,2906,14,5
645,3341,2906,11,2
646,3341,2906,0,29
647,3341,2906,0,43
648,3341,2906,0,69
649,3341,2906,2,32
650,3341,2906,0,15
651,3341,2906,2,18
652,3341,2906,30,34
653,3341,2906,14,28
654,3341,2906,1,88
655,3341,2906,0,18
656,3305,2880,19,5
657,3305,2880,1,9
658,3305,2880,0,40
659,3305,2880,1,53
660,3305,2880,2,3
661,3305,2880,21,1
662,3305,2880,20,1
663,3305,2880,3,4
664,3305,2880,1,7
665,3305,2880,2,8
666,3305,2880,1,9
667,3305,2880,1,6
668,3305,2880,11,5
669,3305,2880,35,1
670,3305,2880,5,5
671,3305,2880,0,16
672,3409,2887,7,26
673,3409,2887,10,28
674,3409,2887,1,55
675,3409,2887,0,48
676,3409,2887,2,29
677,3409,2887,2,11
678,3409,2887,2,15
679,3409,2887,0,77
680,3409,2887,38,13
681,3409,2887,32,4
682,3409,2887,0,2
683,3409,2887,1,2
684,3409,2887,1,3
685,3409,2887,1,2
686,3409,2887,2,2
687,3409,2887,1,2
688,3426,2880,52,3
689,3426,2880,61,2
690,3426,2880,48,2
691,3426,2880,7,3
692,3426,2880,7,41
693,3426,2880,19,3
694,3426,2880,14,11
695,3426,2880,36,2
696,3426,2880,61,2
697,3426,2880,40,2
698,3426,2880,113,1
699,3426,2880,97,1
700,3426,2880,123,1
701,3426,2880,44,2
702,3426,2880,46,4
703,3426,2880,44,3
704,3447,2948,6,16
705,3447,2948,64,2
706,3447,2948,112,1
707,3447,2948,50,1
708,3447,2948,12,10
709,3447,2948,0,51
710,3447,2948,1,23
711,3447,2948,1,49
712,3447,2948,122,15
713,3447,2948,131,1
714,3447,2948,140,0
715,3447,2948,32,1
716,3447,2948,3,1
717,3447,2948,9,2
718,3447,2948,103,1
719,3447,2948,211,0
720,3474,2820,14,11
721,3474,2820,1,16
722,3474,2820,41,1
723,3474,2820,18,1
724,3474,2820,52,1
725,3474,2820,63,0
726,3474,2820,1,2
727,3474,2820,0,1
728,3474,2820,51,1
729,3474,2820,35,1
730,3474,2820,33,1
731,3474,2820,5,1
732,3474,2820,94,1
733,3474,2820,148,0
734,3474,2820,143,0
735,3474,2820,198,0
736,3413,2897,7,3
737,3413,2897,16,2
738,3413,2897,203,1
739,3413,2897,377,1
740,3413,2897,132,120
741,3413,2897,1,28
742,3413,2897,3,39
743,3413,2897,7,3
744,3413,2897,0,105
745,3413,2897,0,80
746,3413,2897,0,61
747,3413,2897,0,52
748,3413,2897,51,8
749,3413,2897,14,6
750,3413,2897,0,39
751,3413,2897,0,53
752,3392,2895,1,64
753,3392,2895,0,84
754,3392,2895,0,81
755,3392,2895,0,132
756,3392,2895,9,31
757,3392,2895,1,25
758,3392,2895,1,24
759,3392,2895,0,49
760,3392,2895,0,19
761,3392,2895,0,12
762,3392,2895,10,20
763,3392,2895,0,29
764,3392,2895,6,4
765,3392,2895,3,59
766,3392,2895,8,26
767,3392,2895,0,57
768,3309,2951,76,19
769,3309,2951,71,1
770,3309,2951,0,12
771,3309,2951,1,3
772,3309,2951,87,0
773,3309,2951,11,2
774,3309,2951,1,1
775,3309,2951,0,28
776,3309,2951,2,52
777,3309,2951,0,38
778,3309,2951,0,69
779,3309,2951,0,49
780,3309,2951,0,14
781,3309,2951,0,17
782,3309,2951,0,63
783,3309,2951,0,56
784,3389,2950,3,17
785,3389,2950,13,9
786,3389,2950,0,50
787,3389,2950,3,70
788,3389,2950,5,2
789,3389,2950,1,1
790,3389,2950,19,1
791,3389,2950,95,0
792,3389,2950,87,6
793,3389,2950,161,0
794,3389,2950,156,0
795,3389,2950,75,0
796,3389,2950,25,26
797,3389,2950,30,1
798,3389,2950,1,2
799,3389,2950,1,6
800,3463,2880,0,10
801,3463,2880,0,111
802,3463,2880,0,154
803,3463,2880,0,201
804,3463,2880,0,263
805,3463,2880,0,174
806,3463,2880,0,204
807,3463,2880,0,248
808,3463,2880,0,46
809,3463,2880,0,98
810,3463,2880,0,72
811,3463,2880,0,156
812,3463,2880,0,35
813,3463,2880,1,22
814,3463,2880,0,62
815,3463,2880,0,126
816,3456,2861,0,106
817,3456,2861,0,196
818,3456,2861,0,166
819,3456,2861,1,65
820,3456,2861,16,45
821,3456,2861,10,15
822,3456,2861,16,10
823,3456,2861,0,57
824,3456,2861,15,25
825,3456,2861,52,0
826,3456,2861,70,1
827,3456,2861,65,6
828,3456,2861,3,10
829,3456,2861,6,1
830,3456,2861,88,1
831,3456,2861,48,1
832,3426,2730,3,18
833,3426,2730,1,51
834,3426,2730,4,13
835,3426,2730,46,1
836,3426,2730,1,74
837,3426,2730,1,51
838,3426,2730,10,22
839,3426,2730,15,2
840,3426,2730,13,2
841,3426,2730,4,25
842,3426,2730,2,16
843,3426,2730,20,12
844,3426,2730,39,27
845,3426,2730,4,12
846,3426,2730,1,1
847,3426,2730,1,7
848,3346,2611,6,11
849,3346,2611,1,2
850,3346,2611,10,1
851,3346,2611,0,2
852,3346,2611,65,1
853,3346,2611,106,1
854,3346,2611,22,1
855,3346,2611,6,1
856,3346,2611,179,1
857,3346,2611,88,4
858,3346,2611,41,5
859,3346,2611,6,1
860,3346,2611,34,7
861,3346,2611,2,22
862,3346,2611,6,19
863,3346,2611,1,5
864,3389,2637,16,1
865,3389,2637,11,1
866,3389,2637,1,11
867,3389,2637,0,36
868,3389,2637,1,7
869,3389,2637,1,21
870,3389,2637,20,25
871,3389,2637,0,47
872,3389,2637,1,25
873,3389,2637,0,137
874,3389,2637,0,116
875,3389,2637,0,105
876,3389,2637,0,96
877,3389,2637,0,106
878,3389,2637,0,131
879,3389,2637,0,154
880,3407,2697,1,29
881,3407,2697,73,1
882,3407,2697,157,0
883,3407,2697,99,2
884,3407,2697,75,2
885,3407,2697,1,10
886,3407,2697,15,2
887,3407,2697,3,5
888,3407,2697,0,158
889,3407,2697,0,72
890,3407,2697,1,17
891,3407,2697,1,2
892,3407,2697,16,12
893,3407,2697,82,1
894,3407,2697,68,1
895,3407,2697,2,5
896,3484,2666,1,2
897,3484,2666,1,2
898,3484,2666,1,5
899,3484,2666,1,32
900,3484,2666,27,19
901,3484,2666,99,2
902,3484,2666,75,0
903,3484,2666,10,2
904,3484,2666,35,8
905,3484,2666,44,4
906,3484,2666,30,7
907,3484,2666,23,3
908,3484,2666,2,7
909,3484,2666,0,125
910,3484,2666,0,132
911,3484,2666,0,98
912,3461,2695,35,30
913,3461,2695,4,12
914,3461,2695,97,1
915,3461,2695,88,0
916,3461,2695,62,1
917,3461,2695,115,0
918,3461,2695,96,0
919,3461,2695,57,0
920,3461,2695,33,1
921,3461,2695,2,1
922,3461,2695,1,2
923,3461,2695,1,3
924,3461,2695,1,102
925,3461,2695,0,91
926,3461,2695,0,134
927,3461,2695,0,159
928,3404,2713,0,138
929,3404,2713,0,140
930,3404,2713,0,167
931,3404,2713,0,96
932,3404,2713,0,241
933,3404,2713,0,201
934,3404,2713,0,139
935,3404,2713,1,51
936,3404,2713,16,12
937,3404,2713,43,2
938,3404,2713,24,4
939,3404,2713,120,1
940,3404,2713,129,23
941,3404,2713,20,7
942,3404,2713,1,1
943,3404,2713,0,2
944,3291,2694,13,15
945,3291,2694,0,35
946,3291,2694,0,99
947,3291,2694,0,264
948,3291,2694,6,97
949,3291,2694,1,37
950,3291,2694,0,100
951,3291,2694,0,37
952,3291,2694,16,6
953,3291,2694,20,1
954,3291,2694,138,0
955,3291,2694,43,2
956,3291,2694,104,1
957,3291,2694,58,2
958,3291,2694,86,0
959,3291,2694,23,11
960,3374,2636,27,3
961,3374,2636,60,2
962,3374,2636,18,2
963,3374,2636,3,2
964,3374,2636,51,2
965,3374,2636,135,1
966,3374,2636,56,2
967,3374,2636,8,2
968,3374,2636,148,1
969,3374,2636,39,2
970,3374,2636,34,3
971,3374,2636,2,9
972,3374,2636,35,9
973,3374,2636,1,28
974,3374,2636,0,84
975,3374,2636,0,60
976,3266,2645,0,33
977,3266,2645,0,90
978,3266,2645,0,110
979,3266,2645,1,47
980,3266,2645,1,5
981,3266,2645,2,54
982,3266,2645,0,142
983,3266,2645,0,211
984,3266,2645,0,141
985,3266,2645,0,128
986,3266,2645,2,16
987,3266,2645,61,2
988,3266,2645,93,6
989,3266,2645,38,17
990,3266,2645,105,1
991,3266,2645,25,1
992,3451,2666,3,37
993,3451,2666,0,100
994,3451,2666,0,73
995,3451,2666,1,11
996,3451,2666,1,1
997,3451,2666,1,1
998,3451,2666,2,1
999,3451,2666,4,1
1000,3451,2666,4,5
1001,3451,2666,2,50
1002,3451,2666,0,85
1003,3451,2666,0,238
1004,3451,2666,1,93
1005,3451,2666,1,144
1006,3451,2666,0,251
1007,3451,2666,0,239
1008,3406,2636,6,127
1009,3406,2636,5,30
1010,3406,2636,10,6
1011,3406,2636,1,90
1012,3406,2636,1,56
1013,3406,2636,0,83
1014,3406,2636,1,24
1015,3406,2636,0,78
1016,3406,2636,9,19
1017,3406,2636,4,2
1018,3406,2636,1,1
1019,3406,2636,1,1
1020,3406,2636,15,50
1021,3406,2636,12,11
1022,3406,2636,10,1
1023,3406,2636,0,22
1024,3336,2676,0,29
1025,3336,2676,0,14
1026,3336,2676,0,36
1027,3336,2676,1,3
1028,3336,2676,8,10
1029,3336,2676,4,8
1030,3336,2676,2,5
1031,3336,2676,6,33
1032,3336,2676,9,28
1033,3336,2676,70,1
1034,3336,2676,3,23
1035,3336,2676,0,128
1036,3336,2676,1,67
1037,3336,2676,3,43
1038,3336,2676,0,76
1039,3336,2676,0,72
1040,3336,2656,1,15
1041,3336,2656,37,1
1042,3336,2656,10,2
1043,3336,2656,1,2
1044,3336,2656,47,1
1045,3336,2656,42,0
1046,3336,2656,2,1
1047,3336,2656,1,11
1048,3336,2656,77,4
1049,3336,2656,19,0
1050,3336,2656,29,0
1051,3336,2656,4,3
1052,3336,2656,4,11
1053,3336,2656,8,11
1054,3336,2656,4,16
1055,3336,2656,1,15
1056,3370,2719,2,5
1057,3370,2719,24,2
1058,3370,2719,83,1
1059,3370,2719,5,2
1060,3370,2719,182,1
1061,3370,2719,109,1
1062,3370,2719,78,1
1063,3370,2719,6,9
1064,3370,2719,25,3
1065,3370,2719,37,2
1066,3370,2719,22,1
1067,3370,2719,10,21
1068,3370,2719,48,5
1069,3370,2719,50,1
1070,3370,2719,25,1
1071,3370,2719,8,18
1072,3357,2706,5,3
1073,3357,2706,29,8
1074,3357,2706,16,6
1075,3357,2706,10,4
1076,3357,2706,74,3
1077,3357,2706,60,1
1078,3357,2706,85,1
1079,3357,2706,40,2
1080,3357,2706,7,60
1081,3357,2706,1,10
1082,3357,2706,3,3
1083,3357,2706,7,3
1084,3357,2706,2,5
1085,3357,2706,0,20
1086,3357,2706,0,46
1087,3357,2706,0,32
1088,3458,2680,10,5
1089,3458,2680,17,3
1090,3458,2680,22,2
1091,3458,2680,20,2
1092,3458,2680,33,3
1093,3458,2680,12,25
1094,3458,2680,0,71
1095,3458,2680,1,37
1096,3458,2680,27,18
1097,3458,2680,0,37
1098,3458,2680,0,11
1099,3458,2680,6,8
1100,3458,2680,132,1
1101,3458,2680,127,1
1102,3458,2680,132,1
1103,3458,2680,40,6
1104,3466,2658,5,5
1105,3466,2658,0,25
1106,3466,2658,5,3
1107,3466,2658,4,25
1108,3466,2658,50,1
1109,3466,2658,17,1
1110,3466,2658,39,1
1111,3466,2658,1,2
1112,3466,2658,25,2
1113,3466,2658,38,1
1114,3466,2658,18,2
1115,3466,2658,8,1
1116,3466,2658,32,1
1117,3466,2658,75,1
1118,3466,2658,70,1
1119,3466,2658,94,1
1120,3508,2658,124,0
1121,3508,2658,42,0
1122,3508,2658,12,7
1123,3508,2658,5,15
1124,3508,2658,2,4
1125,3508,2658,8,1
1126,3508,2658,15,5
1127,3508,2658,5,13
1128,3508,2658,19,11
1129,3508,2658,95,0
1130,3508,2658,44,0
1131,3508,2658,19,1
1132,3508,2658,1,24
1133,3508,2658,1,36
1134,3508,2658,12,29
1135,3508,2658,0,73
1136,3357,2699,3,45
1137,3357,2699,11,114
1138,3357,2699,0,326
1139,3357,2699,0,318
1140,3357,2699,0,229
1141,3357,2699,0,224
1142,3357,2699,0,144
1143,3357,2699,0,98
1144,3357,2699,38,6
1145,3357,2699,3,1
1146,3357,2699,41,0
