tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
9949,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9950,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9951,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9952,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9953,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9954,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9955,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9956,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9957,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9958,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9959,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9960,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9961,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9962,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9963,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9964,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9965,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9966,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9967,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9968,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9969,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9970,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9971,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9972,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9973,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9974,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9975,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9976,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9977,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9978,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9979,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9980,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9981,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9982,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9983,0.9,1.6,9.08,21.15,32.85,20.7,14.8
9984,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9985,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9986,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9987,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9988,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9989,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9990,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9991,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9992,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9993,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9994,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9995,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9996,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9997,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9998,0.9,1.6,9.08,21.2,32.85,20.7,14.8
9999,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10000,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10001,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10002,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10003,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10004,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10005,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10006,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10007,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10008,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10009,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10010,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10011,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10012,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10013,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10014,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10015,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10016,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10017,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10018,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10019,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10020,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10021,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10022,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10023,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10024,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10025,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10026,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10027,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10028,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10029,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10030,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10031,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10032,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10033,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10034,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10035,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10036,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10037,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10038,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10039,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10040,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10041,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10042,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10043,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10044,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10045,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10046,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10047,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10048,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10049,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10050,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10051,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10052,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10053,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10054,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10055,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10056,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10057,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10058,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10059,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10060,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10061,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10062,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10063,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10064,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10065,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10066,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10067,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10068,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10069,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10070,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10071,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10072,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10073,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10074,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10075,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10076,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10077,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10078,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10079,0.9,1.6,9.08,21.2,32.85,20.7,14.8
10080,0.9,1.6,9.08,21,32.85,20.7,14.8
10081,0.9,1.6,9.08,21,32.85,20.7,14.8
10082,0.9,1.6,9.08,21,32.85,20.7,14.8
10083,0.9,1.6,9.08,21,32.85,20.7,14.8
10084,0.9,1.6,9.08,21,32.85,20.7,14.8
10085,0.9,1.6,9.08,21,32.85,20.7,14.8
10086,0.9,1.6,9.08,21,32.85,20.7,14.8
10087,0.9,1.6,9.08,21,32.85,20.7,14.8
10088,0.9,1.6,9.08,21,32.85,20.7,14.8
10089,0.9,1.6,9.08,21,32.85,20.7,14.8
10090,0.9,1.6,9.08,21,32.85,20.7,14.8
10091,0.9,1.6,9.08,21,32.85,20.7,14.8
10092,0.9,1.6,9.08,21,32.85,20.7,14.8
10093,0.9,1.6,9.08,21,32.85,20.7,14.8
10094,0.9,1.6,9.08,21,32.85,20.7,14.8
10095,0.9,1.6,9.08,21,32.85,20.7,14.8
10096,0.9,1.6,9.08,21,32.85,20.7,14.8
10097,0.9,1.6,9.08,21,32.85,20.7,14.8
10098,0.9,1.6,9.08,21,32.85,20.7,14.8
10099,0.9,1.6,9.08,21,32.85,20.7,14.8
10100,0.9,1.6,9.08,21,32.85,20.7,14.8
10101,0.9,1.6,9.08,21,32.85,20.7,14.8
10102,0.9,1.6,9.08,21,32.85,20.7,14.8
10103,0.9,1.6,9.08,21,32.85,20.7,14.8
10104,0.9,1.6,9.08,21,32.85,20.7,14.8
10105,0.9,1.6,9.08,21,32.85,20.7,14.8
10106,0.9,1.6,9.08,21,32.85,20.7,14.8
10107,0.9,1.6,9.08,21,32.85,20.7,14.8
10108,0.9,1.6,9.08,21,32.85,20.7,14.8
10109,0.9,1.6,9.08,21,32.85,20.7,14.8
10110,0.9,1.6,9.08,21,32.85,20.7,14.8
10111,0.9,1.6,9.08,21,32.85,20.7,14.8
10112,0.9,1.6,9.08,21,32.85,20.7,14.8
10113,0.9,1.6,9.08,21,32.85,20.7,14.8
10114,0.9,1.6,9.08,21,32.85,20.7,14.8
10115,0.9,1.6,9.08,21,32.85,20.7,14.8
10116,0.9,1.6,9.08,21,32.85,20.7,14.8
10117,0.9,1.6,9.08,21,32.85,20.7,14.8
10118,0.9,1.6,9.08,21,32.85,20.7,14.8
10119,0.9,1.6,9.08,21,32.85,20.7,14.8
10120,0.9,1.6,9.08,21,32.85,20.7,14.8
10121,0.9,1.6,9.08,21,32.85,20.7,14.8
10122,0.9,1.6,9.08,21,32.85,20.7,14.8
10123,0.9,1.6,9.08,21,32.85,20.7,14.8
10124,0.9,1.6,9.08,21,32.85,20.7,14.8
10125,0.9,1.6,9.08,21,32.85,20.7,14.8
10126,0.9,1.6,9.08,21,32.85,20.7,14.8
10127,0.9,1.6,9.08,21,32.85,20.7,14.8
10128,0.9,1.6,9.08,21,32.85,20.7,14.8
10129,0.9,1.6,9.08,21,32.85,20.7,14.8
10130,0.9,1.6,9.08,21,32.85,20.7,14.8
10131,0.9,1.6,9.08,21,32.85,20.7,14.8
10132,0.9,1.6,9.08,21,32.85,20.7,14.8
10133,0.9,1.6,9.08,21,32.85,20.7,14.8
10134,0.9,1.6,9.08,21,32.85,20.7,14.8
10135,0.9,1.6,9.08,21,32.85,20.7,14.8
10136,0.9,1.6,9.08,21,32.85,20.7,14.8
10137,0.9,1.6,9.08,21,32.85,20.7,14.8
10138,0.9,1.6,9.08,21,32.85,20.7,14.8
10139,0.9,1.6,9.08,21,32.85,20.7,14.8
10140,0.9,1.6,9.08,21,32.85,20.7,14.8
10141,0.9,1.6,9.08,21,32.85,20.7,14.8
10142,0.9,1.6,9.08,21,32.85,20.7,14.8
10143,0.9,1.6,9.08,21,32.85,20.7,14.8
10144,0.9,1.6,9.08,21,32.85,20.7,14.8
10145,0.9,1.6,9.08,21,32.85,20.7,14.8
10146,0.9,1.6,9.08,21,32.85,20.7,14.8
10147,0.9,1.6,9.08,21,32.85,20.7,14.8
10148,0.9,1.6,9.08,21,32.85,20.7,14.8
10149,0.9,1.6,9.08,21,32.85,20.7,14.8
10150,0.9,1.6,9.08,21,32.85,20.7,14.8
10151,0.9,1.6,9.08,21,32.85,20.7,14.8
10152,0.9,1.6,9.08,21,32.85,20.7,14.8
10153,0.9,1.6,9.08,21,32.85,20.7,14.8
10154,0.9,1.6,9.08,21,32.85,20.7,14.8
10155,0.9,1.6,9.08,21,32.85,20.7,14.8
10156,0.9,1.6,9.08,21,32.85,20.7,14.8
10157,0.9,1.6,9.08,21,32.85,20.7,14.8
10158,0.9,1.6,9.08,21,32.85,20.7,14.8
10159,0.9,1.6,9.08,21,32.85,20.7,14.8
10160,0.9,1.6,9.08,21,32.85,20.7,14.8
10161,0.9,1.6,9.08,21,32.85,20.7,14.8
10162,0.9,1.6,9.08,21,32.85,20.7,14.8
10163,0.9,1.6,9.08,21,32.85,20.7,14.8
10164,0.9,1.6,9.08,21,32.85,20.7,14.8
10165,0.9,1.6,9.08,21,32.85,20.7,14.8
10166,0.9,1.6,9.08,21,32.85,20.7,14.8
10167,0.9,1.6,9.08,21,32.85,20.7,14.8
10168,0.9,1.6,9.08,21,32.85,20.7,14.8
10169,0.9,1.6,9.08,21,32.85,20.7,14.8
10170,0.9,1.6,9.08,21,32.85,20.7,14.8
10171,0.9,1.6,9.08,21,32.85,20.7,14.8
10172,0.9,1.6,9.08,21,32.85,20.7,14.8
10173,0.9,1.6,9.08,21,32.85,20.7,14.8
10174,0.9,1.6,9.08,21,32.85,20.7,14.8
10175,0.9,1.6,9.08,21,32.85,20.7,14.8
10176,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10177,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10178,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10179,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10180,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10181,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10182,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10183,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10184,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10185,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10186,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10187,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10188,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10189,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10190,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10191,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10192,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10193,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10194,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10195,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10196,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10197,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10198,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10199,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10200,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10201,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10202,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10203,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10204,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10205,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10206,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10207,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10208,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10209,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10210,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10211,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10212,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10213,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10214,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10215,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10216,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10217,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10218,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10219,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10220,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10221,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10222,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10223,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10224,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10225,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10226,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10227,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10228,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10229,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10230,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10231,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10232,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10233,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10234,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10235,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10236,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10237,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10238,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10239,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10240,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10241,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10242,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10243,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10244,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10245,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10246,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10247,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10248,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10249,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10250,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10251,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10252,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10253,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10254,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10255,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10256,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10257,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10258,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10259,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10260,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10261,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10262,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10263,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10264,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10265,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10266,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10267,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10268,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10269,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10270,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10271,0.9,1.6,9.09,21.24,32.85,20.7,14.8
10272,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10273,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10274,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10275,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10276,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10277,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10278,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10279,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10280,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10281,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10282,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10283,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10284,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10285,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10286,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10287,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10288,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10289,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10290,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10291,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10292,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10293,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10294,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10295,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10296,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10297,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10298,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10299,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10300,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10301,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10302,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10303,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10304,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10305,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10306,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10307,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10308,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10309,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10310,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10311,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10312,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10313,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10314,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10315,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10316,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10317,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10318,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10319,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10320,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10321,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10322,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10323,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10324,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10325,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10326,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10327,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10328,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10329,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10330,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10331,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10332,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10333,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10334,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10335,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10336,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10337,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10338,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10339,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10340,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10341,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10342,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10343,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10344,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10345,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10346,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10347,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10348,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10349,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10350,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10351,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10352,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10353,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10354,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10355,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10356,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10357,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10358,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10359,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10360,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10361,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10362,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10363,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10364,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10365,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10366,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10367,0.9,1.6,9.12,21.28,32.4,20.7,14.8
10368,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10369,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10370,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10371,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10372,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10373,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10374,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10375,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10376,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10377,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10378,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10379,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10380,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10381,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10382,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10383,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10384,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10385,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10386,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10387,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10388,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10389,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10390,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10391,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10392,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10393,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10394,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10395,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10396,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10397,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10398,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10399,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10400,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10401,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10402,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10403,0.9,1.6,9.13,22.05,31.42,20.7,14.8
10404,0.9,1.6,9.13,22.05,31.42,20.7,14.8
