,demand
231,72020
232,72192
233,72628
234,72940
235,73356
236,73824
237,74164
238,74432
239,74508
240,73836
241,74044
242,73784
243,73456
244,73352
245,73000
246,72648
247,71840
248,71636
249,71208
250,70844
251,70600
252,70692
253,70696
254,70464
255,70588
256,71256
257,71428
258,72060
259,73452
260,74352
261,74660
262,75108
263,75164
264,74744
265,74384
266,74076
267,73764
268,73592
269,72444
270,71684
271,71072
272,70136
273,68908
274,67740
275,66456
276,65904
277,65324
278,64340
279,63700
280,63688
281,63008
282,62044
283,60668
284,59944
285,58604
286,57548
287,56664
288,55424
289,54576
290,54180
291,53584
292,52844
293,52468
294,52012
295,51484
296,51296
297,51036
298,51136
299,50996
300,51064
301,51308
302,51440
303,51816
304,52068
305,52132
306,52576
307,52912
308,53752
309,54036
310,55200
311,56552
312,58300
313,59724
314,61536
315,63144
316,64744
317,65744
318,66636
319,67548
320,69024
321,69112
322,69196
323,69472
324,69132
325,69488
326,69692
327,69912
328,70124
329,70432
330,70940
331,71240
332,71384
333,71764
334,71816
335,71820
336,71604
337,71308
338,71004
339,71056
340,70888
341,70596
342,70200
343,69440
344,69204
345,69020
346,68820
347,68372
348,68584
349,68424
350,68436
351,68436
352,68940
353,68996
354,69604
355,70592
356,71112
357,71240
358,71660
359,71896
360,71348
361,70832
362,70836
363,70556
364,70160
365,69228
366,68696
367,68344
368,67512
369,66204
370,65560
371,64652
372,64292
373,63580
374,62724
375,62436
376,62524
377,61712
378,60752
379,59676
380,58824
381,57652
382,56580
383,55812
384,54300
385,53572
386,53192
387,52636
388,51804
389,51356
390,51064
391,50788
392,50696
393,50596
394,50720
395,50896
396,50924
397,50828
398,50808
399,51364
400,51664
401,51876
402,52192
403,52648
404,53408
405,53848
406,54600
407,55964
408,57980
409,59384
410,61208
411,62992
412,64788
413,65932
414,66892
415,67780
416,68840
417,68984
418,69332
419,69460
420,69788
421,69648
422,69944
423,70252
424,70636
425,70620
426,70944
427,71128
428,71600
429,71760
430,72204
431,72432
432,72124
433,71948
434,71752
435,71064
436,70928
437,70260
438,69612
439,69056
440,68696
441,68468
442,67940
443,67248
444,67156
445,66832
446,66668
447,66216
448,66352
449,66664
450,67464
451,68352
452,69148
453,69396
454,69488
455,69580
456,69020
457,68996
458,69048
459,68540
460,68048
461,66736
462,66096
463,65244
464,64276
465,62968
466,61644
467,60548
468,59808
469,59024
470,58656
471,57848
472,58056
473,57516
474,56648
475,55728
476,55112
477,54204
478,53040
479,52136
480,51344
481,50392
482,49636
483,49092
484,48316
485,47832
486,47560
487,47268
488,46728
489,46680
490,46384
491,46488
492,46592
493,46420
494,46396
495,46292
496,46632
497,46528
498,46688
499,46588
500,46836
501,46604
502,46192
503,45940
504,46016
505,46352
506,46764
507,47440
508,48744
509,49340
510,49668
511,50244
512,51380
513,51812
514,52468
515,53140
516,53976
517,54824
518,55448
519,55844
520,56516
521,56812
522,57040
523,57368
524,57956
525,58440
526,59188
527,59092
528,58964
529,58984
530,58620
531,58308
532,57956
533,57652
534,57172
535,56512
536,55780
537,55680
538,55584
539,55260
540,55108
541,55156
542,55372
543,55516
544,55944
545,56524
546,57680
547,58760
548,59956
549,60412
550,60948
551,61408
552,61948
553,61780
554,61620
555,61256
556,60996
557,60364
558,59612
559,58888
560,58032
561,56724
562,55788
563,55376
564,54840
565,54156
566,53808
567,53360
568,54268
569,53784
570,53124
571,52164
572,51448
573,50460
574,49564
575,48548
576,47564
577,46576
578,46000
579,45548
580,45160
581,44424
582,43936
583,43912
584,43676
585,43436
586,43188
587,43104
588,43052
589,43108
590,43044
591,43100
592,43148
593,43308
594,43284
595,43132
596,43212
597,42968
598,42700
599,42356
600,41824
601,41896
602,42008
603,42220
604,43032
605,43516
606,44248
607,45012
608,46168
609,46784
610,47520
611,48472
612,49668
613,50788
614,51472
615,52344
616,53184
617,53640
618,54308
619,55252
620,56120
621,57132
622,57644
623,57824
624,57652
625,57360
626,57196
627,56868
628,56608
629,56024
630,55784
631,55168
632,54748
633,54200
634,54108
635,53676
636,53940
637,53744
638,53664
639,53940
640,54656
641,55088
642,56236
643,57984
644,59588
645,60424
646,61184
647,61464
648,61812
649,62120
650,62140
651,61728
652,61292
653,60632
654,60056
655,59268
656,59016
657,57948
658,57292
659,56668
660,56392
661,55904
662,55820
663,55848
664,56996
665,56392
666,55480
667,54568
668,54108
669,53152
670,51964
671,51152
672,50104
673,49604
674,49192
675,48920
676,48008
677,47832
678,47784
679,47432
680,47316
681,47188
682,47356
683,47164
684,47628
685,47672
686,48068
687,48200
688,48584
689,48968
690,49604
691,50312
692,52140
693,52996
694,54428
695,56108
696,58968
697,61504
698,64124
699,65612
700,67788
701,69224
702,70516
703,71592
704,72640
705,72884
706,73168
707,73476
708,73144
709,73228
710,73724
711,73764
712,73828
713,73824
714,73992
715,74284
716,74236
717,74488
718,74688
719,74676
720,74332
721,74260
722,74012
723,73916
724,74104
725,73700
726,73188
727,72668
728,72372
729,72352
730,72392
731,72348
732,72480
733,72164
734,71988
735,71776
736,72024
737,72388
738,73352
739,74504
740,75888
741,76820
742,77176
743,77416
744,76992
745,76620
746,76792
747,76560
748,75828
749,74976
750,74472
751,73796
752,72060
753,70656
754,69848
755,68836
756,68020
757,67068
758,66384
759,65276
760,65312
761,64604
762,63312
763,62176
764,60980
765,59536
766,58596
767,57640
768,56800
769,56108
770,55600
771,55200
772,54472
773,54192
774,54004
775,53880
776,53200
777,53116
778,53384
779,53564
780,53480
781,53796
782,53980
783,54256
784,54852
785,55248
786,56012
787,56452
788,57392
789,58120
790,59292
791,60928
792,63680
793,65868
794,68080
795,69844
796,71600
797,72740
798,73780
799,74696
800,75324
801,75332
802,75292
803,75152
804,74580
805,74448
806,74556
807,74860
808,74940
809,74800
810,74868
811,74728
812,74780
813,74856
814,74644
815,74492
816,74256
817,74208
818,74412
819,74380
820,74200
821,74036
822,73732
823,72944
824,72696
825,72768
826,72816
827,72476
828,72252
829,72108
830,72060
831,71804
832,71916
833,72188
834,72856
835,73944
836,75080
837,75824
838,76120
839,76272
840,75792
841,75328
842,75304
843,74876
844,74532
845,73680
846,72728
847,71944
848,70540
849,69092
850,68068
851,67124
852,66624
853,66056
854,65012
855,64104
856,63964
857,63052
858,61772
859,60576
860,59504
861,58432
862,57252
863,56176
864,55228
865,54376
866,53600
867,53184
868,52708
869,52016
870,51596
871,51288
872,50756
873,50608
874,50608
875,50840
876,50648
877,50528
878,50772
879,51084
880,51488
881,51968
882,52444
883,53160
884,54620
885,55100
886,56032
887,57496
888,60436
889,62592
890,64572
891,66556
892,68380
893,69328
894,70412
895,71436
896,71952
897,72016
898,72116
899,72144
900,71752
901,71760
902,71676
903,71456
904,71520
905,71460
906,71352
907,71512
908,71340
909,71624
910,71872
911,71604
912,71468
913,71332
914,71184
915,70740
916,70744
917,70428
918,69980
919,69580
920,69804
921,69724
922,69392
923,69480
924,69484
925,69424
926,69592
927,68928
928,69340
929,69604
930,70460
931,71600
932,72648
933,73468
934,73704
935,73832
936,73328
937,73012
938,72824
939,72792
940,72376
941,71640
942,71080
943,70296
944,68976
945,67660
946,66584
947,65556
948,64616
949,64044
950,63324
951,62060
952,61852
953,61096
954,60072
955,58968
956,57568
957,56700
958,55740
959,54744
960,53620
961,52888
962,52224
963,51560
964,51144
965,50644
966,50572
967,50196
968,49824
969,49648
970,49756
971,49888
972,50224
973,50300
974,50580
975,50728
976,51284
977,51824
978,52012
979,52552
980,53652
981,54240
982,55144
983,56752
984,59736
985,61848
986,63672
987,65540
988,67420
989,68764
990,69872
991,70984
992,71548
993,71708
994,71592
995,71360
996,71068
997,71076
998,71268
999,71360
1000,71628
1001,71460
1002,71824
1003,71880
1004,72068
1005,72248
1006,72196
1007,72372
1008,71712
1009,71688
1010,71752
1011,71688
1012,72060
1013,71912
1014,71488
1015,71052
1016,70888
1017,70448
1018,71008
1019,70760
1020,70916
1021,70768
1022,70616
1023,70532
1024,70612
1025,70576
1026,71084
1027,72088
1028,73004
1029,73364
1030,73596
1031,73888
1032,73224
1033,72964
1034,72760
1035,72572
1036,72188
1037,71352
1038,70756
1039,70040
1040,68716
1041,67632
1042,66608
1043,65532
1044,64780
1045,64144
1046,63588
1047,63120
1048,62576
1049,61728
1050,60320
1051,59188
1052,58312
1053,57272
1054,56196
1055,55420
1056,54044
1057,53292
1058,52524
1059,51992
1060,51512
1061,51156
1062,50880
1063,50576
1064,50076
1065,50044
1066,50172
1067,50228
1068,50288
1069,50644
1070,50736
1071,50856
1072,51544
1073,51884
1074,52140
1075,52476
1076,53820
1077,54516
1078,55360
1079,56812
1080,59600
1081,61852
1082,63908
1083,65868
1084,67404
1085,68956
1086,70112
1087,70996
1088,71808
1089,72148
1090,72460
1091,72344
1092,72164
1093,72452
1094,72736
1095,72852
1096,72656
1097,72716
1098,73012
1099,73300
1100,73316
1101,73428
1102,73504
1103,73328
1104,72916
1105,72760
1106,72768
1107,72504
1108,72392
1109,72160
1110,71508
1111,70804
1112,70360
1113,70348
1114,70132
1115,69760
1116,69984
1117,69832
1118,69660
1119,69508
1120,69856
1121,69840
1122,70068
1123,70688
1124,71744
1125,72360
1126,72508
1127,72356
1128,71884
1129,71468
1130,71348
1131,71100
1132,70348
1133,69328
1134,68576
1135,68076
1136,66788
1137,65620
1138,64368
1139,63340
1140,62868
1141,62308
1142,61536
1143,60784
1144,60908
1145,60292
1146,59300
1147,58440
1148,57240
1149,56452
1150,55896
1151,55112
1152,53728
1153,52980
1154,52072
1155,51368
1156,51016
1157,50676
1158,50256
1159,49800
1160,49124
1161,48856
1162,48792
1163,48924
1164,48740
1165,48628
1166,48604
1167,48752
1168,48892
1169,48852
1170,48724
1171,48580
1172,48864
1173,48684
1174,48588
1175,48716
1176,48916
1177,49148
1178,50068
1179,50660
1180,51912
1181,52584
1182,53672
1183,54876
1184,56140
1185,56900
1186,57928
1187,58912
1188,59956
1189,60800
1190,61600
1191,62408
1192,63100
1193,63220
1194,63752
1195,63864
1196,63996
1197,64340
1198,64728
1199,64416
1200,64404
1201,64228
1202,63996
1203,63456
1204,62836
1205,62172
1206,61912
1207,61188
1208,60728
1209,60220
1210,59976
1211,59688
1212,59640
1213,59600
1214,59584
1215,59716
1216,60044
1217,60332
1218,60844
1219,61836
1220,63156
1221,63876
1222,64464
1223,64920
1224,65156
1225,64968
1226,64608
1227,64080
1228,63720
1229,63108
1230,62292
1231,61520
1232,60176
1233,59060
1234,58144
1235,57528
1236,56856
1237,56472
1238,55804
1239,55768
1240,56500
1241,55748
1242,55088
1243,54432
1244,53628
1245,52744
1246,51824
1247,51028
1248,50188
1249,49244
1250,48656
1251,48156
1252,47612
1253,47172
1254,46716
1255,46644
1256,46196
1257,45900
1258,45476
1259,45348
1260,45524
1261,45516
1262,45512
1263,45464
1264,45624
1265,45576
1266,45556
1267,45572
1268,45524
1269,45324
1270,45108
1271,44764
1272,44468
1273,44344
1274,44524
1275,44868
1276,45760
1277,46128
1278,46704
1279,47580
1280,48456
1281,49160
1282,50240
1283,51344
1284,52432
1285,53376
1286,53984
1287,54520
1288,54872
1289,55580
1290,56108
1291,56684
1292,57444
1293,58180
1294,58928
1295,58776
1296,58576
1297,58460
1298,57972
1299,57328
1300,56948
1301,56256
1302,55832
1303,55020
1304,54824
1305,54992
1306,54640
1307,54320
1308,54500
1309,54472
1310,54248
1311,54272
1312,54792
1313,55260
1314,56252
1315,57768
1316,59548
1317,61076
1318,61692
1319,62276
1320,62804
1321,63020
1322,62900
1323,62652
1324,62652
1325,61980
1326,61248
1327,60664
1328,60092
1329,59344
1330,58604
1331,57528
1332,57636
1333,57220
1334,57056
1335,57172
1336,58236
1337,57756
1338,57116
1339,56332
1340,55344
1341,54776
1342,54048
1343,53400
1344,52628
1345,52172
1346,51612
1347,51020
1348,50404
1349,50124
1350,50120
1351,49940
1352,49576
1353,49648
1354,49812
1355,49952
1356,49864
1357,49980
1358,50380
1359,50584
1360,51072
1361,51644
1362,52384
1363,53132
1364,54468
1365,55620
1366,57084
1367,58796
1368,62132
1369,64832
1370,67196
1371,68612
1372,70656
1373,72200
1374,73344
1375,74420
1376,74844
1377,74988
1378,75240
1379,75412
1380,75008
1381,75148
1382,75428
1383,75924
1384,76088
1385,75956
1386,76072
1387,76280
1388,76708
1389,77096
1390,77352
1391,77188
1392,77308
1393,77124
1394,77116
1395,77064
1396,77156
1397,76828
1398,77056
1399,76180
1400,76000
1401,76152
1402,76128
1403,75808
1404,76104
1405,75884
1406,75780
1407,75788
1408,75944
1409,76004
1410,76560
1411,77424
1412,78360
1413,79064
1414,79436
1415,79588
1416,79100
1417,78620
1418,78548
1419,78104
1420,77540
1421,76744
1422,76220
1423,75476
1424,74228
1425,72620
1426,71492
1427,70340
1428,69712
1429,68992
1430,68208
1431,67244
1432,67320
1433,66496
1434,65376
1435,64276
1436,62776
1437,61572
1438,60684
1439,59460
1440,58532
1441,57608
1442,56696
1443,56340
1444,55296
1445,54812
1446,54680
1447,54388
1448,54068
1449,53784
1450,53744
1451,54060
1452,54152
1453,54108
1454,54256
1455,54360
1456,54860
1457,55192
1458,55460
1459,55760
1460,56856
1461,57504
1462,58544
1463,60140
1464,62984
1465,65260
1466,67664
1467,69540
1468,71568
1469,73060
1470,73892
1471,74884
1472,75428
1473,75552
1474,75484
1475,75652
1476,75112
1477,75232
1478,75960
1479,76168
1480,76172
1481,76304
1482,76732
1483,76792
1484,76908
1485,77044
1486,76976
1487,76780
1488,76564
1489,76472
1490,76440
1491,76620
1492,76540
1493,76424
1494,76200
1495,75408
1496,75040
1497,75108
1498,74852
1499,74584
1500,74816
1501,74832
1502,74492
1503,74300
1504,74196
1505,74076
1506,74464
1507,75008
1508,75984
1509,77252
1510,77772
1511,77840
1512,77604
1513,77112
1514,76940
1515,77024
1516,76892
1517,76048
1518,75684
1519,74884
1520,73528
1521,72244
1522,70896
1523,69532
1524,68736
1525,67824
1526,67012
1527,65964
1528,65796
1529,64832
1530,63712
1531,62164
1532,60756
1533,59772
1534,59144
1535,58260
1536,57576
1537,56652
1538,56280
1539,55360
1540,54832
1541,54336
1542,54072
1543,53936
1544,53404
1545,53292
1546,53328
1547,53364
1548,53528
1549,53636
1550,53884
1551,54004
1552,54576
1553,55104
1554,55332
1555,56032
1556,57364
1557,57960
1558,58576
1559,59924
1560,62532
1561,64912
1562,66840
1563,68468
1564,70684
1565,71732
1566,72936
1567,73980
1568,74828
1569,75236
1570,75632
1571,75852
1572,75388
1573,75924
1574,76404
1575,76320
1576,76472
1577,76344
1578,76668
1579,77352
1580,77424
1581,77644
1582,77704
1583,77648
1584,77180
1585,77280
1586,76952
1587,76896
1588,76756
1589,76916
1590,76264
1591,75772
1592,75956
1593,75984
1594,75984
1595,75856
1596,75816
1597,75624
1598,75464
1599,75212
1600,75216
1601,74668
1602,74864
1603,75688
1604,76704
1605,77784
1606,78168
1607,78348
1608,78436
1609,77728
1610,78076
1611,77816
1612,77632
1613,76656
1614,75616
1615,74636
1616,73772
1617,72212
1618,70972
1619,70088
1620,69296
1621,68584
1622,67568
1623,66300
1624,66484
1625,65848
1626,64884
1627,63828
1628,62472
1629,61560
1630,60560
1631,59692
1632,58944
1633,58312
1634,57656
1635,57116
1636,56188
1637,55668
1638,55212
1639,55108
1640,54636
1641,54580
1642,54304
1643,54188
1644,54280
1645,54232
1646,54260
1647,54556
1648,54920
1649,55156
1650,55700
1651,56296
1652,57572
1653,58288
1654,59448
1655,60828
1656,63680
1657,65852
1658,68168
1659,69988
1660,72156
1661,73548
1662,75196
1663,76156
1664,77140
1665,77704
1666,77696
1667,78056
1668,77600
1669,77888
1670,78468
1671,78752
1672,78516
1673,78548
1674,79116
1675,79624
1676,79208
1677,79136
1678,79404
1679,79516
1680,78936
1681,78772
1682,78180
1683,77932
1684,77488
1685,77060
1686,76700
1687,75744
1688,75332
1689,75256
1690,75116
1691,74736
1692,74428
1693,73896
1694,73544
1695,73264
1696,73100
1697,73100
1698,73500
1699,74392
1700,75448
1701,76872
1702,77764
1703,77812
1704,77480
1705,77080
1706,77020
1707,76588
1708,76332
1709,75416
1710,74648
1711,74208
1712,72808
1713,71292
1714,70288
1715,69272
1716,68360
1717,67536
1718,66648
1719,65552
1720,65108
1721,64272
1722,62916
1723,61552
1724,60092
1725,58716
1726,57524
1727,56592
1728,55892
1729,54888
1730,54016
1731,52968
1732,52564
1733,51860
1734,51644
1735,51512
1736,51428
1737,51256
1738,51360
1739,51348
1740,51472
1741,51572
1742,51872
1743,51992
1744,52744
1745,52844
1746,53060
1747,53544
1748,54988
1749,55560
1750,56616
1751,58012
1752,60868
1753,63152
1754,65092
1755,66996
1756,68672
1757,70128
1758,71236
1759,71984
1760,72628
1761,72808
1762,72852
1763,72896
1764,72876
1765,72900
1766,73144
1767,73020
1768,73188
1769,73152
1770,73584
1771,73532
1772,73688
1773,73644
1774,73748
1775,73276
1776,73076
1777,73032
1778,73188
1779,72620
1780,72512
1781,71888
1782,71388
1783,70408
1784,70624
1785,69984
1786,70060
1787,69608
1788,69672
1789,69280
1790,69192
1791,68760
1792,69088
1793,69040
1794,69376
1795,70076
1796,71276
1797,72180
1798,72696
1799,72940
1800,72568
1801,72100
1802,71948
1803,71820
1804,71612
1805,70536
1806,69732
1807,69108
1808,67780
1809,66748
1810,65560
1811,64684
1812,64220
1813,63568
1814,62520
1815,61736
1816,61824
1817,61148
1818,59788
1819,59164
1820,58720
1821,57468
1822,56716
1823,56240
1824,55148
1825,54432
1826,53792
1827,53316
1828,52840
1829,51928
1830,51568
1831,51372
1832,50532
1833,50372
1834,50184
1835,50440
1836,50076
1837,50336
1838,50472
1839,50480
1840,50464
1841,50228
1842,50180
1843,49828
1844,49924
1845,49748
1846,49740
1847,49856
1848,50076
1849,50536
1850,51028
1851,51480
1852,52792
1853,53472
1854,54580
1855,55448
1856,56532
1857,56836
1858,57952
1859,58720
1860,59784
1861,60392
1862,61192
1863,61992
1864,62424
1865,62532
1866,62648
1867,63056
1868,63220
1869,63436
1870,63180
1871,63076
1872,62968
1873,62740
1874,62320
1875,61868
1876,61408
1877,60700
1878,60260
1879,59860
1880,59544
1881,59196
1882,58896
1883,58312
1884,58184
1885,57980
1886,58252
1887,58092
1888,58736
1889,58476
1890,58984
1891,59472
1892,61020
1893,62028
1894,62832
1895,63100
1896,63144
1897,63068
1898,62632
1899,62184
1900,61848
1901,61204
1902,60400
1903,59504
1904,58896
1905,57776
1906,56616
1907,56176
1908,55660
1909,55260
1910,54536
1911,54296
1912,54992
1913,54540
1914,53812
1915,53104
1916,52376
1917,51872
1918,50956
1919,50484
1920,49212
1921,48564
1922,47808
1923,47376
1924,46980
1925,46620
1926,46192
1927,45740
1928,45724
1929,45432
1930,45232
1931,45276
1932,45296
1933,45268
1934,45152
1935,45248
1936,45288
1937,45104
1938,45316
1939,45236
1940,44988
1941,44824
1942,44688
1943,44100
1944,43884
1945,44160
1946,44296
1947,44396
1948,44812
1949,45468
1950,45980
1951,46732
1952,47548
1953,48200
1954,49204
1955,50292
1956,51264
1957,52272
1958,53036
1959,53728
1960,54360
1961,54916
1962,55704
1963,56080
1964,56508
1965,57656
1966,58284
1967,58524
1968,58492
1969,57792
1970,57260
1971,56728
1972,55920
1973,55692
1974,55336
1975,54716
1976,54720
1977,54348
1978,54084
1979,53716
1980,53560
1981,53632
1982,53952
1983,53704
1984,53820
1985,54364
1986,54704
1987,55788
1988,57168
1989,58288
1990,59568
1991,60276
1992,60780
1993,60660
1994,60664
1995,60316
1996,59992
1997,59348
1998,58768
1999,58292
2000,58140
2001,57708
2002,56872
2003,56264
2004,55892
2005,55636
2006,55476
2007,55616
2008,56668
2009,56400
2010,55472
2011,54968
2012,54424
2013,53492
2014,52928
2015,52252
2016,51060
2017,50872
2018,50364
2019,49864
2020,49284
2021,49092
2022,48932
2023,48964
2024,48796
2025,48580
2026,48800
2027,48912
2028,49036
2029,49224
2030,49416
2031,49772
2032,50508
2033,50760
2034,51532
2035,52124
2036,53460
2037,54584
2038,55768
2039,57348
2040,60488
2041,62636
2042,64628
2043,66188
2044,68044
2045,69376
2046,70364
2047,71016
2048,71860
2049,72144
2050,72400
2051,73040
2052,72844
2053,73344
2054,73848
2055,73980
2056,74276
2057,74076
2058,74532
2059,74864
2060,74876
2061,75012
2062,75124
2063,75032
2064,74620
2065,74624
2066,74808
2067,74464
2068,74592
2069,74340
2070,73980
2071,73280
2072,73372
2073,73340
2074,73148
2075,72856
2076,72844
2077,72468
2078,72452
2079,71864
2080,71508
2081,71304
2082,71692
2083,72080
2084,73052
2085,73852
2086,74276
2087,74364
2088,74148
2089,73840
2090,73636
2091,73592
2092,73064
2093,72260
2094,71664
2095,70700
2096,69352
2097,68024
2098,66948
2099,65748
2100,65272
2101,64328
2102,63504
2103,62548
2104,62388
2105,61564
2106,60596
2107,59648
2108,58404
2109,57284
2110,56372
2111,55556
2112,54708
2113,53904
2114,53364
2115,52528
2116,51780
2117,51456
2118,51352
2119,51076
2120,50396
2121,50352
2122,50528
2123,50700
2124,50580
2125,50760
2126,50964
2127,50992
2128,51360
2129,51828
2130,52428
2131,52840
2132,54012
2133,54924
2134,55892
2135,57348
2136,60132
2137,62284
2138,64452
2139,66156
2140,67912
2141,69124
2142,70448
2143,71000
2144,71880
2145,72252
2146,72428
2147,72528
2148,72196
2149,72656
2150,72876
2151,72852
2152,72904
2153,73380
2154,73588
2155,73792
2156,73876
2157,74116
2158,74320
2159,74340
2160,73892
2161,73832
2162,73956
2163,73868
2164,73968
2165,73588
2166,73456
2167,72780
2168,73200
2169,72868
2170,72892
2171,72772
2172,72856
2173,72368
2174,72160
2175,71832
2176,71696
2177,71768
2178,72108
2179,72936
2180,74212
2181,75128
2182,75840
2183,76112
2184,75776
2185,75464
2186,75568
2187,75300
2188,74768
2189,73948
2190,73420
2191,73348
2192,72120
2193,70924
2194,70044
2195,69332
2196,68476
2197,67864
2198,66848
2199,65832
2200,65880
2201,64996
2202,63736
2203,62584
2204,61180
2205,60152
2206,59124
2207,58068
2208,56856
2209,56096
2210,55468
2211,54876
2212,54336
2213,53856
2214,53588
2215,53216
2216,52584
2217,52540
2218,52444
2219,52468
2220,52620
2221,52848
2222,52936
2223,53128
2224,53668
2225,54140
2226,54580
2227,54924
2228,56260
2229,56916
2230,58172
2231,59944
2232,63160
2233,65404
2234,67336
2235,69068
2236,71308
2237,72764
2238,73908
2239,74504
2240,74860
2241,75028
2242,75288
2243,75252
2244,74864
2245,74920
2246,75340
2247,75320
2248,75428
2249,75200
2250,75536
2251,75688
2252,75632
2253,75892
2254,75896
2255,75792
2256,75412
2257,75172
2258,75404
2259,75400
2260,75204
2261,75156
2262,74520
2263,74000
2264,73856
2265,73776
2266,73684
2267,73516
2268,73416
2269,73592
2270,73432
2271,73052
2272,73100
2273,73132
2274,73600
2275,74384
2276,75904
2277,77020
2278,77816
2279,78388
2280,78228
2281,77972
2282,77976
2283,77608
2284,76876
2285,76016
2286,74928
2287,74364
2288,72780
2289,71380
2290,70304
2291,68892
2292,68292
2293,67580
2294,66612
2295,65212
2296,65132
2297,64492
2298,63356
2299,61864
2300,60488
2301,59712
2302,58752
2303,57672
2304,56488
2305,55704
2306,54812
2307,54320
2308,53800
2309,53252
2310,52808
2311,52624
2312,52076
2313,51640
2314,51880
2315,52048
2316,51948
2317,52056
2318,52396
2319,52520
2320,52964
2321,53324
2322,53748
2323,54424
2324,55724
2325,56300
2326,57036
2327,58632
2328,61548
2329,63576
2330,65256
2331,67368
2332,69752
2333,70768
2334,71504
2335,72268
2336,72872
2337,72888
2338,72884
2339,72824
2340,72356
2341,72712
2342,72972
2343,72820
2344,72848
2345,73180
2346,72880
2347,73188
2348,73216
2349,73260
2350,73280
2351,73116
2352,72812
2353,72804
2354,72776
2355,72720
2356,72944
2357,72156
2358,72068
2359,71380
2360,71064
2361,70668
2362,70684
2363,70396
2364,70368
2365,70092
2366,69824
2367,69264
2368,69280
2369,69352
2370,69632
2371,70420
2372,71376
2373,72452
2374,73356
2375,73428
2376,73336
2377,73152
2378,72896
2379,72644
2380,72348
2381,71552
2382,71020
2383,70600
2384,68908
2385,67624
2386,66692
2387,65440
2388,64656
2389,64056
2390,63104
2391,62108
2392,61588
2393,60832
2394,59680
2395,58528
2396,57448
2397,56052
2398,55180
2399,54172
2400,52956
2401,51920
2402,51524
2403,51064
2404,50344
2405,49932
2406,49916
2407,49596
2408,49200
2409,49032
2410,49224
2411,49400
2412,49420
2413,49316
2414,49740
2415,49864
2416,50608
2417,50872
2418,51484
2419,51624
2420,53360
2421,53732
2422,54656
2423,56356
2424,59044
2425,61344
2426,63060
2427,64992
2428,66968
2429,68380
2430,69160
2431,70360
2432,70880
2433,70980
2434,71100
2435,71092
2436,70848
2437,70964
2438,71004
2439,70996
2440,70876
2441,71220
2442,71240
2443,71060
2444,71240
2445,71460
2446,71608
2447,71444
2448,71408
2449,71148
2450,71048
2451,70984
2452,70700
2453,70208
2454,69528
2455,68612
2456,68524
2457,68312
2458,67760
2459,67616
2460,67576
2461,67372
2462,67132
2463,66956
2464,67272
2465,66872
2466,67216
2467,67808
2468,68796
2469,69888
2470,70812
2471,70928
2472,70756
2473,70332
2474,70128
2475,69928
2476,69312
2477,68552
2478,67856
2479,67264
2480,65900
2481,64664
2482,63520
2483,62432
2484,61948
2485,61408
2486,60792
2487,60004
2488,60260
2489,59312
2490,58100
2491,57356
2492,56228
2493,55188
2494,54180
2495,53332
2496,51732
2497,51016
