,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
119,3091,2994,4.0,56.0
120,3091,2994,0.0,844.0
121,3091,2994,4.0,448.0
122,3091,2994,4.0,148.0
123,3091,2994,0.0,528.0
124,3091,2994,0.0,312.0
125,3091,2994,0.0,288.0
126,3091,2994,20.0,80.0
127,3091,2994,32.0,4.0
128,3091,2994,8.0,220.0
129,3091,2994,0.0,188.0
130,3091,2994,4.0,96.0
131,3091,2994,0.0,144.0
132,3091,2994,4.0,92.0
133,3091,2994,0.0,128.0
134,3091,2994,0.0,76.0
135,3091,2994,4.0,44.0
136,3091,2994,4.0,16.0
137,3091,2994,8.0,8.0
138,3091,2994,336.0,4.0
139,3091,2994,248.0,4.0
140,3091,2994,20.0,8.0
141,3091,2994,4.0,8.0
142,3091,2994,16.0,8.0
143,3091,2994,8.0,8.0
144,3091,2994,180.0,48.0
145,3091,2994,0.0,128.0
146,3091,2994,72.0,36.0
147,3091,2994,36.0,24.0
148,3091,2994,232.0,8.0
149,3091,2994,108.0,4.0
150,3091,2994,500.0,4.0
151,3091,2994,220.0,4.0
152,3091,2994,464.0,4.0
153,3091,2994,652.0,4.0
154,3091,2994,416.0,4.0
155,3091,2994,272.0,4.0
156,3091,2994,240.0,8.0
157,3091,2994,68.0,12.0
158,3091,2994,20.0,88.0
159,3091,2994,4.0,184.0
160,3091,2994,4.0,316.0
161,3091,2994,4.0,192.0
162,3091,2994,4.0,132.0
163,3091,2994,56.0,16.0
164,3091,2994,160.0,8.0
165,3091,2994,40.0,8.0
166,3091,2994,16.0,88.0
167,3091,2994,0.0,224.0
168,3091,2994,36.0,80.0
169,3091,2994,4.0,72.0
170,3091,2994,0.0,316.0
171,3091,2994,0.0,640.0
172,3091,2994,16.0,316.0
173,3091,2994,0.0,628.0
174,3091,2994,0.0,532.0
175,3091,2994,0.0,568.0
176,3091,2994,52.0,356.0
177,3091,2994,8.0,32.0
178,3091,2994,4.0,56.0
179,3091,2994,0.0,328.0
180,3091,2994,4.0,80.0
181,3091,2994,0.0,328.0
182,3091,2994,0.0,304.0
183,3091,2994,4.0,440.0
184,3091,2994,248.0,48.0
185,3091,2994,12.0,36.0
186,3091,2994,0.0,284.0
187,3091,2994,0.0,240.0
188,3091,2994,112.0,40.0
189,3091,2994,12.0,72.0
190,3091,2994,16.0,116.0
191,3091,2994,4.0,480.0
192,3091,2994,540.0,92.0
193,3091,2994,492.0,4.0
194,3091,2994,340.0,4.0
195,3091,2994,20.0,24.0
196,3091,2994,88.0,12.0
197,3091,2994,132.0,12.0
198,3091,2994,44.0,56.0
199,3091,2994,0.0,300.0
200,3091,2994,76.0,20.0
201,3091,2994,4.0,56.0
202,3091,2994,12.0,68.0
203,3091,2994,20.0,40.0
204,3091,2994,340.0,4.0
205,3091,2994,80.0,8.0
206,3091,2994,88.0,4.0
207,3091,2994,4.0,12.0
208,3091,2994,12.0,4.0
209,3091,2994,60.0,8.0
210,3091,2994,16.0,16.0
211,3091,2994,56.0,8.0
212,3091,2994,200.0,8.0
213,3091,2994,588.0,4.0
214,3091,2994,1124.0,0.0
215,3091,2994,1076.0,0.0
216,3091,2994,132.0,144.0
217,3091,2994,176.0,68.0
218,3091,2994,448.0,4.0
219,3091,2994,284.0,16.0
220,3091,2994,48.0,572.0
221,3091,2994,0.0,280.0
222,3091,2994,4.0,48.0
223,3091,2994,76.0,8.0
224,3091,2994,56.0,52.0
225,3091,2994,80.0,4.0
226,3091,2994,260.0,4.0
227,3091,2994,80.0,8.0
228,3091,2994,52.0,76.0
229,3091,2994,264.0,4.0
230,3091,2994,548.0,4.0
231,3091,2994,764.0,4.0
232,3091,2994,568.0,4.0
233,3091,2994,356.0,4.0
234,3091,2994,348.0,4.0
235,3091,2994,524.0,4.0
236,3091,2994,144.0,16.0
237,3091,2994,568.0,0.0
238,3091,2994,960.0,0.0
239,3091,2994,1020.0,4.0
240,3091,2994,108.0,16.0
241,3091,2994,8.0,16.0
242,3091,2994,96.0,12.0
243,3091,2994,188.0,4.0
244,3091,2994,648.0,4.0
245,3091,2994,448.0,4.0
246,3091,2994,236.0,8.0
247,3091,2994,4.0,8.0
248,3091,2994,68.0,8.0
249,3091,2994,128.0,4.0
250,3091,2994,84.0,12.0
251,3091,2994,264.0,4.0
252,3091,2994,128.0,12.0
253,3091,2994,0.0,100.0
254,3091,2994,0.0,336.0
255,3091,2994,0.0,300.0
256,3091,2994,4.0,12.0
257,3091,2994,4.0,8.0
258,3091,2994,4.0,20.0
259,3091,2994,0.0,44.0
260,3091,2994,12.0,68.0
261,3091,2994,0.0,304.0
262,3091,2994,0.0,124.0
263,3091,2994,8.0,56.0
264,3091,2994,8.0,44.0
265,3091,2994,20.0,88.0
266,3091,2994,16.0,68.0
267,3091,2994,116.0,36.0
268,3091,2994,612.0,4.0
269,3091,2994,216.0,4.0
270,3091,2994,44.0,16.0
271,3091,2994,100.0,108.0
272,3091,2994,308.0,36.0
273,3091,2994,220.0,28.0
274,3091,2994,92.0,8.0
275,3091,2994,20.0,20.0
276,3091,2994,216.0,4.0
277,3091,2994,224.0,4.0
278,3091,2994,108.0,44.0
279,3091,2994,4.0,100.0
280,3091,2994,384.0,8.0
281,3091,2994,192.0,4.0
282,3091,2994,308.0,4.0
283,3091,2994,160.0,24.0
284,3091,2994,148.0,8.0
285,3091,2994,8.0,20.0
286,3091,2994,64.0,48.0
287,3091,2994,8.0,32.0
288,3091,2994,4.0,32.0
289,3091,2994,8.0,24.0
290,3091,2994,20.0,12.0
291,3091,2994,8.0,12.0
292,3091,2994,4.0,8.0
293,3091,2994,8.0,12.0
294,3091,2994,136.0,8.0
295,3091,2994,28.0,8.0
296,3091,2994,216.0,4.0
297,3091,2994,24.0,12.0
298,3091,2994,4.0,12.0
299,3091,2994,4.0,20.0
300,3091,2994,8.0,116.0
301,3091,2994,4.0,176.0
302,3091,2994,8.0,24.0
303,3091,2994,4.0,36.0
304,3091,2994,0.0,92.0
305,3091,2994,76.0,12.0
306,3091,2994,688.0,0.0
307,3091,2994,980.0,0.0
308,3091,2994,352.0,12.0
309,3091,2994,52.0,88.0
310,3091,2994,444.0,4.0
311,3091,2994,328.0,4.0
312,3091,2994,4.0,608.0
313,3091,2994,4.0,152.0
314,3091,2994,4.0,32.0
315,3091,2994,4.0,60.0
316,3091,2994,4.0,248.0
317,3091,2994,0.0,168.0
318,3091,2994,12.0,12.0
319,3091,2994,208.0,4.0
320,3091,2994,48.0,8.0
321,3091,2994,88.0,12.0
322,3091,2994,176.0,8.0
323,3091,2994,288.0,4.0
324,3091,2994,508.0,4.0
325,3091,2994,56.0,28.0
326,3091,2994,256.0,4.0
327,3091,2994,464.0,4.0
328,3091,2994,536.0,4.0
329,3091,2994,304.0,4.0
330,3091,2994,336.0,4.0
331,3091,2994,252.0,4.0
332,3091,2994,164.0,4.0
333,3091,2994,256.0,4.0
334,3091,2994,724.0,4.0
335,3091,2994,960.0,4.0
336,3091,2994,252.0,8.0
337,3091,2994,60.0,32.0
338,3091,2994,228.0,4.0
339,3091,2994,308.0,4.0
340,3091,2994,680.0,4.0
341,3091,2994,860.0,4.0
342,3091,2994,928.0,0.0
343,3091,2994,660.0,4.0
344,3091,2994,1312.0,4.0
345,3091,2994,1224.0,4.0
346,3091,2994,824.0,4.0
347,3091,2994,340.0,16.0
348,3091,2994,712.0,4.0
349,3091,2994,704.0,4.0
350,3091,2994,480.0,4.0
351,3091,2994,448.0,4.0
352,3091,2994,704.0,4.0
353,3091,2994,684.0,4.0
354,3091,2994,600.0,4.0
355,3091,2994,572.0,4.0
356,3091,2994,48.0,24.0
357,3091,2994,8.0,44.0
358,3091,2994,4.0,24.0
359,3091,2994,4.0,48.0
360,3091,2994,316.0,4.0
361,3091,2994,8.0,100.0
362,3091,2994,0.0,304.0
363,3091,2994,4.0,316.0
364,3091,2994,100.0,160.0
365,3091,2994,0.0,264.0
366,3091,2994,12.0,72.0
367,3091,2994,12.0,132.0
368,3091,2994,56.0,8.0
369,3091,2994,12.0,12.0
370,3091,2994,20.0,20.0
371,3091,2994,8.0,52.0
372,3091,2994,632.0,4.0
373,3091,2994,400.0,4.0
374,3091,2994,224.0,4.0
375,3091,2994,88.0,16.0
376,3091,2994,692.0,12.0
377,3091,2994,304.0,12.0
378,3091,2994,276.0,48.0
379,3091,2994,0.0,64.0
380,3091,2994,432.0,4.0
381,3091,2994,40.0,56.0
382,3091,2994,136.0,68.0
383,3091,2994,0.0,588.0
384,3091,2994,184.0,24.0
385,3091,2994,284.0,4.0
386,3091,2994,48.0,20.0
387,3091,2994,4.0,52.0
388,3091,2994,4.0,36.0
389,3091,2994,16.0,40.0
390,3091,2994,0.0,204.0
391,3091,2994,0.0,336.0
392,3091,2994,68.0,16.0
393,3091,2994,416.0,4.0
394,3091,2994,580.0,4.0
395,3091,2994,260.0,4.0
396,3091,2994,532.0,4.0
397,3091,2994,768.0,4.0
398,3091,2994,284.0,0.0
399,3091,2994,424.0,4.0
400,3091,2994,4.0,260.0
401,3091,2994,12.0,16.0
402,3091,2994,420.0,4.0
403,3091,2994,888.0,0.0
404,3091,2994,344.0,4.0
405,3091,2994,32.0,8.0
406,3091,2994,20.0,8.0
407,3091,2994,44.0,8.0
408,3091,2994,4.0,160.0
409,3091,2994,0.0,516.0
410,3091,2994,4.0,116.0
411,3091,2994,24.0,16.0
412,3091,2994,4.0,328.0
413,3091,2994,12.0,32.0
414,3091,2994,12.0,80.0
415,3091,2994,24.0,60.0
416,3091,2994,144.0,8.0
417,3091,2994,112.0,28.0
418,3091,2994,40.0,68.0
419,3091,2994,12.0,144.0
420,3091,2994,0.0,628.0
421,3091,2994,0.0,548.0
422,3091,2994,0.0,552.0
423,3091,2994,0.0,488.0
424,3091,2994,0.0,420.0
425,3091,2994,0.0,456.0
426,3091,2994,0.0,292.0
427,3091,2994,24.0,44.0
428,3091,2994,4.0,28.0
429,3091,2994,8.0,20.0
430,3091,2994,12.0,8.0
431,3091,2994,48.0,8.0
432,3091,2994,584.0,4.0
433,3091,2994,444.0,4.0
434,3091,2994,1080.0,4.0
435,3091,2994,1084.0,0.0
436,3091,2994,724.0,8.0
437,3091,2994,640.0,0.0
438,3091,2994,916.0,0.0
439,3091,2994,704.0,0.0
440,3091,2994,484.0,0.0
441,3091,2994,420.0,8.0
442,3091,2994,516.0,4.0
443,3091,2994,132.0,8.0
444,3091,2994,20.0,20.0
445,3091,2994,4.0,100.0
446,3091,2994,4.0,20.0
447,3091,2994,8.0,8.0
448,3091,2994,8.0,116.0
449,3091,2994,64.0,8.0
450,3091,2994,440.0,4.0
451,3091,2994,732.0,4.0
452,3091,2994,664.0,4.0
453,3091,2994,728.0,4.0
454,3091,2994,360.0,4.0
455,3091,2994,216.0,4.0
456,3091,2994,36.0,8.0
457,3091,2994,16.0,8.0
458,3091,2994,8.0,64.0
459,3091,2994,4.0,244.0
460,3091,2994,4.0,88.0
461,3091,2994,0.0,300.0
462,3091,2994,0.0,424.0
463,3091,2994,0.0,496.0
464,3091,2994,416.0,8.0
465,3091,2994,280.0,4.0
466,3091,2994,20.0,40.0
467,3091,2994,4.0,124.0
468,3091,2994,436.0,48.0
469,3091,2994,152.0,20.0
470,3091,2994,64.0,44.0
471,3091,2994,0.0,376.0
472,3091,2994,4.0,176.0
473,3091,2994,0.0,80.0
474,3091,2994,0.0,108.0
475,3091,2994,0.0,212.0
476,3091,2994,276.0,20.0
477,3091,2994,96.0,116.0
478,3091,2994,4.0,132.0
479,3091,2994,0.0,240.0
480,3091,2994,144.0,28.0
481,3091,2994,224.0,4.0
482,3091,2994,16.0,40.0
483,3091,2994,4.0,40.0
484,3091,2994,352.0,4.0
485,3091,2994,152.0,4.0
486,3091,2994,52.0,8.0
487,3091,2994,4.0,8.0
488,3091,2994,132.0,4.0
489,3091,2994,108.0,4.0
490,3091,2994,0.0,108.0
491,3091,2994,0.0,60.0
492,3091,2994,4.0,28.0
493,3091,2994,4.0,32.0
494,3091,2994,0.0,32.0
495,3091,2994,0.0,128.0
496,3091,2994,0.0,96.0
497,3091,2994,4.0,12.0
498,3091,2994,4.0,84.0
499,3091,2994,0.0,196.0
500,3091,2994,76.0,12.0
501,3091,2994,4.0,84.0
502,3091,2994,8.0,20.0
503,3091,2994,8.0,40.0
504,3091,2994,8.0,108.0
505,3091,2994,4.0,12.0
506,3091,2994,120.0,8.0
507,3091,2994,300.0,0.0
508,3091,2994,152.0,24.0
509,3091,2994,20.0,56.0
510,3091,2994,12.0,140.0
511,3091,2994,4.0,108.0
512,3091,2994,0.0,852.0
513,3091,2994,0.0,680.0
514,3091,2994,0.0,572.0
515,3091,2994,0.0,476.0
516,3091,2994,0.0,828.0
517,3091,2994,36.0,612.0
518,3091,2994,48.0,304.0
519,3091,2994,4.0,104.0
520,3091,2994,0.0,320.0
521,3091,2994,0.0,224.0
522,3091,2994,0.0,100.0
523,3091,2994,0.0,184.0
524,3091,2994,4.0,68.0
525,3091,2994,4.0,12.0
526,3091,2994,4.0,8.0
527,3091,2994,4.0,72.0
528,3091,2994,4.0,64.0
529,3091,2994,4.0,72.0
530,3091,2994,60.0,12.0
531,3091,2994,88.0,60.0
532,3091,2994,188.0,40.0
533,3091,2994,100.0,8.0
534,3091,2994,8.0,12.0
535,3091,2994,4.0,36.0
536,3091,2994,4.0,120.0
537,3091,2994,0.0,200.0
538,3091,2994,0.0,180.0
539,3091,2994,0.0,72.0
540,3091,2994,4.0,20.0
541,3091,2994,16.0,16.0
542,3091,2994,4.0,32.0
543,3091,2994,4.0,20.0
544,3091,2994,0.0,376.0
545,3091,2994,0.0,528.0
546,3091,2994,0.0,428.0
547,3091,2994,0.0,96.0
548,3091,2994,0.0,220.0
549,3091,2994,0.0,80.0
550,3091,2994,8.0,100.0
551,3091,2994,0.0,224.0
552,3091,2994,4.0,176.0
553,3091,2994,0.0,200.0
554,3091,2994,0.0,488.0
555,3091,2994,0.0,480.0
556,3091,2994,8.0,12.0
557,3091,2994,4.0,24.0
558,3091,2994,0.0,244.0
559,3091,2994,0.0,276.0
560,3091,2994,0.0,676.0
561,3091,2994,0.0,952.0
562,3091,2994,0.0,860.0
563,3091,2994,0.0,776.0
564,3091,2994,4.0,160.0
565,3091,2994,4.0,32.0
566,3091,2994,0.0,228.0
567,3091,2994,0.0,572.0
568,3091,2994,4.0,36.0
569,3091,2994,36.0,8.0
570,3091,2994,32.0,8.0
571,3091,2994,28.0,36.0
572,3091,2994,4.0,60.0
573,3091,2994,12.0,56.0
574,3091,2994,4.0,200.0
575,3091,2994,0.0,208.0
576,3091,2994,4.0,64.0
577,3091,2994,0.0,136.0
578,3091,2994,0.0,272.0
579,3091,2994,0.0,532.0
580,3091,2994,4.0,60.0
581,3091,2994,0.0,164.0
582,3091,2994,4.0,48.0
583,3091,2994,0.0,180.0
584,3091,2994,24.0,48.0
585,3091,2994,4.0,96.0
586,3091,2994,4.0,104.0
587,3091,2994,4.0,84.0
588,3091,2994,92.0,16.0
589,3091,2994,92.0,4.0
590,3091,2994,24.0,8.0
591,3091,2994,4.0,8.0
592,3091,2994,196.0,4.0
593,3091,2994,240.0,4.0
594,3091,2994,304.0,4.0
595,3091,2994,96.0,4.0
596,3091,2994,272.0,4.0
597,3091,2994,56.0,32.0
598,3091,2994,4.0,52.0
599,3091,2994,4.0,188.0
600,3091,2994,0.0,352.0
601,3091,2994,0.0,444.0
602,3091,2994,0.0,452.0
603,3091,2994,0.0,496.0
604,3091,2994,4.0,376.0
605,3091,2994,4.0,52.0
606,3091,2994,4.0,80.0
607,3091,2994,4.0,24.0
608,3091,2994,12.0,12.0
609,3091,2994,12.0,12.0
610,3091,2994,4.0,28.0
611,3091,2994,156.0,4.0
612,3091,2994,28.0,32.0
613,3091,2994,200.0,4.0
614,3091,2994,408.0,4.0
615,3091,2994,716.0,4.0
616,3091,2994,32.0,8.0
617,3091,2994,4.0,12.0
618,3091,2994,12.0,16.0
619,3091,2994,64.0,12.0
620,3091,2994,48.0,8.0
621,3091,2994,56.0,8.0
622,3091,2994,12.0,12.0
623,3091,2994,12.0,20.0
624,3091,2994,80.0,276.0
625,3091,2994,4.0,424.0
626,3091,2994,0.0,280.0
627,3091,2994,0.0,392.0
628,3091,2994,68.0,44.0
629,3091,2994,120.0,4.0
630,3091,2994,112.0,4.0
631,3091,2994,20.0,48.0
632,3091,2994,72.0,20.0
633,3091,2994,52.0,16.0
634,3091,2994,44.0,8.0
635,3091,2994,8.0,28.0
636,3091,2994,16.0,12.0
637,3091,2994,8.0,32.0
638,3091,2994,0.0,72.0
639,3091,2994,4.0,12.0
640,3091,2994,12.0,36.0
641,3091,2994,8.0,48.0
642,3091,2994,20.0,160.0
643,3091,2994,4.0,164.0
644,3091,2994,8.0,12.0
645,3091,2994,4.0,16.0
646,3091,2994,4.0,12.0
647,3091,2994,96.0,4.0
648,3091,2994,12.0,44.0
649,3091,2994,8.0,8.0
650,3091,2994,120.0,4.0
651,3091,2994,384.0,4.0
652,3091,2994,172.0,28.0
653,3091,2994,36.0,12.0
654,3091,2994,28.0,48.0
655,3091,2994,36.0,44.0
656,3091,2994,92.0,60.0
657,3091,2994,36.0,92.0
658,3091,2994,28.0,40.0
659,3091,2994,44.0,12.0
660,3091,2994,20.0,8.0
661,3091,2994,24.0,8.0
662,3091,2994,8.0,28.0
663,3091,2994,40.0,24.0
664,3091,2994,156.0,4.0
665,3091,2994,60.0,16.0
666,3091,2994,76.0,48.0
667,3091,2994,52.0,48.0
668,3091,2994,304.0,8.0
669,3091,2994,328.0,4.0
670,3091,2994,164.0,40.0
671,3091,2994,8.0,60.0
672,3091,2994,0.0,52.0
673,3091,2994,12.0,56.0
674,3091,2994,4.0,28.0
675,3091,2994,4.0,24.0
676,3091,2994,4.0,68.0
677,3091,2994,8.0,108.0
678,3091,2994,8.0,56.0
679,3091,2994,12.0,64.0
680,3091,2994,4.0,28.0
681,3091,2994,4.0,148.0
682,3091,2994,8.0,96.0
683,3091,2994,4.0,144.0
684,3091,2994,36.0,24.0
685,3091,2994,36.0,16.0
686,3091,2994,4.0,36.0
687,3091,2994,4.0,160.0
688,3091,2994,12.0,8.0
689,3091,2994,8.0,4.0
690,3091,2994,52.0,4.0
691,3091,2994,44.0,40.0
692,3091,2994,88.0,184.0
693,3091,2994,8.0,32.0
694,3091,2994,104.0,36.0
695,3091,2994,36.0,108.0
696,3091,2994,44.0,20.0
697,3091,2994,108.0,4.0
698,3091,2994,248.0,0.0
699,3091,2994,296.0,4.0
700,3091,2994,68.0,16.0
701,3091,2994,20.0,84.0
702,3091,2994,36.0,72.0
703,3091,2994,128.0,4.0
704,3091,2994,228.0,16.0
705,3091,2994,432.0,4.0
706,3091,2994,96.0,16.0
707,3091,2994,168.0,4.0
708,3091,2994,16.0,40.0
709,3091,2994,20.0,56.0
710,3091,2994,80.0,4.0
711,3091,2994,12.0,4.0
712,3091,2994,176.0,4.0
713,3091,2994,144.0,4.0
714,3091,2994,196.0,4.0
715,3091,2994,80.0,8.0
716,3091,2994,4.0,112.0
717,3091,2994,0.0,232.0
718,3091,2994,0.0,236.0
719,3091,2994,4.0,112.0
720,3091,2994,36.0,148.0
721,3091,2994,8.0,156.0
722,3091,2994,0.0,144.0
723,3091,2994,0.0,368.0
724,3091,2994,40.0,84.0
725,3091,2994,52.0,84.0
726,3091,2994,4.0,96.0
727,3091,2994,0.0,160.0
728,3091,2994,156.0,40.0
729,3091,2994,220.0,0.0
730,3091,2994,224.0,4.0
731,3091,2994,76.0,4.0
732,3091,2994,592.0,0.0
733,3091,2994,220.0,4.0
734,3091,2994,140.0,4.0
735,3091,2994,0.0,144.0
736,3091,2994,0.0,356.0
737,3091,2994,0.0,388.0
738,3091,2994,0.0,172.0
739,3091,2994,4.0,60.0
740,3091,2994,8.0,12.0
741,3091,2994,108.0,4.0
742,3091,2994,128.0,4.0
743,3091,2994,172.0,8.0
744,3091,2994,276.0,8.0
745,3091,2994,100.0,8.0
746,3091,2994,80.0,8.0
747,3091,2994,36.0,8.0
748,3091,2994,700.0,0.0
749,3091,2994,124.0,4.0
750,3091,2994,116.0,8.0
751,3091,2994,12.0,8.0
752,3091,2994,192.0,8.0
753,3091,2994,20.0,8.0
754,3091,2994,8.0,4.0
755,3091,2994,8.0,8.0
756,3091,2994,396.0,4.0
757,3091,2994,120.0,12.0
758,3091,2994,12.0,20.0
759,3091,2994,4.0,212.0
760,3091,2994,232.0,24.0
761,3091,2994,120.0,8.0
762,3091,2994,184.0,4.0
763,3091,2994,260.0,4.0
764,3091,2994,56.0,16.0
765,3091,2994,60.0,52.0
766,3091,2994,168.0,32.0
767,3091,2994,28.0,8.0
768,3091,2994,616.0,4.0
769,3091,2994,712.0,4.0
770,3091,2994,372.0,32.0
771,3091,2994,108.0,8.0
772,3091,2994,316.0,4.0
773,3091,2994,512.0,0.0
774,3091,2994,864.0,24.0
775,3091,2994,704.0,68.0
776,3091,2994,304.0,52.0
777,3091,2994,64.0,4.0
778,3091,2994,176.0,4.0
779,3091,2994,296.0,4.0
780,3091,2994,112.0,28.0
781,3091,2994,84.0,12.0
782,3091,2994,4.0,12.0
783,3091,2994,4.0,12.0
784,3091,2994,4.0,112.0
785,3091,2994,4.0,12.0
786,3091,2994,4.0,12.0
787,3091,2994,4.0,4.0
788,3091,2994,36.0,24.0
789,3091,2994,380.0,4.0
790,3091,2994,668.0,4.0
791,3091,2994,672.0,4.0
792,3091,2994,768.0,32.0
793,3091,2994,340.0,60.0
794,3091,2994,588.0,8.0
795,3091,2994,996.0,0.0
796,3091,2994,424.0,8.0
797,3091,2994,576.0,28.0
798,3091,2994,560.0,0.0
799,3091,2994,652.0,4.0
800,3091,2994,308.0,40.0
801,3091,2994,200.0,8.0
802,3091,2994,68.0,12.0
803,3091,2994,208.0,4.0
804,3091,2994,204.0,8.0
805,3091,2994,40.0,8.0
806,3091,2994,52.0,8.0
807,3091,2994,36.0,32.0
808,3091,2994,248.0,8.0
809,3091,2994,16.0,60.0
810,3091,2994,4.0,76.0
811,3091,2994,0.0,232.0
812,3091,2994,112.0,4.0
813,3091,2994,124.0,4.0
814,3091,2994,8.0,28.0
815,3091,2994,4.0,220.0
816,3091,2994,0.0,160.0
817,3091,2994,4.0,32.0
818,3091,2994,8.0,16.0
819,3091,2994,4.0,80.0
820,3091,2994,4.0,132.0
821,3091,2994,8.0,12.0
822,3091,2994,32.0,8.0
823,3091,2994,4.0,52.0
824,3091,2994,8.0,16.0
825,3091,2994,16.0,8.0
826,3091,2994,100.0,4.0
827,3091,2994,8.0,8.0
828,3091,2994,28.0,8.0
829,3091,2994,8.0,16.0
830,3091,2994,4.0,64.0
831,3091,2994,0.0,172.0
832,3091,2994,4.0,140.0
833,3091,2994,0.0,352.0
834,3091,2994,8.0,332.0
835,3091,2994,12.0,60.0
836,3091,2994,8.0,64.0
837,3091,2994,8.0,8.0
838,3091,2994,4.0,16.0
839,3091,2994,4.0,28.0
840,3091,2994,8.0,72.0
841,3091,2994,8.0,12.0
842,3091,2994,8.0,8.0
843,3091,2994,4.0,8.0
844,3091,2994,156.0,4.0
845,3091,2994,124.0,92.0
846,3091,2994,0.0,168.0
847,3091,2994,0.0,192.0
848,3091,2994,0.0,336.0
849,3091,2994,0.0,288.0
850,3091,2994,0.0,96.0
851,3091,2994,4.0,180.0
852,3091,2994,68.0,108.0
853,3091,2994,88.0,20.0
854,3091,2994,4.0,112.0
855,3091,2994,0.0,272.0
856,3091,2994,4.0,56.0
857,3091,2994,180.0,276.0
858,3091,2994,232.0,172.0
859,3091,2994,52.0,56.0
860,3091,2994,68.0,8.0
861,3091,2994,20.0,164.0
862,3091,2994,4.0,576.0
863,3091,2994,4.0,328.0
864,3091,2994,324.0,8.0
865,3091,2994,140.0,8.0
866,3091,2994,12.0,72.0
867,3091,2994,8.0,72.0
868,3091,2994,204.0,24.0
