,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
65,19808.0,4070.0,13.0,1734.0,4868.0
66,19089.0,3948.0,0.0,1736.0,4870.0
67,18756.0,3800.0,4.0,1748.0,4864.0
68,18468.0,3698.0,0.0,1722.0,4872.0
69,18343.0,3768.0,0.0,1710.0,4874.0
70,18180.0,3681.0,0.0,1709.0,4880.0
71,17853.0,3602.0,0.0,1701.0,4881.0
72,17804.0,3416.0,0.0,1702.0,4878.0
73,17885.0,3288.0,0.0,1701.0,4882.0
74,17715.0,3180.0,0.0,1704.0,4883.0
75,17489.0,3140.0,0.0,1703.0,4882.0
76,17437.0,3139.0,0.0,1709.0,4879.0
77,17388.0,3118.0,0.0,1702.0,4885.0
78,17326.0,3088.0,0.0,1699.0,4875.0
79,17204.0,3071.0,0.0,1699.0,4874.0
80,16797.0,3014.0,0.0,1708.0,4860.0
81,16548.0,2921.0,0.0,1703.0,4857.0
82,16463.0,2828.0,0.0,1702.0,4855.0
83,16189.0,2670.0,0.0,1703.0,4850.0
84,16315.0,2627.0,0.0,1707.0,4854.0
85,16559.0,2525.0,0.0,1701.0,4848.0
86,16616.0,2533.0,0.0,1702.0,4844.0
87,16462.0,2538.0,0.0,1703.0,4841.0
88,16148.0,2454.0,0.0,1709.0,4829.0
89,15933.0,2388.0,0.0,1700.0,4827.0
90,16112.0,2264.0,0.0,1699.0,4826.0
91,16043.0,2277.0,0.0,1699.0,4824.0
92,15822.0,2226.0,0.0,1712.0,4802.0
93,15768.0,2035.0,0.0,1692.0,4802.0
94,15837.0,1860.0,0.0,1692.0,4803.0
95,15829.0,1658.0,0.0,1696.0,4801.0
96,15696.0,1499.0,0.0,1701.0,4755.0
97,15535.0,1490.0,0.0,1699.0,4761.0
98,15455.0,1537.0,0.0,1697.0,4756.0
99,15259.0,1543.0,0.0,1698.0,4770.0
100,15304.0,1602.0,0.0,1703.0,4766.0
101,15320.0,1606.0,0.0,1688.0,4764.0
102,15234.0,1628.0,0.0,1682.0,4766.0
103,15075.0,1612.0,0.0,1680.0,4758.0
104,14998.0,1547.0,0.0,1687.0,4754.0
105,14728.0,1515.0,0.0,1683.0,4748.0
106,14728.0,1504.0,0.0,1685.0,4748.0
107,14572.0,1564.0,0.0,1687.0,4738.0
108,14423.0,1635.0,0.0,1691.0,4743.0
109,14664.0,1708.0,0.0,1677.0,4756.0
110,14782.0,1714.0,0.0,1683.0,4749.0
111,14685.0,1748.0,0.0,1684.0,4739.0
112,14917.0,1763.0,0.0,1688.0,4728.0
113,15246.0,1837.0,0.0,1686.0,4736.0
114,15409.0,1815.0,0.0,1690.0,4742.0
115,15408.0,1828.0,0.0,1690.0,4736.0
116,15529.0,1893.0,0.0,1696.0,4746.0
117,15481.0,1918.0,0.0,1689.0,4748.0
118,15572.0,1914.0,0.0,1696.0,4752.0
119,15718.0,2011.0,0.0,1698.0,4732.0
120,16049.0,2066.0,0.0,1690.0,4739.0
121,16200.0,2030.0,0.0,1704.0,4749.0
122,16221.0,2139.0,0.0,1702.0,4751.0
123,16427.0,2424.0,0.0,1701.0,4757.0
124,16593.0,2221.0,0.0,1708.0,4800.0
125,16554.0,2083.0,0.0,1707.0,4817.0
126,16563.0,2132.0,0.0,1717.0,4819.0
127,16568.0,2146.0,0.0,1712.0,4832.0
128,16489.0,2134.0,2.0,1704.0,4841.0
129,16402.0,2164.0,20.0,1716.0,4856.0
130,16200.0,2204.0,86.0,1719.0,4860.0
131,16147.0,2149.0,216.0,1718.0,4862.0
132,16124.0,1989.0,425.0,1720.0,4868.0
133,16148.0,1838.0,723.0,1712.0,4861.0
134,16085.0,1957.0,1098.0,1713.0,4868.0
135,15938.0,1984.0,1382.0,1713.0,4861.0
136,15966.0,1839.0,1745.0,1710.0,4855.0
137,15715.0,1788.0,2099.0,1708.0,4858.0
138,15376.0,1697.0,2359.0,1719.0,4849.0
139,15125.0,1723.0,2609.0,1722.0,4854.0
140,15098.0,1968.0,2912.0,1712.0,4855.0
141,15362.0,2134.0,3107.0,1710.0,4859.0
142,15557.0,2350.0,3230.0,1711.0,4851.0
143,15731.0,2612.0,3381.0,1710.0,4857.0
144,15922.0,2689.0,3379.0,1731.0,4852.0
145,16243.0,2745.0,3398.0,1719.0,4864.0
146,16513.0,2687.0,3458.0,1724.0,4861.0
147,16589.0,2778.0,3492.0,1719.0,4865.0
148,16318.0,2740.0,3406.0,1729.0,4859.0
149,15744.0,2622.0,3357.0,1717.0,4865.0
150,15165.0,2481.0,3222.0,1718.0,4865.0
151,14986.0,2447.0,2994.0,1687.0,4861.0
152,14541.0,2355.0,2850.0,1682.0,4856.0
153,14151.0,2253.0,2601.0,1680.0,4856.0
154,13933.0,2284.0,2251.0,1681.0,4878.0
155,13621.0,2268.0,1863.0,1707.0,4877.0
156,13356.0,2386.0,1468.0,1722.0,4880.0
157,13290.0,2457.0,1016.0,1712.0,4884.0
158,13499.0,2662.0,629.0,1687.0,4888.0
159,13718.0,2645.0,363.0,1685.0,4891.0
160,13701.0,2685.0,120.0,1695.0,4886.0
161,13482.0,2912.0,31.0,1695.0,4881.0
162,13618.0,3138.0,8.0,1701.0,4887.0
163,13883.0,3240.0,3.0,1721.0,4892.0
164,14214.0,3214.0,0.0,1734.0,4889.0
165,14490.0,3139.0,0.0,1732.0,4875.0
166,15111.0,3175.0,0.0,1731.0,4885.0
167,15724.0,3217.0,0.0,1721.0,4882.0
168,15868.0,3334.0,0.0,1730.0,4877.0
169,15941.0,3629.0,0.0,1727.0,4875.0
170,16111.0,3784.0,0.0,1709.0,4868.0
171,16449.0,3933.0,0.0,1697.0,4865.0
172,16976.0,4002.0,0.0,1722.0,4864.0
173,17522.0,4084.0,0.0,1699.0,4866.0
174,17936.0,4141.0,0.0,1694.0,4870.0
175,18491.0,4184.0,0.0,1706.0,4862.0
176,19046.0,4199.0,0.0,1717.0,4855.0
177,19040.0,4235.0,0.0,1718.0,4853.0
178,19411.0,4233.0,0.0,1718.0,4856.0
179,19606.0,4185.0,0.0,1707.0,4854.0
180,19949.0,4236.0,0.0,1724.0,4850.0
181,20404.0,4233.0,0.0,1708.0,4848.0
182,20786.0,4195.0,0.0,1712.0,4851.0
183,21321.0,4197.0,0.0,1711.0,4846.0
184,21199.0,4230.0,0.0,1723.0,4835.0
185,21736.0,4261.0,0.0,1708.0,4834.0
186,22515.0,4279.0,0.0,1699.0,4837.0
187,22964.0,4265.0,0.0,1703.0,4834.0
188,23262.0,4269.0,0.0,1714.0,4825.0
189,24038.0,4291.0,0.0,1709.0,4827.0
190,24696.0,4291.0,0.0,1708.0,4822.0
191,25160.0,4303.0,0.0,1699.0,4811.0
192,25767.0,4302.0,0.0,1716.0,4778.0
193,26467.0,4304.0,0.0,1709.0,4779.0
194,27103.0,4314.0,0.0,1704.0,4777.0
195,27607.0,4314.0,0.0,1705.0,4778.0
196,27968.0,4352.0,0.0,1697.0,4776.0
197,28499.0,4351.0,0.0,1696.0,4777.0
198,28893.0,4389.0,0.0,1695.0,4768.0
199,29131.0,4422.0,0.0,1690.0,4770.0
200,29699.0,4438.0,0.0,1693.0,4761.0
201,30297.0,4391.0,0.0,1690.0,4761.0
202,30487.0,4400.0,0.0,1684.0,4756.0
203,30732.0,4400.0,0.0,1678.0,4756.0
204,31636.0,4375.0,0.0,1701.0,4738.0
205,32359.0,4397.0,0.0,1688.0,4734.0
206,32774.0,4440.0,0.0,1694.0,4733.0
207,33247.0,4474.0,0.0,1684.0,4741.0
208,33720.0,4466.0,0.0,1702.0,4724.0
209,34202.0,4427.0,0.0,1681.0,4703.0
210,34362.0,4435.0,0.0,1714.0,4705.0
211,34696.0,4442.0,0.0,1710.0,4701.0
212,34916.0,4445.0,0.0,1722.0,4711.0
213,34617.0,4172.0,0.0,1718.0,4745.0
214,34364.0,4175.0,0.0,1726.0,4742.0
215,34458.0,4156.0,0.0,1728.0,4723.0
216,35624.0,4136.0,0.0,1721.0,4736.0
217,35962.0,4094.0,0.0,1728.0,4735.0
218,36006.0,4139.0,0.0,1762.0,4728.0
219,35792.0,4161.0,0.0,1729.0,4738.0
220,35284.0,4170.0,0.0,1722.0,4784.0
221,34827.0,4183.0,0.0,1722.0,4792.0
222,34972.0,4177.0,0.0,1767.0,4782.0
223,35256.0,4178.0,0.0,1777.0,4800.0
224,35139.0,4171.0,1.0,1730.0,4807.0
225,34942.0,4179.0,10.0,1734.0,4814.0
226,34961.0,4182.0,51.0,1779.0,4797.0
227,34439.0,4182.0,166.0,1756.0,4787.0
228,34731.0,4181.0,372.0,1730.0,4778.0
229,34129.0,4168.0,612.0,1735.0,4771.0
230,33869.0,4179.0,851.0,1754.0,4790.0
231,33578.0,4182.0,1025.0,1748.0,4786.0
232,33463.0,4170.0,1173.0,1741.0,4781.0
233,33459.0,4179.0,1352.0,1735.0,4784.0
234,33961.0,4165.0,1547.0,1745.0,4793.0
235,34240.0,4161.0,1705.0,1767.0,4801.0
236,34489.0,4049.0,1899.0,1746.0,4799.0
237,34310.0,3642.0,2351.0,1789.0,4803.0
238,34260.0,3453.0,2434.0,1785.0,4801.0
239,34238.0,3596.0,2693.0,1783.0,4801.0
240,34080.0,3598.0,2881.0,1743.0,4803.0
241,34071.0,3692.0,2942.0,1730.0,4807.0
242,34050.0,3677.0,3018.0,1761.0,4800.0
243,34031.0,3416.0,2870.0,1785.0,4807.0
244,34449.0,2961.0,2811.0,1791.0,4809.0
245,34656.0,2618.0,2780.0,1799.0,4808.0
246,34914.0,2503.0,2723.0,1769.0,4807.0
247,35144.0,2686.0,2570.0,1733.0,4805.0
248,35074.0,2886.0,2371.0,1757.0,4803.0
249,35094.0,2896.0,2138.0,1806.0,4822.0
250,35218.0,2738.0,1841.0,1806.0,4847.0
251,35214.0,2746.0,1537.0,1824.0,4853.0
252,35211.0,2883.0,1284.0,1823.0,4848.0
253,35462.0,3039.0,998.0,1812.0,4848.0
254,35437.0,2950.0,739.0,1767.0,4852.0
255,35871.0,2885.0,447.0,1752.0,4861.0
256,36138.0,2828.0,159.0,1775.0,4863.0
257,36400.0,2859.0,50.0,1771.0,4868.0
258,36416.0,2910.0,9.0,1779.0,4879.0
259,36706.0,3056.0,3.0,1780.0,4882.0
260,37093.0,3407.0,0.0,1774.0,4877.0
261,37360.0,3670.0,0.0,1776.0,4877.0
262,37495.0,3735.0,0.0,1783.0,4884.0
263,37831.0,3865.0,0.0,1804.0,4889.0
264,38116.0,3950.0,0.0,1814.0,4881.0
265,38124.0,3944.0,0.0,1814.0,4863.0
266,38249.0,3938.0,0.0,1819.0,4866.0
267,38373.0,3843.0,0.0,1839.0,4883.0
268,38430.0,3726.0,0.0,1862.0,4896.0
269,38576.0,3709.0,0.0,1851.0,4905.0
270,38256.0,3708.0,0.0,1850.0,4904.0
271,38246.0,3719.0,0.0,1855.0,4894.0
272,38277.0,3709.0,0.0,1863.0,4886.0
273,38458.0,3689.0,0.0,1876.0,4883.0
274,38620.0,3677.0,0.0,1887.0,4888.0
275,38848.0,3664.0,0.0,1888.0,4885.0
276,38927.0,3650.0,0.0,1894.0,4872.0
277,39009.0,3641.0,0.0,1897.0,4876.0
278,39129.0,3644.0,0.0,1904.0,4862.0
279,38811.0,3637.0,0.0,1909.0,4857.0
280,37642.0,3635.0,0.0,1933.0,4843.0
281,37595.0,3760.0,0.0,1941.0,4827.0
282,37491.0,3837.0,0.0,1902.0,4821.0
283,37250.0,3835.0,0.0,1901.0,4829.0
284,37103.0,3842.0,0.0,1887.0,4821.0
285,37126.0,3850.0,0.0,1890.0,4823.0
286,36800.0,3857.0,0.0,1892.0,4809.0
287,36876.0,3809.0,0.0,1894.0,4808.0
288,36724.0,3654.0,0.0,1891.0,4781.0
289,36349.0,3663.0,0.0,1906.0,4779.0
290,36350.0,3671.0,0.0,1893.0,4775.0
291,36331.0,3647.0,0.0,1911.0,4776.0
292,36117.0,3621.0,0.0,1919.0,4764.0
293,35951.0,3591.0,0.0,1908.0,4762.0
294,35646.0,3576.0,0.0,1872.0,4779.0
295,35263.0,3515.0,0.0,1881.0,4779.0
296,34896.0,3450.0,0.0,1893.0,4770.0
297,34793.0,3305.0,0.0,1892.0,4783.0
298,34565.0,3404.0,0.0,1890.0,4785.0
299,34611.0,3499.0,0.0,1889.0,4787.0
300,34147.0,3356.0,0.0,1900.0,4783.0
301,33648.0,3424.0,0.0,1890.0,4789.0
302,33328.0,3437.0,0.0,1889.0,4783.0
303,33238.0,3233.0,0.0,1901.0,4784.0
304,32850.0,3096.0,0.0,1926.0,4779.0
305,32360.0,2923.0,0.0,1913.0,4784.0
306,31748.0,2584.0,0.0,1940.0,4782.0
307,31306.0,2273.0,0.0,1942.0,4782.0
308,31074.0,2070.0,0.0,1917.0,4776.0
309,30655.0,2006.0,0.0,1890.0,4779.0
310,30285.0,1755.0,0.0,1896.0,4789.0
311,29657.0,1661.0,0.0,1888.0,4788.0
312,29459.0,1669.0,0.0,1870.0,4788.0
313,28980.0,1554.0,0.0,1868.0,4798.0
314,28540.0,1466.0,0.0,1880.0,4802.0
315,28321.0,1390.0,0.0,1865.0,4792.0
316,27675.0,1283.0,0.0,1861.0,4818.0
317,27200.0,1134.0,0.0,1856.0,4816.0
318,26505.0,1117.0,0.0,1854.0,4836.0
319,25910.0,1132.0,0.0,1854.0,4838.0
320,25247.0,1091.0,1.0,1850.0,4842.0
321,24560.0,1118.0,11.0,1863.0,4847.0
322,23917.0,1127.0,55.0,1871.0,4848.0
323,23166.0,1067.0,141.0,1884.0,4855.0
324,22499.0,1044.0,294.0,1885.0,4859.0
325,21886.0,1149.0,494.0,1817.0,4862.0
326,21181.0,1084.0,712.0,1851.0,4856.0
327,20774.0,894.0,954.0,1871.0,4848.0
328,20155.0,833.0,1202.0,1869.0,4846.0
329,19773.0,820.0,1426.0,1853.0,4844.0
330,19140.0,834.0,1606.0,1846.0,4862.0
331,18953.0,777.0,1804.0,1846.0,4872.0
332,18453.0,835.0,1933.0,1826.0,4882.0
333,18043.0,807.0,2022.0,1830.0,4887.0
334,17697.0,908.0,2101.0,1848.0,4895.0
335,17158.0,935.0,2126.0,1847.0,4888.0
336,16762.0,956.0,2138.0,1805.0,4896.0
337,16531.0,967.0,2080.0,1791.0,4899.0
338,16109.0,1020.0,2100.0,1835.0,4910.0
339,15587.0,1034.0,1948.0,1833.0,4899.0
340,15372.0,948.0,1799.0,1827.0,4900.0
341,14952.0,862.0,1699.0,1828.0,4895.0
342,14448.0,790.0,1551.0,1840.0,4896.0
343,14045.0,702.0,1386.0,1862.0,4898.0
344,13691.0,621.0,1265.0,1847.0,4898.0
345,13497.0,584.0,1109.0,1863.0,4905.0
346,13180.0,615.0,963.0,1866.0,4904.0
347,13099.0,622.0,774.0,1836.0,4909.0
348,12848.0,577.0,574.0,1861.0,4900.0
349,12637.0,520.0,394.0,1862.0,4911.0
350,12391.0,510.0,253.0,1872.0,4916.0
351,12587.0,500.0,111.0,1876.0,4913.0
352,12914.0,435.0,23.0,1876.0,4912.0
353,13444.0,377.0,4.0,1880.0,4921.0
354,13859.0,403.0,1.0,1891.0,4922.0
355,14427.0,406.0,0.0,1902.0,4922.0
356,14888.0,405.0,0.0,1871.0,4913.0
357,15093.0,429.0,0.0,1874.0,4915.0
358,15493.0,423.0,0.0,1883.0,4917.0
359,15869.0,481.0,0.0,1899.0,4922.0
360,16334.0,520.0,0.0,1926.0,4916.0
361,16823.0,552.0,0.0,1906.0,4917.0
362,17265.0,638.0,0.0,1909.0,4913.0
363,17490.0,716.0,0.0,1894.0,4920.0
364,17816.0,762.0,0.0,1928.0,4918.0
365,18480.0,766.0,0.0,1924.0,4911.0
366,19265.0,763.0,0.0,1897.0,4910.0
367,19735.0,826.0,0.0,1902.0,4905.0
368,20219.0,966.0,0.0,1969.0,4889.0
369,21044.0,1083.0,0.0,1975.0,4885.0
370,21803.0,1170.0,0.0,1943.0,4886.0
371,22139.0,1255.0,0.0,1949.0,4887.0
372,22603.0,1307.0,0.0,1972.0,4879.0
373,23137.0,1336.0,0.0,1967.0,4884.0
374,23754.0,1315.0,0.0,1968.0,4879.0
375,24411.0,1289.0,0.0,1963.0,4876.0
376,24042.0,1423.0,0.0,1964.0,4864.0
377,24768.0,1640.0,0.0,1949.0,4860.0
378,25220.0,2041.0,0.0,1945.0,4854.0
379,25759.0,2443.0,0.0,1944.0,4855.0
380,26049.0,2559.0,0.0,1966.0,4851.0
381,26587.0,2636.0,0.0,1973.0,4848.0
382,27131.0,2815.0,0.0,1964.0,4845.0
383,27922.0,3037.0,0.0,1961.0,4847.0
384,28955.0,3238.0,0.0,1982.0,4814.0
385,30117.0,3445.0,0.0,1977.0,4817.0
386,30894.0,3583.0,0.0,1953.0,4806.0
387,31472.0,3806.0,0.0,1934.0,4798.0
388,31737.0,3947.0,0.0,1953.0,4785.0
389,32315.0,3946.0,0.0,1943.0,4780.0
390,32768.0,3931.0,0.0,1911.0,4778.0
391,33101.0,3688.0,0.0,1921.0,4784.0
392,33444.0,3599.0,0.0,1967.0,4777.0
393,34039.0,3498.0,0.0,1937.0,4778.0
394,34257.0,3407.0,0.0,1956.0,4772.0
395,34225.0,3306.0,0.0,1955.0,4777.0
396,34549.0,3107.0,0.0,1912.0,4773.0
397,34446.0,2792.0,0.0,1906.0,4770.0
398,34689.0,2906.0,0.0,1902.0,4767.0
399,34794.0,2998.0,0.0,1901.0,4771.0
400,34795.0,2966.0,0.0,1892.0,4764.0
401,34414.0,2825.0,0.0,1902.0,4768.0
402,34334.0,2486.0,0.0,1903.0,4773.0
403,33819.0,2301.0,0.0,1940.0,4770.0
404,33396.0,2124.0,0.0,1943.0,4759.0
405,33313.0,1942.0,0.0,1934.0,4768.0
406,33345.0,1850.0,0.0,1924.0,4771.0
407,33030.0,1707.0,0.0,1921.0,4777.0
408,33439.0,1574.0,0.0,1896.0,4792.0
409,33632.0,1419.0,0.0,1886.0,4795.0
410,33118.0,1300.0,0.0,1909.0,4791.0
411,32740.0,1128.0,0.0,1912.0,4797.0
412,32664.0,1023.0,0.0,1885.0,4780.0
413,32377.0,890.0,0.0,1909.0,4793.0
414,31914.0,835.0,0.0,1919.0,4808.0
415,32058.0,735.0,0.0,1913.0,4814.0
416,31557.0,702.0,3.0,1933.0,4834.0
417,30801.0,620.0,125.0,1885.0,4854.0
418,30125.0,520.0,319.0,1846.0,4847.0
419,29527.0,404.0,568.0,1839.0,4852.0
420,29261.0,310.0,896.0,1842.0,4849.0
421,28878.0,256.0,1260.0,1833.0,4844.0
422,28125.0,221.0,1754.0,1833.0,4856.0
423,27299.0,179.0,2329.0,1834.0,4854.0
424,26736.0,191.0,2858.0,1832.0,4850.0
425,25880.0,213.0,3407.0,1859.0,4871.0
426,25121.0,240.0,3858.0,1837.0,4879.0
427,24650.0,262.0,4093.0,1841.0,4875.0
428,24203.0,241.0,4322.0,1844.0,4881.0
429,24013.0,192.0,4414.0,1848.0,4884.0
430,23502.0,148.0,4381.0,1858.0,4885.0
431,23123.0,115.0,4462.0,1855.0,4886.0
432,22412.0,133.0,4200.0,1858.0,4889.0
433,21433.0,133.0,3882.0,1861.0,4895.0
434,20576.0,137.0,3601.0,1836.0,4894.0
435,19706.0,171.0,3374.0,1838.0,4889.0
436,18715.0,200.0,3082.0,1852.0,4887.0
437,17531.0,293.0,2830.0,1833.0,4896.0
438,16449.0,358.0,2538.0,1814.0,4911.0
439,15624.0,327.0,2292.0,1811.0,4915.0
440,14818.0,401.0,1960.0,1820.0,4913.0
441,14017.0,504.0,1677.0,1829.0,4907.0
442,13280.0,426.0,1411.0,1811.0,4911.0
443,12289.0,388.0,1155.0,1811.0,4907.0
444,11788.0,371.0,932.0,1802.0,4879.0
445,11269.0,401.0,693.0,1805.0,4891.0
446,10996.0,471.0,455.0,1810.0,4922.0
447,10801.0,519.0,257.0,1812.0,4927.0
448,10466.0,536.0,100.0,1812.0,4931.0
449,10153.0,491.0,25.0,1826.0,4932.0
450,10051.0,420.0,7.0,1865.0,4937.0
451,10051.0,320.0,0.0,1898.0,4938.0
452,9839.0,291.0,0.0,1927.0,4942.0
453,9663.0,343.0,0.0,1958.0,4946.0
454,9644.0,398.0,0.0,1954.0,4943.0
455,9622.0,524.0,0.0,1955.0,4945.0
456,9501.0,638.0,0.0,1955.0,4943.0
457,9616.0,737.0,0.0,1919.0,4942.0
458,9598.0,789.0,0.0,1931.0,4942.0
459,9656.0,898.0,0.0,1945.0,4942.0
460,9627.0,955.0,0.0,1953.0,4935.0
461,9846.0,962.0,0.0,1946.0,4937.0
462,9994.0,996.0,0.0,1909.0,4934.0
463,9906.0,911.0,0.0,1863.0,4926.0
464,9879.0,750.0,0.0,1949.0,4909.0
465,9886.0,677.0,0.0,1928.0,4907.0
466,10033.0,638.0,0.0,1887.0,4910.0
467,10303.0,588.0,0.0,1881.0,4891.0
468,10291.0,573.0,0.0,1899.0,4883.0
469,10386.0,529.0,0.0,1892.0,4881.0
470,10696.0,483.0,0.0,1890.0,4876.0
471,11137.0,503.0,0.0,1884.0,4889.0
472,11223.0,576.0,0.0,1896.0,4885.0
473,11483.0,592.0,0.0,1889.0,4888.0
474,11686.0,545.0,0.0,1886.0,4878.0
475,11775.0,497.0,0.0,1883.0,4879.0
476,11961.0,463.0,0.0,1902.0,4874.0
477,12158.0,451.0,0.0,1894.0,4865.0
478,12451.0,424.0,0.0,1890.0,4873.0
479,12472.0,440.0,0.0,1880.0,4860.0
480,12628.0,450.0,0.0,1895.0,4825.0
481,12755.0,403.0,0.0,1894.0,4822.0
482,12852.0,446.0,0.0,1881.0,4823.0
483,12840.0,484.0,0.0,1876.0,4808.0
484,12971.0,489.0,0.0,1898.0,4808.0
485,12981.0,502.0,0.0,1893.0,4812.0
486,12978.0,544.0,0.0,1885.0,4813.0
487,12688.0,528.0,0.0,1883.0,4817.0
488,12741.0,589.0,0.0,1887.0,4813.0
489,12342.0,625.0,0.0,1888.0,4810.0
490,12226.0,681.0,0.0,1873.0,4810.0
491,12293.0,777.0,0.0,1882.0,4813.0
492,12392.0,812.0,0.0,1883.0,4811.0
493,12431.0,753.0,0.0,1876.0,4813.0
494,12197.0,684.0,0.0,1871.0,4813.0
495,12144.0,604.0,0.0,1869.0,4805.0
496,11988.0,444.0,0.0,1871.0,4803.0
497,11760.0,372.0,0.0,1869.0,4805.0
498,11460.0,336.0,0.0,1863.0,4800.0
499,11367.0,363.0,0.0,1865.0,4795.0
500,11326.0,405.0,0.0,1874.0,4782.0
501,11244.0,413.0,0.0,1866.0,4784.0
502,11015.0,426.0,0.0,1868.0,4785.0
503,10694.0,501.0,0.0,1869.0,4783.0
504,10506.0,552.0,0.0,1867.0,4792.0
505,10323.0,516.0,0.0,1877.0,4790.0
506,10036.0,435.0,0.0,1881.0,4788.0
507,9731.0,435.0,0.0,1886.0,4778.0
508,9494.0,526.0,0.0,1874.0,4820.0
509,9220.0,611.0,0.0,1867.0,4830.0
510,8914.0,600.0,0.0,1860.0,4836.0
511,8749.0,668.0,0.0,1864.0,4833.0
512,8522.0,665.0,3.0,1875.0,4844.0
513,8189.0,614.0,74.0,1873.0,4857.0
514,7944.0,581.0,287.0,1878.0,4857.0
515,7690.0,552.0,645.0,1882.0,4856.0
516,7314.0,592.0,1171.0,1884.0,4852.0
517,6917.0,631.0,1755.0,1889.0,4852.0
518,6299.0,597.0,2402.0,1888.0,4857.0
519,5872.0,536.0,3027.0,1876.0,4853.0
520,5519.0,563.0,3676.0,1874.0,4846.0
521,5141.0,511.0,4269.0,1875.0,4849.0
522,4687.0,424.0,4829.0,1882.0,4852.0
523,4299.0,396.0,5321.0,1881.0,4843.0
524,3909.0,354.0,5701.0,1883.0,4845.0
525,3609.0,332.0,6027.0,1885.0,4858.0
526,3281.0,366.0,6250.0,1884.0,4869.0
527,3146.0,392.0,6454.0,1876.0,4869.0
528,3062.0,345.0,6428.0,1879.0,4869.0
529,2964.0,287.0,6247.0,1874.0,4872.0
530,2838.0,245.0,6176.0,1880.0,4873.0
531,2728.0,242.0,6016.0,1874.0,4876.0
532,2565.0,362.0,5676.0,1866.0,4873.0
533,2456.0,455.0,5352.0,1856.0,4869.0
534,2333.0,456.0,5032.0,1848.0,4871.0
535,2238.0,317.0,4716.0,1848.0,4869.0
