tick,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
26248,0,0,609,2
26249,0,0,220,2
26250,0,0,325,2
26251,0,0,115,113
26252,3535,3677,12,213
26253,0,0,1,499
26254,0,0,27,131
26255,0,0,18,72
26256,0,0,310,13
26257,0,0,42,50
26258,0,0,153,3
26259,0,0,116,51
26260,0,0,416,7
26261,0,0,474,1
26262,0,0,105,5
26263,0,0,417,2
26264,0,0,598,2
26265,0,0,841,2
26266,0,0,803,2
26267,0,0,397,49
26268,3535,3677,3,355
26269,0,0,11,30
26270,0,0,1,385
26271,0,0,1,324
26272,0,0,1,715
26273,0,0,18,181
26274,0,0,66,247
26275,0,0,18,183
26276,0,0,0,493
26277,0,0,2,119
26278,0,0,322,49
26279,0,0,486,3
26280,0,0,147,9
26281,0,0,302,3
26282,0,0,208,9
26283,0,0,13,65
26284,3535,3677,21,254
26285,0,0,2,289
26286,0,0,6,159
26287,0,0,4,189
26288,0,0,355,23
26289,0,0,140,42
26290,0,0,10,143
26291,0,0,9,91
26292,0,0,16,100
26293,0,0,13,52
26294,0,0,166,18
26295,0,0,208,26
26296,0,0,114,12
26297,0,0,146,6
26298,0,0,235,3
26299,0,0,17,5
26300,3535,3677,19,95
26301,0,0,34,63
26302,0,0,9,54
26303,0,0,5,45
26304,0,0,150,24
26305,0,0,172,8
26306,0,0,158,5
26307,0,0,35,6
26308,0,0,21,89
26309,0,0,60,18
26310,0,0,78,13
26311,0,0,104,4
26312,0,0,419,2
26313,0,0,317,2
26314,0,0,195,2
26315,0,0,50,23
26316,3535,3677,38,23
26317,0,0,7,83
26318,0,0,6,47
26319,0,0,8,38
26320,0,0,32,6
26321,0,0,22,29
26322,0,0,7,13
26323,0,0,9,22
26324,0,0,5,291
26325,0,0,58,7
26326,0,0,10,17
26327,0,0,5,44
26328,0,0,6,156
26329,0,0,11,177
26330,0,0,23,39
26331,0,0,7,176
26332,3535,3677,3,206
26333,0,0,6,79
26334,0,0,5,106
26335,0,0,1,529
26336,0,0,1,542
26337,0,0,5,176
26338,0,0,16,58
26339,0,0,12,153
26340,0,0,142,4
26341,0,0,462,2
26342,0,0,265,2
26343,0,0,141,3
26344,0,0,24,9
26345,0,0,10,9
26346,0,0,9,101
26347,0,0,3,99
26348,3535,3677,32,12
26349,0,0,33,9
26350,0,0,14,15
26351,0,0,8,43
26352,0,0,3,155
26353,0,0,4,205
26354,0,0,4,285
26355,0,0,8,57
26356,0,0,354,4
26357,0,0,426,2
26358,0,0,512,2
26359,0,0,640,3
26360,0,0,878,3
26361,0,0,661,6
26362,0,0,334,3
26363,0,0,221,2
26364,3535,3677,195,3
26365,0,0,32,8
26366,0,0,437,3
26367,0,0,445,3
26368,0,0,970,3
26369,0,0,649,3
26370,0,0,636,3
26371,0,0,382,3
26372,0,0,150,5
26373,0,0,84,5
26374,0,0,41,21
26375,0,0,150,5
26376,0,0,53,12
26377,0,0,89,4
26378,0,0,13,25
26379,0,0,4,103
26380,3535,3677,21,60
26381,0,0,8,298
26382,0,0,5,105
26383,0,0,6,68
26384,0,0,246,22
26385,0,0,92,35
26386,0,0,4,149
26387,0,0,5,107
26388,0,0,11,88
26389,0,0,6,151
26390,0,0,24,166
26391,0,0,4,104
26392,0,0,572,3
26393,0,0,379,8
26394,0,0,392,3
26395,0,0,36,7
26396,3535,3677,180,14
26397,0,0,52,6
26398,0,0,19,6
26399,0,0,13,20
26400,0,0,7,52
26401,0,0,14,26
26402,0,0,3,51
26403,0,0,3,186
26404,0,0,57,27
26405,0,0,18,17
26406,0,0,64,18
26407,0,0,3,168
26408,0,0,11,80
26409,0,0,4,51
26410,0,0,6,42
26411,0,0,2,103
26412,3535,3677,22,67
26413,0,0,29,12
26414,0,0,102,20
26415,0,0,182,37
26416,0,0,35,46
26417,0,0,38,9
26418,0,0,102,13
26419,0,0,43,29
26420,0,0,8,135
26421,0,0,51,51
26422,0,0,170,6
26423,0,0,270,1
26424,0,0,189,2
26425,0,0,59,6
26426,0,0,15,7
26427,0,0,46,5
26428,3535,3677,20,37
26429,0,0,125,2
26430,0,0,71,4
26431,0,0,277,1
26432,0,0,270,1
26433,0,0,415,2
26434,0,0,313,1
26435,0,0,327,4
26436,0,0,8,224
26437,0,0,3,223
26438,0,0,0,600
26439,0,0,0,514
26440,0,0,2,65
26441,0,0,3,128
26442,0,0,4,71
26443,0,0,1,383
26444,3535,3677,57,121
26445,0,0,11,75
26446,0,0,153,3
26447,0,0,58,140
26448,0,0,20,47
26449,0,0,66,4
26450,0,0,82,10
26451,0,0,103,24
26452,0,0,131,17
26453,0,0,129,4
26454,0,0,15,97
26455,0,0,6,77
26456,0,0,6,56
26457,0,0,8,10
26458,0,0,15,34
26459,0,0,46,5
26460,3535,3677,22,9
26461,0,0,40,10
26462,0,0,258,5
26463,0,0,191,3
26464,0,0,130,3
26465,0,0,269,4
26466,0,0,617,2
26467,0,0,697,3
26468,0,0,119,59
26469,0,0,88,9
26470,0,0,47,10
26471,0,0,39,52
26472,0,0,5,494
26473,0,0,3,119
26474,0,0,5,190
26475,0,0,6,340
26476,3535,3677,90,101
26477,0,0,20,148
26478,0,0,5,282
26479,0,0,2,206
26480,0,0,35,124
26481,0,0,64,18
26482,0,0,22,44
26483,0,0,3,67
26484,0,0,129,23
26485,0,0,130,80
26486,0,0,12,49
26487,0,0,23,89
26488,0,0,1,178
26489,0,0,1,386
26490,0,0,0,175
26491,0,0,5,101
26492,3826,3561,5,191
26493,0,0,2,736
26494,0,0,2,666
26495,0,0,2,1022
26496,0,0,237,230
26497,0,0,301,1
26498,0,0,137,12
26499,0,0,20,38
26500,0,0,126,7
26501,0,0,2,166
26502,0,0,2,246
26503,0,0,4,140
26504,0,0,58,6
26505,0,0,36,22
26506,0,0,4,46
26507,0,0,3,75
26508,3826,3561,25,9
26509,0,0,10,9
26510,0,0,8,11
26511,0,0,1,66
26512,0,0,5,72
26513,0,0,8,13
26514,0,0,92,6
26515,0,0,209,2
26516,0,0,101,18
26517,0,0,32,28
26518,0,0,29,78
26519,0,0,78,24
26520,0,0,1,185
26521,0,0,1,203
26522,0,0,7,161
26523,0,0,54,108
26524,3826,3561,7,35
26525,0,0,4,34
26526,0,0,2,151
26527,0,0,10,76
26528,0,0,4,43
26529,0,0,1,262
26530,0,0,1,380
26531,0,0,1,393
26532,0,0,1,335
26533,0,0,1,157
26534,0,0,37,12
26535,0,0,15,11
26536,0,0,272,2
26537,0,0,352,5
26538,0,0,21,5
26539,0,0,16,26
26540,3826,3561,3,168
26541,0,0,8,34
26542,0,0,10,19
26543,0,0,13,15
26544,0,0,94,13
26545,0,0,28,16
26546,0,0,69,11
26547,0,0,20,63
26548,0,0,1,193
26549,0,0,73,27
26550,0,0,252,3
26551,0,0,181,3
26552,0,0,591,1
26553,0,0,510,1
26554,0,0,445,1
26555,0,0,656,1
26556,3826,3561,720,1
26557,0,0,678,1
26558,0,0,719,4
26559,0,0,466,1
26560,0,0,226,4
26561,0,0,558,1
26562,0,0,591,1
26563,0,0,642,1
26564,0,0,234,3
26565,0,0,456,1
26566,0,0,244,4
26567,0,0,481,1
26568,0,0,172,6
26569,0,0,257,3
26570,0,0,279,3
26571,0,0,48,32
26572,3826,3561,658,7
26573,0,0,504,9
26574,0,0,12,32
26575,0,0,3,88
26576,0,0,173,54
26577,0,0,96,8
26578,0,0,13,16
26579,0,0,8,24
26580,0,0,32,14
26581,0,0,40,39
26582,0,0,1,209
26583,0,0,1,390
26584,0,0,8,167
26585,0,0,1,310
26586,0,0,2,269
26587,0,0,1,429
26588,3826,3561,2,330
26589,0,0,6,597
26590,0,0,23,44
26591,0,0,5,41
26592,0,0,224,14
26593,0,0,118,78
26594,0,0,1,177
26595,0,0,1,258
26596,0,0,4,168
26597,0,0,2,193
26598,0,0,2,160
26599,0,0,2,68
26600,0,0,0,212
26601,0,0,0,452
26602,0,0,0,452
26603,0,0,0,442
26604,3826,3561,0,289
26605,0,0,1,309
26606,0,0,1,258
26607,0,0,11,58
26608,0,0,0,629
26609,0,0,1,614
26610,0,0,1,394
26611,0,0,1,177
26612,0,0,2,593
26613,0,0,73,135
26614,0,0,508,3
26615,0,0,312,4
26616,0,0,168,10
26617,0,0,499,3
26618,0,0,260,4
26619,0,0,328,3
26620,3826,3561,23,202
26621,0,0,1,228
26622,0,0,6,116
26623,0,0,10,103
26624,0,0,263,54
26625,0,0,210,5
26626,0,0,107,14
26627,0,0,171,17
26628,0,0,436,12
26629,0,0,538,3
26630,0,0,258,3
26631,0,0,97,9
26632,0,0,18,106
26633,0,0,274,65
26634,0,0,901,3
26635,0,0,466,3
26636,3826,3561,185,5
26637,0,0,24,13
26638,0,0,71,47
26639,0,0,9,187
26640,0,0,68,63
26641,0,0,8,56
26642,0,0,6,154
26643,0,0,0,310
26644,0,0,13,242
26645,0,0,18,177
26646,0,0,1,479
26647,0,0,1,455
26648,0,0,81,80
26649,0,0,118,30
26650,0,0,20,41
26651,0,0,14,123
26652,3826,3561,3,283
26653,0,0,10,122
26654,0,0,21,153
26655,0,0,32,93
26656,0,0,6,168
26657,0,0,129,119
26658,0,0,418,5
26659,0,0,363,13
26660,0,0,8,70
26661,0,0,11,101
26662,0,0,32,167
26663,0,0,117,9
26664,0,0,39,12
26665,0,0,411,3
26666,0,0,197,10
26667,0,0,85,152
26668,3826,3561,302,67
26669,0,0,138,23
26670,0,0,3,82
26671,0,0,3,213
26672,0,0,58,71
26673,0,0,7,99
26674,0,0,1,245
26675,0,0,1,448
26676,0,0,2,253
26677,0,0,1,555
26678,0,0,1,760
26679,0,0,1,780
26680,0,0,125,58
26681,0,0,10,54
26682,0,0,23,17
26683,0,0,4,50
26684,3826,3561,3,301
26685,0,0,1,600
26686,0,0,11,148
26687,0,0,3,55
26688,0,0,3,99
26689,0,0,1,264
26690,0,0,1,174
26691,0,0,1,254
26692,0,0,0,589
26693,0,0,0,1081
26694,0,0,1,1158
26695,0,0,1,1014
26696,0,0,0,816
26697,0,0,1,355
26698,0,0,6,92
26699,0,0,2,176
26700,3826,3561,0,269
26701,0,0,0,302
26702,0,0,5,30
26703,0,0,26,17
26704,0,0,1,199
26705,0,0,1,170
26706,0,0,1,138
26707,0,0,4,111
26708,0,0,5,50
26709,0,0,102,43
26710,0,0,529,3
26711,0,0,803,3
26712,0,0,241,49
26713,0,0,160,18
26714,0,0,51,41
26715,0,0,63,20
26716,3826,3561,224,4
26717,0,0,103,5
26718,0,0,270,4
26719,0,0,380,3
26720,0,0,378,3
26721,0,0,372,2
26722,0,0,241,3
26723,0,0,19,31
26724,0,0,2,406
26725,0,0,0,667
26726,0,0,0,508
26727,0,0,9,299
26728,0,0,1,458
26729,0,0,6,145
26730,0,0,96,17
26731,0,0,49,9
26732,3826,3561,299,7
26733,0,0,195,4
26734,0,0,288,5
26735,0,0,157,10
26736,0,0,322,22
26737,0,0,307,48
26738,0,0,21,33
26739,0,0,11,18
26740,0,0,224,10
26741,0,0,102,11
26742,0,0,22,16
26743,0,0,8,28
26744,0,0,0,317
26745,0,0,1,397
26746,0,0,4,278
26747,0,0,2,427
26748,3826,3561,0,537
26749,0,0,3,177
26750,0,0,2,222
26751,0,0,0,597
26752,0,0,7,128
26753,0,0,49,184
26754,0,0,46,54
26755,0,0,403,3
26756,0,0,290,3
26757,0,0,741,1
26758,0,0,1077,1
26759,0,0,1228,1
26760,0,0,790,3
26761,0,0,1189,1
26762,0,0,839,2
26763,0,0,282,6
26764,3826,3561,193,20
26765,0,0,132,117
26766,0,0,0,237
26767,0,0,0,331
26768,0,0,290,129
26769,0,0,305,3
26770,0,0,71,86
26771,0,0,1,179
26772,0,0,443,7
26773,0,0,548,49
26774,0,0,131,28
26775,0,0,200,5
26776,0,0,367,9
26777,0,0,236,2
26778,0,0,172,10
26779,0,0,20,84
26780,3826,3561,1,371
26781,0,0,2,381
26782,0,0,2,141
26783,0,0,3,109
26784,0,0,211,17
26785,0,0,155,4
26786,0,0,12,29
26787,0,0,9,16
26788,0,0,240,5
26789,0,0,345,2
26790,0,0,458,2
26791,0,0,42,10
26792,0,0,277,3
26793,0,0,686,2
26794,0,0,967,2
26795,0,0,891,2
26796,3826,3561,764,2
26797,0,0,475,2
26798,0,0,450,2
26799,0,0,533,2
26800,0,0,30,65
26801,0,0,5,56
26802,0,0,305,47
26803,0,0,457,2
26804,0,0,36,400
26805,0,0,18,27
26806,0,0,474,4
26807,0,0,683,1
26808,0,0,742,1
26809,0,0,1018,1
26810,0,0,844,19
26811,0,0,654,1
26812,3826,3561,730,0
26813,0,0,658,1
26814,0,0,1107,0
26815,0,0,1528,0
26816,0,0,1089,3
26817,0,0,705,3
26818,0,0,435,2
26819,0,0,339,1
26820,0,0,176,4
26821,0,0,243,2
26822,0,0,407,0
26823,0,0,450,1
26824,0,0,413,1
26825,0,0,208,3
26826,0,0,290,3
26827,0,0,341,3
26828,3826,3561,230,7
26829,0,0,14,68
26830,0,0,9,32
26831,0,0,5,96
26832,0,0,34,11
26833,0,0,95,8
26834,0,0,63,4
26835,0,0,84,9
26836,0,0,354,6
26837,0,0,254,3
26838,0,0,28,8
26839,0,0,11,15
26840,0,0,395,5
26841,0,0,563,3
26842,0,0,367,5
26843,0,0,21,56
26844,3826,3561,87,11
26845,0,0,161,3
26846,0,0,182,6
26847,0,0,335,3
26848,0,0,554,3
26849,0,0,671,11
26850,0,0,477,47
26851,0,0,399,1
26852,0,0,111,10
26853,0,0,25,83
26854,0,0,144,37
26855,0,0,542,1
26856,0,0,580,1
26857,0,0,790,1
26858,0,0,148,51
26859,0,0,5,418
26860,3826,3561,139,135
26861,0,0,13,249
26862,0,0,9,232
26863,0,0,1,165
26864,0,0,614,46
26865,0,0,639,1
26866,0,0,648,1
26867,0,0,254,3
26868,0,0,802,3
26869,0,0,679,1
26870,0,0,317,2
26871,0,0,328,14
26872,0,0,573,16
26873,0,0,455,1
26874,0,0,483,3
26875,0,0,84,12
26876,3826,3561,1043,15
26877,0,0,906,2
26878,0,0,841,2
26879,0,0,317,5
26880,0,0,283,7
26881,0,0,309,8
26882,0,0,211,24
26883,0,0,5,93
26884,0,0,95,8
26885,0,0,176,19
26886,0,0,96,19
26887,0,0,100,6
26888,0,0,374,2
26889,0,0,112,6
26890,0,0,347,2
26891,0,0,204,3
26892,3826,3561,87,5
26893,0,0,15,143
26894,0,0,115,93
26895,0,0,241,3
26896,0,0,156,5
26897,0,0,109,11
26898,0,0,107,9
26899,0,0,394,6
26900,0,0,625,7
26901,0,0,1045,2
26902,0,0,1825,2
26903,0,0,1966,2
26904,0,0,102,322
26905,0,0,26,169
26906,0,0,147,6
26907,0,0,1,215
26908,3826,3561,101,41
26909,0,0,21,45
26910,0,0,60,39
26911,0,0,65,26
26912,0,0,224,4
26913,0,0,219,11
26914,0,0,45,113
26915,0,0,154,18
26916,0,0,698,38
26917,0,0,689,1
26918,0,0,757,1
26919,0,0,564,2
26920,0,0,416,2
26921,0,0,189,5
26922,0,0,388,4
26923,0,0,553,2
26924,3826,3561,654,2
26925,0,0,791,2
26926,0,0,668,2
26927,0,0,404,55
26928,0,0,633,11
26929,0,0,428,0
26930,0,0,478,1
26931,0,0,332,0
26932,0,0,401,1
26933,0,0,146,6
26934,0,0,400,1
26935,0,0,84,7
26936,0,0,425,2
26937,0,0,685,1
26938,0,0,736,1
26939,0,0,929,1
26940,3826,3561,1017,1
26941,0,0,710,1
26942,0,0,956,1
26943,0,0,827,2
26944,0,0,330,277
26945,0,0,1,357
26946,0,0,87,84
26947,0,0,133,5
26948,0,0,25,114
26949,0,0,359,10
26950,0,0,565,0
26951,0,0,694,0
26952,0,0,371,2
26953,0,0,432,141
26954,0,0,24,161
26955,0,0,64,169
26956,3826,3561,867,48
26957,0,0,908,2
26958,0,0,634,4
26959,0,0,24,25
26960,0,0,285,3
26961,0,0,127,10
26962,0,0,8,174
26963,0,0,2,108
26964,0,0,341,22
26965,0,0,261,3
26966,0,0,215,3
26967,0,0,52,13
26968,0,0,580,7
26969,0,0,586,9
26970,0,0,574,4
26971,0,0,72,28
26972,3826,3561,229,21
26973,0,0,127,11
26974,0,0,12,22
26975,0,0,12,196
26976,0,0,70,150
26977,0,0,8,143
26978,0,0,21,188
26979,0,0,1,736
26980,0,0,232,66
26981,0,0,238,5
26982,0,0,68,8
26983,0,0,11,22
26984,0,0,98,5
26985,0,0,258,2
26986,0,0,287,2
26987,0,0,24,8
26988,3826,3561,353,2
26989,0,0,400,3
26990,0,0,545,2
26991,0,0,411,2
26992,0,0,20,45
26993,0,0,2,126
26994,0,0,16,64
26995,0,0,14,45
26996,0,0,22,123
26997,0,0,28,109
26998,0,0,110,14
26999,0,0,195,4
27000,0,0,228,13
27001,0,0,57,10
27002,0,0,331,3
27003,0,0,329,2
27004,3826,3561,79,13
27005,0,0,210,1
27006,0,0,545,1
27007,0,0,506,2
27008,0,0,738,5
27009,0,0,515,4
27010,0,0,357,1
27011,0,0,167,9
27012,0,0,84,19
27013,0,0,47,13
27014,0,0,12,45
27015,0,0,1,240
27016,0,0,1,279
27017,0,0,7,56
27018,0,0,102,14
27019,0,0,60,19
27020,3826,3561,534,3
27021,0,0,437,3
27022,0,0,346,1
27023,0,0,306,1
27024,0,0,550,1
27025,0,0,423,1
27026,0,0,415,2
27027,0,0,169,6
27028,0,0,424,3
27029,0,0,262,2
27030,0,0,528,2
27031,0,0,544,1
27032,0,0,127,34
27033,0,0,11,81
27034,0,0,6,74
27035,0,0,4,150
27036,3826,3561,19,112
27037,0,0,45,57
27038,0,0,337,5
27039,0,0,339,3
27040,0,0,46,9
27041,0,0,187,5
27042,0,0,220,4
27043,0,0,310,2
27044,0,0,47,199
27045,0,0,66,111
27046,0,0,105,9
27047,0,0,491,2
27048,0,0,659,3
27049,0,0,691,2
27050,0,0,438,3
27051,0,0,214,20
27052,3826,3561,541,5
27053,0,0,292,2
27054,0,0,109,47
27055,0,0,5,59
27056,0,0,337,5
27057,0,0,473,2
27058,0,0,458,2
27059,0,0,127,4
27060,0,0,89,7
27061,0,0,100,4
27062,0,0,78,11
27063,0,0,5,58
27064,0,0,195,4
27065,0,0,47,76
27066,0,0,4,113
27067,0,0,1,119
27068,3826,3561,439,8
27069,0,0,61,10
27070,0,0,87,8
27071,0,0,13,28
27072,0,0,78,9
27073,0,0,315,3
27074,0,0,310,3
27075,0,0,57,26
27076,0,0,752,3
27077,0,0,546,29
27078,0,0,19,16
27079,0,0,23,11
27080,0,0,265,4
27081,0,0,123,6
27082,0,0,89,7
27083,0,0,118,5
27084,3826,3561,10,14
27085,0,0,27,9
27086,0,0,81,6
27087,0,0,94,6
27088,0,0,228,2
27089,0,0,109,4
27090,0,0,221,3
27091,0,0,205,2
27092,0,0,64,37
27093,0,0,76,9
27094,0,0,205,5
27095,0,0,426,2
27096,0,0,72,41
27097,0,0,51,10
27098,0,0,32,13
27099,0,0,75,5
27100,3826,3561,7,265
27101,0,0,73,12
27102,0,0,211,6
27103,0,0,295,3
27104,0,0,403,2
27105,0,0,301,3
27106,0,0,144,4
27107,0,0,35,8
27108,0,0,111,8
27109,0,0,31,11
27110,0,0,2,108
27111,0,0,1,184
27112,0,0,7,53
27113,0,0,1,129
27114,0,0,20,17
27115,0,0,50,10
27116,3826,3561,462,5
27117,0,0,442,2
27118,0,0,234,5
27119,0,0,32,29
27120,0,0,344,12
27121,0,0,296,3
27122,0,0,106,4
27123,0,0,12,10
27124,0,0,404,2
27125,0,0,225,2
27126,0,0,107,6
27127,0,0,194,4
27128,0,0,64,9
27129,0,0,25,26
27130,0,0,11,13
27131,0,0,27,11
27132,3826,3561,11,92
27133,0,0,17,13
27134,0,0,116,9
27135,0,0,180,11
27136,0,0,13,127
27137,0,0,21,84
27138,0,0,148,14
27139,0,0,188,3
27140,0,0,274,14
27141,0,0,110,12
27142,0,0,202,5
27143,0,0,1125,1
27144,0,0,396,2
27145,0,0,646,3
27146,0,0,857,1
27147,0,0,674,3
27148,3826,3561,267,5
27149,0,0,256,11
27150,0,0,27,56
27151,0,0,5,128
27152,0,0,449,53
27153,0,0,210,4
27154,0,0,137,12
27155,0,0,14,12
27156,0,0,108,7
27157,0,0,95,8
27158,0,0,518,2
27159,0,0,145,16
27160,0,0,500,6
27161,0,0,350,4
27162,0,0,332,4
27163,0,0,34,70
27164,3826,3561,113,274
27165,0,0,85,110
27166,0,0,6,102
27167,0,0,10,25
27168,0,0,401,7
27169,0,0,53,44
27170,0,0,9,47
27171,0,0,8,37
27172,0,0,178,7
27173,0,0,14,168
27174,0,0,10,122
27175,0,0,10,35
27176,0,0,105,13
27177,0,0,127,33
27178,0,0,90,11
27179,0,0,39,17
27180,3826,3561,86,109
27181,0,0,204,5
27182,0,0,446,3
27183,0,0,225,5
27184,0,0,95,36
27185,0,0,152,15
27186,0,0,73,17
27187,0,0,75,29
27188,0,0,20,300
27189,0,0,132,199
27190,0,0,203,5
27191,0,0,526,3
27192,0,0,480,5
27193,0,0,810,3
27194,0,0,800,1
27195,0,0,899,1
27196,3826,3561,152,9
27197,0,0,49,4
27198,0,0,82,3
27199,0,0,139,2
27200,0,0,169,4
27201,0,0,325,2
27202,0,0,384,1
27203,0,0,281,1
27204,0,0,810,5
27205,0,0,512,27
27206,0,0,494,4
27207,0,0,213,3
27208,0,0,117,3
27209,0,0,19,15
27210,0,0,25,7
27211,0,0,14,92
27212,3826,3561,111,18
27213,0,0,12,40
27214,0,0,11,95
27215,0,0,10,51
27216,0,0,425,3
27217,0,0,174,8
27218,0,0,57,6
27219,0,0,18,10
27220,0,0,493,3
27221,0,0,754,2
27222,0,0,895,2
27223,0,0,992,3
27224,0,0,948,2
27225,0,0,958,1
27226,0,0,1007,1
27227,0,0,633,1
27228,3826,3561,343,14
27229,0,0,183,1
27230,0,0,154,1
27231,0,0,59,6
27232,0,0,12,125
27233,0,0,3,111
27234,0,0,3,21
27235,0,0,11,14
27236,0,0,4,277
27237,0,0,9,154
27238,0,0,76,7
27239,0,0,451,1
27240,0,0,206,10
27241,0,0,41,8
27242,0,0,8,84
27243,0,0,2,132
27244,3826,3561,174,45
27245,0,0,54,82
27246,0,0,67,72
27247,0,0,2,133
27248,0,0,316,48
27249,0,0,156,5
27250,0,0,140,10
27251,0,0,24,59
27252,0,0,108,34
27253,0,0,51,7
27254,0,0,334,13
27255,0,0,19,122
27256,0,0,149,5
27257,0,0,21,33
27258,0,0,115,20
27259,0,0,21,60
27260,3826,3561,262,12
27261,0,0,232,3
27262,0,0,120,3
27263,0,0,22,25
27264,0,0,536,12
27265,0,0,245,1
27266,0,0,232,2
27267,0,0,27,8
27268,0,0,304,3
27269,0,0,143,3
27270,0,0,144,3
27271,0,0,33,5
27272,0,0,221,2
27273,0,0,120,6
27274,0,0,164,6
27275,0,0,124,10
27276,3826,3561,431,1
27277,0,0,515,1
27278,0,0,435,1
27279,0,0,589,1
27280,0,0,365,1
27281,0,0,267,1
27282,0,0,172,7
27283,0,0,179,44
27284,0,0,205,165
27285,0,0,196,14
27286,0,0,127,8
27287,0,0,343,0
27288,0,0,157,122
27289,0,0,344,0
27290,0,0,655,0
27291,0,0,879,1
27292,3826,3561,743,1
27293,0,0,547,1
27294,0,0,348,1
27295,0,0,284,10
27296,0,0,232,23
27297,0,0,133,17
27298,0,0,12,69
27299,0,0,8,145
27300,0,0,43,44
27301,0,0,69,249
27302,0,0,409,410
27303,0,0,442,486
27304,0,0,529,127
27305,0,0,442,96
27306,0,0,14,98
27307,0,0,11,133
27308,3826,3561,35,195
27309,0,0,11,104
27310,0,0,113,21
27311,0,0,28,7
27312,0,0,421,1
27313,0,0,301,3
27314,0,0,293,0
27315,0,0,230,2
27316,0,0,322,4
27317,0,0,299,1
27318,0,0,206,2
27319,0,0,79,16
27320,0,0,439,1
27321,0,0,307,4
27322,0,0,291,3
27323,0,0,224,1
27324,3826,3561,179,3
27325,0,0,126,4
27326,0,0,42,27
27327,0,0,2,203
27328,0,0,93,27
27329,0,0,132,4
27330,0,0,167,16
27331,0,0,87,18
27332,0,0,4,335
27333,0,0,3,164
27334,0,0,109,47
27335,0,0,444,1
27336,0,0,292,2
27337,0,0,42,26
27338,0,0,10,162
27339,0,0,5,206
27340,3826,3561,238,99
27341,0,0,82,78
27342,0,0,5,106
27343,0,0,3,259
27344,0,0,101,64
27345,0,0,9,82
27346,0,0,56,118
27347,0,0,1,312
27348,0,0,289,52
27349,0,0,420,1
27350,0,0,219,1
27351,0,0,54,19
27352,0,0,428,43
27353,0,0,116,62
27354,0,0,132,12
27355,0,0,19,11
27356,3826,3561,123,4
27357,0,0,75,20
27358,0,0,49,30
27359,0,0,3,108
27360,0,0,140,7
27361,0,0,69,29
27362,0,0,63,23
27363,0,0,13,34
27364,0,0,76,14
27365,0,0,14,29
27366,0,0,28,40
27367,0,0,6,38
27368,0,0,87,16
27369,0,0,156,5
27370,0,0,257,5
27371,0,0,38,15
27372,3826,3561,9,45
27373,0,0,19,14
27374,0,0,9,34
27375,0,0,86,7
27376,0,0,113,43
27377,0,0,120,3
27378,0,0,163,8
27379,0,0,171,7
27380,0,0,30,237
27381,0,0,44,40
27382,0,0,190,16
27383,0,0,538,1
27384,0,0,525,2
27385,0,0,1046,1
27386,0,0,1042,1
27387,0,0,1082,0
27388,3826,3561,311,2
27389,0,0,419,1
27390,0,0,679,0
27391,0,0,514,0
27392,0,0,517,0
27393,0,0,732,1
27394,0,0,520,0
27395,0,0,407,7
27396,0,0,638,202
27397,0,0,142,71
27398,0,0,64,48
27399,0,0,464,1
27400,0,0,817,1
27401,0,0,864,1
27402,0,0,887,1
27403,0,0,678,36
27404,3826,3561,173,42
27405,0,0,13,235
27406,0,0,15,197
27407,0,0,3,136
27408,0,0,1,477
27409,0,0,1,353
27410,0,0,2,361
27411,0,0,1,371
27412,0,0,86,75
27413,0,0,16,144
27414,0,0,17,73
27415,0,0,2,75
27416,0,0,71,51
27417,0,0,37,19
27418,0,0,246,2
27419,0,0,237,6
27420,3826,3561,158,2
27421,0,0,13,26
27422,0,0,3,185
27423,0,0,2,293
27424,0,0,1,307
27425,0,0,2,232
27426,0,0,22,76
27427,0,0,127,17
27428,0,0,21,76
27429,0,0,175,35
27430,0,0,212,8
27431,0,0,550,2
27432,0,0,499,1
27433,0,0,309,7
27434,0,0,81,82
27435,0,0,32,165
27436,3826,3561,284,72
27437,0,0,204,23
27438,0,0,113,11
27439,0,0,3,105
27440,0,0,128,53
27441,0,0,147,12
27442,0,0,190,26
27443,0,0,18,45
27444,0,0,237,4
27445,0,0,100,8
27446,0,0,116,41
27447,0,0,9,139
27448,0,0,420,4
27449,0,0,179,5
27450,0,0,110,123
27451,0,0,3,244
27452,3826,3561,566,78
27453,0,0,520,1
27454,0,0,528,2
27455,0,0,44,7
27456,0,0,300,5
27457,0,0,350,3
27458,0,0,143,37
27459,0,0,3,129
27460,0,0,174,18
27461,0,0,35,31
27462,0,0,120,4
27463,0,0,31,23
27464,0,0,67,19
27465,0,0,30,24
27466,0,0,134,6
27467,0,0,86,19
27468,3826,3561,106,35
27469,0,0,170,3
27470,0,0,728,2
27471,0,0,791,2
27472,0,0,428,605
27473,0,0,2,245
27474,0,0,134,10
27475,0,0,251,4
27476,0,0,121,85
27477,0,0,404,2
27478,0,0,700,2
27479,0,0,1096,2
27480,0,0,415,5
27481,0,0,834,43
27482,0,0,784,2
27483,0,0,656,1
27484,3826,3561,476,2
27485,0,0,792,2
27486,0,0,824,1
27487,0,0,1220,1
27488,0,0,1539,1
27489,0,0,1702,15
27490,0,0,1507,2
27491,0,0,1342,9
27492,0,0,1037,72
27493,0,0,736,30
27494,0,0,411,6
27495,0,0,192,7
27496,0,0,527,1
27497,0,0,513,15
27498,0,0,383,5
27499,0,0,641,34
