,Price
2016-01-01 00:00:00,34.51833333333334
2016-01-01 00:15:00,36.67
2016-01-01 00:30:00,34.6896
2016-01-01 00:45:00,34.62
2016-01-01 01:00:00,31.08
2016-01-01 01:15:00,30.23
2016-01-01 01:30:00,29.57
2016-01-01 01:45:00,29.383200000000002
2016-01-01 02:00:00,28.89
2016-01-01 02:15:00,28.17
2016-01-01 02:30:00,25.499101759661514
2016-01-01 02:45:00,34.6896
2016-01-01 03:00:00,36.88
2016-01-01 03:15:00,36.7
2016-01-01 03:30:00,36.67
2016-01-01 03:45:00,36.502399999999994
2016-01-01 04:00:00,34.1352
2016-01-01 04:15:00,34.276
2016-01-01 04:30:00,34.276
2016-01-01 04:45:00,34.6896
2016-01-01 05:00:00,25.153846104782414
2016-01-01 05:15:00,34.276
2016-01-01 05:30:00,34.276
2016-01-01 05:45:00,34.1352
2016-01-01 06:00:00,34.276
2016-01-01 06:15:00,34.1352
2016-01-01 06:30:00,34.276
2016-01-01 06:45:00,34.6896
2016-01-01 07:00:00,25.45481232763096
2016-01-01 07:15:00,25.49514083047591
2016-01-01 07:30:00,37.232800000000005
2016-01-01 07:45:00,38.1392
2016-01-01 08:00:00,25.761490809835934
2016-01-01 08:15:00,25.862137402875035
2016-01-01 08:30:00,35.3496
2016-01-01 08:45:00,37.0578354978355
2016-01-01 09:00:00,34.1352
2016-01-01 09:15:00,26.370277765786415
2016-01-01 09:30:00,26.516905674974126
2016-01-01 09:45:00,34.095
2016-01-01 10:00:00,34.095
2016-01-01 10:15:00,34.276
2016-01-01 10:30:00,35.3496
2016-01-01 10:45:00,36.465
2016-01-01 11:00:00,27.54147009701086
2016-01-01 11:15:00,27.691535208487323
2016-01-01 11:30:00,27.816339609390575
2016-01-01 11:45:00,27.978891489633984
2016-01-01 12:00:00,28.141443369877397
2016-01-01 12:15:00,28.299703944835187
2016-01-01 12:30:00,29.17
2016-01-01 12:45:00,37.7344
2016-01-01 13:00:00,37.7344
2016-01-01 13:15:00,38.02
2016-01-01 13:30:00,34.6896
2016-01-01 13:45:00,36.502399999999994
2016-01-01 14:00:00,38.58
2016-01-01 14:15:00,34.6896
2016-01-01 14:30:00,36.502399999999994
2016-01-01 14:45:00,37.7344
2016-01-01 15:00:00,37.232800000000005
2016-01-01 15:15:00,37.7344
2016-01-01 15:30:00,38.64107142857143
2016-01-01 15:45:00,39.071999999999996
2016-01-01 16:00:00,37.7344
2016-01-01 16:15:00,39.071999999999996
2016-01-01 16:30:00,39.55
2016-01-01 16:45:00,39.776
2016-01-01 17:00:00,39.7
2016-01-01 17:15:00,40.24
2016-01-01 17:30:00,40.24
2016-01-01 17:45:00,40.24
2016-01-01 18:00:00,39.55
2016-01-01 18:15:00,39.55
2016-01-01 18:30:00,39.55
2016-01-01 18:45:00,39.071999999999996
2016-01-01 19:00:00,39.17
2016-01-01 19:15:00,38.72
2016-01-01 19:30:00,37.383676470588235
2016-01-01 19:45:00,35.20495370370371
2016-01-01 20:00:00,39.071999999999996
2016-01-01 20:15:00,37.7344
2016-01-01 20:30:00,34.6896
2016-01-01 20:45:00,34.276
2016-01-01 21:00:00,34.6896
2016-01-01 21:15:00,34.276
2016-01-01 21:30:00,34.1352
2016-01-01 21:45:00,31.829600000000003
2016-01-01 22:00:00,34.6896
2016-01-01 22:15:00,34.276
2016-01-01 22:30:00,31.08
2016-01-01 22:45:00,29.17
2016-01-01 23:00:00,33.836000000000006
2016-01-01 23:15:00,29.849600000000002
2016-01-01 23:30:00,28.57
2016-01-01 23:45:00,27.87
