,demand
293,52260
294,52210
295,51922
296,51484
297,51420
298,51330
299,51336
300,51190
301,51164
302,51663
303,52078
304,52124
305,51997
306,52343
307,52962
308,53584
309,54109
310,55089
311,55959
312,57232
313,59765
314,61043
315,62565
316,64585
317,66099
318,68007
319,68592
320,69226
321,69916
322,70337
323,70712
324,70418
325,71599
326,71598
327,72215
328,72018
329,72455
330,72392
331,72291
332,72631
333,72979
334,73239
335,73390
336,73526
337,72959
338,72658
339,72718
340,72295
341,72446
342,71659
343,71044
344,70519
345,70305
346,70197
347,69725
348,69908
349,69414
350,69111
351,69017
352,69372
353,69710
354,70283
355,71223
356,71450
357,71934
358,71873
359,71308
360,71517
361,70742
362,70306
363,70182
364,69861
365,69546
366,68815
367,68635
368,67561
369,66132
370,64821
371,63696
372,62672
373,62511
374,61792
375,61734
376,61886
377,61119
378,59682
379,58341
380,57299
381,56462
382,55450
383,55471
384,53172
385,52671
386,51965
387,51253
388,50451
389,49901
390,49585
391,49204
392,48669
393,48579
394,48617
395,48610
396,48398
397,48670
398,48539
399,48514
400,48873
401,49164
402,49229
403,49865
404,50541
405,51303
406,52179
407,52935
408,54316
409,56434
410,58268
411,59839
412,61528
413,62621
414,64115
415,65145
416,65935
417,66284
418,66521
419,66705
420,66895
421,67491
422,67673
423,67484
424,67769
425,67915
426,68200
427,68233
428,68193
429,68167
430,68451
431,68426
432,68611
433,68859
434,68640
435,68379
436,68077
437,67969
438,67743
439,67321
440,67528
441,67201
442,66767
443,66396
444,66418
445,66458
446,66256
447,66026
448,66192
449,66226
450,67242
451,68422
452,69705
453,70209
454,70784
455,70729
456,70392
457,70416
458,70198
459,69865
460,69426
461,69059
462,68449
463,67997
464,66632
465,65407
466,64069
467,63156
468,62291
469,61591
470,60845
471,60487
472,60790
473,60391
474,59143
475,58312
476,57243
477,56434
478,55671
479,55095
480,54092
481,53665
482,53036
483,52520
484,51715
485,51349
486,51042
487,50688
488,50253
489,50283
490,50041
491,49909
492,49986
493,49941
494,49875
495,49632
496,49675
497,49816
498,49974
499,50163
500,50779
501,50923
502,51341
503,51745
504,52711
505,53910
506,54951
507,56464
508,57927
509,59084
510,60238
511,61253
512,62088
513,62357
514,62520
515,62642
516,62555
517,62975
518,63387
519,63669
520,63403
521,63344
522,63484
523,63640
524,63646
525,63806
526,63647
527,63736
528,63778
529,63678
530,63421
531,63081
532,62962
533,62507
534,61890
535,61441
536,61127
537,61101
538,60648
539,60166
540,60284
541,60409
542,60205
543,60231
544,60416
545,61212
546,62005
547,62978
548,64153
549,65014
550,65548
551,66000
552,65963
553,65824
554,65473
555,65266
556,65000
557,64579
558,64083
559,63766
560,62800
561,61717
562,60981
563,60263
564,59708
565,59572
566,58732
567,58193
568,58726
569,58510
570,57836
571,57188
572,56389
573,55933
574,55172
575,54455
576,54069
577,53470
578,53067
579,52194
580,51475
581,50895
582,50591
583,50503
584,49873
585,49384
586,49129
587,48990
588,48637
589,48247
590,48126
591,47861
592,47609
593,47809
594,47892
595,47522
596,47484
597,47454
598,47238
599,47222
600,46620
601,47084
602,47549
603,48230
604,48673
605,49282
606,50406
607,51208
608,52366
609,53050
610,54410
611,55220
612,56112
613,57123
614,57927
615,58423
616,59252
617,59678
618,59979
619,60230
620,60354
621,60887
622,61369
623,61113
624,61287
625,61396
626,60864
627,60461
628,60241
629,59544
630,59220
631,58727
632,58372
633,57895
634,57541
635,57490
636,57701
637,57885
638,58087
639,57866
640,58365
641,59007
642,59841
643,60849
644,62050
645,62645
646,62951
647,63400
648,63539
649,63275
650,63179
651,62723
652,62119
653,61459
654,60736
655,60111
656,58897
657,57481
658,56536
659,56212
660,55763
661,55437
662,55029
663,54726
664,55705
665,54977
666,54238
667,53642
668,52697
669,51934
670,51252
671,50579
672,49690
673,49044
674,48663
675,47922
676,46981
677,46639
678,46284
679,45548
680,45071
681,44912
682,44624
683,44212
684,43906
685,43921
686,43392
687,43200
688,43348
689,43298
690,42886
691,42881
692,42746
693,42160
694,41826
695,41420
696,40760
697,40874
698,40928
699,41313
700,41831
701,42029
702,42774
703,43577
704,44455
705,44927
706,46059
707,47025
708,48129
709,49044
710,49979
711,50551
712,51323
713,52250
714,53000
715,53625
716,54290
717,55146
718,56049
719,56077
720,55719
721,55575
722,55166
723,54627
724,54068
725,53503
726,52929
727,52267
728,51918
729,51794
730,51672
731,51262
732,51270
733,51284
734,51378
735,51328
736,51540
737,52041
738,53230
739,54641
740,55872
741,56847
742,57613
743,57996
744,58128
745,58206
746,57930
747,57792
748,57380
749,56907
750,56694
751,56126
752,55645
753,55144
754,54380
755,53470
756,52955
757,52787
758,52518
759,52729
760,53508
761,53418
762,52670
763,51815
764,50934
765,50654
766,49713
767,49307
768,48568
769,48130
770,47698
771,47127
772,46624
773,46175
774,45862
775,45730
776,45194
777,45019
778,45371
779,45371
780,45455
781,45527
782,45708
783,45899
784,46294
785,46690
786,47045
787,47617
788,48796
789,49881
790,50920
791,52756
792,55657
793,58563
794,60731
795,62774
796,64586
797,65586
798,66916
799,68426
800,69155
801,69598
802,70003
803,70175
804,69916
805,69863
806,70547
807,70699
808,71015
809,71117
810,71374
811,71387
812,71392
813,71761
814,72010
815,71826
816,71813
817,71920
818,71892
819,71913
820,71866
821,71629
822,71229
823,70764
824,70808
825,70660
826,70700
827,70359
828,70327
829,69979
830,69595
831,69420
832,69569
833,69666
834,70168
835,71100
836,72011
837,72936
838,73222
839,73512
840,73030
841,72905
842,72786
843,72727
844,72165
845,71756
846,71159
847,70631
848,69161
849,67761
850,66931
851,66064
852,65353
853,64968
854,64022
855,63204
856,62869
857,62272
858,61103
859,59825
860,58575
861,57698
862,56468
863,55818
864,55257
865,54710
866,54051
867,53517
868,52932
869,52739
870,52167
871,51728
872,51485
873,50944
874,50972
875,51002
876,51536
877,51441
878,51294
879,51642
880,51934
881,52134
882,52371
883,53222
884,54251
885,54812
886,55883
887,57187
888,59526
889,62567
890,64506
891,66927
892,69132
893,70301
894,71402
895,71772
896,72497
897,72557
898,72486
899,72368
900,71941
901,72128
902,72463
903,72832
904,73078
905,72991
906,73081
907,73405
908,73723
909,73841
910,73987
911,74058
912,73431
913,73161
914,73163
915,73392
916,73259
917,72900
918,72297
919,71866
920,71923
921,71734
922,71604
923,71395
924,71088
925,70808
926,70669
927,70213
928,70174
929,70201
930,70567
931,71510
932,72699
933,73628
934,74021
935,74173
936,73706
937,73416
938,73603
939,73459
940,73082
941,72272
942,71652
943,70982
944,69540
945,68178
946,67138
947,65988
948,65440
949,65010
950,64195
951,63531
952,63418
953,62671
954,61540
955,60537
956,59332
957,58481
958,57437
959,56751
960,54936
961,54448
962,54034
963,53514
964,52580
965,52125
966,51699
967,51617
968,51092
969,51118
970,50934
971,50782
972,50896
973,51143
974,50947
975,51007
976,51525
977,51921
978,52244
979,52860
980,54102
981,54738
982,55851
983,57256
984,59641
985,62340
986,64856
987,66529
988,68815
989,70077
990,72015
991,73141
992,73701
993,73844
994,74863
995,75037
996,74541
997,74989
998,75522
999,76290
1000,76443
1001,76408
1002,76793
1003,76779
1004,77133
1005,77439
1006,78086
1007,77885
1008,77317
1009,77397
1010,77737
1011,77586
1012,77440
1013,77200
1014,77087
1015,76050
1016,75805
1017,75754
1018,75735
1019,74969
1020,74545
1021,74187
1022,74992
1023,73961
1024,73392
1025,73844
1026,74192
1027,75022
1028,75617
1029,75875
1030,76292
1031,75863
1032,75499
1033,75859
1034,75553
1035,75311
1036,74861
1037,74205
1038,73533
1039,73425
1040,71589
1041,70655
1042,69407
1043,68650
1044,67633
1045,66927
1046,66026
1047,64888
1048,65780
1049,64429
1050,63223
1051,62265
1052,61168
1053,59943
1054,58922
1055,58163
1056,56746
1057,56249
1058,55762
1059,55725
1060,54915
1061,53834
1062,53683
1063,53153
1064,53143
1065,53237
1066,52881
1067,52533
1068,52650
1069,52824
1070,53042
1071,53099
1072,53502
1073,54268
1074,55067
1075,54887
1076,55936
1077,56253
1078,57072
1079,58546
1080,60646
1081,63751
1082,65970
1083,67993
1084,69730
1085,70882
1086,71894
1087,72787
1088,73719
1089,74092
1090,74051
1091,74257
1092,73899
1093,73664
1094,73671
1095,73537
1096,73814
1097,74633
1098,74646
1099,74812
1100,74880
1101,74971
1102,75143
1103,75357
1104,74899
1105,74711
1106,74500
1107,74643
1108,74778
1109,74926
1110,74348
1111,73739
1112,73378
1113,73181
1114,72620
1115,72035
1116,72098
1117,72087
1118,71215
1119,71150
1120,71155
1121,71010
1122,71517
1123,72218
1124,73090
1125,73780
1126,74200
1127,74194
1128,73378
1129,73356
1130,73094
1131,72781
1132,71687
1133,70886
1134,70237
1135,69495
1136,68407
1137,67051
1138,65923
1139,64582
1140,63884
1141,63372
1142,62564
1143,61866
1144,61901
1145,61082
1146,59974
1147,58448
1148,57406
1149,56773
1150,55728
1151,55069
1152,53857
1153,53218
1154,52585
1155,51978
1156,51386
1157,51292
1158,51306
1159,51416
1160,51076
1161,51185
1162,51298
1163,51382
1164,51394
1165,51333
1166,51218
1167,51827
1168,52061
1169,52308
1170,53018
1171,53807
1172,54434
1173,54934
1174,56179
1175,58156
1176,60120
1177,62737
1178,64923
1179,66927
1180,68933
1181,70017
1182,71218
1183,72181
1184,73044
1185,73188
1186,73897
1187,73708
1188,73365
1189,74129
1190,74140
1191,74216
1192,73950
1193,74237
1194,74589
1195,75012
1196,74947
1197,75175
1198,74954
1199,74556
1200,74726
1201,74630
1202,74048
1203,73982
1204,73798
1205,73638
1206,72920
1207,72061
1208,71384
1209,71317
1210,71404
1211,70935
1212,70742
1213,69589
1214,69252
1215,69170
1216,69489
1217,69986
1218,70350
1219,71184
1220,71918
1221,72722
1222,73370
1223,73322
1224,73139
1225,72613
1226,72543
1227,72324
1228,71715
1229,71169
1230,70474
1231,69968
1232,68816
1233,67583
1234,66295
1235,65123
1236,63979
1237,63763
1238,63083
1239,62640
1240,62756
1241,62141
1242,60568
1243,60125
1244,59222
1245,58708
1246,57874
1247,57082
1248,55676
1249,55280
1250,54196
1251,53840
1252,53186
1253,52875
1254,52094
1255,51727
1256,51470
1257,51645
1258,51571
1259,51263
1260,51178
1261,51141
1262,50924
1263,50815
1264,51157
1265,50789
1266,50381
1267,50130
1268,50242
1269,50007
1270,49276
1271,48965
1272,48753
1273,49603
1274,49951
1275,50680
1276,51399
1277,52026
1278,52916
1279,53956
1280,54949
1281,55991
1282,56771
1283,57707
1284,58241
1285,58983
1286,59615
1287,59965
1288,60075
1289,60448
1290,61394
1291,61676
1292,61888
1293,61771
1294,62054
1295,62092
1296,61988
1297,61815
1298,61718
1299,61617
1300,60849
1301,60282
1302,60143
1303,59141
1304,58918
1305,59479
1306,58991
1307,58763
1308,58537
1309,58462
1310,58170
1311,58125
1312,58126
1313,58587
1314,58866
1315,59857
1316,61170
1317,62093
1318,62496
1319,62357
1320,62204
1321,62305
1322,62601
1323,62134
1324,61857
1325,61299
1326,60945
1327,60141
1328,59474
1329,58109
1330,57169
1331,56444
1332,55483
1333,54788
1334,54596
1335,54741
1336,55668
1337,54592
1338,53898
1339,53263
1340,52135
1341,51517
1342,50859
1343,50170
1344,49806
1345,49102
1346,48277
1347,47830
1348,47479
1349,46776
1350,46295
1351,46353
1352,45955
1353,45702
1354,45127
1355,45006
1356,45074
1357,45070
1358,44845
1359,44560
1360,44493
1361,44272
1362,44091
1363,44065
1364,44217
1365,44017
1366,43768
1367,43351
1368,42388
1369,42495
1370,42670
1371,43436
1372,44010
1373,44384
1374,45073
1375,45902
1376,46754
1377,47587
1378,48554
1379,49139
1380,50409
1381,52022
1382,52399
1383,52819
1384,53544
1385,54160
1386,54895
1387,55336
1388,56035
1389,56569
1390,57047
1391,57151
1392,56644
1393,56725
1394,56130
1395,55551
1396,55257
1397,54652
1398,54115
1399,53715
1400,53263
1401,53232
1402,52776
1403,52659
1404,52398
1405,52514
1406,52273
1407,52407
1408,52548
1409,52648
1410,53535
1411,54848
1412,56226
1413,57381
1414,58600
1415,59214
1416,59621
1417,59528
1418,59654
1419,59277
1420,58446
1421,58355
1422,58352
1423,57575
1424,57149
1425,56290
1426,55401
1427,54707
1428,54777
1429,54566
1430,54609
1431,54724
1432,55591
1433,55640
1434,54863
1435,53853
1436,53293
1437,52861
1438,52481
1439,51852
1440,50584
1441,49941
1442,49332
1443,48809
1444,48599
1445,48063
1446,47718
1447,47758
1448,47254
1449,47289
1450,47421
1451,47384
1452,47693
1453,47827
1454,47904
1455,48234
1456,48728
1457,48952
1458,49158
1459,49617
1460,51137
1461,51887
1462,52855
1463,54484
1464,57370
1465,60288
1466,62445
1467,64291
1468,66136
1469,67833
1470,69144
1471,70227
1472,71274
1473,71249
1474,71431
1475,71587
1476,71338
1477,71548
1478,71763
1479,72126
1480,72108
1481,71934
1482,72125
1483,72182
1484,72131
1485,72300
1486,72506
1487,72362
1488,72025
1489,71987
1490,71959
1491,71903
1492,71683
1493,71685
1494,71435
1495,70688
1496,69977
1497,70018
1498,69948
1499,69624
1500,69731
1501,69662
1502,69315
1503,68997
1504,68749
1505,68704
1506,69061
1507,69741
1508,70584
1509,71652
1510,72437
1511,72830
1512,72554
1513,72370
1514,72666
1515,72738
1516,72130
1517,71635
1518,70980
1519,70503
1520,69305
1521,67311
1522,66140
1523,65504
1524,64798
1525,64058
1526,63157
1527,62477
1528,62779
1529,62328
1530,61231
1531,60363
1532,59142
1533,58249
1534,57476
1535,56852
1536,55449
1537,55168
1538,54808
1539,54116
1540,53443
1541,53220
1542,52926
1543,52658
1544,52238
1545,52143
1546,52132
1547,52065
1548,52133
1549,52368
1550,52396
1551,52481
1552,52929
1553,53201
1554,53418
1555,53794
1556,54753
1557,55544
1558,56536
1559,58201
1560,60623
1561,62552
1562,64744
1563,66568
1564,68581
1565,69961
1566,71219
1567,72173
1568,72168
1569,72333
1570,72532
1571,72431
1572,72195
1573,72206
1574,72470
1575,72977
1576,72955
1577,72719
1578,72658
1579,72831
1580,72731
1581,73075
1582,73036
1583,73082
1584,72572
1585,72597
1586,72764
1587,72627
1588,72781
1589,72599
1590,71934
1591,71480
1592,71105
1593,71279
1594,71134
1595,70736
1596,71500
1597,70825
1598,70349
1599,70186
1600,70048
1601,70049
1602,70372
1603,70836
1604,72006
1605,72936
1606,73816
1607,74096
1608,73406
1609,73098
1610,73158
1611,73277
1612,73224
1613,72549
1614,71859
1615,71366
1616,70344
1617,69167
1618,67994
1619,66849
1620,66395
1621,65601
1622,64519
1623,63629
1624,63826
1625,63307
1626,62193
1627,61245
1628,60564
1629,59997
1630,58886
1631,58053
1632,56767
1633,56172
1634,55397
1635,54921
1636,54335
1637,53875
1638,53650
1639,53471
1640,53237
1641,52980
1642,52697
1643,52758
1644,52984
1645,52752
1646,52801
1647,52568
1648,52924
1649,53097
1650,53536
1651,54098
1652,54819
1653,55496
1654,56558
1655,58023
1656,60079
1657,62613
1658,64798
1659,67053
1660,68918
1661,70374
1662,71534
1663,72463
1664,72715
1665,72511
1666,72808
1667,72969
1668,72756
1669,72981
1670,73438
1671,73314
1672,73704
1673,73481
1674,73781
1675,74083
1676,74019
1677,74473
1678,74330
1679,74230
1680,73664
1681,73118
1682,72799
1683,72986
1684,73202
1685,72832
1686,72495
1687,71938
1688,71757
1689,71691
1690,71463
1691,71139
1692,71258
1693,70791
1694,70461
1695,70187
1696,70195
1697,70051
1698,70168
1699,70648
1700,71538
1701,72443
1702,73388
1703,73816
1704,73145
1705,72869
1706,72982
1707,72948
1708,72562
1709,71926
1710,71478
1711,71048
1712,70110
1713,68749
1714,67237
1715,66181
1716,65407
1717,64748
1718,63992
1719,63137
1720,63544
1721,63008
1722,62043
1723,61181
1724,60387
1725,59839
1726,58700
1727,58465
1728,57544
1729,57140
1730,56390
1731,55641
1732,55128
1733,54838
1734,54480
1735,54235
1736,53590
1737,53602
1738,53601
1739,53392
1740,53342
1741,53345
1742,53046
1743,53173
1744,53422
1745,53607
1746,53997
1747,54291
1748,55422
1749,56417
1750,56814
1751,58391
1752,60534
1753,62770
1754,64618
1755,66583
1756,69067
1757,70223
1758,71505
1759,71999
1760,72353
1761,72671
1762,72882
1763,72829
1764,72646
1765,72623
1766,72893
1767,73063
1768,73085
1769,73311
1770,73238
1771,73523
1772,73273
1773,73275
1774,73164
1775,73231
1776,73099
1777,73064
1778,72637
1779,72466
1780,72406
1781,71982
1782,71447
1783,71076
1784,70816
1785,70643
1786,70407
1787,70330
1788,70375
1789,70067
1790,69740
1791,69588
1792,69507
1793,69336
1794,69669
1795,70082
1796,71402
1797,72502
1798,73488
1799,73747
1800,73764
1801,73530
1802,73605
1803,73632
1804,73271
1805,72689
1806,71842
1807,71421
1808,70191
1809,68962
1810,67608
1811,66319
1812,65533
1813,65132
1814,64413
1815,63365
1816,63763
1817,63273
1818,61927
1819,60978
1820,60269
1821,59431
1822,58353
1823,57466
1824,56788
1825,56578
1826,56048
1827,55476
1828,54549
1829,54244
1830,53876
1831,53661
1832,53183
1833,53059
1834,53019
1835,53138
1836,53127
1837,53199
1838,53242
1839,53376
1840,53657
1841,53853
1842,53886
1843,54623
1844,55390
1845,55838
1846,56657
1847,58193
1848,60263
1849,62740
1850,64620
1851,66507
1852,68325
1853,69471
1854,70671
1855,71670
1856,72252
1857,72423
1858,72368
1859,72339
1860,72234
1861,72618
1862,72741
1863,72990
1864,72846
1865,72850
1866,72905
1867,72905
1868,72685
1869,72487
1870,72527
1871,72511
1872,72394
1873,72248
1874,71886
1875,71636
1876,71154
1877,70568
1878,69984
1879,69230
1880,68988
1881,68440
1882,68155
1883,67714
1884,67656
1885,67620
1886,67492
1887,67310
1888,67314
1889,67553
1890,67705
1891,68172
1892,68912
1893,69769
1894,70778
1895,71044
1896,70609
1897,70613
1898,70462
1899,70590
1900,70180
1901,69501
1902,68804
1903,68313
1904,66993
1905,65769
1906,64579
1907,63615
1908,62632
1909,62422
1910,61966
1911,60880
1912,61011
1913,61019
1914,60191
1915,59238
1916,58169
1917,57665
1918,56813
1919,56019
1920,55120
1921,54663
1922,54113
1923,53506
1924,52997
1925,52449
1926,51915
1927,51579
1928,51213
1929,50709
1930,50482
1931,50545
1932,50486
1933,50119
1934,50095
1935,49877
1936,49811
1937,49638
1938,49616
1939,49570
1940,49586
1941,49373
1942,49237
1943,48987
1944,48470
1945,48944
1946,49410
1947,50205
1948,51116
1949,51885
1950,52623
1951,53372
1952,54120
1953,55293
1954,56347
1955,57251
1956,57886
1957,58509
1958,59101
1959,59678
1960,59965
1961,60283
1962,60597
1963,60827
1964,60841
1965,60931
1966,61164
1967,61219
1968,61072
1969,61284
1970,60765
1971,60317
1972,59865
1973,59298
1974,58879
1975,57998
1976,57769
1977,57401
1978,57058
1979,56820
1980,56718
1981,56644
1982,56331
1983,56183
1984,56422
1985,56560
1986,56649
1987,57703
1988,59022
1989,60204
1990,61736
1991,62454
1992,62896
1993,62551
1994,62747
1995,62234
1996,61979
1997,61611
1998,61064
1999,60599
2000,59427
2001,58284
2002,57162
2003,56143
2004,55369
2005,55120
2006,54576
2007,54446
2008,55231
2009,54795
2010,53989
2011,54052
2012,53155
2013,52540
2014,51931
2015,51343
2016,50713
2017,50592
2018,49762
2019,49276
2020,48678
2021,48119
2022,47740
2023,47330
2024,47077
2025,47002
2026,46588
2027,46475
2028,46442
2029,46309
2030,46100
2031,45948
2032,45784
2033,45534
2034,45302
2035,45584
2036,45312
2037,44897
2038,44799
2039,44633
2040,43406
2041,43311
2042,43341
2043,43537
2044,43999
2045,44635
2046,45420
2047,46176
2048,47283
2049,48091
2050,48995
2051,49985
2052,51027
2053,51757
2054,52375
2055,53063
2056,53530
2057,53394
2058,53955
2059,54445
2060,54772
2061,55079
2062,55013
2063,55054
2064,54754
2065,54465
2066,53471
2067,53026
2068,52664
2069,51980
2070,51636
2071,51114
2072,50783
2073,50747
2074,50634
2075,50472
2076,50934
2077,50939
2078,51019
2079,51089
2080,51805
2081,52163
2082,52888
2083,54176
2084,55464
2085,57464
2086,58788
2087,59519
2088,60109
2089,60390
2090,60279
2091,59852
2092,59572
2093,59416
2094,59363
2095,58768
2096,58096
2097,57610
2098,56765
2099,55894
2100,55374
2101,55591
2102,55490
2103,55683
2104,57146
2105,56881
2106,56187
2107,55947
2108,55445
2109,55113
2110,54302
2111,53663
2112,52073
2113,51538
2114,51561
2115,50639
2116,50286
2117,49833
2118,49426
2119,49306
2120,49094
2121,49064
2122,48701
2123,48863
2124,49169
2125,48893
2126,48850
2127,48813
2128,49485
2129,49952
2130,50384
2131,50956
2132,51933
2133,52921
2134,54116
2135,56025
2136,58503
2137,61167
2138,63762
2139,65819
2140,68417
2141,70134
2142,71441
2143,72146
2144,72751
2145,72889
2146,73209
2147,73496
2148,73384
2149,73770
2150,73861
2151,73995
2152,74640
2153,74881
2154,74900
2155,75029
2156,74961
2157,75119
2158,74953
2159,75054
2160,74652
2161,74206
2162,74153
2163,74488
2164,74278
2165,73699
2166,73008
2167,72484
2168,72309
2169,72321
2170,72175
2171,71684
2172,71849
2173,71786
2174,71304
2175,71092
2176,70910
2177,70937
2178,71117
2179,71574
2180,72372
2181,73002
2182,73847
2183,74133
2184,73738
2185,73479
2186,73333
2187,73528
2188,73044
2189,72790
2190,72045
2191,71607
2192,70400
2193,68797
2194,67613
2195,66452
2196,65851
2197,65243
2198,64305
2199,63375
2200,63338
2201,62867
2202,61738
2203,60761
2204,59736
2205,58957
2206,57780
2207,56865
2208,56045
2209,55697
2210,55058
2211,54403
2212,53670
2213,53409
2214,53252
2215,53057
2216,52601
2217,52311
2218,52260
2219,52043
2220,52408
2221,52454
2222,52284
2223,52254
2224,52470
2225,52644
2226,53119
2227,53545
2228,54481
2229,55046
2230,55933
2231,57254
2232,59590
2233,62286
2234,64080
2235,66241
2236,68480
2237,69813
2238,70884
2239,71557
2240,72071
2241,72434
2242,72695
2243,72783
2244,72648
2245,72881
2246,73206
2247,73167
2248,73672
2249,74066
2250,74188
2251,74662
2252,74741
2253,75276
2254,75235
2255,75035
2256,74706
2257,74660
2258,74598
2259,74636
2260,74753
2261,74435
2262,73904
2263,73482
2264,73143
2265,73001
2266,72948
2267,72504
2268,72652
2269,72574
2270,72108
2271,71633
2272,71535
2273,71579
2274,71816
2275,72351
2276,72879
2277,73782
2278,74450
2279,74735
2280,74252
2281,73599
2282,73278
2283,73206
2284,72942
2285,72033
2286,71528
2287,70799
2288,69774
2289,68470
2290,67307
2291,66284
2292,65533
2293,64813
2294,63977
2295,63006
2296,63255
2297,62510
2298,61525
2299,60334
2300,59464
2301,58695
2302,57762
2303,56834
2304,56134
2305,55433
2306,55059
2307,54563
2308,53979
2309,53605
2310,53186
2311,52748
2312,52319
2313,52174
2314,52192
2315,52444
2316,52508
2317,52460
2318,52598
2319,52661
2320,53080
2321,53144
2322,53520
2323,54166
2324,54975
2325,55665
2326,56388
2327,57753
2328,59958
2329,62253
2330,64329
2331,66585
2332,68533
2333,69618
2334,70794
2335,71707
2336,71936
2337,72049
2338,72453
2339,72585
2340,72528
2341,72915
2342,73108
2343,73207
2344,73557
2345,74032
2346,74310
2347,74415
2348,74327
2349,74721
2350,74721
2351,74396
2352,74457
2353,74174
2354,74131
2355,74177
2356,73663
2357,73511
2358,73078
2359,72210
2360,72329
2361,72492
2362,72109
2363,71671
2364,71501
2365,71203
2366,70814
2367,70081
2368,69970
2369,69896
2370,70021
2371,70430
2372,71054
2373,72407
2374,73390
2375,73877
2376,73496
2377,73045
2378,73067
2379,73229
2380,73205
2381,72315
2382,71634
2383,71180
2384,69814
2385,68551
2386,67218
2387,66224
2388,65609
2389,64942
2390,63912
2391,63138
2392,63668
2393,62744
2394,61644
2395,60839
2396,59904
2397,59046
2398,58016
2399,57185
2400,56612
2401,55785
2402,55329
2403,54908
2404,54111
2405,53406
2406,53303
2407,52802
2408,52448
2409,52182
2410,52442
2411,52648
2412,52804
2413,52716
2414,52869
2415,52918
2416,53256
2417,53387
2418,53927
2419,54161
2420,54989
2421,55648
2422,56505
2423,58063
2424,60150
2425,62211
2426,64272
2427,66317
2428,68532
2429,69919
2430,70820
2431,71489
2432,71888
2433,72573
2434,72807
2435,72593
2436,72466
2437,72492
2438,73040
2439,72900
2440,72497
2441,72632
2442,72706
2443,72418
2444,72551
2445,72430
2446,72461
2447,72354
2448,72590
2449,72376
2450,72208
2451,72372
2452,72636
2453,72203
2454,71527
2455,70739
2456,70843
2457,70902
2458,70832
2459,70492
2460,70147
2461,70093
2462,69864
2463,69474
2464,69178
2465,69021
2466,69297
2467,69781
2468,70613
2469,72002
2470,73347
2471,74399
2472,74058
2473,74051
2474,74203
2475,74052
2476,73925
2477,73502
2478,72854
2479,71977
2480,70572
2481,69348
2482,68251
2483,66960
2484,65809
2485,65355
2486,64448
2487,63573
2488,63935
2489,63101
2490,61963
2491,60864
2492,60016
2493,59434
2494,58690
2495,57915
2496,57777
2497,57243
