name,bus0,bus1,x,r,s_nom
319,163,167,3.477900908,0.401296259,1700
320,224,208,6.976826383,0.805018429,1700
321,186,170,11.69418463,1.349328996,1700
322,227,192,23.26423766,2.684335115,1700
323,269,276,11.89899949,1.37296148,1700
324,412,415,7.460716299,0.860851881,1700
325,425,424,0.839684599,0.096886685,1700
326,169,170,4.391553109,0.506717666,1700
327,56,379,9.511347878,1.097463217,1700
328,181,191,3.47670529,0.401158303,1700
329,44,75,0.529842383,0.06113566,1700
330,119,183,21.83226312,2.519107283,1700
331,125,43,5.036154345,0.581094732,1700
332,264,268,31.45251881,3.629136785,1700
333,317,319,16.52889442,1.907180125,1700
334,261,259,5.868106812,0.677089248,1700
335,294,295,10.31880579,1.190631438,1700
336,6,156,3.884595786,0.448222591,1700
337,148,151,2.460439902,0.283896912,1700
338,159,142,2.489396197,0.287238023,1700
339,248,249,2.920379376,0.336966851,1700
340,413,400,13.77031656,1.58888268,1700
341,400,387,27.25689146,3.145025938,1700
342,163,168,5.865885145,0.676832901,1700
343,338,333,20.27350432,2.339250498,2300
344,208,209,8.704000024,1.004307695,1700
345,163,164,2.186565536,0.252296023,1700
346,192,196,6.120450041,0.706205774,1700
347,376,56,6.820191429,0.786945165,1700
348,363,369,1.356432343,0.156511424,1700
349,422,55,1.933279539,0.223070716,1700
350,183,190,12.08809443,1.394780127,1700
351,225,224,5.764049026,0.66508258,1700
352,333,344,27.1940205,3.137771596,1700
353,209,210,13.15109716,1.517434287,1700
354,348,350,21.68953397,2.502638535,1700
355,332,330,13.15737592,1.51815876,1700
356,371,370,2.359591896,0.272260603,1700
357,368,367,7.630725753,0.880468356,1700
358,275,278,9.427788801,1.087821785,1700
359,199,248,7.183310182,1.324422815,490
361,288,285,35.94366358,6.627112972,490
362,207,392,15.62412318,1.802783444,1700
363,281,43,0.336947791,0.038878591,1700
364,386,413,34.11246453,3.936053599,1700
365,379,380,2.47403412,0.285465475,1700
366,395,1,6.970085853,0.804240675,1700
367,429,432,2.116318572,0.244190604,1700
368,155,175,4.618121663,0.532860192,1700
369,188,187,11.13359404,1.284645466,1700
370,189,188,4.483102888,0.517281102,1700
371,357,356,12.04117981,1.389366901,1700
372,307,306,4.421226473,0.510141516,1700
373,342,343,5.773861168,0.66621475,1700
374,375,130,9.748171997,1.124789077,1700
375,173,174,7.430907384,0.85741239,1700
376,382,386,24.27779516,4.476218482,490
377,416,420,18.67478191,2.154782528,1700
378,348,339,16.07063382,1.854303902,1700
379,280,125,4.208840172,0.485635404,1700
