tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
73,0.9,1.8,8.516250462,24.98950767,21.67,20.7,7.05
74,0.9,1.8,8.516408505,24.99020481,21.67,20.7,7.05
75,0.9,1.8,8.516566547,24.99090194,21.67,20.7,7.05
76,0.9,1.8,8.51672459,24.99159907,21.67,20.7,7.05
77,0.9,1.8,8.516882632,24.99229621,21.67,20.7,7.05
78,0.9,1.8,8.517040675,24.99299334,21.67,20.7,7.05
79,0.9,1.8,8.517198717,24.99369047,21.67,20.7,7.05
80,0.9,1.8,8.517356759,24.99438761,21.67,20.7,7.05
81,0.9,1.8,8.517514802,24.99543331,21.67,20.7,7.05
82,0.9,1.8,8.517672844,24.99647901,21.67,20.7,7.05
83,0.9,1.8,8.517830887,24.99752471,21.67,20.7,7.05
84,0.9,1.8,8.517988929,24.99857041,21.67,20.7,7.05
85,0.9,1.8,8.518146972,24.99961611,21.67,20.7,7.05
86,0.9,1.8,8.518305014,25.00066181,21.67,20.7,7.05
87,0.9,1.8,8.518463056,25.00170751,21.67,20.7,7.05
88,0.9,1.8,8.518621099,25.00275321,21.67,20.7,7.05
89,0.9,1.8,8.518779141,25.00379891,21.67,20.7,7.05
90,0.9,1.8,8.518937184,25.00484461,21.67,20.7,7.05
91,0.9,1.8,8.519095226,25.00589031,21.67,20.7,7.05
92,0.9,1.8,8.519253269,25.00693601,21.67,20.7,7.05
93,0.9,1.8,8.519411311,25.00798171,21.67,20.7,7.05
94,0.9,1.8,8.519569353,25.00902741,21.67,20.7,7.05
95,0.9,1.8,8.519727396,25.01007311,21.67,20.7,7.05
96,0.9,1.8,8.519885438,25.01111881,21.67,20.7,7.05
97,0.9,1.8,8.520069821,25.01181594,21.67,20.7,7.05
98,0.9,1.8,8.520254204,25.01251307,21.67,20.7,7.05
99,0.9,1.8,8.520438587,25.01321021,21.67,20.7,7.05
100,0.9,1.8,8.52062297,25.01390734,21.67,20.7,7.05
101,0.9,1.8,8.520807352,25.01460448,21.67,20.7,7.05
102,0.9,1.8,8.520991735,25.01530161,21.67,20.7,7.05
103,0.9,1.8,8.521176118,25.01599874,21.67,20.7,7.05
104,0.9,1.8,8.521360501,25.01669588,21.67,20.7,7.05
105,0.9,1.8,8.521544884,25.01739301,21.67,20.7,7.05
106,0.9,1.8,8.521729267,25.01809014,21.67,20.7,7.05
107,0.9,1.8,8.521913649,25.01878728,21.67,20.7,7.05
108,0.9,1.8,8.522098032,25.01948441,21.67,20.7,7.05
109,0.9,1.8,8.522282415,25.02018154,21.67,20.7,7.05
110,0.9,1.8,8.522466798,25.02087868,21.67,20.7,7.05
111,0.9,1.8,8.522651181,25.02157581,21.67,20.7,7.05
112,0.9,1.8,8.522835564,25.02227294,21.67,20.7,7.05
113,0.9,1.8,8.522993606,25.02331864,21.67,20.7,7.05
114,0.9,1.8,8.523151648,25.02436434,21.67,20.7,7.05
115,0.9,1.8,8.523309691,25.02541004,21.67,20.7,7.05
116,0.9,1.8,8.523467733,25.02645574,21.67,20.7,7.05
117,0.9,1.8,8.523625776,25.02750144,21.67,20.7,7.05
118,0.9,1.8,8.523783818,25.02854714,21.67,20.7,7.05
119,0.9,1.8,8.523941861,25.02959284,21.67,20.7,7.05
120,0.9,1.8,8.524099903,25.03063854,21.67,20.7,7.05
121,0.9,1.8,8.524257946,25.03168424,21.67,20.7,7.05
122,0.9,1.8,8.524415988,25.03272994,21.67,20.7,7.05
123,0.9,1.8,8.52457403,25.03377564,21.67,20.7,7.05
124,0.9,1.8,8.524732073,25.03482134,21.67,20.7,7.05
125,0.9,1.8,8.524890115,25.03586704,21.67,20.7,7.05
126,0.9,1.8,8.525048158,25.03691274,21.67,20.7,7.05
127,0.9,1.8,8.5252062,25.03795844,21.67,20.7,7.05
128,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
129,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
130,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
131,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
132,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
133,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
134,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
135,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
136,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
137,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
138,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
139,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
140,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
141,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
142,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
143,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
144,0.9,1.8,8.525364243,25.03900414,21.67,20.7,7.05
145,0.9,1.8,8.525495945,25.03970128,21.67,20.7,7.05
146,0.9,1.8,8.525627647,25.04039841,21.67,20.7,7.05
147,0.9,1.8,8.525759349,25.04109554,21.67,20.7,7.05
148,0.9,1.8,8.525891051,25.04179268,21.67,20.7,7.05
149,0.9,1.8,8.526022753,25.04248981,21.67,20.7,7.05
150,0.9,1.8,8.526154455,25.04318694,21.67,20.7,7.05
151,0.9,1.8,8.526286157,25.04388408,21.67,20.7,7.05
152,0.9,1.8,8.526417859,25.04458121,21.67,20.7,7.05
153,0.9,1.8,8.526549561,25.04527835,21.67,20.7,7.05
154,0.9,1.8,8.526681263,25.04597548,21.67,20.7,7.05
155,0.9,1.8,8.526812965,25.04667261,21.67,20.7,7.05
156,0.9,1.8,8.526944667,25.04736975,21.67,20.7,7.05
157,0.9,1.8,8.527076369,25.04806688,21.67,20.7,7.05
158,0.9,1.8,8.527208071,25.04876401,21.67,20.7,7.05
159,0.9,1.8,8.527339773,25.04946115,21.67,20.7,7.05
160,0.9,1.8,8.527471475,25.05015828,21.67,20.7,7.05
161,0.9,1.8,8.527629517,25.05085541,21.67,20.7,7.05
162,0.9,1.8,8.52778756,25.05155255,21.67,20.7,7.05
163,0.9,1.8,8.527945602,25.05224968,21.67,20.7,7.05
164,0.9,1.8,8.528103645,25.05294681,21.67,20.7,7.05
165,0.9,1.8,8.528261687,25.05364395,21.67,20.7,7.05
166,0.9,1.8,8.52841973,25.05434108,21.67,20.7,7.05
167,0.9,1.8,8.528577772,25.05503821,21.67,20.7,7.05
168,0.9,1.8,8.528735814,25.05573535,21.67,20.7,7.05
169,0.9,1.8,8.528893857,25.05643248,21.67,20.7,7.05
170,0.9,1.8,8.529051899,25.05712961,21.67,20.7,7.05
171,0.9,1.8,8.529209942,25.05782675,21.67,20.7,7.05
172,0.9,1.8,8.529367984,25.05852388,21.67,20.7,7.05
173,0.9,1.8,8.529526027,25.05922101,21.67,20.7,7.05
174,0.9,1.8,8.529684069,25.05991815,21.67,20.7,7.05
175,0.9,1.8,8.529842111,25.06061528,21.67,20.7,7.05
176,0.9,1.8,8.530000154,25.06131241,21.67,20.7,7.05
177,0.9,1.8,8.530158196,25.06235811,21.67,20.7,7.05
178,0.9,1.8,8.530316239,25.06340381,21.67,20.7,7.05
179,0.9,1.8,8.530474281,25.06444951,21.67,20.7,7.05
180,0.9,1.8,8.530632324,25.06549521,21.67,20.7,7.05
181,0.9,1.8,8.530790366,25.06654091,21.67,20.7,7.05
182,0.9,1.8,8.530948408,25.06758661,21.67,20.7,7.05
183,0.9,1.8,8.531106451,25.06863231,21.67,20.7,7.05
184,0.9,1.8,8.531264493,25.06967801,21.67,20.7,7.05
185,0.9,1.8,8.531422536,25.07072371,21.67,20.7,7.05
186,0.9,1.8,8.531580578,25.07176941,21.67,20.7,7.05
187,0.9,1.8,8.531738621,25.07281511,21.67,20.7,7.05
188,0.9,1.8,8.531896663,25.07386082,21.67,20.7,7.05
189,0.9,1.8,8.532054705,25.07490652,21.67,20.7,7.05
190,0.9,1.8,8.532212748,25.07595222,21.67,20.7,7.05
191,0.9,1.8,8.53237079,25.07699792,21.67,20.7,7.05
192,0.9,1.8,8.532528833,25.07804362,21.67,20.7,7.05
193,0.9,1.8,8.532686875,25.07874075,21.67,20.7,7.05
194,0.9,1.8,8.532844918,25.07943788,21.67,20.7,7.05
195,0.9,1.8,8.53300296,25.08013502,21.67,20.7,7.05
196,0.9,1.8,8.533161002,25.08083215,21.67,20.7,7.05
197,0.9,1.8,8.533319045,25.08152928,21.67,20.7,7.05
198,0.9,1.8,8.533477087,25.08222642,21.67,20.7,7.05
199,0.9,1.8,8.53363513,25.08292355,21.67,20.7,7.05
200,0.9,1.8,8.533793172,25.08362068,21.67,20.7,7.05
201,0.9,1.8,8.533951215,25.08431782,21.67,20.7,7.05
202,0.9,1.8,8.534109257,25.08501495,21.67,20.7,7.05
203,0.9,1.8,8.534267299,25.08571208,21.67,20.7,7.05
204,0.9,1.8,8.534425342,25.08640922,21.67,20.7,7.05
205,0.9,1.8,8.534583384,25.08710635,21.67,20.7,7.05
206,0.9,1.8,8.534741427,25.08780348,21.67,20.7,7.05
207,0.9,1.8,8.534899469,25.08850062,21.67,20.7,7.05
208,0.9,1.8,8.535057512,25.08919775,21.67,20.7,7.05
209,0.9,1.8,8.535057512,25.09024345,21.67,20.7,7.05
210,0.9,1.8,8.535057512,25.09128915,21.67,20.7,7.05
211,0.9,1.8,8.535057512,25.09233485,21.67,20.7,7.05
212,0.9,1.8,8.535057512,25.09338055,21.67,20.7,7.05
213,0.9,1.8,8.535057512,25.09442625,21.67,20.7,7.05
214,0.9,1.8,8.535057512,25.09547195,21.67,20.7,7.05
215,0.9,1.8,8.535057512,25.09651765,21.67,20.7,7.05
216,0.9,1.8,8.535057512,25.09756335,21.67,20.7,7.05
217,0.9,1.8,8.535057512,25.09860905,21.67,20.7,7.05
218,0.9,1.8,8.535057512,25.09965475,21.67,20.7,7.05
219,0.9,1.8,8.535057512,25.10070045,21.67,20.7,7.05
220,0.9,1.8,8.535057512,25.10174615,21.67,20.7,7.05
221,0.9,1.8,8.535057512,25.10279185,21.67,20.7,7.05
222,0.9,1.8,8.535057512,25.10383755,21.67,20.7,7.05
223,0.9,1.8,8.535057512,25.10488325,21.67,20.7,7.05
224,0.9,1.8,8.535057512,25.10592895,21.67,20.7,7.05
225,0.9,1.8,8.53497849,25.10592895,21.67,20.7,7.05
226,0.9,1.8,8.534899469,25.10592895,21.67,20.7,7.05
227,0.9,1.8,8.534820448,25.10592895,21.67,20.7,7.05
228,0.9,1.8,8.534741427,25.10592895,21.67,20.7,7.05
229,0.9,1.8,8.534662406,25.10592895,21.67,20.7,7.05
230,0.9,1.8,8.534583384,25.10592895,21.67,20.7,7.05
231,0.9,1.8,8.534504363,25.10592895,21.67,20.7,7.05
232,0.9,1.8,8.534425342,25.10592895,21.67,20.7,7.05
233,0.9,1.8,8.534346321,25.10592895,21.67,20.7,7.05
234,0.9,1.8,8.534267299,25.10592895,21.67,20.7,7.05
235,0.9,1.8,8.534188278,25.10592895,21.67,20.7,7.05
236,0.9,1.8,8.534109257,25.10592895,21.67,20.7,7.05
237,0.9,1.8,8.534030236,25.10592895,21.67,20.7,7.05
238,0.9,1.8,8.533951215,25.10592895,21.67,20.7,7.05
239,0.9,1.8,8.533872193,25.10592895,21.67,20.7,7.05
240,0.9,1.8,8.533793172,25.10592895,21.67,20.7,7.05
241,0.9,1.8,8.533608789,25.10662609,21.67,20.7,7.05
242,0.9,1.8,8.533424406,25.10732322,21.67,20.7,7.05
243,0.9,1.8,8.533240024,25.10802035,21.67,20.7,7.05
244,0.9,1.8,8.533055641,25.10871749,21.67,20.7,7.05
245,0.9,1.8,8.532871258,25.10941462,21.67,20.7,7.05
246,0.9,1.8,8.532686875,25.11011175,21.67,20.7,7.05
247,0.9,1.8,8.532502492,25.11080889,21.67,20.7,7.05
248,0.9,1.8,8.532318109,25.11150602,21.67,20.7,7.05
249,0.9,1.8,8.532133727,25.11220315,21.67,20.7,7.05
250,0.9,1.8,8.531949344,25.11290029,21.67,20.7,7.05
251,0.9,1.8,8.531764961,25.11359742,21.67,20.7,7.05
252,0.9,1.8,8.531580578,25.11429455,21.67,20.7,7.05
253,0.9,1.8,8.531396195,25.11499169,21.67,20.7,7.05
254,0.9,1.8,8.531211812,25.11568882,21.67,20.7,7.05
255,0.9,1.8,8.53102743,25.11638595,21.67,20.7,7.05
256,0.9,1.8,8.530843047,25.11708309,21.67,20.7,7.05
257,0.9,1.8,8.530711345,25.11812879,21.67,20.7,7.05
258,0.9,1.8,8.530579643,25.11917449,21.67,20.7,7.05
259,0.9,1.8,8.530447941,25.12022019,21.67,20.7,7.05
260,0.9,1.8,8.530316239,25.12126589,21.67,20.7,7.05
261,0.9,1.8,8.530184537,25.12231159,21.67,20.7,7.05
262,0.9,1.8,8.530052835,25.12335729,21.67,20.7,7.05
263,0.9,1.8,8.529921133,25.12440299,21.67,20.7,7.05
264,0.9,1.8,8.529789431,25.12544869,21.67,20.7,7.05
265,0.9,1.8,8.529657729,25.12649439,21.67,20.7,7.05
266,0.9,1.8,8.529526027,25.12754009,21.67,20.7,7.05
267,0.9,1.8,8.529394324,25.12858579,21.67,20.7,7.05
268,0.9,1.8,8.529262622,25.12963149,21.67,20.7,7.05
269,0.9,1.8,8.52913092,25.13067719,21.67,20.7,7.05
270,0.9,1.8,8.528999218,25.13172289,21.67,20.7,7.05
271,0.9,1.8,8.528867516,25.13276859,21.67,20.7,7.05
272,0.9,1.8,8.528735814,25.13381429,21.67,20.7,7.05
273,0.9,1.8,8.528577772,25.13451142,21.67,20.7,7.05
274,0.9,1.8,8.52841973,25.13520856,21.67,20.7,7.05
275,0.9,1.8,8.528261687,25.13590569,21.67,20.7,7.05
276,0.9,1.8,8.528103645,25.13660282,21.67,20.7,7.05
277,0.9,1.8,8.527945602,25.13729996,21.67,20.7,7.05
278,0.9,1.8,8.52778756,25.13799709,21.67,20.7,7.05
279,0.9,1.8,8.527629517,25.13869422,21.67,20.7,7.05
280,0.9,1.8,8.527471475,25.13939136,21.67,20.7,7.05
281,0.9,1.8,8.527313432,25.14008849,21.67,20.7,7.05
282,0.9,1.8,8.52715539,25.14078562,21.67,20.7,7.05
283,0.9,1.8,8.526997348,25.14148276,21.67,20.7,7.05
284,0.9,1.8,8.526839305,25.14217989,21.67,20.7,7.05
285,0.9,1.8,8.526681263,25.14287702,21.67,20.7,7.05
286,0.9,1.8,8.52652322,25.14357416,21.67,20.7,7.05
287,0.9,1.8,8.526365178,25.14427129,21.67,20.7,7.05
288,0.9,1.8,8.526207135,25.14496842,21.44,20.7,7.05
289,0.9,1.8,8.526207135,25.14461986,21.44,20.7,7.05
290,0.9,1.8,8.526207135,25.14427129,21.44,20.7,7.05
291,0.9,1.8,8.526207135,25.14392272,21.44,20.7,7.05
292,0.9,1.8,8.526207135,25.14357416,21.44,20.7,7.05
293,0.9,1.8,8.526207135,25.14322559,21.44,20.7,7.05
294,0.9,1.8,8.526207135,25.14287702,21.44,20.7,7.05
295,0.9,1.8,8.526207135,25.14252846,21.44,20.7,7.05
296,0.9,1.8,8.526207135,25.14217989,21.44,20.7,7.05
297,0.9,1.8,8.526207135,25.14183132,21.44,20.7,7.05
298,0.9,1.8,8.526207135,25.14148276,21.44,20.7,7.05
299,0.9,1.8,8.526207135,25.14113419,21.44,20.7,7.05
300,0.9,1.8,8.526207135,25.14078562,21.44,20.7,7.05
301,0.9,1.8,8.526207135,25.14043706,21.44,20.7,7.05
302,0.9,1.8,8.526207135,25.14008849,21.44,20.7,7.05
303,0.9,1.8,8.526207135,25.13973992,21.44,20.7,7.05
304,0.9,1.8,8.526207135,25.13939136,21.44,20.7,7.05
305,0.9,1.8,8.526075433,25.13939136,21.44,20.7,7.05
306,0.9,1.8,8.525943731,25.13939136,21.44,20.7,7.05
307,0.9,1.8,8.525812029,25.13939136,21.44,20.7,7.05
308,0.9,1.8,8.525680327,25.13939136,21.44,20.7,7.05
309,0.9,1.8,8.525548625,25.13939136,21.44,20.7,7.05
310,0.9,1.8,8.525416923,25.13939136,21.44,20.7,7.05
311,0.9,1.8,8.525285221,25.13939136,21.44,20.7,7.05
312,0.9,1.8,8.525153519,25.13939136,21.44,20.7,7.05
313,0.9,1.8,8.525021817,25.13939136,21.44,20.7,7.05
314,0.9,1.8,8.524890115,25.13939136,21.44,20.7,7.05
315,0.9,1.8,8.524758413,25.13939136,21.44,20.7,7.05
316,0.9,1.8,8.524626711,25.13939136,21.44,20.7,7.05
317,0.9,1.8,8.524495009,25.13939136,21.44,20.7,7.05
318,0.9,1.8,8.524363307,25.13939136,21.44,20.7,7.05
319,0.9,1.8,8.524231605,25.13939136,21.44,20.7,7.05
320,0.9,1.8,8.524099903,25.13939136,21.44,20.7,7.05
321,0.9,1.8,8.523941861,25.13869422,21.44,20.7,7.05
322,0.9,1.8,8.523783818,25.13799709,21.44,20.7,7.05
323,0.9,1.8,8.523625776,25.13729996,21.44,20.7,7.05
324,0.9,1.8,8.523467733,25.13660282,21.44,20.7,7.05
325,0.9,1.8,8.523309691,25.13590569,21.44,20.7,7.05
326,0.9,1.8,8.523151648,25.13520856,21.44,20.7,7.05
327,0.9,1.8,8.522993606,25.13451142,21.44,20.7,7.05
328,0.9,1.8,8.522835564,25.13381429,21.44,20.7,7.05
329,0.9,1.8,8.522677521,25.13311716,21.44,20.7,7.05
330,0.9,1.8,8.522519479,25.13242002,21.44,20.7,7.05
331,0.9,1.8,8.522361436,25.13172289,21.44,20.7,7.05
332,0.9,1.8,8.522203394,25.13102575,21.44,20.7,7.05
333,0.9,1.8,8.522045351,25.13032862,21.44,20.7,7.05
334,0.9,1.8,8.521887309,25.12963149,21.44,20.7,7.05
335,0.9,1.8,8.521729267,25.12893435,21.44,20.7,7.05
336,0.9,1.8,8.521571224,25.12823722,21.44,20.7,7.05
337,0.9,1.8,8.521439522,25.12719152,21.44,20.7,7.05
338,0.9,1.8,8.52130782,25.12614582,21.44,20.7,7.05
339,0.9,1.8,8.521176118,25.12510012,21.44,20.7,7.05
340,0.9,1.8,8.521044416,25.12405442,21.44,20.7,7.05
341,0.9,1.8,8.520912714,25.12300872,21.44,20.7,7.05
342,0.9,1.8,8.520781012,25.12196302,21.44,20.7,7.05
343,0.9,1.8,8.52064931,25.12091732,21.44,20.7,7.05
344,0.9,1.8,8.520517608,25.11987162,21.44,20.7,7.05
345,0.9,1.8,8.520385906,25.11882592,21.44,20.7,7.05
346,0.9,1.8,8.520254204,25.11778022,21.44,20.7,7.05
347,0.9,1.8,8.520122502,25.11673452,21.44,20.7,7.05
348,0.9,1.8,8.5199908,25.11568882,21.44,20.7,7.05
349,0.9,1.8,8.519859098,25.11464312,21.44,20.7,7.05
350,0.9,1.8,8.519727396,25.11359742,21.44,20.7,7.05
351,0.9,1.8,8.519595694,25.11255172,21.44,20.7,7.05
352,0.9,1.8,8.519463992,25.11150602,21.44,20.7,7.05
353,0.9,1.8,8.519305949,25.11080889,21.44,20.7,7.05
354,0.9,1.8,8.519147907,25.11011175,21.44,20.7,7.05
355,0.9,1.8,8.518989864,25.10941462,21.44,20.7,7.05
356,0.9,1.8,8.518831822,25.10871749,21.44,20.7,7.05
357,0.9,1.8,8.51867378,25.10802035,21.44,20.7,7.05
358,0.9,1.8,8.518515737,25.10732322,21.44,20.7,7.05
359,0.9,1.8,8.518357695,25.10662609,21.44,20.7,7.05
360,0.9,1.8,8.518199652,25.10592895,21.44,20.7,7.05
361,0.9,1.8,8.51804161,25.10523182,21.44,20.7,7.05
362,0.9,1.8,8.517883567,25.10453469,21.44,20.7,7.05
363,0.9,1.8,8.517725525,25.10383755,21.44,20.7,7.05
364,0.9,1.8,8.517567483,25.10314042,21.44,20.7,7.05
365,0.9,1.8,8.51740944,25.10244328,21.44,20.7,7.05
366,0.9,1.8,8.517251398,25.10174615,21.44,20.7,7.05
367,0.9,1.8,8.517093355,25.10104902,21.44,20.7,7.05
368,0.9,1.8,8.516935313,25.10035188,21.44,20.7,7.05
369,0.9,1.8,8.516935313,25.09930618,21.44,20.7,7.05
370,0.9,1.8,8.516935313,25.09826048,21.44,20.7,7.05
371,0.9,1.8,8.516935313,25.09721478,21.44,20.7,7.05
372,0.9,1.8,8.516935313,25.09616908,21.44,20.7,7.05
373,0.9,1.8,8.516935313,25.09512338,21.44,20.7,7.05
374,0.9,1.8,8.516935313,25.09407768,21.44,20.7,7.05
375,0.9,1.8,8.516935313,25.09303198,21.44,20.7,7.05
376,0.9,1.8,8.516935313,25.09198628,21.44,20.7,7.05
377,0.9,1.8,8.516935313,25.09094058,21.44,20.7,7.05
378,0.9,1.8,8.516935313,25.08989488,21.44,20.7,7.05
379,0.9,1.8,8.516935313,25.08884918,21.44,20.7,7.05
380,0.9,1.8,8.516935313,25.08780348,21.44,20.7,7.05
381,0.9,1.8,8.516935313,25.08675778,21.44,20.7,7.05
382,0.9,1.8,8.516935313,25.08571208,21.44,20.7,7.05
383,0.9,1.8,8.516935313,25.08466638,21.44,20.7,7.05
384,0.9,1.8,8.516935313,25.08362068,21.37,20.7,7.05
385,0.9,1.8,8.51677727,25.08362068,21.37,20.7,7.05
386,0.9,1.8,8.516619228,25.08362068,21.37,20.7,7.05
387,0.9,1.8,8.516461186,25.08362068,21.37,20.7,7.05
388,0.9,1.8,8.516303143,25.08362068,21.37,20.7,7.05
389,0.9,1.8,8.516145101,25.08362068,21.37,20.7,7.05
390,0.9,1.8,8.515987058,25.08362068,21.37,20.7,7.05
391,0.9,1.8,8.515829016,25.08362068,21.37,20.7,7.05
392,0.9,1.8,8.515670973,25.08362068,21.37,20.7,7.05
393,0.9,1.8,8.515512931,25.08362068,21.37,20.7,7.05
394,0.9,1.8,8.515354889,25.08362068,21.37,20.7,7.05
395,0.9,1.8,8.515196846,25.08362068,21.37,20.7,7.05
396,0.9,1.8,8.515038804,25.08362068,21.37,20.7,7.05
397,0.9,1.8,8.514880761,25.08362068,21.37,20.7,7.05
398,0.9,1.8,8.514722719,25.08362068,21.37,20.7,7.05
399,0.9,1.8,8.514564676,25.08362068,21.37,20.7,7.05
400,0.9,1.8,8.514406634,25.08362068,21.37,20.7,7.05
401,0.9,1.8,8.514274932,25.08292355,21.37,20.7,7.05
402,0.9,1.8,8.51414323,25.08222642,21.37,20.7,7.05
403,0.9,1.8,8.514011528,25.08152928,21.37,20.7,7.05
404,0.9,1.8,8.513879826,25.08083215,21.37,20.7,7.05
405,0.9,1.8,8.513748124,25.08013502,21.37,20.7,7.05
406,0.9,1.8,8.513616422,25.07943788,21.37,20.7,7.05
407,0.9,1.8,8.51348472,25.07874075,21.37,20.7,7.05
408,0.9,1.8,8.513353018,25.07804362,21.37,20.7,7.05
