tick,price
0,72.0578354978355
1,67.46
2,66.82
3,66.24
4,65.88
5,63.4381512605042
6,63.2242857142857
7,61.7178787878788
8,65.68
9,65.2198333333333
10,63.6542857142857
11,60.6257142857143
12,59.8944444444444
13,59.29125
14,58.5283333333333
15,58.654
16,56.9313513513514
17,56.830101010101
18,56.7633333333333
19,56.655045045045
20,60.4466666666667
21,57.526
22,56.6316666666667
23,55.88
24,55.33375
25,55.0280952380952
26,55.17375
27,55.0380952380952
28,57.3785714285714
29,56.4
30,55.6175
31,57.3885714285714
32,56.15
33,57.11
34,57.9753333333333
35,58.4466666666667
36,59.7033333333333
37,63.2783333333333
38,64.63
39,64.64
40,64.64
41,64.64
42,64.64
43,63.9398333333333
44,62.0323076923077
45,60.7450450450451
46,62.934
47,63.6446153846154
48,62.116
49,64.66
50,63.9598333333333
51,63.575
52,63.585
53,59.7740740740741
54,60.37875
55,58.8944444444444
56,64.67
57,64.67
58,64.545
59,64.68
60,65.72
61,65.51
62,65.51
63,65.51
64,65.51
65,65.72
66,67.136
67,67.7
68,67.35
69,67.36
70,67.36
71,67.71
72,66.81
73,67.0880701754386
74,66.82
75,66.82
76,65.75
77,65.54
78,65.03
79,65.03
80,64.0398333333333
81,63.01
82,61.9518181818182
83,60.6479710144928
84,59.0767857142857
85,58.8183333333333
86,58.9844444444444
87,60.5957142857143
88,64.75
89,58.8757142857143
90,57.964
91,57.0333333333333
92,57.39
93,56.45
94,56.19
95,55.6975
96,54.3761111111111
97,56.44
98,54.0866666666667
99,54.91375
100,58.42125
101,54.0266666666667
102,53.7911111111111
103,53.3093333333333
104,57.844
105,57.202
106,57.1585714285714
107,57.3614285714286
108,58.5680952380952
109,59.3833333333333
110,59.7466666666667
111,60.2216666666667
112,60.2550450450451
113,60.5513513513514
114,62.6783333333333
115,63.7298333333333
116,64.48
117,64.46
118,64.75
119,65.47
120,66.52
121,67.61
122,68.66
123,69.19
124,69.5042857142857
125,70.12
126,70.2784946236559
127,70.78
128,70.72
129,71.04
130,71.02
131,71.3724089635854
132,71.36
133,70.97
134,70.95
135,70.34
136,70.13
137,68.96
138,68.01
139,67.97
140,67.93
141,67.89
142,67.85
143,67.81
144,67.48
145,67.44
146,67.4
147,67.36
148,67.61
149,67.57
150,67.53
151,67.49
152,67.44
153,67.4
154,68.8984946236559
155,69.09
156,69.19
157,70.3
158,70.54
159,70.52
160,71.0089665653495
161,71.1070186335404
162,72.3354901960784
163,72.4542857142857
164,70.64
165,71.92
166,72.4
167,72.4575
168,72.28
169,72.22
170,72.51
171,72.63
172,72.88
173,72.46
174,72.45
175,72.0554901960784
176,72.41
177,72.28
178,71.7
179,70.8
180,69.96
181,69.54
182,69.48
183,69.19
184,70.11
185,70.1
186,69.11
187,69.09
188,69.15
189,69.06
190,67.67
191,67.12
192,67.21
193,67.22
194,67.24
195,67.1
196,67.11
