,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
0,2.1271.102,1.926594,92,16
1,2.1271.102,1.926594,356,0
2,2.1271.102,1.926594,56,4
3,2.1271.102,1.926594,8,12
4,2.1271.102,1.926594,84,4
5,2.1271.102,1.926594,4,4
6,2.1271.102,1.926594,4,4
7,2.1271.102,1.926594,4,16
8,2.1271.102,1.926594,212,4
9,2.1271.102,1.926594,56,4
10,2.1271.102,1.926594,12,4
11,2.1271.102,1.926594,0,56
12,2.1271.102,1.926594,0,108
13,2.1271.102,1.926594,0,148
14,2.1271.102,1.926594,0,92
15,2.1271.102,1.926594,0,408
16,--,--,4,112
17,--,--,0,128
18,--,--,0,16
19,--,--,4,44
20,--,--,4,12
21,--,--,4,4
22,--,--,24,4
23,--,--,36,4
24,--,--,0,300
25,--,--,0,144
26,--,--,0,284
27,--,--,0,484
28,--,--,0,204
29,--,--,0,296
30,--,--,0,132
31,--,--,0,336
32,--,--,4,304
33,--,--,0,64
34,--,--,0,380
35,--,--,0,464
36,--,--,0,800
37,--,--,0,832
38,--,--,0,584
39,--,--,0,528
40,--,--,0,648
41,--,--,0,604
42,--,--,0,468
43,--,--,0,492
44,--,--,0,468
45,--,--,0,652
46,--,--,0,720
47,--,--,0,372
48,--,--,4,316
49,--,--,0,364
50,--,--,4,264
51,--,--,0,132
52,--,--,4,64
53,--,--,0,520
54,--,--,0,440
55,--,--,0,160
56,--,--,0,296
57,--,--,0,16
58,--,--,4,4
59,--,--,0,24
60,--,--,0,260
61,--,--,4,40
62,--,--,0,60
63,--,--,0,272
64,--,--,0,508
65,--,--,4,176
66,--,--,0,40
67,--,--,4,4
68,--,--,8,32
69,--,--,0,56
70,--,--,4,128
71,--,--,0,96
72,--,--,0,44
73,--,--,28,12
74,--,--,0,68
75,--,--,0,124
76,--,--,0,236
77,--,--,4,168
78,--,--,4,152
79,--,--,0,428
80,--,--,8,44
81,--,--,8,56
82,--,--,4,100
83,--,--,0,188
84,--,--,112,52
85,--,--,28,16
86,--,--,0,24
87,--,--,0,244
88,--,--,4,80
89,--,--,12,40
90,--,--,12,24
91,--,--,0,100
92,--,--,12,8
93,--,--,0,156
94,--,--,72,76
95,--,--,0,280
96,--,--,0,412
97,--,--,0,1344
98,--,--,0,1500
99,--,--,0,1136
100,--,--,56,724
101,--,--,0,800
102,--,--,0,996
103,--,--,4,52
104,--,--,140,88
105,--,--,0,224
106,--,--,4,36
107,--,--,8,4
108,--,--,8,20
109,--,--,0,40
110,--,--,0,244
111,--,--,0,72
112,--,--,4,64
113,--,--,0,112
114,--,--,0,292
115,--,--,0,76
116,--,--,0,420
117,--,--,0,560
118,--,--,0,164
119,--,--,4,4
120,--,--,12,20
121,--,--,8,4
122,--,--,12,36
123,--,--,0,8
124,--,--,4,4
125,--,--,4,4
126,--,--,4,36
127,--,--,0,248
128,--,--,4,700
129,--,--,4,352
130,--,--,0,116
131,--,--,0,240
132,--,--,4,144
133,--,--,4,20
134,--,--,4,4
135,--,--,12,4
136,--,--,0,420
137,--,--,0,308
138,--,--,28,36
139,--,--,4,72
140,--,--,8,28
141,--,--,4,140
142,--,--,0,168
143,--,--,12,288
144,--,--,56,136
145,--,--,0,116
146,--,--,340,12
147,--,--,192,20
148,--,--,52,224
149,--,--,0,372
150,--,--,0,280
151,--,--,8,280
152,--,--,8,144
153,--,--,40,92
154,--,--,104,48
155,--,--,36,24
156,--,--,0,36
157,--,--,0,84
158,--,--,0,96
159,--,--,16,8
160,--,--,0,236
161,--,--,0,152
162,--,--,4,48
163,--,--,4,52
164,--,--,24,16
165,--,--,36,8
166,--,--,116,8
167,--,--,16,64
168,--,--,16,116
169,--,--,0,92
170,--,--,0,100
171,--,--,28,24
172,--,--,8,100
173,--,--,4,60
174,--,--,0,8
175,--,--,4,4
176,--,--,4,12
177,--,--,0,116
178,--,--,4,16
179,--,--,8,20
180,--,--,84,44
181,--,--,8,28
182,--,--,16,4
183,--,--,0,8
184,--,--,4,12
185,--,--,0,4
186,--,--,460,4
187,--,--,4,4
188,--,--,4,20
189,--,--,0,208
190,--,--,4,128
191,--,--,4,252
192,1.894582,1.922513,4,384
193,1.894582,1.922513,0,400
194,1.894582,1.922513,0,220
195,1.894582,1.922513,0,436
196,1.894582,1.922513,0,268
197,1.894582,1.922513,4,28
198,1.894582,1.922513,0,4
199,1.894582,1.922513,0,328
200,1.894582,1.922513,0,216
201,1.894582,1.922513,0,328
202,1.894582,1.922513,0,300
203,1.894582,1.922513,0,540
204,1.894582,1.922513,4,96
205,1.894582,1.922513,0,632
206,1.894582,1.922513,0,608
207,1.894582,1.922513,0,400
208,2.1251.160,1.971578,4,48
209,2.1251.160,1.971578,8,60
210,2.1251.160,1.971578,4,328
211,2.1251.160,1.971578,8,64
212,2.1251.160,1.971578,8,4
213,2.1251.160,1.971578,48,52
214,2.1251.160,1.971578,88,28
215,2.1251.160,1.971578,24,60
216,2.1251.160,1.971578,8,828
217,2.1251.160,1.971578,0,532
218,2.1251.160,1.971578,8,24
219,2.1251.160,1.971578,0,316
220,2.1251.160,1.971578,4,600
221,2.1251.160,1.971578,4,40
222,2.1251.160,1.971578,4,8
223,2.1251.160,1.971578,4,4
224,2.1451.378,2.028638,8,20
225,2.1451.378,2.028638,0,128
226,2.1451.378,2.028638,0,92
227,2.1451.378,2.028638,8,60
228,2.1451.378,2.028638,240,4
229,2.1451.378,2.028638,200,4
230,2.1451.378,2.028638,132,4
231,2.1451.378,2.028638,292,4
232,2.1451.378,2.028638,288,4
233,2.1451.378,2.028638,128,4
234,2.1451.378,2.028638,116,8
235,2.1451.378,2.028638,0,184
236,2.1451.378,2.028638,0,88
237,2.1451.378,2.028638,4,8
238,2.1451.378,2.028638,0,100
239,2.1451.378,2.028638,0,44
240,2.1641.352,1.924492,316,4
241,2.1641.352,1.924492,160,4
242,2.1641.352,1.924492,532,0
243,2.1641.352,1.924492,124,4
244,2.1641.352,1.924492,100,28
245,2.1641.352,1.924492,0,120
246,2.1641.352,1.924492,0,52
247,2.1641.352,1.924492,0,84
248,2.1641.352,1.924492,36,20
249,2.1641.352,1.924492,84,4
250,2.1641.352,1.924492,8,80
251,2.1641.352,1.924492,16,8
252,2.1641.352,1.924492,108,32
253,2.1641.352,1.924492,32,12
254,2.1641.352,1.924492,552,4
255,2.1641.352,1.924492,120,4
256,2.0281.190,2.057557,24,128
257,2.0281.190,2.057557,4,64
258,2.0281.190,2.057557,12,24
259,2.0281.190,2.057557,56,4
260,2.0281.190,2.057557,4,216
261,2.0281.190,2.057557,28,32
262,2.0281.190,2.057557,16,4
263,2.0281.190,2.057557,24,32
264,2.0281.190,2.057557,0,268
265,2.0281.190,2.057557,4,20
266,2.0281.190,2.057557,8,60
267,2.0281.190,2.057557,4,12
268,2.0281.190,2.057557,816,0
269,2.0281.190,2.057557,868,0
270,2.0281.190,2.057557,956,0
271,2.0281.190,2.057557,128,4
272,2.0741.237,2.061676,636,12
273,2.0741.237,2.061676,248,4
274,2.0741.237,2.061676,8,4
275,2.0741.237,2.061676,0,20
276,2.0741.237,2.061676,80,52
277,2.0741.237,2.061676,208,8
278,2.0741.237,2.061676,52,136
279,2.0741.237,2.061676,0,516
280,2.0741.237,2.061676,216,192
281,2.0741.237,2.061676,4,196
282,2.0741.237,2.061676,8,132
283,2.0741.237,2.061676,4,128
284,2.0741.237,2.061676,432,0
285,2.0741.237,2.061676,0,0
286,2.0741.237,2.061676,4,4
287,2.0741.237,2.061676,4,4
288,2.0191.060,2.047533,8,20
289,2.0191.060,2.047533,4,24
290,2.0191.060,2.047533,4,8
291,2.0191.060,2.047533,0,52
292,2.0191.060,2.047533,0,376
293,2.0191.060,2.047533,0,364
294,2.0191.060,2.047533,0,244
295,2.0191.060,2.047533,0,120
296,2.0191.060,2.047533,4,60
297,2.0191.060,2.047533,16,4
298,2.0191.060,2.047533,128,8
299,2.0191.060,2.047533,4,12
300,2.0191.060,2.047533,8,4
301,2.0191.060,2.047533,0,4
302,2.0191.060,2.047533,28,8
303,2.0191.060,2.047533,8,4
304,2.0171.020,1.982605,172,4
305,2.0171.020,1.982605,84,4
306,2.0171.020,1.982605,120,0
307,2.0171.020,1.982605,44,28
308,2.0171.020,1.982605,0,236
309,2.0171.020,1.982605,0,104
310,2.0171.020,1.982605,192,8
311,2.0171.020,1.982605,28,48
312,2.0171.020,1.982605,0,176
313,2.0171.020,1.982605,4,40
314,2.0171.020,1.982605,8,16
315,2.0171.020,1.982605,8,16
316,2.0171.020,1.982605,0,496
317,2.0171.020,1.982605,16,184
318,2.0171.020,1.982605,60,4
319,2.0171.020,1.982605,68,4
320,2.1031.342,2.072570,80,272
321,2.1031.342,2.072570,192,4
322,2.1031.342,2.072570,12,4
323,2.1031.342,2.072570,248,4
324,2.1031.342,2.072570,236,0
325,2.1031.342,2.072570,380,0
326,2.1031.342,2.072570,504,0
327,2.1031.342,2.072570,532,0
328,2.1031.342,2.072570,20,4
329,2.1031.342,2.072570,4,4
330,2.1031.342,2.072570,4,4
331,2.1031.342,2.072570,100,0
332,2.1031.342,2.072570,612,4
333,2.1031.342,2.072570,384,0
334,2.1031.342,2.072570,72,4
335,2.1031.342,2.072570,72,4
336,2.1081.294,2.041671,268,4
337,2.1081.294,2.041671,296,4
338,2.1081.294,2.041671,80,4
339,2.1081.294,2.041671,116,40
340,2.1081.294,2.041671,72,32
341,2.1081.294,2.041671,0,140
342,2.1081.294,2.041671,0,332
343,2.1081.294,2.041671,0,612
344,2.1081.294,2.041671,4,300
345,2.1081.294,2.041671,12,4
346,2.1081.294,2.041671,268,4
347,2.1081.294,2.041671,80,4
348,2.1081.294,2.041671,8,12
349,2.1081.294,2.041671,0,300
350,2.1081.294,2.041671,4,92
351,2.1081.294,2.041671,72,4
352,1.983971,2.008528,4,8
353,1.983971,2.008528,12,8
354,1.983971,2.008528,28,4
355,1.983971,2.008528,40,4
356,1.983971,2.008528,4,496
357,1.983971,2.008528,0,176
358,1.983971,2.008528,4,56
359,1.983971,2.008528,12,4
360,1.983971,2.008528,4,48
361,1.983971,2.008528,4,24
362,1.983971,2.008528,0,76
363,1.983971,2.008528,4,28
364,1.983971,2.008528,12,16
365,1.983971,2.008528,4,116
366,1.983971,2.008528,4,396
367,1.983971,2.008528,0,624
368,1.988944,2.077622,20,108
369,1.988944,2.077622,316,0
370,1.988944,2.077622,308,0
371,1.988944,2.077622,252,4
372,1.988944,2.077622,352,0
373,1.988944,2.077622,792,0
374,1.988944,2.077622,528,4
375,1.988944,2.077622,36,0
376,1.988944,2.077622,284,32
377,1.988944,2.077622,4,4
378,1.988944,2.077622,272,0
379,1.988944,2.077622,104,4
380,1.988944,2.077622,320,8
381,1.988944,2.077622,280,0
382,1.988944,2.077622,168,0
383,1.988944,2.077622,12,12
384,2.1751.135,1.982526,104,16
385,2.1751.135,1.982526,248,76
386,2.1751.135,1.982526,4,64
387,2.1751.135,1.982526,0,148
388,2.1751.135,1.982526,200,0
389,2.1751.135,1.982526,4,20
390,2.1751.135,1.982526,4,8
391,2.1751.135,1.982526,4,24
392,2.1751.135,1.982526,4,8
393,2.1751.135,1.982526,0,84
394,2.1751.135,1.982526,0,96
395,2.1751.135,1.982526,4,48
396,2.1751.135,1.982526,236,4
397,2.1751.135,1.982526,160,0
398,2.1751.135,1.982526,208,0
399,2.1751.135,1.982526,44,12
400,2.1921.047,1.999529,168,4
401,2.1921.047,1.999529,260,0
402,2.1921.047,1.999529,36,0
403,2.1921.047,1.999529,192,0
404,2.1921.047,1.999529,28,32
405,2.1921.047,1.999529,48,4
406,2.1921.047,1.999529,68,8
407,2.1921.047,1.999529,0,12
408,2.1921.047,1.999529,24,316
409,2.1921.047,1.999529,224,4
410,2.1921.047,1.999529,300,4
411,2.1921.047,1.999529,232,4
412,2.1921.047,1.999529,8,296
413,2.1921.047,1.999529,4,140
414,2.1921.047,1.999529,24,12
415,2.1921.047,1.999529,68,0
416,2.2051.342,2.014526,4,232
417,2.2051.342,2.014526,8,76
418,2.2051.342,2.014526,116,0
419,2.2051.342,2.014526,712,0
420,2.2051.342,2.014526,1100,0
421,2.2051.342,2.014526,732,0
422,2.2051.342,2.014526,580,0
423,2.2051.342,2.014526,76,4
424,2.2051.342,2.014526,4,8
425,2.2051.342,2.014526,12,60
426,2.2051.342,2.014526,4,32
427,2.2051.342,2.014526,4,40
428,2.2051.342,2.014526,144,4
429,2.2051.342,2.014526,176,0
430,2.2051.342,2.014526,156,4
431,2.2051.342,2.014526,92,4
432,2.1971.315,2.002506,340,0
433,2.1971.315,2.002506,16,60
434,2.1971.315,2.002506,0,176
435,2.1971.315,2.002506,0,72
436,2.1971.315,2.002506,240,4
437,2.1971.315,2.002506,188,4
438,2.1971.315,2.002506,196,4
439,2.1971.315,2.002506,4,156
440,2.1971.315,2.002506,8,20
441,2.1971.315,2.002506,8,12
442,2.1971.315,2.002506,52,4
443,2.1971.315,2.002506,156,4
444,2.1971.315,2.002506,136,8
445,2.1971.315,2.002506,68,4
446,2.1971.315,2.002506,16,4
447,2.1971.315,2.002506,0,4
448,2.0721.209,2.054559,8,68
449,2.0721.209,2.054559,180,4
450,2.0721.209,2.054559,828,0
451,2.0721.209,2.054559,1124,0
452,2.0721.209,2.054559,792,4
453,2.0721.209,2.054559,480,4
454,2.0721.209,2.054559,360,4
455,2.0721.209,2.054559,108,8
456,2.0721.209,2.054559,4,148
457,2.0721.209,2.054559,4,96
458,2.0721.209,2.054559,24,8
459,2.0721.209,2.054559,12,8
460,2.0721.209,2.054559,52,12
461,2.0721.209,2.054559,8,100
462,2.0721.209,2.054559,4,364
463,2.0721.209,2.054559,8,340
464,2.060956,2.014573,64,8
465,2.060956,2.014573,76,132
466,2.060956,2.014573,4,72
467,2.060956,2.014573,4,36
468,2.060956,2.014573,12,24
469,2.060956,2.014573,12,8
470,2.060956,2.014573,4,180
471,2.060956,2.014573,0,976
472,2.060956,2.014573,4,396
473,2.060956,2.014573,0,628
474,2.060956,2.014573,0,276
475,2.060956,2.014573,0,712
476,2.060956,2.014573,76,28
477,2.060956,2.014573,4,140
478,2.060956,2.014573,4,48
479,2.060956,2.014573,12,16
480,2.1811.059,1.999565,184,4
481,2.1811.059,1.999565,32,12
482,2.1811.059,1.999565,8,4
483,2.1811.059,1.999565,292,0
484,2.1811.059,1.999565,596,4
485,2.1811.059,1.999565,660,0
486,2.1811.059,1.999565,348,0
487,2.1811.059,1.999565,0,28
488,2.1811.059,1.999565,4,44
489,2.1811.059,1.999565,4,8
490,2.1811.059,1.999565,0,16
491,2.1811.059,1.999565,4,124
492,2.1811.059,1.999565,180,36
493,2.1811.059,1.999565,556,4
494,2.1811.059,1.999565,584,0
495,2.1811.059,1.999565,204,4
496,2.1151.072,1.997576,356,4
497,2.1151.072,1.997576,56,4
498,2.1151.072,1.997576,100,4
499,2.1151.072,1.997576,4,124
500,2.1151.072,1.997576,4,444
501,2.1151.072,1.997576,0,584
502,2.1151.072,1.997576,4,148
503,2.1151.072,1.997576,4,124
504,2.1151.072,1.997576,44,352
505,2.1151.072,1.997576,92,80
506,2.1151.072,1.997576,492,0
507,2.1151.072,1.997576,600,4
508,2.1151.072,1.997576,676,4
509,2.1151.072,1.997576,912,4
510,2.1151.072,1.997576,860,0
511,2.1151.072,1.997576,908,0
512,2.1191.490,2.032571,684,4
513,2.1191.490,2.032571,916,4
514,2.1191.490,2.032571,1540,0
515,2.1191.490,2.032571,800,0
516,2.1191.490,2.032571,400,0
517,2.1191.490,2.032571,596,0
518,2.1191.490,2.032571,312,4
519,2.1191.490,2.032571,4,4
520,2.1191.490,2.032571,172,4
521,2.1191.490,2.032571,20,4
522,2.1191.490,2.032571,260,4
523,2.1191.490,2.032571,4,148
524,2.1191.490,2.032571,0,240
525,2.1191.490,2.032571,0,160
526,2.1191.490,2.032571,4,20
527,2.1191.490,2.032571,0,316
528,2.0691.306,2.020560,32,48
529,2.0691.306,2.020560,8,72
530,2.0691.306,2.020560,4,68
531,2.0691.306,2.020560,4,192
532,2.0691.306,2.020560,4,60
533,2.0691.306,2.020560,4,60
534,2.0691.306,2.020560,4,76
535,2.0691.306,2.020560,0,124
536,2.0691.306,2.020560,4,100
537,2.0691.306,2.020560,32,8
538,2.0691.306,2.020560,128,8
539,2.0691.306,2.020560,72,4
540,2.0691.306,2.020560,148,4
541,2.0691.306,2.020560,220,4
542,2.0691.306,2.020560,440,4
543,2.0691.306,2.020560,348,4
544,2.0461.164,2.087631,20,8
545,2.0461.164,2.087631,4,4
546,2.0461.164,2.087631,0,4
547,2.0461.164,2.087631,4,8
548,2.0461.164,2.087631,16,4
549,2.0461.164,2.087631,8,4
550,2.0461.164,2.087631,32,4
551,2.0461.164,2.087631,80,4
552,2.0461.164,2.087631,4,112
553,2.0461.164,2.087631,4,132
554,2.0461.164,2.087631,0,292
555,2.0461.164,2.087631,4,144
556,2.0461.164,2.087631,4,172
557,2.0461.164,2.087631,4,84
558,2.0461.164,2.087631,8,144
559,2.0461.164,2.087631,0,400
560,2.001979,2.035593,28,24
561,2.001979,2.035593,4,212
562,2.001979,2.035593,0,336
563,2.001979,2.035593,0,164
564,2.001979,2.035593,8,24
565,2.001979,2.035593,40,12
566,2.001979,2.035593,192,28
567,2.001979,2.035593,4,92
568,2.001979,2.035593,200,16
569,2.001979,2.035593,8,20
570,2.001979,2.035593,128,68
571,2.001979,2.035593,4,8
572,2.001979,2.035593,232,4
573,2.001979,2.035593,44,24
574,2.001979,2.035593,4,4
575,2.001979,2.035593,12,4
576,2.124809,1.964518,4,44
577,2.124809,1.964518,4,444
578,2.124809,1.964518,0,732
579,2.124809,1.964518,0,1016
580,2.124809,1.964518,144,48
581,2.124809,1.964518,20,20
582,2.124809,1.964518,8,24
583,2.124809,1.964518,0,140
584,2.124809,1.964518,256,4
585,2.124809,1.964518,88,56
586,2.124809,1.964518,4,376
587,2.124809,1.964518,0,704
588,2.124809,1.964518,8,272
589,2.124809,1.964518,4,112
590,2.124809,1.964518,4,52
591,2.124809,1.964518,4,68
592,2.1551.097,2.065648,8,36
593,2.1551.097,2.065648,4,4
594,2.1551.097,2.065648,12,4
595,2.1551.097,2.065648,4,4
596,2.1551.097,2.065648,8,8
597,2.1551.097,2.065648,4,28
598,2.1551.097,2.065648,4,12
599,2.1551.097,2.065648,4,44
600,2.1551.097,2.065648,4,556
601,2.1551.097,2.065648,0,420
602,2.1551.097,2.065648,0,396
603,2.1551.097,2.065648,0,716
604,2.1551.097,2.065648,4,892
605,2.1551.097,2.065648,0,644
606,2.1551.097,2.065648,0,312
607,2.1551.097,2.065648,0,96
608,2.1961.178,2.064643,0,656
609,2.1961.178,2.064643,0,444
610,2.1961.178,2.064643,4,40
611,2.1961.178,2.064643,12,4
612,2.1961.178,2.064643,0,112
613,2.1961.178,2.064643,0,36
614,2.1961.178,2.064643,0,16
615,2.1961.178,2.064643,4,4
616,2.1961.178,2.064643,56,8
617,2.1961.178,2.064643,4,40
618,2.1961.178,2.064643,0,20
619,2.1961.178,2.064643,4,8
620,2.1961.178,2.064643,0,188
621,2.1961.178,2.064643,0,520
622,2.1961.178,2.064643,0,184
623,2.1961.178,2.064643,16,4
624,2.1631.157,2.065617,48,8
625,2.1631.157,2.065617,16,8
626,2.1631.157,2.065617,380,0
627,2.1631.157,2.065617,84,8
628,2.1631.157,2.065617,8,16
629,2.1631.157,2.065617,0,44
630,2.1631.157,2.065617,8,24
631,2.1631.157,2.065617,4,32
632,2.1631.157,2.065617,8,36
633,2.1631.157,2.065617,60,0
634,2.1631.157,2.065617,316,0
635,2.1631.157,2.065617,568,0
636,2.1631.157,2.065617,108,4
637,2.1631.157,2.065617,12,8
638,2.1631.157,2.065617,276,4
639,2.1631.157,2.065617,56,4
640,2.1961.121,2.038645,60,52
641,2.1961.121,2.038645,28,28
642,2.1961.121,2.038645,72,4
643,2.1961.121,2.038645,68,4
644,2.1961.121,2.038645,20,8
645,2.1961.121,2.038645,152,36
646,2.1961.121,2.038645,632,0
647,2.1961.121,2.038645,384,0
648,2.1961.121,2.038645,72,4
649,2.1961.121,2.038645,184,0
650,2.1961.121,2.038645,176,0
651,2.1961.121,2.038645,256,4
652,2.1961.121,2.038645,256,0
653,2.1961.121,2.038645,112,4
654,2.1961.121,2.038645,88,4
655,2.1961.121,2.038645,32,28
656,2.043813,2.006546,104,4
657,2.043813,2.006546,132,48
658,2.043813,2.006546,40,48
659,2.043813,2.006546,4,180
660,2.043813,2.006546,16,32
661,2.043813,2.006546,8,4
662,2.043813,2.006546,4,8
663,2.043813,2.006546,8,216
664,2.043813,2.006546,4,44
665,2.043813,2.006546,120,84
666,2.043813,2.006546,0,560
667,2.043813,2.006546,0,744
668,2.043813,2.006546,4,184
669,2.043813,2.006546,12,12
670,2.043813,2.006546,300,0
671,2.043813,2.006546,12,4
672,2.1321.121,1.937588,4,28
673,2.1321.121,1.937588,8,64
674,2.1321.121,1.937588,0,56
675,2.1321.121,1.937588,0,344
676,2.1321.121,1.937588,4,48
677,2.1321.121,1.937588,48,4
678,2.1321.121,1.937588,80,40
679,2.1321.121,1.937588,4,44
680,2.1321.121,1.937588,28,4
681,2.1321.121,1.937588,56,16
682,2.1321.121,1.937588,4,40
683,2.1321.121,1.937588,4,104
684,2.1321.121,1.937588,12,12
685,2.1321.121,1.937588,20,0
686,2.1321.121,1.937588,200,4
687,2.1321.121,1.937588,104,4
688,2.087744,1.963503,68,4
689,2.087744,1.963503,92,0
690,2.087744,1.963503,512,0
691,2.087744,1.963503,472,0
692,2.087744,1.963503,68,4
693,2.087744,1.963503,0,300
694,2.087744,1.963503,8,128
695,2.087744,1.963503,20,264
696,2.087744,1.963503,0,152
697,2.087744,1.963503,0,4
698,2.087744,1.963503,8,4
699,2.087744,1.963503,0,4
700,2.087744,1.963503,0,60
701,2.087744,1.963503,4,12
702,2.087744,1.963503,4,4
703,2.087744,1.963503,4,8
704,2.0381.038,2.058643,0,444
705,2.0381.038,2.058643,0,908
706,2.0381.038,2.058643,0,696
707,2.0381.038,2.058643,0,60
708,2.0381.038,2.058643,4,148
709,2.0381.038,2.058643,28,4
710,2.0381.038,2.058643,100,4
711,2.0381.038,2.058643,20,4
712,2.0381.038,2.058643,1072,0
713,2.0381.038,2.058643,244,68
714,2.0381.038,2.058643,0,72
715,2.0381.038,2.058643,0,76
716,2.0381.038,2.058643,64,36
717,2.0381.038,2.058643,32,0
718,2.0381.038,2.058643,56,4
719,2.0381.038,2.058643,0,28
720,2.0661.128,1.872393,124,0
721,2.0661.128,1.872393,28,20
722,2.0661.128,1.872393,4,16
723,2.0661.128,1.872393,0,380
724,2.0661.128,1.872393,0,24
725,2.0661.128,1.872393,4,88
726,2.0661.128,1.872393,0,196
727,2.0661.128,1.872393,0,200
728,2.0661.128,1.872393,8,72
729,2.0661.128,1.872393,0,292
730,2.0661.128,1.872393,24,116
731,2.0661.128,1.872393,44,4
732,2.0661.128,1.872393,20,8
733,2.0661.128,1.872393,120,0
734,2.0661.128,1.872393,148,0
735,2.0661.128,1.872393,48,8
736,2.0751.015,1.998497,0,464
737,2.0751.015,1.998497,0,136
738,2.0751.015,1.998497,4,12
739,2.0751.015,1.998497,96,4
740,2.0751.015,1.998497,84,4
741,2.0751.015,1.998497,176,4
742,2.0751.015,1.998497,380,0
743,2.0751.015,1.998497,280,0
744,2.0751.015,1.998497,136,0
745,2.0751.015,1.998497,204,0
746,2.0751.015,1.998497,20,4
747,2.0751.015,1.998497,8,8
748,2.0751.015,1.998497,120,4
749,2.0751.015,1.998497,132,0
750,2.0751.015,1.998497,4,92
751,2.0751.015,1.998497,4,100
752,2.043861,1.931527,4,8
753,2.043861,1.931527,20,68
754,2.043861,1.931527,0,88
755,2.043861,1.931527,0,112
756,2.043861,1.931527,72,24
757,2.043861,1.931527,24,0
758,2.043861,1.931527,4,40
759,2.043861,1.931527,0,260
760,2.043861,1.931527,76,52
761,2.043861,1.931527,8,168
762,2.043861,1.931527,0,384
763,2.043861,1.931527,0,540
764,2.043861,1.931527,44,60
765,2.043861,1.931527,4,40
766,2.043861,1.931527,4,16
767,2.043861,1.931527,0,20
768,2.063944,1.949572,284,0
769,2.063944,1.949572,188,0
770,2.063944,1.949572,256,0
771,2.063944,1.949572,16,12
772,2.063944,1.949572,40,8
773,2.063944,1.949572,4,28
774,2.063944,1.949572,228,16
775,2.063944,1.949572,164,4
776,2.063944,1.949572,716,0
777,2.063944,1.949572,184,0
778,2.063944,1.949572,8,24
779,2.063944,1.949572,0,116
780,2.063944,1.949572,48,16
781,2.063944,1.949572,144,0
782,2.063944,1.949572,324,0
783,2.063944,1.949572,328,0
784,2.107951,1.923564,20,4
785,2.107951,1.923564,304,4
786,2.107951,1.923564,240,4
787,2.107951,1.923564,572,0
788,2.107951,1.923564,808,0
789,2.107951,1.923564,496,0
790,2.107951,1.923564,508,0
791,2.107951,1.923564,192,0
792,2.107951,1.923564,60,8
793,2.107951,1.923564,8,4
794,2.107951,1.923564,8,8
795,2.107951,1.923564,12,4
796,2.107951,1.923564,268,4
797,2.107951,1.923564,548,0
798,2.107951,1.923564,696,0
799,2.107951,1.923564,328,4
800,2.1171.009,1.993659,176,0
801,2.1171.009,1.993659,32,4
802,2.1171.009,1.993659,176,4
803,2.1171.009,1.993659,76,8
804,2.1171.009,1.993659,12,80
805,2.1171.009,1.993659,228,4
806,2.1171.009,1.993659,180,0
807,2.1171.009,1.993659,28,4
808,2.1171.009,1.993659,44,8
809,2.1171.009,1.993659,96,0
810,2.1171.009,1.993659,8,4
811,2.1171.009,1.993659,4,116
812,2.1171.009,1.993659,8,40
813,2.1171.009,1.993659,44,20
814,2.1171.009,1.993659,224,0
815,2.1171.009,1.993659,536,0
816,2.1261.192,1.816569,540,0
817,2.1261.192,1.816569,356,0
818,2.1261.192,1.816569,224,0
819,2.1261.192,1.816569,24,116
820,2.1261.192,1.816569,28,8
821,2.1261.192,1.816569,60,0
822,2.1261.192,1.816569,24,0
823,2.1261.192,1.816569,52,4
824,2.1261.192,1.816569,804,0
825,2.1261.192,1.816569,716,0
826,2.1261.192,1.816569,644,0
827,2.1261.192,1.816569,1232,0
828,2.1261.192,1.816569,1180,0
829,2.1261.192,1.816569,372,4
830,2.1261.192,1.816569,156,0
831,2.1261.192,1.816569,56,4
832,2.1661.281,1.888467,20,12
833,2.1661.281,1.888467,324,0
834,2.1661.281,1.888467,480,0
835,2.1661.281,1.888467,572,0
836,2.1661.281,1.888467,236,8
837,2.1661.281,1.888467,932,0
838,2.1661.281,1.888467,780,0
839,2.1661.281,1.888467,900,0
840,2.1661.281,1.888467,532,0
841,2.1661.281,1.888467,460,4
842,2.1661.281,1.888467,464,0
843,2.1661.281,1.888467,184,0
844,2.1661.281,1.888467,88,4
845,2.1661.281,1.888467,16,0
846,2.1661.281,1.888467,16,76
847,2.1661.281,1.888467,8,16
848,2.008875,2.006548,332,0
849,2.008875,2.006548,136,4
850,2.008875,2.006548,148,4
851,2.008875,2.006548,40,20
852,2.008875,2.006548,296,4
853,2.008875,2.006548,80,0
854,2.008875,2.006548,44,0
855,2.008875,2.006548,4,8
856,2.008875,2.006548,136,16
857,2.008875,2.006548,32,16
858,2.008875,2.006548,8,8
859,2.008875,2.006548,4,84
860,2.008875,2.006548,16,40
861,2.008875,2.006548,28,4
862,2.008875,2.006548,24,48
863,2.008875,2.006548,8,68
864,1.948836,1.963520,4,60
865,1.948836,1.963520,8,16
866,1.948836,1.963520,36,16
867,1.948836,1.963520,0,40
868,1.948836,1.963520,324,8
869,1.948836,1.963520,116,0
870,1.948836,1.963520,208,0
871,1.948836,1.963520,68,16
872,1.948836,1.963520,40,4
873,1.948836,1.963520,16,32
874,1.948836,1.963520,160,4
