tick;SH;HH;NI;HB;NW;HE;RP;BW;BY;SL;BE;BB;MV;SN;ST;TH
0;1,51351E-05;1,40114E-05;1,4387E-05;1,43545E-05;1,45317E-05;1,85085E-05;1,86398E-05;2,01446E-05;2,25399E-05;1,8828E-05;1,45284E-05;1,45284E-05;1,54996E-05;1,56297E-05;1,46671E-05;1,78772E-05
1;1,51351E-05;1,40114E-05;1,4387E-05;1,43545E-05;1,45317E-05;1,85085E-05;1,86398E-05;2,01446E-05;2,25399E-05;1,8828E-05;1,45284E-05;1,45284E-05;1,54996E-05;1,56297E-05;1,46671E-05;1,78772E-05
2;1,51351E-05;1,40114E-05;1,4387E-05;1,43545E-05;1,45317E-05;1,85085E-05;1,86398E-05;2,01446E-05;2,25399E-05;1,8828E-05;1,45284E-05;1,45284E-05;1,54996E-05;1,56297E-05;1,46671E-05;1,78772E-05
3;1,51351E-05;1,40114E-05;1,4387E-05;1,43545E-05;1,45317E-05;1,85085E-05;1,86398E-05;2,01446E-05;2,25399E-05;1,8828E-05;1,45284E-05;1,45284E-05;1,54996E-05;1,56297E-05;1,46671E-05;1,78772E-05
4;1,85341E-05;1,71566E-05;1,7617E-05;1,75772E-05;1,77944E-05;2,09002E-05;2,10485E-05;2,27487E-05;2,5455E-05;2,12611E-05;1,77904E-05;1,77904E-05;1,89809E-05;1,91404E-05;1,79604E-05;2,01869E-05
5;1,85341E-05;1,71566E-05;1,7617E-05;1,75772E-05;1,77944E-05;2,09002E-05;2,10485E-05;2,27487E-05;2,5455E-05;2,12611E-05;1,77904E-05;1,77904E-05;1,89809E-05;1,91404E-05;1,79604E-05;2,01869E-05
6;1,85341E-05;1,71566E-05;1,7617E-05;1,75772E-05;1,77944E-05;2,09002E-05;2,10485E-05;2,27487E-05;2,5455E-05;2,12611E-05;1,77904E-05;1,77904E-05;1,89809E-05;1,91404E-05;1,79604E-05;2,01869E-05
7;1,85341E-05;1,71566E-05;1,7617E-05;1,75772E-05;1,77944E-05;2,09002E-05;2,10485E-05;2,27487E-05;2,5455E-05;2,12611E-05;1,77904E-05;1,77904E-05;1,89809E-05;1,91404E-05;1,79604E-05;2,01869E-05
8;1,92365E-05;1,78066E-05;1,82845E-05;1,82432E-05;1,84686E-05;2,02591E-05;2,04029E-05;2,20507E-05;2,46737E-05;2,0609E-05;1,84645E-05;1,84645E-05;1,97004E-05;1,9866E-05;1,8641E-05;1,95678E-05
9;1,92365E-05;1,78066E-05;1,82845E-05;1,82432E-05;1,84686E-05;2,02591E-05;2,04029E-05;2,20507E-05;2,46737E-05;2,0609E-05;1,84645E-05;1,84645E-05;1,97004E-05;1,9866E-05;1,8641E-05;1,95678E-05
10;1,92365E-05;1,78066E-05;1,82845E-05;1,82432E-05;1,84686E-05;2,02591E-05;2,04029E-05;2,20507E-05;2,46737E-05;2,0609E-05;1,84645E-05;1,84645E-05;1,97004E-05;1,9866E-05;1,8641E-05;1,95678E-05
11;1,92365E-05;1,78066E-05;1,82845E-05;1,82432E-05;1,84686E-05;2,02591E-05;2,04029E-05;2,20507E-05;2,46737E-05;2,0609E-05;1,84645E-05;1,84645E-05;1,97004E-05;1,9866E-05;1,8641E-05;1,95678E-05
12;2,15973E-05;1,99912E-05;2,0528E-05;2,04816E-05;2,07348E-05;2,3473E-05;2,36396E-05;2,555E-05;2,85909E-05;2,38786E-05;2,07302E-05;2,07302E-05;2,21184E-05;2,23044E-05;2,09284E-05;2,26715E-05
13;2,15973E-05;1,99912E-05;2,0528E-05;2,04816E-05;2,07348E-05;2,3473E-05;2,36396E-05;2,555E-05;2,85909E-05;2,38786E-05;2,07302E-05;2,07302E-05;2,21184E-05;2,23044E-05;2,09284E-05;2,26715E-05
14;2,15973E-05;1,99912E-05;2,0528E-05;2,04816E-05;2,07348E-05;2,3473E-05;2,36396E-05;2,555E-05;2,85909E-05;2,38786E-05;2,07302E-05;2,07302E-05;2,21184E-05;2,23044E-05;2,09284E-05;2,26715E-05
15;2,15973E-05;1,99912E-05;2,0528E-05;2,04816E-05;2,07348E-05;2,3473E-05;2,36396E-05;2,555E-05;2,85909E-05;2,38786E-05;2,07302E-05;2,07302E-05;2,21184E-05;2,23044E-05;2,09284E-05;2,26715E-05
16;2,94582E-05;2,7265E-05;2,7998E-05;2,79346E-05;2,82804E-05;3,0366E-05;3,05817E-05;3,30552E-05;3,69924E-05;3,08911E-05;2,82741E-05;2,82741E-05;3,01697E-05;3,04237E-05;2,85448E-05;2,93283E-05
17;2,94582E-05;2,7265E-05;2,7998E-05;2,79346E-05;2,82804E-05;3,0366E-05;3,05817E-05;3,30552E-05;3,69924E-05;3,08911E-05;2,82741E-05;2,82741E-05;3,01697E-05;3,04237E-05;2,85448E-05;2,93283E-05
18;2,94582E-05;2,7265E-05;2,7998E-05;2,79346E-05;2,82804E-05;3,0366E-05;3,05817E-05;3,30552E-05;3,69924E-05;3,08911E-05;2,82741E-05;2,82741E-05;3,01697E-05;3,04237E-05;2,85448E-05;2,93283E-05
19;2,94582E-05;2,7265E-05;2,7998E-05;2,79346E-05;2,82804E-05;3,0366E-05;3,05817E-05;3,30552E-05;3,69924E-05;3,08911E-05;2,82741E-05;2,82741E-05;3,01697E-05;3,04237E-05;2,85448E-05;2,93283E-05
20;3,17499E-05;2,93856E-05;3,01758E-05;3,01074E-05;3,04802E-05;3,06398E-05;3,08575E-05;3,33534E-05;3,73262E-05;3,11696E-05;3,04734E-05;3,04734E-05;3,25169E-05;3,27907E-05;3,07652E-05;2,95927E-05
21;3,17499E-05;2,93856E-05;3,01758E-05;3,01074E-05;3,04802E-05;3,06398E-05;3,08575E-05;3,33534E-05;3,73262E-05;3,11696E-05;3,04734E-05;3,04734E-05;3,25169E-05;3,27907E-05;3,07652E-05;2,95927E-05
22;3,17499E-05;2,93856E-05;3,01758E-05;3,01074E-05;3,04802E-05;3,06398E-05;3,08575E-05;3,33534E-05;3,73262E-05;3,11696E-05;3,04734E-05;3,04734E-05;3,25169E-05;3,27907E-05;3,07652E-05;2,95927E-05
23;3,17499E-05;2,93856E-05;3,01758E-05;3,01074E-05;3,04802E-05;3,06398E-05;3,08575E-05;3,33534E-05;3,73262E-05;3,11696E-05;3,04734E-05;3,04734E-05;3,25169E-05;3,27907E-05;3,07652E-05;2,95927E-05
24;3,76715E-05;3,4865E-05;3,5803E-05;3,57219E-05;3,61644E-05;3,79759E-05;3,82459E-05;4,13411E-05;4,62678E-05;3,8633E-05;3,61563E-05;3,61563E-05;3,8582E-05;3,8907E-05;3,65027E-05;3,66774E-05
25;3,76715E-05;3,4865E-05;3,5803E-05;3,57219E-05;3,61644E-05;3,79759E-05;3,82459E-05;4,13411E-05;4,62678E-05;3,8633E-05;3,61563E-05;3,61563E-05;3,8582E-05;3,8907E-05;3,65027E-05;3,66774E-05
26;3,76715E-05;3,4865E-05;3,5803E-05;3,57219E-05;3,61644E-05;3,79759E-05;3,82459E-05;4,13411E-05;4,62678E-05;3,8633E-05;3,61563E-05;3,61563E-05;3,8582E-05;3,8907E-05;3,65027E-05;3,66774E-05
27;3,76715E-05;3,4865E-05;3,5803E-05;3,57219E-05;3,61644E-05;3,79759E-05;3,82459E-05;4,13411E-05;4,62678E-05;3,8633E-05;3,61563E-05;3,61563E-05;3,8582E-05;3,8907E-05;3,65027E-05;3,66774E-05
28;3,92932E-05;3,63656E-05;3,73441E-05;3,72595E-05;3,7721E-05;4,03611E-05;4,06481E-05;4,39381E-05;4,9175E-05;4,10595E-05;3,77126E-05;3,77126E-05;4,0243E-05;4,0582E-05;3,80739E-05;3,89808E-05
29;3,92932E-05;3,63656E-05;3,73441E-05;3,72595E-05;3,7721E-05;4,03611E-05;4,06481E-05;4,39381E-05;4,9175E-05;4,10595E-05;3,77126E-05;3,77126E-05;4,0243E-05;4,0582E-05;3,80739E-05;3,89808E-05
30;3,92932E-05;3,63656E-05;3,73441E-05;3,72595E-05;3,7721E-05;4,03611E-05;4,06481E-05;4,39381E-05;4,9175E-05;4,10595E-05;3,77126E-05;3,77126E-05;4,0243E-05;4,0582E-05;3,80739E-05;3,89808E-05
31;3,92932E-05;3,63656E-05;3,73441E-05;3,72595E-05;3,7721E-05;4,03611E-05;4,06481E-05;4,39381E-05;4,9175E-05;4,10595E-05;3,77126E-05;3,77126E-05;4,0243E-05;4,0582E-05;3,80739E-05;3,89808E-05
32;3,64297E-05;3,3716E-05;3,4623E-05;3,45445E-05;3,49724E-05;3,81075E-05;3,83784E-05;4,14843E-05;4,64281E-05;3,87668E-05;3,49645E-05;3,49645E-05;3,73101E-05;3,76244E-05;3,52995E-05;3,68044E-05
33;3,64297E-05;3,3716E-05;3,4623E-05;3,45445E-05;3,49724E-05;3,81075E-05;3,83784E-05;4,14843E-05;4,64281E-05;3,87668E-05;3,49645E-05;3,49645E-05;3,73101E-05;3,76244E-05;3,52995E-05;3,68044E-05
34;3,64297E-05;3,3716E-05;3,4623E-05;3,45445E-05;3,49724E-05;3,81075E-05;3,83784E-05;4,14843E-05;4,64281E-05;3,87668E-05;3,49645E-05;3,49645E-05;3,73101E-05;3,76244E-05;3,52995E-05;3,68044E-05
35;3,64297E-05;3,3716E-05;3,4623E-05;3,45445E-05;3,49724E-05;3,81075E-05;3,83784E-05;4,14843E-05;4,64281E-05;3,87668E-05;3,49645E-05;3,49645E-05;3,73101E-05;3,76244E-05;3,52995E-05;3,68044E-05
36;3,09307E-05;2,86276E-05;2,93973E-05;2,93307E-05;2,96939E-05;3,64574E-05;3,67165E-05;3,96876E-05;4,44169E-05;3,70881E-05;2,96872E-05;2,96872E-05;3,16779E-05;3,19446E-05;2,99715E-05;3,52109E-05
37;3,09307E-05;2,86276E-05;2,93973E-05;2,93307E-05;2,96939E-05;3,64574E-05;3,67165E-05;3,96876E-05;4,44169E-05;3,70881E-05;2,96872E-05;2,96872E-05;3,16779E-05;3,19446E-05;2,99715E-05;3,52109E-05
38;3,09307E-05;2,86276E-05;2,93973E-05;2,93307E-05;2,96939E-05;3,64574E-05;3,67165E-05;3,96876E-05;4,44169E-05;3,70881E-05;2,96872E-05;2,96872E-05;3,16779E-05;3,19446E-05;2,99715E-05;3,52109E-05
39;3,09307E-05;2,86276E-05;2,93973E-05;2,93307E-05;2,96939E-05;3,64574E-05;3,67165E-05;3,96876E-05;4,44169E-05;3,70881E-05;2,96872E-05;2,96872E-05;3,16779E-05;3,19446E-05;2,99715E-05;3,52109E-05
40;3,12881E-05;2,89583E-05;2,9737E-05;2,96696E-05;3,0037E-05;3,53217E-05;3,55727E-05;3,84511E-05;4,30327E-05;3,59327E-05;3,00302E-05;3,00302E-05;3,2044E-05;3,23138E-05;3,03178E-05;3,41141E-05
41;3,12881E-05;2,89583E-05;2,9737E-05;2,96696E-05;3,0037E-05;3,53217E-05;3,55727E-05;3,84511E-05;4,30327E-05;3,59327E-05;3,00302E-05;3,00302E-05;3,2044E-05;3,23138E-05;3,03178E-05;3,41141E-05
42;3,12881E-05;2,89583E-05;2,9737E-05;2,96696E-05;3,0037E-05;3,53217E-05;3,55727E-05;3,84511E-05;4,30327E-05;3,59327E-05;3,00302E-05;3,00302E-05;3,2044E-05;3,23138E-05;3,03178E-05;3,41141E-05
43;3,12881E-05;2,89583E-05;2,9737E-05;2,96696E-05;3,0037E-05;3,53217E-05;3,55727E-05;3,84511E-05;4,30327E-05;3,59327E-05;3,00302E-05;3,00302E-05;3,2044E-05;3,23138E-05;3,03178E-05;3,41141E-05
44;2,72077E-05;2,51826E-05;2,58595E-05;2,58009E-05;2,61202E-05;3,26356E-05;3,28676E-05;3,55265E-05;3,97588E-05;3,32001E-05;2,61143E-05;2,61143E-05;2,78647E-05;2,80992E-05;2,63643E-05;3,15201E-05
45;2,72077E-05;2,51826E-05;2,58595E-05;2,58009E-05;2,61202E-05;3,26356E-05;3,28676E-05;3,55265E-05;3,97588E-05;3,32001E-05;2,61143E-05;2,61143E-05;2,78647E-05;2,80992E-05;2,63643E-05;3,15201E-05
46;2,72077E-05;2,51826E-05;2,58595E-05;2,58009E-05;2,61202E-05;3,26356E-05;3,28676E-05;3,55265E-05;3,97588E-05;3,32001E-05;2,61143E-05;2,61143E-05;2,78647E-05;2,80992E-05;2,63643E-05;3,15201E-05
47;2,72077E-05;2,51826E-05;2,58595E-05;2,58009E-05;2,61202E-05;3,26356E-05;3,28676E-05;3,55265E-05;3,97588E-05;3,32001E-05;2,61143E-05;2,61143E-05;2,78647E-05;2,80992E-05;2,63643E-05;3,15201E-05
48;3,00587E-05;2,78207E-05;2,85687E-05;2,8504E-05;2,88569E-05;3,02694E-05;3,04845E-05;3,29501E-05;3,68747E-05;3,07928E-05;2,88504E-05;2,88504E-05;3,07848E-05;3,1044E-05;2,91267E-05;2,9235E-05
49;3,00587E-05;2,78207E-05;2,85687E-05;2,8504E-05;2,88569E-05;3,02694E-05;3,04845E-05;3,29501E-05;3,68747E-05;3,07928E-05;2,88504E-05;2,88504E-05;3,07848E-05;3,1044E-05;2,91267E-05;2,9235E-05
50;3,00587E-05;2,78207E-05;2,85687E-05;2,8504E-05;2,88569E-05;3,02694E-05;3,04845E-05;3,29501E-05;3,68747E-05;3,07928E-05;2,88504E-05;2,88504E-05;3,07848E-05;3,1044E-05;2,91267E-05;2,9235E-05
51;3,00587E-05;2,78207E-05;2,85687E-05;2,8504E-05;2,88569E-05;3,02694E-05;3,04845E-05;3,29501E-05;3,68747E-05;3,07928E-05;2,88504E-05;2,88504E-05;3,07848E-05;3,1044E-05;2,91267E-05;2,9235E-05
52;2,60127E-05;2,40769E-05;2,47239E-05;2,46679E-05;2,49731E-05;2,88885E-05;2,90938E-05;3,14466E-05;3,51917E-05;2,9388E-05;2,49676E-05;2,49676E-05;2,66408E-05;2,6865E-05;2,52065E-05;2,79015E-05
53;2,60127E-05;2,40769E-05;2,47239E-05;2,46679E-05;2,49731E-05;2,88885E-05;2,90938E-05;3,14466E-05;3,51917E-05;2,9388E-05;2,49676E-05;2,49676E-05;2,66408E-05;2,6865E-05;2,52065E-05;2,79015E-05
54;2,60127E-05;2,40769E-05;2,47239E-05;2,46679E-05;2,49731E-05;2,88885E-05;2,90938E-05;3,14466E-05;3,51917E-05;2,9388E-05;2,49676E-05;2,49676E-05;2,66408E-05;2,6865E-05;2,52065E-05;2,79015E-05
55;2,60127E-05;2,40769E-05;2,47239E-05;2,46679E-05;2,49731E-05;2,88885E-05;2,90938E-05;3,14466E-05;3,51917E-05;2,9388E-05;2,49676E-05;2,49676E-05;2,66408E-05;2,6865E-05;2,52065E-05;2,79015E-05
56;2,26687E-05;2,09825E-05;2,15461E-05;2,14973E-05;2,17632E-05;2,86876E-05;2,88914E-05;3,12278E-05;3,49468E-05;2,91836E-05;2,17583E-05;2,17583E-05;2,32157E-05;2,3411E-05;2,19664E-05;2,77074E-05
57;2,26687E-05;2,09825E-05;2,15461E-05;2,14973E-05;2,17632E-05;2,86876E-05;2,88914E-05;3,12278E-05;3,49468E-05;2,91836E-05;2,17583E-05;2,17583E-05;2,32157E-05;2,3411E-05;2,19664E-05;2,77074E-05
58;2,26687E-05;2,09825E-05;2,15461E-05;2,14973E-05;2,17632E-05;2,86876E-05;2,88914E-05;3,12278E-05;3,49468E-05;2,91836E-05;2,17583E-05;2,17583E-05;2,32157E-05;2,3411E-05;2,19664E-05;2,77074E-05
59;2,26687E-05;2,09825E-05;2,15461E-05;2,14973E-05;2,17632E-05;2,86876E-05;2,88914E-05;3,12278E-05;3,49468E-05;2,91836E-05;2,17583E-05;2,17583E-05;2,32157E-05;2,3411E-05;2,19664E-05;2,77074E-05
60;2,1409E-05;1,98169E-05;2,0349E-05;2,0303E-05;2,0554E-05;2,61954E-05;2,63814E-05;2,85142E-05;3,19091E-05;2,66482E-05;2,05494E-05;2,05494E-05;2,19255E-05;2,21099E-05;2,07459E-05;2,53006E-05
61;2,1409E-05;1,98169E-05;2,0349E-05;2,0303E-05;2,0554E-05;2,61954E-05;2,63814E-05;2,85142E-05;3,19091E-05;2,66482E-05;2,05494E-05;2,05494E-05;2,19255E-05;2,21099E-05;2,07459E-05;2,53006E-05
62;2,1409E-05;1,98169E-05;2,0349E-05;2,0303E-05;2,0554E-05;2,61954E-05;2,63814E-05;2,85142E-05;3,19091E-05;2,66482E-05;2,05494E-05;2,05494E-05;2,19255E-05;2,21099E-05;2,07459E-05;2,53006E-05
63;2,1409E-05;1,98169E-05;2,0349E-05;2,0303E-05;2,0554E-05;2,61954E-05;2,63814E-05;2,85142E-05;3,19091E-05;2,66482E-05;2,05494E-05;2,05494E-05;2,19255E-05;2,21099E-05;2,07459E-05;2,53006E-05
64;1,98366E-05;1,83619E-05;1,88548E-05;1,88122E-05;1,90447E-05;2,31886E-05;2,33533E-05;2,52404E-05;2,82443E-05;2,35893E-05;1,90404E-05;1,90404E-05;2,03151E-05;2,04858E-05;1,92225E-05;2,23969E-05
65;1,98366E-05;1,83619E-05;1,88548E-05;1,88122E-05;1,90447E-05;2,31886E-05;2,33533E-05;2,52404E-05;2,82443E-05;2,35893E-05;1,90404E-05;1,90404E-05;2,03151E-05;2,04858E-05;1,92225E-05;2,23969E-05
66;1,98366E-05;1,83619E-05;1,88548E-05;1,88122E-05;1,90447E-05;2,31886E-05;2,33533E-05;2,52404E-05;2,82443E-05;2,35893E-05;1,90404E-05;1,90404E-05;2,03151E-05;2,04858E-05;1,92225E-05;2,23969E-05
67;1,98366E-05;1,83619E-05;1,88548E-05;1,88122E-05;1,90447E-05;2,31886E-05;2,33533E-05;2,52404E-05;2,82443E-05;2,35893E-05;1,90404E-05;1,90404E-05;2,03151E-05;2,04858E-05;1,92225E-05;2,23969E-05
68;2,00816E-05;1,85886E-05;1,90876E-05;1,90444E-05;1,92798E-05;2,33834E-05;2,35494E-05;2,54525E-05;2,84817E-05;2,37874E-05;1,92755E-05;1,92755E-05;2,05659E-05;2,07388E-05;1,94598E-05;2,2585E-05
69;2,00816E-05;1,85886E-05;1,90876E-05;1,90444E-05;1,92798E-05;2,33834E-05;2,35494E-05;2,54525E-05;2,84817E-05;2,37874E-05;1,92755E-05;1,92755E-05;2,05659E-05;2,07388E-05;1,94598E-05;2,2585E-05
70;2,00816E-05;1,85886E-05;1,90876E-05;1,90444E-05;1,92798E-05;2,33834E-05;2,35494E-05;2,54525E-05;2,84817E-05;2,37874E-05;1,92755E-05;1,92755E-05;2,05659E-05;2,07388E-05;1,94598E-05;2,2585E-05
71;2,00816E-05;1,85886E-05;1,90876E-05;1,90444E-05;1,92798E-05;2,33834E-05;2,35494E-05;2,54525E-05;2,84817E-05;2,37874E-05;1,92755E-05;1,92755E-05;2,05659E-05;2,07388E-05;1,94598E-05;2,2585E-05
72;1,9151E-05;1,77275E-05;1,82033E-05;1,81622E-05;1,83866E-05;2,29947E-05;2,31579E-05;2,50292E-05;2,80079E-05;2,33919E-05;1,83825E-05;1,83825E-05;1,96129E-05;1,97777E-05;1,85582E-05;2,22096E-05
73;1,9151E-05;1,77275E-05;1,82033E-05;1,81622E-05;1,83866E-05;2,29947E-05;2,31579E-05;2,50292E-05;2,80079E-05;2,33919E-05;1,83825E-05;1,83825E-05;1,96129E-05;1,97777E-05;1,85582E-05;2,22096E-05
74;1,9151E-05;1,77275E-05;1,82033E-05;1,81622E-05;1,83866E-05;2,29947E-05;2,31579E-05;2,50292E-05;2,80079E-05;2,33919E-05;1,83825E-05;1,83825E-05;1,96129E-05;1,97777E-05;1,85582E-05;2,22096E-05
75;1,9151E-05;1,77275E-05;1,82033E-05;1,81622E-05;1,83866E-05;2,29947E-05;2,31579E-05;2,50292E-05;2,80079E-05;2,33919E-05;1,83825E-05;1,83825E-05;1,96129E-05;1,97777E-05;1,85582E-05;2,22096E-05
76;2,03262E-05;1,8815E-05;1,93201E-05;1,92764E-05;1,95147E-05;2,18269E-05;2,19818E-05;2,37577E-05;2,65846E-05;2,22039E-05;1,95103E-05;1,95103E-05;2,08165E-05;2,09916E-05;1,96968E-05;2,10818E-05
77;2,03262E-05;1,8815E-05;1,93201E-05;1,92764E-05;1,95147E-05;2,18269E-05;2,19818E-05;2,37577E-05;2,65846E-05;2,22039E-05;1,95103E-05;1,95103E-05;2,08165E-05;2,09916E-05;1,96968E-05;2,10818E-05
78;2,03262E-05;1,8815E-05;1,93201E-05;1,92764E-05;1,95147E-05;2,18269E-05;2,19818E-05;2,37577E-05;2,65846E-05;2,22039E-05;1,95103E-05;1,95103E-05;2,08165E-05;2,09916E-05;1,96968E-05;2,10818E-05
79;2,03262E-05;1,8815E-05;1,93201E-05;1,92764E-05;1,95147E-05;2,18269E-05;2,19818E-05;2,37577E-05;2,65846E-05;2,22039E-05;1,95103E-05;1,95103E-05;2,08165E-05;2,09916E-05;1,96968E-05;2,10818E-05
80;1,82315E-05;1,68767E-05;1,73295E-05;1,72903E-05;1,7504E-05;2,10798E-05;2,12294E-05;2,29443E-05;2,56739E-05;2,14438E-05;1,75E-05;1,75E-05;1,86711E-05;1,8828E-05;1,76673E-05;2,03603E-05
81;1,82315E-05;1,68767E-05;1,73295E-05;1,72903E-05;1,7504E-05;2,10798E-05;2,12294E-05;2,29443E-05;2,56739E-05;2,14438E-05;1,75E-05;1,75E-05;1,86711E-05;1,8828E-05;1,76673E-05;2,03603E-05
82;1,82315E-05;1,68767E-05;1,73295E-05;1,72903E-05;1,7504E-05;2,10798E-05;2,12294E-05;2,29443E-05;2,56739E-05;2,14438E-05;1,75E-05;1,75E-05;1,86711E-05;1,8828E-05;1,76673E-05;2,03603E-05
83;1,82315E-05;1,68767E-05;1,73295E-05;1,72903E-05;1,7504E-05;2,10798E-05;2,12294E-05;2,29443E-05;2,56739E-05;2,14438E-05;1,75E-05;1,75E-05;1,86711E-05;1,8828E-05;1,76673E-05;2,03603E-05
84;1,84529E-05;1,70815E-05;1,75399E-05;1,75002E-05;1,77165E-05;1,97492E-05;1,98893E-05;2,14955E-05;2,40521E-05;2,00901E-05;1,77125E-05;1,77125E-05;1,88978E-05;1,90566E-05;1,78818E-05;1,90753E-05
85;1,84529E-05;1,70815E-05;1,75399E-05;1,75002E-05;1,77165E-05;1,97492E-05;1,98893E-05;2,14955E-05;2,40521E-05;2,00901E-05;1,77125E-05;1,77125E-05;1,88978E-05;1,90566E-05;1,78818E-05;1,90753E-05
86;1,84529E-05;1,70815E-05;1,75399E-05;1,75002E-05;1,77165E-05;1,97492E-05;1,98893E-05;2,14955E-05;2,40521E-05;2,00901E-05;1,77125E-05;1,77125E-05;1,88978E-05;1,90566E-05;1,78818E-05;1,90753E-05
87;1,84529E-05;1,70815E-05;1,75399E-05;1,75002E-05;1,77165E-05;1,97492E-05;1,98893E-05;2,14955E-05;2,40521E-05;2,00901E-05;1,77125E-05;1,77125E-05;1,88978E-05;1,90566E-05;1,78818E-05;1,90753E-05
88;1,47026E-05;1,36113E-05;1,3976E-05;1,39445E-05;1,41166E-05;1,70701E-05;1,71911E-05;1,85784E-05;2,07867E-05;1,73646E-05;1,41134E-05;1,41134E-05;1,50567E-05;1,51831E-05;1,42481E-05;1,64881E-05
89;1,47026E-05;1,36113E-05;1,3976E-05;1,39445E-05;1,41166E-05;1,70701E-05;1,71911E-05;1,85784E-05;2,07867E-05;1,73646E-05;1,41134E-05;1,41134E-05;1,50567E-05;1,51831E-05;1,42481E-05;1,64881E-05
90;1,47026E-05;1,36113E-05;1,3976E-05;1,39445E-05;1,41166E-05;1,70701E-05;1,71911E-05;1,85784E-05;2,07867E-05;1,73646E-05;1,41134E-05;1,41134E-05;1,50567E-05;1,51831E-05;1,42481E-05;1,64881E-05
91;1,47026E-05;1,36113E-05;1,3976E-05;1,39445E-05;1,41166E-05;1,70701E-05;1,71911E-05;1,85784E-05;2,07867E-05;1,73646E-05;1,41134E-05;1,41134E-05;1,50567E-05;1,51831E-05;1,42481E-05;1,64881E-05
92;1,61734E-05;1,49722E-05;1,53737E-05;1,53389E-05;1,55283E-05;1,94246E-05;1,95624E-05;2,11421E-05;2,36565E-05;1,97599E-05;1,55249E-05;1,55249E-05;1,6563E-05;1,67021E-05;1,56731E-05;1,87619E-05
93;1,61734E-05;1,49722E-05;1,53737E-05;1,53389E-05;1,55283E-05;1,94246E-05;1,95624E-05;2,11421E-05;2,36565E-05;1,97599E-05;1,55249E-05;1,55249E-05;1,6563E-05;1,67021E-05;1,56731E-05;1,87619E-05
94;1,61734E-05;1,49722E-05;1,53737E-05;1,53389E-05;1,55283E-05;1,94246E-05;1,95624E-05;2,11421E-05;2,36565E-05;1,97599E-05;1,55249E-05;1,55249E-05;1,6563E-05;1,67021E-05;1,56731E-05;1,87619E-05
95;1,61734E-05;1,49722E-05;1,53737E-05;1,53389E-05;1,55283E-05;1,94246E-05;1,95624E-05;2,11421E-05;2,36565E-05;1,97599E-05;1,55249E-05;1,55249E-05;1,6563E-05;1,67021E-05;1,56731E-05;1,87619E-05
96;1,3848E-05;1,31005E-05;1,36757E-05;1,35265E-05;1,36342E-05;1,67348E-05;1,65106E-05;1,84379E-05;2,98066E-05;1,68013E-05;1,66085E-05;1,66085E-05;1,56416E-05;1,59999E-05;1,65257E-05;1,61121E-05
97;1,3848E-05;1,31005E-05;1,36757E-05;1,35265E-05;1,36342E-05;1,67348E-05;1,65106E-05;1,84379E-05;2,98066E-05;1,68013E-05;1,66085E-05;1,66085E-05;1,56416E-05;1,59999E-05;1,65257E-05;1,61121E-05
98;1,3848E-05;1,31005E-05;1,36757E-05;1,35265E-05;1,36342E-05;1,67348E-05;1,65106E-05;1,84379E-05;2,98066E-05;1,68013E-05;1,66085E-05;1,66085E-05;1,56416E-05;1,59999E-05;1,65257E-05;1,61121E-05
99;1,3848E-05;1,31005E-05;1,36757E-05;1,35265E-05;1,36342E-05;1,67348E-05;1,65106E-05;1,84379E-05;2,98066E-05;1,68013E-05;1,66085E-05;1,66085E-05;1,56416E-05;1,59999E-05;1,65257E-05;1,61121E-05
100;1,89998E-05;1,79724E-05;1,8763E-05;1,8558E-05;1,8706E-05;1,86709E-05;1,84206E-05;2,0572E-05;2,97712E-05;1,87451E-05;1,85298E-05;1,85298E-05;1,74504E-05;1,78505E-05;1,84374E-05;1,79757E-05
101;1,89998E-05;1,79724E-05;1,8763E-05;1,8558E-05;1,8706E-05;1,86709E-05;1,84206E-05;2,0572E-05;2,97712E-05;1,87451E-05;1,85298E-05;1,85298E-05;1,74504E-05;1,78505E-05;1,84374E-05;1,79757E-05
102;1,89998E-05;1,79724E-05;1,8763E-05;1,8558E-05;1,8706E-05;1,86709E-05;1,84206E-05;2,0572E-05;2,97712E-05;1,87451E-05;1,85298E-05;1,85298E-05;1,74504E-05;1,78505E-05;1,84374E-05;1,79757E-05
103;1,89998E-05;1,79724E-05;1,8763E-05;1,8558E-05;1,8706E-05;1,86709E-05;1,84206E-05;2,0572E-05;2,97712E-05;1,87451E-05;1,85298E-05;1,85298E-05;1,74504E-05;1,78505E-05;1,84374E-05;1,79757E-05
104;1,65883E-05;1,5692E-05;1,63818E-05;1,62029E-05;1,6332E-05;1,68531E-05;1,66273E-05;1,85682E-05;2,81247E-05;1,692E-05;1,67258E-05;1,67258E-05;1,5752E-05;1,61129E-05;1,66425E-05;1,62259E-05
105;1,65883E-05;1,5692E-05;1,63818E-05;1,62029E-05;1,6332E-05;1,68531E-05;1,66273E-05;1,85682E-05;2,81247E-05;1,692E-05;1,67258E-05;1,67258E-05;1,5752E-05;1,61129E-05;1,66425E-05;1,62259E-05
106;1,65883E-05;1,5692E-05;1,63818E-05;1,62029E-05;1,6332E-05;1,68531E-05;1,66273E-05;1,85682E-05;2,81247E-05;1,692E-05;1,67258E-05;1,67258E-05;1,5752E-05;1,61129E-05;1,66425E-05;1,62259E-05
