tick,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
3641,23874.5,0,0,2460.25,6063
3642,24054,0,0,2449.5,6063
3643,24233.5,0,0,2438.75,6063
3644,24413,0,0,2428,6063
3645,24738.75,0,0,2411.75,6063
3646,25064.5,0,0,2395.5,6063
3647,25390.25,0,0,2379.25,6063
3648,25716,0,0,2363,6063
3649,26008.5,0,0,2362.75,6063
3650,26301,0,0,2362.5,6063
3651,26593.5,0,0,2362.25,6063
3652,26886,0,0,2362,6063
3653,27139.75,0,0,2363.5,6063
3654,27393.5,0,0,2365,6063
3655,27647.25,0,0,2366.5,6063
3656,27901,0,0,2368,6063
3657,28299.75,0,0,2364,6063
3658,28698.5,0,0,2360,6063
3659,29097.25,0,0,2356,6063
3660,29496,0,0,2352,6063
3661,29791,0,0,2348.75,6063
3662,30086,0,0,2345.5,6063
3663,30381,0,0,2342.25,6063
3664,30676,0,0,2339,6063
3665,30885.5,0,0,2338.5,6063
3666,31095,0,0,2338,6063
3667,31304.5,0,0,2337.5,6063
3668,31514,0,0,2337,6063
3669,31866.5,0,0,2349.5,6063
3670,32219,0,0,2362,6063
3671,32571.5,0,0,2374.5,6063
3672,32924,0,0,2387,6063
3673,33094.5,0,9,2391,6063
3674,33265,0,18,2395,6063
3675,33435.5,0,27,2399,6063
3676,33606,0,36,2403,6063
3677,33530.25,0,335,2407.25,6063
3678,33454.5,0,634,2411.5,6063
3679,33378.75,0,933,2415.75,6063
3680,33303,0,1232,2420,6063
3681,33155,0,1652.25,2434.25,6063
3682,33007,0,2072.5,2448.5,6063
3683,32859,0,2492.75,2462.75,6063
3684,32711,0,2913,2477,6063
3685,32626,0,3229.75,2473,6063
3686,32541,0,3546.5,2469,6063
3687,32456,0,3863.25,2465,6063
3688,32371,0,4180,2461,6063
3689,32247.75,0,4541.5,2456.25,6063
3690,32124.5,0,4903,2451.5,6063
3691,32001.25,0,5264.5,2446.75,6063
3692,31878,0,5626,2442,6063
3693,31944.5,0,5907.75,2427.25,6063
3694,32011,0,6189.5,2412.5,6063
3695,32077.5,0,6471.25,2397.75,6063
3696,32144,0,6753,2383,6063
3697,32081.75,0,6718.75,2372.25,6063
3698,32019.5,0,6684.5,2361.5,6063
3699,31957.25,0,6650.25,2350.75,6063
3700,31895,0,6616,2340,6063
3701,32001,0,6178,2357.75,6063
3702,32107,0,5740,2375.5,6063
3703,32213,0,5302,2393.25,6063
3704,32319,0,4864,2411,6063
3705,32137,0,4280,2411.75,6063
3706,31955,0,3696,2412.5,6063
3707,31773,0,3112,2413.25,6063
3708,31591,0,2528,2414,6063
3709,31549.25,0,2098.5,2409.25,6063
3710,31507.5,0,1669,2404.5,6063
3711,31465.75,0,1239.5,2399.75,6063
3712,31424,0,810,2395,6063
3713,31507.25,0,620.25,2418.75,6063
3714,31590.5,0,430.5,2442.5,6063
3715,31673.75,0,240.75,2466.25,6063
3716,31757,0,51,2490,6063
3717,31871.75,0,38.25,2508.75,6063
3718,31986.5,0,25.5,2527.5,6063
3719,32101.25,0,12.75,2546.25,6063
3720,32216,0,0,2565,6063
3721,32433.75,0,0,2553.5,6063
3722,32651.5,0,0,2542,6063
3723,32869.25,0,0,2530.5,6063
3724,33087,0,0,2519,6063
3725,33152.5,0,0,2499,6063
3726,33218,0,0,2479,6063
3727,33283.5,0,0,2459,6063
3728,33349,0,0,2439,6063
3729,33616.25,0,0,2431.5,6063
3730,33883.5,0,0,2424,6063
3731,34150.75,0,0,2416.5,6063
3732,34418,0,0,2409,6063
3733,34369.75,0,0,2379,6063
3734,34321.5,0,0,2349,6063
3735,34273.25,0,0,2319,6063
3736,34225,0,0,2289,6063
3737,34174,0,0,2323.25,6063
3738,34123,0,0,2357.5,6063
3739,34072,0,0,2391.75,6063
3740,34021,0,0,2426,6063
3741,33934.25,0,0,2411.25,6063
3742,33847.5,0,0,2396.5,6063
3743,33760.75,0,0,2381.75,6063
3744,33674,0,0,2367,6063
3745,33721.75,0,0,2366,6063
3746,33769.5,0,0,2365,6063
3747,33817.25,0,0,2364,6063
3748,33865,0,0,2363,6063
3749,33797.5,0,0,2362.75,6063
3750,33730,0,0,2362.5,6063
3751,33662.5,0,0,2362.25,6063
3752,33595,0,0,2362,6063
3753,33503.5,0,0,2392.25,6063
3754,33412,0,0,2422.5,6063
3755,33320.5,0,0,2452.75,6063
3756,33229,0,0,2483,6063
3757,33093.25,0,0,2484.75,6063
3758,32957.5,0,0,2486.5,6063
3759,32821.75,0,0,2488.25,6063
3760,32686,0,0,2490,6063
3761,32591.5,0,0,2495,6063
3762,32497,0,0,2500,6063
3763,32402.5,0,0,2505,6063
3764,32308,0,0,2510,6063
3765,32212.75,0,0,2526.5,6063
3766,32117.5,0,0,2543,6063
3767,32022.25,0,0,2559.5,6063
3768,31927,0,0,2576,6063
3769,31394.75,0,11.25,2594.25,6063
3770,30862.5,0,22.5,2612.5,6063
3771,30330.25,0,33.75,2630.75,6063
3772,29798,0,45,2649,6063
3773,29173.5,0,316,2668,6063
3774,28549,0,587,2687,6063
3775,27924.5,0,858,2706,6063
3776,27300,0,1129,2725,6063
3777,26802.75,0,1630.5,2727.25,6063
3778,26305.5,0,2132,2729.5,6063
3779,25808.25,0,2633.5,2731.75,6063
3780,25311,0,3135,2734,6063
3781,24867.5,0,3591,2745.75,6063
3782,24424,0,4047,2757.5,6063
3783,23980.5,0,4503,2769.25,6063
3784,23537,0,4959,2781,6063
3785,23189,0,4975.5,2808,6063
3786,22841,0,4992,2835,6063
3787,22493,0,5008.5,2862,6063
3788,22145,0,5025,2889,6063
3789,21544.75,0,4854,2894.5,6063
3790,20944.5,0,4683,2900,6063
3791,20344.25,0,4512,2905.5,6063
3792,19744,0,4341,2911,6063
3793,19340.25,0,4104.75,2900.25,6063
3794,18936.5,0,3868.5,2889.5,6063
3795,18532.75,0,3632.25,2878.75,6063
3796,18129,0,3396,2868,6063
3797,18091,0,3051,2847.25,6063
3798,18053,0,2706,2826.5,6063
3799,18015,0,2361,2805.75,6063
3800,17977,0,2016,2785,6063
3801,18183.75,0,1781.5,2771.5,6063
3802,18390.5,0,1547,2758,6063
3803,18597.25,0,1312.5,2744.5,6063
3804,18804,0,1078,2731,6063
3805,19189.5,0,902,2747,6063
3806,19575,0,726,2763,6063
3807,19960.5,0,550,2779,6063
3808,20346,0,374,2795,6063
3809,20801.75,0,286.75,2787,6063
3810,21257.5,0,199.5,2779,6063
3811,21713.25,0,112.25,2771,6063
3812,22169,0,25,2763,6063
3813,22565.5,0,18.75,2765.25,6063
3814,22962,0,12.5,2767.5,6063
3815,23358.5,0,6.25,2769.75,6063
3816,23755,0,0,2772,6063
3817,24288,0,0,2747.25,6063
3818,24821,0,0,2722.5,6063
3819,25354,0,0,2697.75,6063
3820,25887,0,0,2673,6063
3821,26420.75,0,0,2655.25,6063
3822,26954.5,0,0,2637.5,6063
3823,27488.25,0,0,2619.75,6063
3824,28022,0,0,2602,6063
3825,27941.25,0,0,2606.25,6063
3826,27860.5,0,0,2610.5,6063
3827,27779.75,0,0,2614.75,6063
3828,27699,0,0,2619,6063
3829,27543.25,0,0,2592.5,6063
3830,27387.5,0,0,2566,6063
3831,27231.75,0,0,2539.5,6063
3832,27076,0,0,2513,6063
3833,27001.25,0,0,2557.5,6063
3834,26926.5,0,0,2602,6063
3835,26851.75,0,0,2646.5,6063
3836,26777,0,0,2691,6063
3837,26562.75,0,0,2675.25,6063
3838,26348.5,0,0,2659.5,6063
3839,26134.25,0,0,2643.75,6063
3840,25920,0,0,2628,6063
3841,25655,0,0,2628.75,6063
3842,25390,0,0,2629.5,6063
3843,25125,0,0,2630.25,6063
3844,24860,0,0,2631,6063
3845,24476.25,0,0,2629.75,6063
3846,24092.5,0,0,2628.5,6063
3847,23708.75,0,0,2627.25,6063
3848,23325,0,0,2626,6063
3849,23061.5,0,0,2623.5,6063
3850,22798,0,0,2621,6063
3851,22534.5,0,0,2618.5,6063
3852,22271,0,0,2616,6063
3853,21710.25,0,0,2616.75,6063
3854,21149.5,0,0,2617.5,6063
3855,20588.75,0,0,2618.25,6063
3856,20028,0,0,2619,6063
3857,19670.25,0,0,2621.5,6063
3858,19312.5,0,0,2624,6063
3859,18954.75,0,0,2626.5,6063
3860,18597,0,0,2629,6063
3861,18540.5,0,0,2641.75,6063
3862,18484,0,0,2654.5,6063
3863,18427.5,0,0,2667.25,6063
3864,18371,0,0,2680,6063
3865,18247.5,0,8.75,2697.75,6063
3866,18124,0,17.5,2715.5,6063
3867,18000.5,0,26.25,2733.25,6063
3868,17877,0,35,2751,6063
3869,17690.5,0,234,2756.5,6063
3870,17504,0,433,2762,6063
3871,17317.5,0,632,2767.5,6063
3872,17131,0,831,2773,6063
3873,16981.25,0,1227,2775.75,6063
3874,16831.5,0,1623,2778.5,6063
3875,16681.75,0,2019,2781.25,6063
3876,16532,0,2415,2784,6063
3877,16453,0,2968.25,2762.75,6063
3878,16374,0,3521.5,2741.5,6063
3879,16295,0,4074.75,2720.25,6063
3880,16216,0,4628,2699,6063
3881,16306.25,0,4964,2718.75,6063
3882,16396.5,0,5300,2738.5,6063
3883,16486.75,0,5636,2758.25,6063
3884,16577,0,5972,2778,6063
3885,16505.25,0,5949.75,2812.5,6063
3886,16433.5,0,5927.5,2847,6063
3887,16361.75,0,5905.25,2881.5,6063
3888,16290,0,5883,2916,6063
3889,16205,0,5658.25,2910.5,6063
3890,16120,0,5433.5,2905,6063
3891,16035,0,5208.75,2899.5,6063
3892,15950,0,4984,2894,6063
3893,15847.5,0,4650.25,2877,6063
3894,15745,0,4316.5,2860,6063
3895,15642.5,0,3982.75,2843,6063
3896,15540,0,3649,2826,6063
3897,15294.75,0,3286.5,2829.5,6063
3898,15049.5,0,2924,2833,6063
3899,14804.25,0,2561.5,2836.5,6063
3900,14559,0,2199,2840,6063
3901,14331.5,0,1846.75,2839.25,6063
3902,14104,0,1494.5,2838.5,6063
3903,13876.5,0,1142.25,2837.75,6063
3904,13649,0,790,2837,6063
3905,13631.75,0,607.75,2890.25,6063
3906,13614.5,0,425.5,2943.5,6063
3907,13597.25,0,243.25,2996.75,6063
3908,13580,0,61,3050,6063
3909,13746.25,0,45.75,3087.25,6063
3910,13912.5,0,30.5,3124.5,6063
3911,14078.75,0,15.25,3161.75,6063
3912,14245,0,0,3199,6063
3913,14432.25,0,0,3157.5,6063
3914,14619.5,0,0,3116,6063
3915,14806.75,0,0,3074.5,6063
3916,14994,0,0,3033,6063
3917,15181.5,0,0,2991.5,6063
3918,15369,0,0,2950,6063
3919,15556.5,0,0,2908.5,6063
3920,15744,0,0,2867,6063
3921,15731.25,0,0,2858.75,6063
3922,15718.5,0,0,2850.5,6063
3923,15705.75,0,0,2842.25,6063
3924,15693,0,0,2834,6063
3925,15821.5,0,0,2797.75,6063
3926,15950,0,0,2761.5,6063
3927,16078.5,0,0,2725.25,6063
3928,16207,0,0,2689,6063
3929,16343.5,0,0,2737,6063
3930,16480,0,0,2785,6063
3931,16616.5,0,0,2833,6063
3932,16753,0,0,2881,6063
3933,16794.25,0,0,2854.25,6063
3934,16835.5,0,0,2827.5,6063
3935,16876.75,0,0,2800.75,6063
3936,16918,0,0,2774,6063
3937,16992.5,0,0,2767.25,6063
3938,17067,0,0,2760.5,6063
3939,17141.5,0,0,2753.75,6063
3940,17216,0,0,2747,6063
3941,17361.75,0,0,2736.75,6063
3942,17507.5,0,0,2726.5,6063
3943,17653.25,0,0,2716.25,6063
3944,17799,0,0,2706,6063
3945,17838.5,0,0,2698,6063
3946,17878,0,0,2690,6063
3947,17917.5,0,0,2682,6063
3948,17957,0,0,2674,6063
3949,17988.5,0,0,2668,6063
3950,18020,0,0,2662,6063
3951,18051.5,0,0,2656,6063
3952,18083,0,0,2650,6063
3953,17929.25,0,0,2648.5,6063
3954,17775.5,0,0,2647,6063
3955,17621.75,0,0,2645.5,6063
3956,17468,0,0,2644,6063
3957,17494,0,0,2648,6063
3958,17520,0,0,2652,6063
3959,17546,0,0,2656,6063
3960,17572,0,0,2660,6063
3961,17441,0,8.5,2687.5,6063
3962,17310,0,17,2715,6063
3963,17179,0,25.5,2742.5,6063
3964,17048,0,34,2770,6063
3965,16695.5,0,270.75,2772.25,6063
3966,16343,0,507.5,2774.5,6063
3967,15990.5,0,744.25,2776.75,6063
3968,15638,0,981,2779,6063
3969,15497.5,0,1576.75,2751,6063
3970,15357,0,2172.5,2723,6063
3971,15216.5,0,2768.25,2695,6063
3972,15076,0,3364,2667,6063
3973,15155.75,0,4024.25,2669.25,6063
3974,15235.5,0,4684.5,2671.5,6063
3975,15315.25,0,5344.75,2673.75,6063
3976,15395,0,6005,2676,6063
3977,15497,0,6452.75,2695.75,6063
3978,15599,0,6900.5,2715.5,6063
3979,15701,0,7348.25,2735.25,6063
3980,15803,0,7796,2755,6063
3981,16003.25,0,7947,2737.25,6063
3982,16203.5,0,8098,2719.5,6063
3983,16403.75,0,8249,2701.75,6063
3984,16604,0,8400,2684,6063
3985,16506,0,8354.75,2670.5,6063
3986,16408,0,8309.5,2657,6063
3987,16310,0,8264.25,2643.5,6063
3988,16212,0,8219,2630,6063
3989,15921.5,0,7917.25,2627.5,6063
3990,15631,0,7615.5,2625,6063
3991,15340.5,0,7313.75,2622.5,6063
3992,15050,0,7012,2620,6063
3993,14620.25,0,6429.5,2626.75,6063
3994,14190.5,0,5847,2633.5,6063
3995,13760.75,0,5264.5,2640.25,6063
3996,13331,0,4682,2647,6063
3997,12617.25,0,3942,2661,6063
3998,11903.5,0,3202,2675,6063
3999,11189.75,0,2462,2689,6063
4000,10476,0,1722,2703,6063
4001,10172.25,0,1314.25,2711,6063
4002,9868.5,0,906.5,2719,6063
4003,9564.75,0,498.75,2727,6063
4004,9261,0,91,2735,6063
4005,9247.75,0,68.25,2779.25,6063
4006,9234.5,0,45.5,2823.5,6063
4007,9221.25,0,22.75,2867.75,6063
4008,9208,0,0,2912,6063
4009,9155,0,0,2900.25,6063
4010,9102,0,0,2888.5,6063
4011,9049,0,0,2876.75,6063
4012,8996,0,0,2865,6063
4013,8970.25,0,0,2819,6063
4014,8944.5,0,0,2773,6063
4015,8918.75,0,0,2727,6063
4016,8893,0,0,2681,6063
4017,8920.75,0,0,2656.25,6063
4018,8948.5,0,0,2631.5,6063
4019,8976.25,0,0,2606.75,6063
4020,9004,0,0,2582,6063
4021,8943,0,0,2519.5,6063
4022,8882,0,0,2457,6063
4023,8821,0,0,2394.5,6063
4024,8760,0,0,2332,6063
4025,8680.5,0,0,2393,6063
4026,8601,0,0,2454,6063
4027,8521.5,0,0,2515,6063
4028,8442,0,0,2576,6063
4029,8220.25,0,0,2557.75,6063
4030,7998.5,0,0,2539.5,6063
4031,7776.75,0,0,2521.25,6063
4032,7555,0,0,2503,6063
4033,7416.25,0,0,2503,6063
4034,7277.5,0,0,2503,6063
4035,7138.75,0,0,2503,6063
4036,7000,0,0,2503,6063
4037,6837.75,0,0,2504.25,6063
4038,6675.5,0,0,2505.5,6063
4039,6513.25,0,0,2506.75,6063
4040,6351,0,0,2508,6063
4041,6222,0,0,2502.5,6063
4042,6093,0,0,2497,6063
4043,5964,0,0,2491.5,6063
4044,5835,0,0,2486,6063
4045,5720.25,0,0,2478.75,6063
4046,5605.5,0,0,2471.5,6063
4047,5490.75,0,0,2464.25,6063
4048,5376,0,0,2457,6063
4049,5270.75,0,0,2453,6063
4050,5165.5,0,0,2449,6063
4051,5060.25,0,0,2445,6063
4052,4955,0,0,2441,6063
4053,4926,0,0,2448.25,6063
4054,4897,0,0,2455.5,6063
4055,4868,0,0,2462.75,6063
4056,4839,0,0,2470,6063
4057,4746,0,14,2519.5,6063
4058,4653,0,28,2569,6063
4059,4560,0,42,2618.5,6063
4060,4467,0,56,2668,6063
4061,4333.5,0,438.75,2678.5,6063
4062,4200,0,821.5,2689,6063
4063,4066.5,0,1204.25,2699.5,6063
4064,3933,0,1587,2710,6063
4065,3727.25,0,2404.25,2699.25,6063
4066,3521.5,0,3221.5,2688.5,6063
4067,3315.75,0,4038.75,2677.75,6063
4068,3110,0,4856,2667,6063
4069,2950.5,0,5932.25,2630,6063
4070,2791,0,7008.5,2593,6063
4071,2631.5,0,8084.75,2556,6063
4072,2472,0,9161,2519,6063
4073,2331.5,0,10003.75,2511,6063
4074,2191,0,10846.5,2503,6063
4075,2050.5,0,11689.25,2495,6063
4076,1910,0,12532,2487,6063
4077,1878.25,0,12851,2496.25,6063
4078,1846.5,0,13170,2505.5,6063
4079,1814.75,0,13489,2514.75,6063
4080,1783,0,13808,2524,6063
4081,1762.25,0,13549,2524,6063
4082,1741.5,0,13290,2524,6063
4083,1720.75,0,13031,2524,6063
4084,1700,0,12772,2524,6063
4085,1676,0,12080.25,2528.75,6063
4086,1652,0,11388.5,2533.5,6063
4087,1628,0,10696.75,2538.25,6063
4088,1604,0,10005,2543,6063
4089,1637.75,0,9028.75,2545.25,6063
4090,1671.5,0,8052.5,2547.5,6063
4091,1705.25,0,7076.25,2549.75,6063
4092,1739,0,6100,2552,6063
4093,1794.5,0,5053.5,2557.75,6063
4094,1850,0,4007,2563.5,6063
4095,1905.5,0,2960.5,2569.25,6063
4096,1961,0,1914,2575,6063
4097,2087.25,0,1459.75,2596.5,6063
4098,2213.5,0,1005.5,2618,6063
4099,2339.75,0,551.25,2639.5,6063
4100,2466,0,97,2661,6063
4101,2674.5,0,72.75,2699.25,6063
4102,2883,0,48.5,2737.5,6063
4103,3091.5,0,24.25,2775.75,6063
4104,3300,0,0,2814,6063
4105,3429,0,0,2777,6063
4106,3558,0,0,2740,6063
4107,3687,0,0,2703,6063
4108,3816,0,0,2666,6063
4109,3864,0,0,2634.5,6063
4110,3912,0,0,2603,6063
4111,3960,0,0,2571.5,6063
4112,4008,0,0,2540,6063
4113,3953.5,0,0,2536.5,6063
4114,3899,0,0,2533,6063
4115,3844.5,0,0,2529.5,6063
4116,3790,0,0,2526,6063
4117,3761,0,0,2498,6063
4118,3732,0,0,2470,6063
4119,3703,0,0,2442,6063
4120,3674,0,0,2414,6063
4121,3605.25,0,0,2460.5,6063
4122,3536.5,0,0,2507,6063
4123,3467.75,0,0,2553.5,6063
4124,3399,0,0,2600,6063
4125,3287.5,0,0,2581,6063
4126,3176,0,0,2562,6063
4127,3064.5,0,0,2543,6063
4128,2953,0,0,2524,6063
4129,2861,0,0,2519.75,6063
4130,2769,0,0,2515.5,6063
4131,2677,0,0,2511.25,6063
4132,2585,0,0,2507,6063
4133,2538.25,0,0,2504.75,6063
4134,2491.5,0,0,2502.5,6063
4135,2444.75,0,0,2500.25,6063
4136,2398,0,0,2498,6063
4137,2377.5,0,0,2488,6063
4138,2357,0,0,2478,6063
4139,2336.5,0,0,2468,6063
4140,2316,0,0,2458,6063
4141,2331.25,0,0,2451.5,6063
4142,2346.5,0,0,2445,6063
4143,2361.75,0,0,2438.5,6063
4144,2377,0,0,2432,6063
4145,2425.75,0,0,2433,6063
4146,2474.5,0,0,2434,6063
4147,2523.25,0,0,2435,6063
4148,2572,0,0,2436,6063
4149,2626.75,0,0,2438.25,6063
4150,2681.5,0,0,2440.5,6063
4151,2736.25,0,0,2442.75,6063
4152,2791,0,0,2445,6063
4153,2857.25,0,14.75,2451.75,6063
4154,2923.5,0,29.5,2458.5,6063
4155,2989.75,0,44.25,2465.25,6063
4156,3056,0,59,2472,6063
4157,3097.5,0,374.5,2483.75,6063
4158,3139,0,690,2495.5,6063
4159,3180.5,0,1005.5,2507.25,6063
4160,3222,0,1321,2519,6063
4161,3218,0,2102.5,2531.5,6063
4162,3214,0,2884,2544,6063
4163,3210,0,3665.5,2556.5,6063
4164,3206,0,4447,2569,6063
4165,3163.75,0,5227.25,2569.5,6063
4166,3121.5,0,6007.5,2570,6063
4167,3079.25,0,6787.75,2570.5,6063
4168,3037,0,7568,2571,6063
4169,3079,0,8091.5,2542.75,6063
4170,3121,0,8615,2514.5,6063
4171,3163,0,9138.5,2486.25,6063
4172,3205,0,9662,2458,6063
4173,3347.75,0,9871.75,2458,6063
4174,3490.5,0,10081.5,2458,6063
4175,3633.25,0,10291.25,2458,6063
4176,3776,0,10501,2458,6063
4177,3982.25,0,10189,2437.25,6063
4178,4188.5,0,9877,2416.5,6063
4179,4394.75,0,9565,2395.75,6063
4180,4601,0,9253,2375,6063
4181,4911.25,0,8582.75,2385.5,6063
4182,5221.5,0,7912.5,2396,6063
4183,5531.75,0,7242.25,2406.5,6063
4184,5842,0,6572,2417,6063
4185,6229.25,0,5837,2412,6063
4186,6616.5,0,5102,2407,6063
4187,7003.75,0,4367,2402,6063
4188,7391,0,3632,2397,6063
4189,7925.5,0,3024.25,2387.25,6063
4190,8460,0,2416.5,2377.5,6063
4191,8994.5,0,1808.75,2367.75,6063
4192,9529,0,1201,2358,6063
4193,10087,0,921.25,2369.5,6063
4194,10645,0,641.5,2381,6063
4195,11203,0,361.75,2392.5,6063
4196,11761,0,82,2404,6063
4197,12206,0,61.5,2415.5,6063
4198,12651,0,41,2427,6063
4199,13096,0,20.5,2438.5,6063
4200,13541,0,0,2450,6063
4201,13801.5,0,0,2441,6063
4202,14062,0,0,2432,6063
4203,14322.5,0,0,2423,6063
4204,14583,0,0,2414,6063
4205,14592.5,0,0,2405.75,6063
4206,14602,0,0,2397.5,6063
4207,14611.5,0,0,2389.25,6063
4208,14621,0,0,2381,6063
4209,14606.5,0,0,2379.75,6063
4210,14592,0,0,2378.5,6063
4211,14577.5,0,0,2377.25,6063
4212,14563,0,0,2376,6063
4213,14486.75,0,0,2367,6063
4214,14410.5,0,0,2358,6063
4215,14334.25,0,0,2349,6063
4216,14258,0,0,2340,6063
4217,14231.25,0,0,2369.25,6063
4218,14204.5,0,0,2398.5,6063
4219,14177.75,0,0,2427.75,6063
4220,14151,0,0,2457,6063
4221,14206,0,0,2451.25,6063
4222,14261,0,0,2445.5,6063
4223,14316,0,0,2439.75,6063
4224,14371,0,0,2434,6063
4225,14439,0,0,2427,6063
4226,14507,0,0,2420,6063
4227,14575,0,0,2413,6063
4228,14643,0,0,2406,6063
4229,14609,0,0,2402.25,6063
4230,14575,0,0,2398.5,6063
4231,14541,0,0,2394.75,6063
4232,14507,0,0,2391,6063
4233,14632,0,0,2389.25,6063
4234,14757,0,0,2387.5,6063
4235,14882,0,0,2385.75,6063
4236,15007,0,0,2384,6063
4237,15066.75,0,0,2385.25,6063
4238,15126.5,0,0,2386.5,6063
4239,15186.25,0,0,2387.75,6063
4240,15246,0,0,2389,6063
4241,15235.75,0,0,2389.5,6063
4242,15225.5,0,0,2390,6063
4243,15215.25,0,0,2390.5,6063
4244,15205,0,0,2391,6063
4245,15177.75,0,0,2398.5,6063
4246,15150.5,0,0,2406,6063
4247,15123.25,0,0,2413.5,6063
4248,15096,0,0,2421,6063
4249,14880.75,0,25.75,2404.5,6063
4250,14665.5,0,51.5,2388,6063
4251,14450.25,0,77.25,2371.5,6063
4252,14235,0,103,2355,6063
4253,14016.25,0,420.5,2344.75,6063
4254,13797.5,0,738,2334.5,6063
4255,13578.75,0,1055.5,2324.25,6063
4256,13360,0,1373,2314,6063
4257,13164.25,0,1921,2309.25,6063
4258,12968.5,0,2469,2304.5,6063
4259,12772.75,0,3017,2299.75,6063
4260,12577,0,3565,2295,6063
4261,12429.75,0,3917.75,2299.5,6063
4262,12282.5,0,4270.5,2304,6063
4263,12135.25,0,4623.25,2308.5,6063
4264,11988,0,4976,2313,6063
4265,11867,0,5090.25,2329,6063
4266,11746,0,5204.5,2345,6063
4267,11625,0,5318.75,2361,6063
4268,11504,0,5433,2377,6063
4269,11419.75,0,5270.75,2366.75,6063
4270,11335.5,0,5108.5,2356.5,6063
4271,11251.25,0,4946.25,2346.25,6063
4272,11167,0,4784,2336,6063
4273,11078,0,4686,2330.75,6063
4274,10989,0,4588,2325.5,6063
4275,10900,0,4490,2320.25,6063
4276,10811,0,4392,2315,6063
4277,10781.75,0,4040.75,2311.75,6063
4278,10752.5,0,3689.5,2308.5,6063
4279,10723.25,0,3338.25,2305.25,6063
4280,10694,0,2987,2302,6063
4281,10618,0,2652.75,2317.25,6063
4282,10542,0,2318.5,2332.5,6063
4283,10466,0,1984.25,2347.75,6063
4284,10390,0,1650,2363,6063
4285,10298.25,0,1390.25,2377,6063
4286,10206.5,0,1130.5,2391,6063
4287,10114.75,0,870.75,2405,6063
4288,10023,0,611,2419,6063
4289,9969.5,0,471.75,2440.5,6063
4290,9916,0,332.5,2462,6063
4291,9862.5,0,193.25,2483.5,6063
4292,9809,0,54,2505,6063
4293,9803.25,0,40.5,2517.25,6063
4294,9797.5,0,27,2529.5,6063
4295,9791.75,0,13.5,2541.75,6063
4296,9786,0,0,2554,6063
4297,9862.5,0,0,2535.5,6063
4298,9939,0,0,2517,6063
4299,10015.5,0,0,2498.5,6063
4300,10092,0,0,2480,6063
4301,10086.75,0,0,2446,6063
4302,10081.5,0,0,2412,6063
4303,10076.25,0,0,2378,6063
4304,10071,0,0,2344,6063
4305,10027,0,0,2330,6063
4306,9983,0,0,2316,6063
4307,9939,0,0,2302,6063
4308,9895,0,0,2288,6063
4309,9831.5,0,0,2289.75,6063
4310,9768,0,0,2291.5,6063
4311,9704.5,0,0,2293.25,6063
4312,9641,0,0,2295,6063
4313,9663.25,0,0,2319,6063
4314,9685.5,0,0,2343,6063
4315,9707.75,0,0,2367,6063
4316,9730,0,0,2391,6063
4317,9742.75,0,0,2373.25,6063
4318,9755.5,0,0,2355.5,6063
4319,9768.25,0,0,2337.75,6063
4320,9781,0,0,2320,6063
4321,9758.25,0,0,2317.5,6063
4322,9735.5,0,0,2315,6063
4323,9712.75,0,0,2312.5,6063
4324,9690,0,0,2310,6063
4325,9683.25,0,0,2310.25,6063
4326,9676.5,0,0,2310.5,6063
4327,9669.75,0,0,2310.75,6063
4328,9663,0,0,2311,6063
4329,9707.75,0,0,2309.75,6063
4330,9752.5,0,0,2308.5,6063
4331,9797.25,0,0,2307.25,6063
4332,9842,0,0,2306,6063
4333,9863,0,0,2304.75,6063
4334,9884,0,0,2303.5,6063
4335,9905,0,0,2302.25,6063
4336,9926,0,0,2301,6063
4337,9928.75,0,0,2307.25,6063
4338,9931.5,0,0,2313.5,6063
4339,9934.25,0,0,2319.75,6063
4340,9937,0,0,2326,6063
4341,10000.25,0,0,2336,6063
4342,10063.5,0,0,2346,6063
4343,10126.75,0,0,2356,6063
4344,10190,0,0,2366,6063
4345,10176.75,0,13.75,2399.25,6063
4346,10163.5,0,27.5,2432.5,6063
4347,10150.25,0,41.25,2465.75,6063
4348,10137,0,55,2499,6063
4349,10038.25,0,235.75,2535.25,6063
4350,9939.5,0,416.5,2571.5,6063
4351,9840.75,0,597.25,2607.75,6063
4352,9742,0,778,2644,6063
4353,9703.5,0,1099,2618.5,6063
4354,9665,0,1420,2593,6063
4355,9626.5,0,1741,2567.5,6063
4356,9588,0,2062,2542,6063
4357,9542.75,0,2430.5,2515,6063
4358,9497.5,0,2799,2488,6063
4359,9452.25,0,3167.5,2461,6063
4360,9407,0,3536,2434,6063
4361,9390,0,3735.25,2433.25,6063
4362,9373,0,3934.5,2432.5,6063
4363,9356,0,4133.75,2431.75,6063
4364,9339,0,4333,2431,6063
4365,9270.75,0,4409,2433.5,6063
4366,9202.5,0,4485,2436,6063
4367,9134.25,0,4561,2438.5,6063
4368,9066,0,4637,2441,6063
4369,9129,0,4554.75,2414.5,6063
4370,9192,0,4472.5,2388,6063
4371,9255,0,4390.25,2361.5,6063
4372,9318,0,4308,2335,6063
4373,9446.5,0,4087.25,2325.75,6063
4374,9575,0,3866.5,2316.5,6063
4375,9703.5,0,3645.75,2307.25,6063
4376,9832,0,3425,2298,6063
4377,9914,0,3088.25,2289.5,6063
