,Power
2016-01-01 00:00:00,1485.0
2016-01-01 00:15:00,0.0
2016-01-01 00:30:00,332.0
2016-01-01 00:45:00,450.0
2016-01-01 01:00:00,472.0
2016-01-01 01:15:00,412.0
2016-01-01 01:30:00,791.0
2016-01-01 01:45:00,728.0
2016-01-01 02:00:00,0.0
2016-01-01 02:15:00,425.0
2016-01-01 02:30:00,250.0
2016-01-01 02:45:00,1485.0
2016-01-01 03:00:00,237.0
2016-01-01 03:15:00,898.0
2016-01-01 03:30:00,1402.0
2016-01-01 03:45:00,0.0
2016-01-01 04:00:00,0.0
2016-01-01 04:15:00,472.0
2016-01-01 04:30:00,0.0
2016-01-01 04:45:00,1478.0
2016-01-01 05:00:00,0.0
2016-01-01 05:15:00,309.0
2016-01-01 05:30:00,1330.0
2016-01-01 05:45:00,985.0
2016-01-01 06:00:00,1057.0
2016-01-01 06:15:00,284.0
2016-01-01 06:30:00,0.0
2016-01-01 06:45:00,1299.0
2016-01-01 07:00:00,1030.0
2016-01-01 07:15:00,0.0
2016-01-01 07:30:00,337.0
2016-01-01 07:45:00,1483.0
2016-01-01 08:00:00,506.0
2016-01-01 08:15:00,1485.0
2016-01-01 08:30:00,1485.0
2016-01-01 08:45:00,1485.0
2016-01-01 09:00:00,1485.0
2016-01-01 09:15:00,1485.0
2016-01-01 09:30:00,726.0
2016-01-01 09:45:00,0.0
2016-01-01 10:00:00,1428.0
2016-01-01 10:15:00,945.0
2016-01-01 10:30:00,1167.0
2016-01-01 10:45:00,0.0
2016-01-01 11:00:00,952.0
2016-01-01 11:15:00,1172.0
2016-01-01 11:30:00,0.0
2016-01-01 11:45:00,419.0
2016-01-01 12:00:00,0.0
2016-01-01 12:15:00,1485.0
2016-01-01 12:30:00,1485.0
2016-01-01 12:45:00,906.0
2016-01-01 13:00:00,238.0
2016-01-01 13:15:00,0.0
2016-01-01 13:30:00,441.0
2016-01-01 13:45:00,1222.0
2016-01-01 14:00:00,1416.0
2016-01-01 14:15:00,170.0
2016-01-01 14:30:00,1460.0
2016-01-01 14:45:00,987.0
2016-01-01 15:00:00,1485.0
2016-01-01 15:15:00,1485.0
2016-01-01 15:30:00,634.0
2016-01-01 15:45:00,427.0
2016-01-01 16:00:00,0.0
2016-01-01 16:15:00,0.0
2016-01-01 16:30:00,769.0
2016-01-01 16:45:00,798.0
2016-01-01 17:00:00,1485.0
2016-01-01 17:15:00,1485.0
2016-01-01 17:30:00,1228.0
2016-01-01 17:45:00,1485.0
2016-01-01 18:00:00,0.0
2016-01-01 18:15:00,0.0
2016-01-01 18:30:00,665.0
2016-01-01 18:45:00,548.0
2016-01-01 19:00:00,1485.0
2016-01-01 19:15:00,1088.0
2016-01-01 19:30:00,0.0
2016-01-01 19:45:00,0.0
2016-01-01 20:00:00,0.0
2016-01-01 20:15:00,0.0
2016-01-01 20:30:00,145.0
