hour,DH_DE_Berlin,DH_DE_Dresden,DH_DE_Gelsenkirchen,DH_DE_Hamburg,DH_DE_Mannheim,DH_DE_Muenchen,DH_DE_Rem,DH_DE_Ind,DH_DE_Neckar,DH_DE_Nuernberg,DH_DE_Ruhr,DH_DE_Saar
t0160," 2,104.20 ", 334.20 , 396.37 , 834.23 , 594.17 , 983.24 ," 12,071.52 "," 11,127.34 ", 436.76 , 241.08 , 472.50 , 236.00 
t0161," 2,121.67 ", 336.24 , 399.51 , 841.16 , 597.10 , 989.37 ," 12,171.80 "," 11,192.34 ", 440.68 , 242.57 , 476.24 , 237.98 
t0162," 2,116.80 ", 335.38 , 398.93 , 839.22 , 594.67 , 985.88 ," 12,144.02 "," 11,414.00 ", 440.45 , 241.71 , 475.53 , 237.70 
t0163," 2,121.34 ", 336.48 , 400.82 , 841.00 , 595.32 , 987.94 ," 12,170.37 "," 11,745.93 ", 442.90 , 242.20 , 477.79 , 238.77 
t0164," 2,104.88 ", 334.31 , 399.16 , 834.45 , 590.25 , 980.89 ," 12,076.22 "," 12,012.70 ", 441.50 , 240.47 , 475.82 , 237.59 
t0165," 2,067.15 ", 328.64 , 393.61 , 819.47 , 578.74 , 963.61 ," 11,859.99 "," 12,016.07 ", 435.16 , 236.23 , 469.24 , 233.61 
t0166," 2,053.48 ", 326.65 , 391.80 , 814.05 , 572.87 , 956.65 ," 11,781.62 "," 12,119.14 ", 432.86 , 234.52 , 467.12 , 231.84 
t0167," 2,028.32 ", 323.43 , 388.00 , 804.07 , 564.10 , 945.81 ," 11,637.36 "," 11,840.44 ", 427.93 , 231.86 , 462.63 , 228.55 
t0168," 2,024.19 ", 323.74 , 387.43 , 802.44 , 561.64 , 943.71 ," 11,613.72 "," 11,779.98 ", 426.72 , 231.34 , 461.95 , 227.42 
t0169," 2,027.75 ", 325.36 , 388.29 , 803.84 , 561.36 , 945.49 ," 11,634.17 "," 11,763.22 ", 426.77 , 231.78 , 462.98 , 226.87 
t0170," 2,040.93 ", 328.13 , 390.78 , 809.07 , 562.74 , 951.94 ," 11,709.72 "," 11,841.45 ", 428.28 , 233.36 , 465.95 , 227.23 
t0171," 2,059.37 ", 331.96 , 395.08 , 816.37 , 566.65 , 961.71 ," 11,815.65 "," 12,057.39 ", 432.03 , 235.76 , 471.09 , 228.23 
t0172," 2,106.17 ", 340.32 , 404.14 , 834.91 , 578.59 , 984.45 ," 12,084.35 "," 13,133.29 ", 440.56 , 241.33 , 481.87 , 232.34 
t0173," 2,173.09 ", 351.83 , 416.92 , 861.43 , 595.45 ," 1,015.67 "," 12,468.47 "," 14,236.47 ", 452.37 , 248.98 , 497.07 , 238.52 
t0174," 2,250.26 ", 365.04 , 430.66 , 892.01 , 615.02 ," 1,051.35 "," 12,911.38 "," 15,030.96 ", 467.03 , 257.72 , 513.37 , 245.57 
t0175," 2,294.66 ", 372.83 , 438.36 , 909.59 , 625.21 ," 1,072.51 "," 13,166.41 "," 15,173.05 ", 475.22 , 262.90 , 522.46 , 248.99 
t0176," 2,320.17 ", 377.36 , 442.76 , 919.68 , 630.48 ," 1,084.22 "," 13,313.09 "," 14,792.04 ", 479.61 , 265.76 , 527.62 , 250.50 
t0177," 2,304.80 ", 374.39 , 438.23 , 913.58 , 623.78 ," 1,075.64 "," 13,225.12 "," 14,088.96 ", 474.59 , 263.64 , 522.11 , 247.57 
t0178," 2,262.39 ", 367.62 , 429.74 , 896.74 , 611.04 ," 1,055.65 "," 12,982.17 "," 13,472.11 ", 465.45 , 258.73 , 511.90 , 242.11 
t0179," 2,195.63 ", 357.63 , 417.43 , 870.25 , 592.12 ," 1,026.29 "," 12,599.58 "," 12,694.88 ", 452.16 , 251.53 , 497.16 , 234.42 
t0180," 2,130.78 ", 347.46 , 405.42 , 844.51 , 573.49 , 996.69 ," 12,227.83 "," 12,048.17 ", 438.75 , 244.26 , 482.80 , 226.80 
t0181," 2,067.33 ", 336.55 , 393.10 , 819.35 , 554.66 , 966.29 ," 11,864.00 "," 11,617.10 ", 424.38 , 236.80 , 468.07 , 219.18 
t0182," 2,059.07 ", 334.20 , 390.76 , 816.06 , 550.20 , 961.17 ," 11,816.76 "," 11,289.83 ", 421.07 , 235.54 , 465.20 , 217.26 
t0183," 2,019.44 ", 327.04 , 382.19 , 800.34 , 537.00 , 942.21 ," 11,589.68 "," 10,974.19 ", 411.66 , 230.88 , 454.88 , 212.15 
t0184," 2,010.52 ", 325.65 , 379.56 , 796.77 , 532.47 , 939.07 ," 11,539.03 "," 10,846.84 ", 408.56 , 230.10 , 451.61 , 210.64 
t0185," 2,015.01 ", 326.73 , 380.38 , 798.50 , 531.68 , 942.51 ," 11,565.51 "," 10,873.79 ", 408.00 , 230.92 , 452.45 , 210.68 
t0186," 2,000.81 ", 324.42 , 378.48 , 792.82 , 525.30 , 936.89 ," 11,484.68 "," 11,060.12 ", 403.44 , 229.53 , 450.11 , 208.56 
t0187," 2,004.41 ", 323.72 , 378.80 , 794.23 , 521.68 , 935.88 ," 11,505.65 "," 11,379.99 ", 401.15 , 229.26 , 450.41 , 207.44 
t0188," 1,990.07 ", 319.87 , 375.35 , 788.53 , 513.46 , 924.37 ," 11,423.62 "," 11,642.87 ", 394.90 , 226.42 , 446.22 , 204.60 
t0189," 1,953.19 ", 312.42 , 367.71 , 773.90 , 500.03 , 900.22 ," 11,212.22 "," 11,642.53 ", 384.11 , 220.46 , 437.04 , 199.96 
t0190," 1,934.47 ", 307.88 , 363.03 , 766.46 , 491.90 , 884.32 ," 11,105.15 "," 11,723.15 ", 376.94 , 216.53 , 431.36 , 197.31 
t0191," 1,904.02 ", 302.04 , 356.28 , 754.36 , 481.29 , 865.79 ," 10,930.80 "," 11,431.51 ", 368.52 , 211.96 , 423.19 , 193.78 
t0192," 1,891.22 ", 299.56 , 353.91 , 749.25 , 475.46 , 856.06 ," 10,857.86 "," 11,343.89 ", 364.30 , 209.55 , 420.28 , 192.10 
t0193," 1,885.59 ", 298.52 , 353.21 , 746.99 , 471.79 , 850.89 ," 10,826.07 "," 11,298.53 ", 362.32 , 208.26 , 419.36 , 191.24 
t0194," 1,888.33 ", 298.60 , 353.68 , 748.04 , 470.72 , 849.57 ," 10,842.31 "," 11,342.51 ", 362.18 , 207.91 , 419.82 , 191.14 
t0195," 1,900.19 ", 300.14 , 355.13 , 752.71 , 471.97 , 852.43 ," 10,910.82 "," 11,532.46 ", 363.23 , 208.59 , 421.43 , 191.91 
t0196," 1,937.99 ", 305.78 , 361.67 , 767.65 , 478.64 , 867.40 ," 11,128.36 "," 12,543.01 ", 369.96 , 212.23 , 429.06 , 195.32 
t0197," 1,990.76 ", 313.73 , 371.12 , 788.51 , 489.31 , 890.48 ," 11,432.06 "," 13,564.53 ", 379.63 , 217.85 , 440.13 , 200.50 
t0198," 2,052.31 ", 323.04 , 382.05 , 812.84 , 501.98 , 917.28 ," 11,786.21 "," 14,287.61 ", 390.80 , 224.39 , 452.94 , 206.57 
t0199," 2,084.17 ", 328.05 , 387.63 , 825.41 , 507.87 , 931.16 ," 11,969.94 "," 14,391.25 ", 396.49 , 227.76 , 459.40 , 209.81 
t0200," 2,099.10 ", 330.30 , 390.18 , 831.27 , 509.67 , 937.09 ," 12,056.48 "," 14,001.29 ", 398.74 , 229.18 , 462.25 , 211.43 
t0201," 2,074.35 ", 326.64 , 385.79 , 821.41 , 501.87 , 926.17 ," 11,915.17 "," 13,299.18 ", 394.22 , 226.48 , 456.91 , 209.24 
t0202," 2,030.10 ", 319.16 , 377.01 , 803.84 , 489.18 , 906.26 ," 11,661.75 "," 12,697.67 ", 385.78 , 221.59 , 446.34 , 205.16 
t0203," 1,967.11 ", 308.56 , 365.17 , 778.85 , 472.64 , 877.57 ," 11,300.60 "," 11,956.56 ", 373.59 , 214.55 , 432.18 , 199.29 
t0204," 1,906.61 ", 297.95 , 353.18 , 754.86 , 456.38 , 848.92 ," 10,953.59 "," 11,340.97 ", 361.93 , 207.52 , 417.86 , 193.27 
t0205," 1,843.41 ", 287.66 , 341.04 , 729.80 , 439.67 , 820.49 ," 10,591.16 "," 10,915.72 ", 350.61 , 200.55 , 403.34 , 187.21 
t0206," 1,826.13 ", 285.25 , 337.99 , 722.90 , 434.85 , 813.67 ," 10,492.69 "," 10,578.51 ", 348.72 , 198.86 , 399.60 , 185.79 
t0207," 1,781.98 ", 278.57 , 330.10 , 705.37 , 423.37 , 795.21 ," 10,239.88 "," 10,256.39 ", 341.76 , 194.33 , 390.14 , 181.65 
t0208," 1,771.36 ", 276.57 , 327.04 , 701.11 , 418.91 , 790.29 ," 10,179.57 "," 10,130.72 ", 340.83 , 193.11 , 386.32 , 180.64 
t0209," 1,772.23 ", 276.95 , 326.27 , 701.40 , 417.11 , 789.91 ," 10,185.45 "," 10,148.67 ", 342.22 , 192.98 , 385.18 , 180.64 
t0210," 1,759.79 ", 275.26 , 323.79 , 696.43 , 411.00 , 781.88 ," 10,114.67 "," 10,324.81 ", 339.81 , 190.99 , 382.11 , 178.85 
t0211," 1,758.89 ", 275.43 , 323.47 , 696.03 , 409.29 , 777.88 ," 10,110.07 "," 10,611.70 ", 338.72 , 189.98 , 381.62 , 178.09 
t0212," 1,741.81 ", 272.98 , 319.70 , 689.24 , 403.45 , 766.91 ," 10,012.43 "," 10,843.16 ", 334.35 , 187.27 , 377.04 , 175.52 
t0213," 1,708.47 ", 267.47 , 311.89 , 676.02 , 393.08 , 749.28 ," 9,821.15 "," 10,840.36 ", 325.90 , 182.94 , 367.64 , 171.00 
t0214," 1,691.47 ", 264.50 , 306.01 , 669.27 , 385.71 , 738.12 ," 9,723.86 "," 10,914.57 ", 320.09 , 180.18 , 360.46 , 167.97 
t0215," 1,666.43 ", 259.90 , 297.90 , 659.33 , 375.36 , 722.40 ," 9,580.26 "," 10,649.84 ", 312.00 , 176.31 , 350.61 , 164.04 
t0216," 1,657.10 ", 257.61 , 292.01 , 655.62 , 367.28 , 712.22 ," 9,527.04 "," 10,576.08 ", 306.49 , 173.79 , 343.32 , 161.59 
t0217," 1,693.35 ", 263.95 , 295.45 , 669.89 , 370.65 , 723.62 ," 9,736.49 "," 10,512.45 ", 310.68 , 176.52 , 346.98 , 164.49 
t0218," 1,669.11 ", 261.73 , 289.43 , 660.21 , 361.24 , 710.58 ," 9,598.53 "," 10,511.37 ", 304.67 , 173.28 , 339.52 , 162.06 
t0219," 1,648.49 ", 259.68 , 284.53 , 651.95 , 352.32 , 699.94 ," 9,481.42 "," 10,637.22 ", 299.82 , 170.63 , 333.41 , 160.11 
t0220," 1,646.76 ", 259.94 , 282.98 , 651.16 , 348.02 , 697.52 ," 9,472.99 "," 11,515.74 ", 298.80 , 169.99 , 331.23 , 160.03 
t0221," 1,661.48 ", 262.29 , 284.40 , 656.89 , 346.62 , 701.41 ," 9,559.16 "," 12,411.01 ", 300.77 , 170.88 , 332.53 , 161.38 
t0222," 1,671.14 ", 263.39 , 285.45 , 660.60 , 344.76 , 702.90 ," 9,616.30 "," 13,027.47 ", 301.22 , 171.18 , 333.43 , 162.28 
t0223," 1,663.27 ", 261.42 , 283.23 , 657.39 , 339.50 , 695.17 ," 9,572.48 "," 13,083.98 ", 298.25 , 169.23 , 330.50 , 161.51 
t0224," 1,657.48 ", 259.93 , 281.14 , 655.01 , 334.30 , 688.57 ," 9,540.56 "," 12,699.85 ", 295.78 , 167.56 , 327.72 , 160.94 
t0225," 1,649.54 ", 257.74 , 278.54 , 651.79 , 329.01 , 680.73 ," 9,496.20 "," 12,041.96 ", 292.96 , 165.59 , 324.35 , 160.08 
t0226," 1,616.33 ", 251.26 , 271.97 , 638.58 , 319.41 , 663.16 ," 9,306.30 "," 11,474.76 ", 285.89 , 161.25 , 316.39 , 156.83 
t0227," 1,577.75 ", 243.47 , 264.43 , 623.26 , 308.73 , 643.34 ," 9,085.30 "," 10,787.84 ", 277.54 , 156.38 , 307.32 , 152.97 
t0228," 1,517.67 ", 232.47 , 253.93 , 599.45 , 294.07 , 615.10 ," 8,740.51 "," 10,208.42 ", 265.51 , 149.46 , 294.88 , 147.27 
t0229," 1,467.45 ", 222.71 , 245.93 , 579.55 , 281.60 , 591.66 ," 8,452.25 "," 9,814.27 ", 255.14 , 143.72 , 285.44 , 142.35 
t0230," 1,452.63 ", 218.69 , 243.62 , 573.64 , 275.77 , 582.39 ," 8,367.69 "," 9,513.05 ", 250.98 , 141.42 , 282.62 , 140.78 
t0231," 1,433.76 ", 214.03 , 240.69 , 566.13 , 270.16 , 571.10 ," 8,259.89 "," 9,226.16 ", 245.98 , 138.63 , 279.08 , 138.98 
t0232," 1,439.70 ", 212.75 , 242.78 , 568.45 , 269.08 , 568.31 ," 8,294.58 "," 9,127.09 ", 244.52 , 137.91 , 281.51 , 138.97 
t0233," 1,450.83 ", 212.21 , 244.45 , 572.84 , 268.52 , 565.76 ," 8,358.74 "," 9,178.92 ", 243.16 , 137.25 , 283.42 , 139.26 
t0234," 1,460.72 ", 211.03 , 245.16 , 576.74 , 267.63 , 562.61 ," 8,415.68 "," 9,370.36 ", 241.81 , 136.44 , 284.17 , 139.32 
t0235," 1,476.71 ", 213.24 , 247.21 , 583.05 , 268.63 , 563.07 ," 8,507.99 "," 9,651.49 ", 241.81 , 136.51 , 286.46 , 140.21 
t0236," 1,479.24 ", 213.92 , 248.24 , 584.03 , 268.07 , 560.21 ," 8,522.80 "," 9,877.19 ", 240.30 , 135.79 , 287.67 , 140.02 
t0237," 1,470.00 ", 212.66 , 247.95 , 580.37 , 266.03 , 554.27 ," 8,469.82 "," 9,881.81 ", 236.91 , 134.33 , 287.39 , 139.11 
t0238," 1,471.12 ", 212.85 , 250.06 , 580.81 , 265.61 , 553.70 ," 8,476.29 "," 9,968.04 ", 235.41 , 134.18 , 289.99 , 139.02 
t0239," 1,450.02 ", 209.85 , 248.85 , 572.48 , 262.82 , 544.26 ," 8,354.68 "," 9,743.94 ", 231.05 , 131.88 , 288.79 , 137.02 
t0240," 1,445.31 ", 208.65 , 250.41 , 570.64 , 262.55 , 540.79 ," 8,327.20 "," 9,710.12 ", 229.12 , 131.05 , 290.87 , 136.31 
t0241," 1,477.58 ", 211.93 , 257.50 , 583.44 , 268.26 , 549.74 ," 8,512.40 "," 9,727.62 ", 232.92 , 133.22 , 299.35 , 139.04 
t0242," 1,493.63 ", 212.53 , 261.23 , 589.84 , 271.13 , 553.23 ," 8,603.83 "," 9,831.97 ", 234.10 , 134.08 , 303.95 , 140.02 
t0243," 1,509.04 ", 213.29 , 264.88 , 596.00 , 274.31 , 555.75 ," 8,691.38 "," 10,069.03 ", 234.98 , 134.70 , 308.51 , 140.71 
t0244," 1,547.06 ", 217.32 , 272.31 , 611.11 , 281.98 , 567.26 ," 8,909.02 "," 11,037.82 ", 239.54 , 137.52 , 317.46 , 143.48 
t0245," 1,593.24 ", 222.65 , 281.29 , 629.45 , 291.35 , 582.10 ," 9,173.56 "," 12,043.06 ", 246.51 , 141.15 , 328.25 , 147.28 
t0246," 1,644.47 ", 228.88 , 291.11 , 649.78 , 302.12 , 599.98 ," 9,467.07 "," 12,797.71 ", 254.56 , 145.52 , 340.03 , 151.68 
t0247," 1,668.78 ", 232.14 , 296.33 , 659.47 , 307.68 , 609.04 ," 9,605.69 "," 13,003.63 ", 258.33 , 147.76 , 346.44 , 153.76 
t0248," 1,680.96 ", 233.80 , 298.99 , 664.37 , 311.59 , 615.27 ," 9,674.60 "," 12,760.26 ", 260.88 , 149.32 , 349.82 , 154.51 
t0249," 1,673.75 ", 232.14 , 297.50 , 661.62 , 311.11 , 611.74 ," 9,631.57 "," 12,241.65 ", 259.87 , 148.50 , 348.33 , 153.12 
t0250," 1,678.85 ", 232.48 , 298.01 , 663.73 , 312.04 , 612.90 ," 9,659.45 "," 11,800.73 ", 260.81 , 148.83 , 349.17 , 152.88 
t0251," 1,677.58 ", 231.95 , 297.35 , 663.32 , 311.33 , 612.27 ," 9,650.72 "," 11,214.86 ", 261.11 , 148.72 , 348.62 , 152.02 
t0252," 1,660.09 ", 229.86 , 294.69 , 656.48 , 308.29 , 606.89 ," 9,548.99 "," 10,717.43 ", 259.50 , 147.45 , 345.74 , 149.85 
t0253," 1,643.71 ", 228.41 , 292.00 , 650.07 , 306.17 , 602.14 ," 9,453.84 "," 10,391.40 ", 259.33 , 146.33 , 342.78 , 148.12 
t0254," 1,647.80 ", 229.74 , 292.81 , 651.75 , 307.34 , 604.20 ," 9,476.34 "," 10,155.47 ", 261.05 , 146.87 , 343.91 , 148.20 
t0255," 1,652.27 ", 231.54 , 293.95 , 653.58 , 309.30 , 607.91 ," 9,501.15 "," 9,926.90 ", 263.21 , 147.81 , 345.44 , 148.17 
t0256," 1,681.25 ", 236.92 , 298.69 , 665.10 , 315.66 , 619.62 ," 9,667.00 "," 9,877.62 ", 269.51 , 150.68 , 351.14 , 150.61 
t0257," 1,703.61 ", 242.11 , 302.96 , 673.98 , 322.42 , 631.21 ," 9,795.06 "," 9,959.18 ", 275.43 , 153.54 , 356.27 , 152.98 
t0258," 1,723.05 ", 247.12 , 306.25 , 681.69 , 328.80 , 643.49 ," 9,906.48 "," 10,181.11 ", 281.27 , 156.56 , 360.19 , 155.33 
t0259," 1,730.60 ", 249.45 , 308.09 , 684.68 , 332.06 , 652.57 ," 9,949.81 "," 10,496.30 ", 285.62 , 158.81 , 362.40 , 157.26 
t0260," 1,741.27 ", 251.99 , 309.90 , 688.91 , 335.33 , 661.36 ," 10,011.02 "," 10,759.72 ", 290.04 , 160.98 , 364.55 , 159.30 
t0261," 1,725.63 ", 250.83 , 307.02 , 682.73 , 333.14 , 659.69 ," 9,920.97 "," 10,782.11 ", 289.61 , 160.60 , 361.18 , 158.76 
t0262," 1,719.81 ", 250.87 , 306.25 , 680.43 , 333.36 , 661.27 ," 9,887.52 "," 10,876.89 ", 290.96 , 161.00 , 360.29 , 159.23 
t0263," 1,715.33 ", 250.85 , 305.93 , 678.66 , 333.51 , 662.38 ," 9,861.73 "," 10,632.99 ", 292.32 , 161.28 , 359.95 , 159.68 
t0264," 1,739.67 ", 255.69 , 310.76 , 688.27 , 340.61 , 675.89 ," 10,001.94 "," 10,567.38 ", 299.11 , 164.59 , 365.61 , 163.18 
t0265," 1,656.31 ", 243.82 , 295.89 , 655.28 , 325.79 , 646.68 ," 9,522.74 "," 10,549.06 ", 286.72 , 157.49 , 348.10 , 156.18 
t0266," 1,666.60 ", 245.39 , 297.51 , 659.36 , 329.79 , 653.02 ," 9,581.91 "," 10,617.53 ", 290.19 , 159.04 , 350.00 , 157.77 
t0267," 1,683.70 ", 247.85 , 300.27 , 666.12 , 334.12 , 662.22 ," 9,680.26 "," 10,818.56 ", 294.42 , 161.30 , 353.23 , 160.05 
t0268," 1,723.76 ", 253.53 , 307.34 , 681.97 , 343.53 , 680.31 ," 9,910.63 "," 11,791.11 ", 302.89 , 165.71 , 361.52 , 164.54 
t0269," 1,780.46 ", 261.99 , 317.10 , 704.40 , 356.06 , 704.09 ," 10,236.66 "," 12,789.50 ", 313.87 , 171.51 , 372.97 , 170.44 
t0270," 1,844.00 ", 272.07 , 328.39 , 729.53 , 370.19 , 731.34 ," 10,602.08 "," 13,505.29 ", 326.51 , 178.16 , 386.23 , 177.13 
t0271," 1,881.69 ", 278.07 , 335.16 , 744.43 , 379.50 , 748.97 ," 10,818.96 "," 13,639.19 ", 334.87 , 182.46 , 394.16 , 181.47 
t0272," 1,906.33 ", 281.97 , 339.70 , 754.17 , 385.76 , 760.96 ," 10,960.69 "," 13,311.74 ", 340.70 , 185.39 , 399.50 , 184.69 
t0273," 1,894.09 ", 280.89 , 337.69 , 749.31 , 385.30 , 758.29 ," 10,890.53 "," 12,681.41 ", 340.04 , 184.74 , 397.12 , 184.49 
t0274," 1,862.70 ", 276.83 , 332.12 , 736.89 , 381.21 , 747.97 ," 10,710.22 "," 12,139.59 ", 335.58 , 182.24 , 390.53 , 182.13 
t0275," 1,814.83 ", 270.22 , 323.53 , 717.95 , 373.45 , 731.08 ," 10,435.01 "," 11,464.57 ", 327.94 , 178.13 , 380.43 , 178.07 
t0276," 1,766.28 ", 263.63 , 314.98 , 698.73 , 365.49 , 714.48 ," 10,155.89 "," 10,898.25 ", 319.83 , 174.10 , 370.37 , 173.85 
t0277," 1,716.87 ", 256.96 , 306.20 , 679.19 , 357.31 , 696.40 ," 9,871.87 "," 10,519.38 ", 311.09 , 169.70 , 360.04 , 169.41 
t0278," 1,711.35 ", 256.84 , 305.50 , 676.99 , 358.29 , 695.78 ," 9,840.22 "," 10,227.99 ", 311.01 , 169.55 , 359.21 , 169.44 
t0279," 1,680.58 ", 253.13 , 300.16 , 664.81 , 353.66 , 685.04 ," 9,663.45 "," 9,949.85 ", 306.26 , 166.94 , 352.92 , 167.13 
t0280," 1,676.13 ", 253.61 , 300.27 , 663.03 , 355.06 , 686.19 ," 9,638.22 "," 9,845.55 ", 306.71 , 167.22 , 353.03 , 167.47 
t0281," 1,687.18 ", 255.64 , 302.04 , 667.38 , 358.90 , 692.97 ," 9,701.98 "," 9,894.65 ", 309.80 , 168.88 , 355.06 , 169.29 
t0282," 1,678.15 ", 255.05 , 300.79 , 663.78 , 359.66 , 692.56 ," 9,650.56 "," 10,075.72 ", 311.05 , 168.78 , 353.53 , 169.56 
t0283," 1,675.87 ", 255.32 , 300.89 , 662.83 , 361.98 , 695.85 ," 9,638.15 "," 10,351.90 ", 314.44 , 169.58 , 353.55 , 170.43 
t0284," 1,656.44 ", 253.32 , 297.93 , 655.09 , 360.61 , 692.06 ," 9,527.16 "," 10,568.17 ", 314.70 , 168.66 , 349.97 , 169.73 
t0285," 1,619.04 ", 248.39 , 291.44 , 640.25 , 355.04 , 680.02 ," 9,312.82 "," 10,547.23 ", 311.75 , 165.72 , 342.22 , 167.17 
t0286," 1,600.11 ", 245.92 , 287.60 , 632.73 , 353.01 , 674.75 ," 9,204.51 "," 10,610.56 ", 309.97 , 164.43 , 337.57 , 166.10 
t0287," 1,573.44 ", 242.12 , 282.48 , 622.14 , 348.69 , 667.32 ," 9,051.69 "," 10,343.92 ", 308.26 , 162.62 , 331.44 , 164.46 
t0288," 1,563.15 ", 240.23 , 280.25 , 618.04 , 348.01 , 667.24 ," 8,992.99 "," 10,267.96 ", 309.33 , 162.61 , 328.70 , 164.75 
t0289," 1,558.56 ", 239.44 , 279.08 , 616.19 , 348.85 , 671.49 ," 8,967.10 "," 10,229.54 ", 312.72 , 163.66 , 327.20 , 165.70 
t0290," 1,559.65 ", 239.59 , 279.09 , 616.58 , 351.11 , 678.42 ," 8,973.96 "," 10,267.84 ", 316.13 , 165.36 , 327.09 , 167.32 
t0291," 1,566.78 ", 240.39 , 280.21 , 619.36 , 355.35 , 689.34 ," 9,015.62 "," 10,432.98 ", 320.41 , 168.04 , 328.28 , 169.52 
t0292," 1,595.31 ", 244.83 , 284.93 , 630.59 , 364.11 , 709.82 ," 9,180.44 "," 11,340.25 ", 328.90 , 173.05 , 333.66 , 173.97 
t0293," 1,638.77 ", 251.28 , 291.83 , 647.73 , 377.37 , 736.75 ," 9,431.21 "," 12,267.29 ", 340.35 , 179.63 , 341.57 , 179.99 
t0294," 1,692.00 ", 258.99 , 299.97 , 668.73 , 392.43 , 766.81 ," 9,738.05 "," 12,934.46 ", 352.40 , 186.97 , 350.89 , 186.85 
t0295," 1,721.39 ", 263.10 , 304.16 , 680.32 , 401.82 , 785.37 ," 9,907.77 "," 13,043.81 ", 359.67 , 191.51 , 355.63 , 190.92 
t0296," 1,734.61 ", 265.15 , 306.46 , 685.49 , 407.67 , 798.70 ," 9,984.57 "," 12,697.50 ", 367.12 , 194.77 , 358.17 , 193.66 
t0297," 1,714.92 ", 261.88 , 302.90 , 677.66 , 405.35 , 796.26 ," 9,872.08 "," 12,067.38 ", 367.64 , 194.18 , 353.86 , 192.53 
t0298," 1,677.69 ", 255.93 , 295.91 , 662.89 , 397.82 , 782.99 ," 9,658.52 "," 11,522.76 ", 362.76 , 190.94 , 345.52 , 189.15 
t0299," 1,625.27 ", 246.96 , 285.92 , 642.13 , 386.11 , 760.04 ," 9,357.48 "," 10,852.13 ", 352.16 , 185.33 , 333.66 , 183.46 
t0300," 1,572.70 ", 237.65 , 276.67 , 621.31 , 373.21 , 735.48 ," 9,055.57 "," 10,287.57 ", 339.43 , 179.32 , 322.73 , 177.61 
t0301," 1,515.16 ", 228.35 , 267.90 , 598.51 , 359.54 , 708.98 ," 8,725.29 "," 9,887.58 ", 326.15 , 172.83 , 312.42 , 171.54 
t0302," 1,499.00 ", 225.01 , 266.20 , 592.06 , 355.32 , 700.89 ," 8,633.14 "," 9,579.52 ", 321.51 , 170.83 , 310.35 , 169.90 
t0303," 1,465.89 ", 218.78 , 260.56 , 578.95 , 345.11 , 684.00 ," 8,443.11 "," 9,300.88 ", 312.50 , 166.68 , 303.68 , 165.91 
t0304," 1,461.31 ", 216.97 , 259.33 , 577.11 , 341.65 , 680.27 ," 8,417.15 "," 9,202.32 ", 309.40 , 165.75 , 302.13 , 164.93 
t0305," 1,471.11 ", 217.06 , 261.59 , 580.96 , 341.45 , 683.27 ," 8,473.77 "," 9,249.32 ", 308.85 , 166.47 , 304.77 , 165.36 
t0306," 1,464.80 ", 214.51 , 261.56 , 578.45 , 338.17 , 680.70 ," 8,437.86 "," 9,424.85 ", 305.68 , 165.83 , 304.75 , 164.25 
t0307," 1,468.61 ", 212.84 , 262.80 , 579.94 , 336.39 , 683.04 ," 8,460.04 "," 9,703.32 ", 303.91 , 166.40 , 306.20 , 163.99 
t0308," 1,459.40 ", 209.00 , 261.17 , 576.29 , 332.06 , 678.57 ," 8,407.13 "," 9,933.46 ", 299.18 , 165.30 , 304.27 , 162.58 
t0309," 1,434.00 ", 203.06 , 257.44 , 566.25 , 324.40 , 666.15 ," 8,261.01 "," 9,940.69 ", 291.64 , 162.27 , 299.96 , 159.41 
t0310," 1,420.83 ", 199.17 , 256.74 , 561.03 , 320.44 , 658.64 ," 8,185.45 "," 10,014.02 ", 287.68 , 160.42 , 299.21 , 158.00 
t0311," 1,403.60 ", 194.72 , 254.54 , 554.22 , 316.14 , 648.58 ," 8,086.25 "," 9,785.15 ", 281.41 , 157.96 , 296.71 , 155.82 
t0312," 1,400.44 ", 191.99 , 254.93 , 552.96 , 315.11 , 644.22 ," 8,068.09 "," 9,734.34 ", 277.85 , 156.88 , 297.22 , 155.10 
t0313," 1,404.62 ", 190.09 , 256.02 , 554.62 , 315.08 , 642.21 ," 8,092.10 "," 9,726.38 ", 275.22 , 156.38 , 298.54 , 155.10 
t0314," 1,416.22 ", 190.22 , 258.47 , 559.22 , 316.41 , 643.45 ," 8,158.66 "," 9,798.87 ", 274.35 , 156.66 , 301.46 , 155.74 
t0315," 1,433.65 ", 191.66 , 263.70 , 566.11 , 318.98 , 647.85 ," 8,258.85 "," 9,993.95 ", 275.07 , 157.72 , 307.76 , 157.07 
t0316," 1,474.36 ", 195.97 , 273.18 , 582.22 , 326.07 , 660.57 ," 8,492.94 "," 10,915.74 ", 280.49 , 160.80 , 319.06 , 160.77 
t0317," 1,532.60 ", 202.24 , 285.50 , 605.27 , 335.96 , 680.36 ," 8,827.70 "," 11,876.02 ", 288.36 , 165.61 , 333.69 , 166.07 
t0318," 1,601.81 ", 210.05 , 299.05 , 632.66 , 348.89 , 702.95 ," 9,225.41 "," 12,595.77 ", 298.42 , 171.10 , 349.76 , 172.41 
t0319," 1,651.30 ", 215.52 , 308.84 , 652.28 , 358.09 , 717.90 ," 9,509.36 "," 12,783.48 ", 304.69 , 174.73 , 361.44 , 176.39 
