hour,21,22,23,24,25,26,41,42,71,72,73,74,75,76,81,82,83,84
t0458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0465,0.000,0.000,0.000,0.000,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
t0466,0.008,0.009,0.009,0.006,0.014,0.014,0.015,0.015,0.022,0.022,0.022,0.022,0.022,0.022,0.017,0.017,0.017,0.017
t0467,0.023,0.031,0.031,0.020,0.029,0.029,0.031,0.031,0.033,0.033,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034
t0468,0.032,0.053,0.053,0.033,0.040,0.040,0.039,0.039,0.054,0.054,0.054,0.054,0.054,0.054,0.043,0.043,0.043,0.043
t0469,0.038,0.075,0.075,0.035,0.046,0.046,0.046,0.046,0.078,0.078,0.078,0.078,0.078,0.078,0.045,0.045,0.045,0.045
t0470,0.039,0.082,0.082,0.032,0.044,0.044,0.043,0.043,0.084,0.084,0.084,0.084,0.084,0.084,0.037,0.037,0.037,0.037
t0471,0.028,0.071,0.071,0.023,0.034,0.034,0.029,0.029,0.066,0.066,0.066,0.066,0.066,0.066,0.024,0.024,0.024,0.024
t0472,0.016,0.040,0.040,0.014,0.017,0.017,0.011,0.011,0.036,0.036,0.036,0.036,0.036,0.036,0.010,0.010,0.010,0.010
t0473,0.002,0.009,0.009,0.004,0.003,0.003,0.001,0.001,0.007,0.007,0.007,0.007,0.007,0.007,0.001,0.001,0.001,0.001
t0474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0489,0.001,0.002,0.002,0.003,0.004,0.004,0.007,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
t0490,0.009,0.030,0.030,0.034,0.022,0.022,0.045,0.045,0.048,0.048,0.048,0.048,0.048,0.048,0.022,0.022,0.022,0.022
t0491,0.028,0.073,0.073,0.094,0.048,0.048,0.080,0.080,0.087,0.087,0.087,0.087,0.087,0.087,0.050,0.050,0.050,0.050
t0492,0.048,0.119,0.119,0.140,0.080,0.080,0.091,0.091,0.120,0.120,0.120,0.120,0.120,0.120,0.086,0.086,0.086,0.086
t0493,0.054,0.145,0.145,0.163,0.108,0.108,0.081,0.081,0.139,0.139,0.139,0.139,0.139,0.139,0.111,0.111,0.111,0.111
t0494,0.050,0.131,0.131,0.114,0.103,0.103,0.063,0.063,0.145,0.145,0.145,0.145,0.145,0.145,0.095,0.095,0.095,0.095
t0495,0.036,0.103,0.103,0.063,0.069,0.069,0.042,0.042,0.113,0.113,0.113,0.113,0.113,0.113,0.058,0.058,0.058,0.058
t0496,0.017,0.053,0.053,0.036,0.042,0.042,0.022,0.022,0.055,0.055,0.055,0.055,0.055,0.055,0.024,0.024,0.024,0.024
t0497,0.002,0.012,0.012,0.009,0.011,0.011,0.004,0.004,0.009,0.009,0.009,0.009,0.009,0.009,0.003,0.003,0.003,0.003
t0498,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0513,0.001,0.001,0.001,0.000,0.008,0.008,0.007,0.007,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
t0514,0.024,0.014,0.014,0.006,0.038,0.038,0.028,0.028,0.019,0.019,0.019,0.019,0.019,0.019,0.010,0.010,0.010,0.010
t0515,0.073,0.043,0.043,0.018,0.083,0.083,0.039,0.039,0.034,0.034,0.034,0.034,0.034,0.034,0.021,0.021,0.021,0.021
t0516,0.112,0.074,0.074,0.029,0.118,0.118,0.040,0.040,0.047,0.047,0.047,0.047,0.047,0.047,0.029,0.029,0.029,0.029
t0517,0.136,0.099,0.099,0.034,0.119,0.119,0.035,0.035,0.044,0.044,0.044,0.044,0.044,0.044,0.027,0.027,0.027,0.027
t0518,0.133,0.085,0.085,0.029,0.102,0.102,0.029,0.029,0.038,0.038,0.038,0.038,0.038,0.038,0.021,0.021,0.021,0.021
t0519,0.093,0.065,0.065,0.021,0.076,0.076,0.016,0.016,0.028,0.028,0.028,0.028,0.028,0.028,0.013,0.013,0.013,0.013
t0520,0.040,0.037,0.037,0.010,0.033,0.033,0.004,0.004,0.013,0.013,0.013,0.013,0.013,0.013,0.005,0.005,0.005,0.005
t0521,0.005,0.009,0.009,0.003,0.006,0.006,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.003,0.000,0.000,0.000,0.000
t0522,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0532,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0537,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
t0538,0.013,0.012,0.012,0.011,0.006,0.006,0.011,0.011,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008
t0539,0.032,0.032,0.032,0.035,0.013,0.013,0.020,0.020,0.022,0.022,0.022,0.022,0.022,0.022,0.018,0.018,0.018,0.018
t0540,0.045,0.046,0.046,0.062,0.020,0.020,0.024,0.024,0.041,0.041,0.041,0.041,0.041,0.041,0.027,0.027,0.027,0.027
t0541,0.054,0.051,0.051,0.074,0.023,0.023,0.025,0.025,0.050,0.050,0.050,0.050,0.050,0.050,0.030,0.030,0.030,0.030
t0542,0.050,0.047,0.047,0.072,0.022,0.022,0.025,0.025,0.047,0.047,0.047,0.047,0.047,0.047,0.027,0.027,0.027,0.027
t0543,0.035,0.033,0.033,0.059,0.017,0.017,0.016,0.016,0.036,0.036,0.036,0.036,0.036,0.036,0.017,0.017,0.017,0.017
t0544,0.015,0.016,0.016,0.038,0.009,0.009,0.005,0.005,0.019,0.019,0.019,0.019,0.019,0.019,0.007,0.007,0.007,0.007
t0545,0.002,0.004,0.004,0.011,0.002,0.002,0.000,0.000,0.004,0.004,0.004,0.004,0.004,0.004,0.001,0.001,0.001,0.001
t0546,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0561,0.002,0.004,0.004,0.002,0.001,0.001,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.011,0.011,0.011
t0562,0.007,0.019,0.019,0.016,0.007,0.007,0.016,0.016,0.011,0.011,0.011,0.011,0.011,0.011,0.041,0.041,0.041,0.041
t0563,0.009,0.027,0.027,0.025,0.016,0.016,0.035,0.035,0.019,0.019,0.019,0.019,0.019,0.019,0.061,0.061,0.061,0.061
t0564,0.012,0.025,0.025,0.038,0.024,0.024,0.055,0.055,0.024,0.024,0.024,0.024,0.024,0.024,0.090,0.090,0.090,0.090
t0565,0.021,0.020,0.020,0.040,0.028,0.028,0.067,0.067,0.024,0.024,0.024,0.024,0.024,0.024,0.110,0.110,0.110,0.110
t0566,0.048,0.021,0.021,0.027,0.025,0.025,0.055,0.055,0.022,0.022,0.022,0.022,0.022,0.022,0.110,0.110,0.110,0.110
t0567,0.067,0.021,0.021,0.018,0.018,0.018,0.038,0.038,0.015,0.015,0.015,0.015,0.015,0.015,0.069,0.069,0.069,0.069
t0568,0.042,0.016,0.016,0.009,0.008,0.008,0.018,0.018,0.008,0.008,0.008,0.008,0.008,0.008,0.030,0.030,0.030,0.030
t0569,0.005,0.004,0.004,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
t0570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0585,0.001,0.001,0.001,0.001,0.002,0.002,0.007,0.007,0.002,0.002,0.002,0.002,0.002,0.002,0.005,0.005,0.005,0.005
t0586,0.026,0.010,0.010,0.006,0.016,0.016,0.025,0.025,0.016,0.016,0.016,0.016,0.016,0.016,0.024,0.024,0.024,0.024
t0587,0.043,0.035,0.035,0.018,0.046,0.046,0.032,0.032,0.023,0.023,0.023,0.023,0.023,0.023,0.040,0.040,0.040,0.040
t0588,0.066,0.055,0.055,0.029,0.076,0.076,0.036,0.036,0.028,0.028,0.028,0.028,0.028,0.028,0.061,0.061,0.061,0.061
t0589,0.081,0.072,0.072,0.039,0.086,0.086,0.041,0.041,0.033,0.033,0.033,0.033,0.033,0.033,0.067,0.067,0.067,0.067
t0590,0.097,0.086,0.086,0.042,0.071,0.071,0.050,0.050,0.035,0.035,0.035,0.035,0.035,0.035,0.058,0.058,0.058,0.058
t0591,0.081,0.067,0.067,0.039,0.049,0.049,0.051,0.051,0.028,0.028,0.028,0.028,0.028,0.028,0.037,0.037,0.037,0.037
t0592,0.040,0.034,0.034,0.025,0.024,0.024,0.032,0.032,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
t0593,0.005,0.009,0.009,0.007,0.005,0.005,0.008,0.008,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002
t0594,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0609,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.004,0.007,0.007,0.007,0.007,0.007,0.007,0.003,0.003,0.003,0.003
t0610,0.004,0.006,0.006,0.008,0.005,0.005,0.016,0.016,0.009,0.009,0.009,0.009,0.009,0.009,0.030,0.030,0.030,0.030
t0611,0.010,0.015,0.015,0.018,0.012,0.012,0.029,0.029,0.016,0.016,0.016,0.016,0.016,0.016,0.063,0.063,0.063,0.063
t0612,0.013,0.022,0.022,0.025,0.024,0.024,0.036,0.036,0.033,0.033,0.033,0.033,0.033,0.033,0.096,0.096,0.096,0.096
t0613,0.016,0.023,0.023,0.032,0.042,0.042,0.036,0.036,0.054,0.054,0.054,0.054,0.054,0.054,0.106,0.106,0.106,0.106
t0614,0.016,0.021,0.021,0.029,0.054,0.054,0.036,0.036,0.065,0.065,0.065,0.065,0.065,0.065,0.083,0.083,0.083,0.083
t0615,0.012,0.017,0.017,0.018,0.053,0.053,0.026,0.026,0.043,0.043,0.043,0.043,0.043,0.043,0.047,0.047,0.047,0.047
t0616,0.007,0.010,0.010,0.009,0.036,0.036,0.014,0.014,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017
t0617,0.002,0.002,0.002,0.003,0.008,0.008,0.002,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.002,0.002,0.002,0.002
t0618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t0633,0.010,0.004,0.004,0.004,0.002,0.002,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004
t0634,0.095,0.047,0.047,0.023,0.011,0.011,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.025,0.025
t0635,0.147,0.115,0.115,0.054,0.022,0.022,0.049,0.049,0.063,0.063,0.063,0.063,0.063,0.063,0.053,0.053,0.053,0.053
t0636,0.181,0.143,0.143,0.082,0.034,0.034,0.075,0.075,0.100,0.100,0.100,0.100,0.100,0.100,0.083,0.083,0.083,0.083
t0637,0.268,0.139,0.139,0.099,0.045,0.045,0.092,0.092,0.101,0.101,0.101,0.101,0.101,0.101,0.094,0.094,0.094,0.094
t0638,0.260,0.132,0.132,0.088,0.045,0.045,0.068,0.068,0.072,0.072,0.072,0.072,0.072,0.072,0.089,0.089,0.089,0.089
t0639,0.197,0.105,0.105,0.063,0.039,0.039,0.036,0.036,0.049,0.049,0.049,0.049,0.049,0.049,0.066,0.066,0.066,0.066
t0640,0.109,0.064,0.064,0.038,0.025,0.025,0.020,0.020,0.027,0.027,0.027,0.027,0.027,0.027,0.031,0.031,0.031,0.031
